year,en_ADP échéance_NOUN,en_ADP déchéance_NOUN
1861,9.431927239234028e-09,1.2308665020555054e-07
1862,5.421583626485926e-09,1.7394246754065534e-07
1863,9.989241656072068e-10,9.98924178929883e-08
1864,0.0,1.1459399473778831e-07
1865,2.3534221238463715e-09,1.1484700479513776e-07
1866,4.865612912574591e-10,9.536601197623895e-08
1867,1.455843445796745e-09,1.4024625727415696e-07
1868,4.93987406535723e-10,1.0521931415041763e-07
1869,0.0,1.1525105492182774e-07
1870,1.1468097582678638e-09,6.995539791887495e-08
1871,1.911811864374613e-08,8.496941461544338e-08
1872,7.256807155187062e-09,6.652073381019363e-08
1873,5.387403856360606e-09,7.302925553176465e-08
1874,4.182226565063729e-09,5.616132625618775e-08
1875,3.432916173551348e-09,6.694186538425129e-08
1876,0.0,6.650616057868319e-08
1877,1.2369631985365004e-09,1.1194516957857559e-07
1878,6.039088673581716e-10,8.635896620035055e-08
1879,0.0,1.4967847050684213e-07
1880,1.9253538763308597e-09,7.123809098175116e-08
1881,0.0,8.367008774712303e-08
1882,6.655385131892899e-09,1.5573601785945357e-07
1883,9.479008689083912e-09,1.2133131122027407e-07
1884,3.9610181801208455e-09,1.1288901902162252e-07
1885,1.933690763067375e-09,1.9336907541855908e-07
1886,5.808117542471791e-09,8.64764189145717e-08
1887,1.9586774424595887e-09,1.233966742120174e-07
1888,5.07249175996094e-09,1.813415764218007e-07
1889,1.2530273707511697e-08,3.370643639755144e-07
1890,3.2771931834929546e-09,2.8118319050918217e-07
1891,5.736798147637501e-09,2.2564738344499347e-07
1892,5.014809900671935e-09,3.127987611151184e-07
1893,3.695050043717174e-09,2.3586734698710643e-07
1894,0.0,4.411077441091038e-07
1895,5.416753268150387e-09,2.437538739741285e-07
1896,1.0614652268259306e-08,3.768201395359938e-07
1897,1.7480140668268973e-09,2.423912803806161e-07
1898,3.3950129374460403e-09,1.7767234794519027e-07
1899,5.527578395003729e-10,2.227614146477208e-07
1900,2.595526460424935e-09,2.6370548766863067e-07
1901,1.2854099118442264e-08,3.235879830754129e-07
1902,1.1293653123800595e-08,3.3979165436903713e-07
1903,2.1600881083827517e-09,2.424698948289006e-07
1904,1.6123875568041512e-09,2.3379620017749403e-07
1905,6.192911072844254e-09,2.5597364583518356e-07
1906,9.259531807970234e-09,1.6564274574193405e-07
1907,5.142843373384665e-10,2.2525654230776126e-07
1908,6.384805573134145e-09,2.2788844944443554e-07
1909,6.0510818578052294e-09,3.1300595537686604e-07
1910,3.206490406526541e-09,1.7796021722915611e-07
1911,7.980561100850991e-09,2.2984016823102138e-07
1912,2.0837684910901544e-09,2.7714119710253726e-07
1913,2.121195885607108e-09,2.4871022219485894e-07
1914,1.0045115850232378e-08,2.3840406981889828e-07
1915,1.295883844676382e-08,1.8613603458561556e-07
1916,1.0987461607214755e-08,1.527257182942776e-07
1917,1.0966424435210342e-09,3.1473638273382676e-07
1918,1.1486376294556067e-09,2.504029907868244e-07
1919,1.8415696745321952e-09,3.4161118378506217e-07
1920,4.543339038320937e-09,4.013282932646689e-07
1921,1.5145494858259667e-09,3.566763950857421e-07
1922,3.6889677978990676e-09,3.5192752534385363e-07
1923,4.246379248229459e-09,1.9745662882542092e-07
1924,2.707241186783449e-08,2.3462756360004278e-07
1925,1.3197813508725176e-08,2.0016683777157596e-07
1926,1.114613823460786e-08,1.7387975503879716e-07
1927,6.689535148041159e-09,2.1518003734399826e-07
1928,6.8556245125250825e-09,2.1595218413494877e-07
1929,2.2280812750352652e-09,1.849307409429457e-07
1930,4.201441416995522e-09,1.9326630251725874e-07
1931,2.2810713318222042e-09,1.5511284345848253e-07
1932,4.383814644626227e-09,1.7425662690584431e-07
1933,4.588264879146209e-09,2.282661739627656e-07
1934,4.7926320689839486e-09,1.4737344145032694e-07
1935,1.196828414151696e-09,2.597117543245986e-07
1936,0.0,1.3458432590596203e-07
1937,1.1332006444320086e-08,1.7249831785193237e-07
1938,3.8895642262559704e-09,1.8669908286028658e-07
1939,0.0,1.9882266144577443e-07
1940,0.0,1.927194972495272e-07
1941,0.0,1.1806010036252701e-07
1942,3.034211770724937e-09,9.709477666319799e-08
1943,2.9032352077962287e-09,1.1032293656398906e-07
1944,3.2131861615880553e-09,8.996921252446555e-08
1945,2.178504043826024e-09,8.714016530575464e-08
1946,1.3921104269343232e-09,9.883984120051537e-08
1947,5.960435700558264e-09,1.1563244584067434e-07
1948,1.0871887834440486e-09,1.0437012321062866e-07
1949,0.0,1.855414524243315e-07
1950,2.1270722960764488e-09,1.2124311865591153e-07
1951,3.1984206394497505e-09,1.6951628367678495e-07
1952,3.1634410646574906e-09,1.5289965915599169e-07
1953,1.2928593307037772e-08,1.1635733443426943e-07
1954,6.840775057526116e-09,1.1824768364476768e-07
1955,5.631364707880948e-09,8.25933454962069e-08
1956,4.360570571293465e-09,1.7093437065796024e-07
1957,5.301022731885041e-09,7.951533831374036e-08
1958,2.4816730892496253e-09,1.4393702940651565e-07
1959,8.525822714489095e-09,1.0618524726169198e-07
1960,3.460416619915918e-09,2.2492707785204402e-07
1961,1.250668635321972e-08,1.3548910260396951e-07
1962,2.5367825617905737e-09,1.1732619498161512e-07
1963,4.526237162849611e-09,1.2026859508296184e-07
1964,1.2167936658258327e-09,7.057403195176448e-08
1965,3.2832261354087677e-09,9.959119040559017e-08
1966,3.8773522170743036e-09,1.22413553071965e-07
1967,9.860671168482327e-10,7.592716855242543e-08
1968,9.431973424511852e-09,5.075299824852664e-08
1969,7.72098829315837e-09,5.450109341609277e-08
1970,5.978342709767048e-09,8.875539236896657e-08
1971,6.679916619845017e-09,6.936836882687203e-08
1972,5.643161493651405e-09,8.156933262171151e-08
1973,5.513203671370093e-09,4.686223320504723e-08
1974,3.3753431161187564e-09,7.707033233828042e-08
1975,3.4268881066168433e-09,7.596268858378608e-08
1976,6.8562320265641574e-09,5.827797266988455e-08
1977,9.990529292736028e-09,5.171568062678489e-08
1978,4.158414057542359e-09,4.81187889533885e-08
1979,3.5111840102075575e-09,5.969013017192992e-08
1980,2.8425752862659692e-09,7.788656120055748e-08
1981,7.590659656386833e-09,4.554395616196416e-08
1982,1.2415004579935385e-09,7.697303061604543e-08
1983,6.946847541655643e-09,5.115406054301275e-08
1984,5.799008495621649e-10,5.219107634957254e-08
1985,6.015557829641693e-09,6.075713798736615e-08
1986,5.395036861699509e-09,5.095312616276715e-08
1987,4.277571630240118e-09,6.905222704745029e-08
1988,8.395175221664886e-09,3.47800117594943e-08
1989,1.6464366536794728e-09,5.7625282323670035e-08
1990,3.2691906959314565e-09,5.775569889010512e-08
1991,2.344586080837985e-09,5.3925479193139836e-08
1992,3.856960972825618e-09,3.361066092111287e-08
1993,2.7696036575264316e-09,8.918124194678967e-08
1994,1.5824779264761446e-09,1.1288342705029208e-07
1995,3.253470381991974e-09,1.740606734301764e-07
1996,5.871901187504136e-09,1.339861199767256e-07
1997,3.3564262480467733e-09,1.1459798088253592e-07
1998,2.3840645013706308e-09,8.916401839087484e-08
1999,5.0272213059088244e-09,6.032665567090589e-08
2000,4.418031274155965e-09,7.643194521733676e-08
2001,4.381211837767296e-09,9.551041557642748e-08
2002,3.066854992184176e-09,5.564151450698773e-08
2003,4.583615265119079e-09,3.666892212095263e-08
2004,3.0833537945085254e-09,4.448839163728735e-08
2005,3.602999676388663e-09,5.224349663990324e-08
2006,3.706100981659688e-09,6.629802840052434e-08
2007,2.3966877371606188e-09,3.83470037945699e-08
2008,5.108927503272298e-09,3.363377487630714e-08
2009,5.721831008997924e-09,4.9112383493365996e-08
2010,1.8895172093635892e-09,3.023227534981743e-08
2011,4.5887662558641296e-09,3.785732261007979e-08
2012,3.744677901096338e-09,2.5872321174347235e-08
2013,1.9523875849358774e-09,4.8809688735218515e-08
2014,3.897801192920269e-09,4.1360003422141745e-08
2015,4.43315073539452e-09,5.14245499516619e-08
2016,2.0713399884186856e-09,4.184106927596076e-08
2017,3.2702947017071438e-09,4.6287247812415444e-08
2018,2.323319980845895e-09,2.710540059069899e-08
2019,1.53059265262101e-09,3.90301124753023e-08
