year,certain_ADJ égout_NOUN,certain_ADJ dégoût_NOUN
1994,0.0,3.745197929561073e-08
1995,0.0,3.253470381991974e-08
1996,0.0,3.4697599460287165e-08
1997,0.0,2.7330898433319817e-08
1998,4.768129224785866e-10,3.0516027038629545e-08
1999,0.0,2.6050146928469076e-08
2000,0.0,2.3415566374751506e-08
2001,0.0,6.352757253580421e-08
2002,0.0,2.8039817578928705e-08
2003,0.0,4.4169382817926817e-08
2004,0.0,3.7000248198637564e-08
2005,0.0,3.738112042128705e-08
2006,0.0,2.9648807853277503e-08
2007,0.0,2.8760252845927425e-08
2008,0.0,3.874270149140102e-08
2009,0.0,4.1483275481368764e-08
2010,0.0,3.495607003856094e-08
2011,0.0,5.009403380995536e-08
2012,0.0,4.4595712012096556e-08
2013,2.789125042035323e-10,5.773488709337471e-08
2014,2.1654451842767486e-10,6.604607705185117e-08
2015,0.0,4.965128752587589e-08
2016,0.0,6.110452943630662e-08
2017,5.031222660711876e-10,5.408564263120752e-08
2018,0.0,6.272964014897298e-08
2019,0.0,4.9744262042850096e-08
