year,certain_ADJ égout_NOUN,certain_ADJ dégoût_NOUN
1800,0.0,6.288328968651058e-09
1801,0.0,2.3811825844433088e-09
1802,0.0,0.0
1803,0.0,3.900678446910888e-09
1804,0.0,1.2359254952798437e-08
1805,0.0,1.9900143755080535e-08
1806,0.0,5.76333825108577e-09
1807,0.0,5.693910232196231e-09
1808,0.0,3.852325747288887e-08
1809,0.0,4.51806094758922e-08
1810,0.0,4.212228077449254e-08
1811,0.0,2.5070767684098882e-09
1812,0.0,5.3344164641089264e-09
1813,0.0,2.8757416448144113e-09
1814,1.2586708564299443e-08,9.440030979135372e-09
1815,0.0,0.0
1816,0.0,2.3176038865813098e-08
1817,0.0,1.71256075987003e-08
1818,0.0,3.814776761146277e-08
1819,0.0,1.1386155129855524e-08
1820,0.0,8.306536791735653e-09
1821,0.0,4.930744257336528e-09
1822,0.0,4.010246357211145e-09
1823,0.0,7.906149512848515e-09
1824,0.0,3.3684450784221553e-09
1825,0.0,1.4969252504215547e-08
1826,0.0,6.1655889282974385e-09
1827,0.0,7.373818444733615e-09
1828,0.0,1.559291185060374e-08
1829,0.0,2.571952872898464e-09
1830,0.0,1.1480519646056564e-08
1831,0.0,4.677361609140007e-09
1832,0.0,9.470978667991403e-09
1833,0.0,2.20088942626262e-08
1834,0.0,4.0138484536100805e-08
1835,0.0,2.0420337421001022e-08
1836,0.0,2.688300071440608e-08
1837,0.0,7.653680356156656e-09
1838,0.0,3.787297142565649e-09
1839,0.0,1.6080392128969834e-08
1840,2.5478754661634184e-09,3.05745047057826e-08
1841,0.0,4.237562123421412e-08
1842,0.0,1.408735705865638e-08
1843,0.0,2.658109998776581e-08
1844,0.0,1.1525978393933656e-08
1845,0.0,1.4508592549589139e-08
1846,0.0,2.1076203893244383e-08
1847,0.0,1.7258315665458213e-08
1848,0.0,2.735375304041554e-08
1849,0.0,2.8490010350878947e-08
1850,0.0,1.6972489191857676e-08
1851,0.0,2.5152811389261842e-08
1852,0.0,2.929745512858517e-08
1853,0.0,3.4637203327747557e-08
1854,0.0,4.416314780542052e-08
1855,0.0,2.0697054736729115e-08
1856,0.0,1.501384794266869e-08
1857,0.0,1.2203773103180993e-08
1858,0.0,1.1744822003834088e-08
1859,5.092173349652285e-10,3.258990943777462e-08
1860,0.0,2.0139609091529564e-08
1861,1.8863854922557266e-09,2.452301117727984e-08
1862,0.0,2.755971628687348e-08
1863,0.0,3.296449690992631e-08
1864,0.0,1.4863656971897399e-08
1865,0.0,4.424433797112215e-08
1866,0.0,2.2868380966656332e-08
1867,0.0,5.483676801532056e-08
1868,0.0,1.877152122631287e-08
1869,0.0,3.1742874995188686e-08
1870,0.0,1.204150201772336e-08
1871,0.0,1.0621176826930423e-08
1872,0.0,3.265563108811875e-08
1873,0.0,4.309923085088485e-08
1874,0.0,1.2546679251101978e-08
1875,0.0,1.6592428764283795e-08
1876,0.0,1.813804395567331e-08
1877,0.0,3.401648740464225e-08
1878,0.0,2.4760263173106978e-08
1879,0.0,9.774920428640144e-09
1880,0.0,3.0805662021293756e-08
1881,6.972507571312292e-10,3.2073533162702006e-08
1882,1.3310770263785798e-09,2.5956001792337702e-08
1883,0.0,8.21514056781325e-09
1884,3.300848483434038e-09,2.3766109080725073e-08
1885,0.0,1.8692343672910283e-08
1886,6.453463874400711e-10,2.1296431285122708e-08
1887,0.0,4.243801043912754e-08
1888,0.0,1.775372027168487e-08
1889,0.0,2.1301465480405568e-08
1890,3.9326319978272295e-09,1.1797895993481688e-08
1891,0.0,1.2748440525456317e-08
1892,0.0,2.0686091062316336e-08
1893,0.0,7.390100087434348e-09
1894,0.0,1.0082462864602348e-08
1895,4.213029924926559e-09,1.745398137131815e-08
1896,0.0,1.6511680911435178e-08
1897,0.0,6.992056267307589e-09
1898,0.0,1.9804241802034994e-08
1899,0.0,2.4874102777516782e-08
1900,0.0,2.3359739032002835e-08
1901,0.0,2.1237207548097103e-08
1902,0.0,1.6694965410124496e-08
1903,0.0,3.510143287144274e-08
1904,0.0,1.7198800605910947e-08
1905,0.0,1.8062657147766004e-08
1906,0.0,1.6461390472954918e-08
1907,0.0,1.902852098112362e-08
1908,0.0,3.388858615949175e-08
1909,0.0,3.080550925460557e-08
1910,1.068830135508847e-09,2.4583092894658876e-08
1911,0.0,2.8197982615552064e-08
1912,0.0,2.3963337980603683e-08
1913,0.0,2.4393752795504042e-08
1914,0.0,2.209925398233281e-08
1915,0.0,4.5944972271172446e-08
1916,0.0,5.493730803607377e-09
1917,0.0,2.7416060532914344e-08
1918,0.0,1.1486376294556067e-08
1919,0.0,5.524709134618888e-09
1920,1.514446346106979e-09,3.558949046578164e-08
1921,2.2718242842501013e-09,4.392193631019836e-08
1922,0.0,2.2871599725249325e-08
1923,0.0,2.229349149729387e-08
1924,0.0,2.3204924204378585e-08
1925,0.0,1.2097995494286806e-08
1926,0.0,2.7865345586519652e-08
1927,0.0,2.5643217327342427e-08
1928,0.0,1.9424270192303084e-08
1929,3.342121912552898e-09,2.4508894469477127e-08
1930,0.0,1.8906487042613662e-08
1931,0.0,1.3686427990933225e-08
1932,0.0,2.1919072779041926e-08
1933,0.0,2.2941325283909464e-08
1934,0.0,1.9170528275935794e-08
1935,0.0,2.0346082152400413e-08
1936,0.0,2.0612015205756506e-08
1937,0.0,2.6441348666139675e-08
1938,0.0,2.074434313215079e-08
1939,0.0,1.6823456405745674e-08
1940,0.0,2.7893612752905028e-08
1941,0.0,3.836953510472085e-08
1942,0.0,2.730790527039062e-08
1943,0.0,5.8064703267746154e-08
1944,0.0,1.927911696952833e-08
1945,0.0,3.921307367704685e-08
1946,0.0,5.0115975369635635e-08
1947,0.0,2.9802176726434482e-08
1948,0.0,1.848220954059343e-08
1949,0.0,3.239612667016445e-08
1950,0.0,3.616023036556726e-08
1951,0.0,3.3050344683260846e-08
1952,1.0544803918932644e-09,1.4762725264461096e-08
1953,0.0,2.3702419582605216e-08
1954,0.0,2.6385848173049453e-08
1955,0.0,2.1586897602787758e-08
1956,0.0,2.52913103793162e-08
1957,0.0,2.738861759610245e-08
1958,0.0,2.9780077070995503e-08
1959,0.0,2.5577467255288866e-08
1960,0.0,2.353083417006019e-08
1961,0.0,2.223410966450956e-08
1962,0.0,2.980719671086263e-08
1963,6.466053248388448e-10,4.073613624200334e-08
1964,6.083968329129164e-10,2.251068309533366e-08
1965,5.472043373977442e-10,3.283226135408768e-08
1966,0.0,2.2710207048248776e-08
1967,4.930335584241163e-10,3.106111279294055e-08
1968,0.0,2.515192853991266e-08
1969,0.0,1.725867981861029e-08
1970,0.0,2.3913370839068193e-08
1971,0.0,3.1858064630796434e-08
1972,0.0,2.4624704053621826e-08
1973,0.0,3.0322620858669325e-08
1974,0.0,2.3627400480563665e-08
1975,0.0,3.369773438066659e-08
1976,0.0,2.9138986334942274e-08
1977,0.0,2.4094806150287695e-08
1978,0.0,2.970295653881294e-08
1979,0.0,2.691907674545746e-08
1980,1.7055452605774235e-09,2.38776323158163e-08
1981,0.0,3.0362638625547334e-08
1982,0.0,2.296775925003658e-08
1983,0.0,2.7787390166622572e-08
1984,0.0,2.667543874679268e-08
1985,0.0,2.7671566371623157e-08
1986,0.0,3.476801424540099e-08
1987,0.0,2.627651163322753e-08
1988,0.0,2.6384837426007834e-08
1989,0.0,3.5123981945162086e-08
1990,1.089730194969718e-09,2.397406362319998e-08
1991,0.0,3.51687923227928e-08
1992,0.0,2.8100714644097025e-08
1993,0.0,4.4313658520422905e-08
