year,en_ADP iles_NOUN,en_ADP deal_NOUN
1800,3.144164484325529e-08,0.0
1801,7.143547975374531e-09,0.0
1802,8.951360541686881e-09,0.0
1803,9.751695895232615e-09,0.0
1804,1.9774807569206132e-08,0.0
1805,2.2743021688143017e-08,0.0
1806,8.645007376628655e-09,0.0
1807,8.540865792383556e-09,0.0
1808,2.4926814390369145e-08,0.0
1809,2.25903047379461e-08,0.0
1810,1.8721014072298203e-08,0.0
1811,7.521230305229665e-09,0.0
1812,8.00162469616339e-09,0.0
1813,8.627224934443234e-09,0.0
1814,3.1466771410748606e-09,0.0
1815,0.0,0.0
1816,2.3176038865813098e-09,0.0
1817,2.3353101674672416e-08,0.0
1818,2.0266001987678806e-08,0.0
1819,8.280840235741493e-09,0.0
1820,3.5599443393152796e-09,0.0
1821,3.94459531705138e-09,0.0
1822,1.4035862250239006e-08,0.0
1823,6.917880712720148e-09,0.0
1824,1.6000114122505238e-08,0.0
1825,2.641632912414593e-09,0.0
1826,8.807984452907647e-09,0.0
1827,5.530363889061363e-09,0.0
1828,2.7516904310687096e-09,0.0
1829,2.5719527840806222e-08,0.0
1830,9.39315203396518e-09,0.0
1831,4.677361609140007e-09,0.0
1832,8.117981509236927e-09,0.0
1833,1.3900354645102198e-08,0.0
1834,6.534171870242744e-09,0.0
1835,1.1344631900556124e-08,0.0
1836,1.0753199664037538e-08,0.0
1837,6.262101726051128e-09,0.0
1838,1.3255539776935166e-08,0.0
1839,1.1885507911202353e-08,0.0
1840,1.4013315285943406e-08,0.0
1841,7.704658244733764e-09,0.0
1842,4.695785538189057e-09,0.0
1843,4.13483786099178e-09,0.0
1844,4.9397050894128824e-09,0.0
1845,5.580227946389016e-09,0.0
1846,1.1709002656346001e-08,0.0
1847,6.47186837454683e-09,0.0
1848,1.126331028444838e-08,0.0
1849,1.0893238977516262e-08,0.0
1850,8.146795238417326e-09,0.0
1851,7.739326290945314e-09,0.0
1852,1.1718982229069752e-08,0.0
1853,4.180352286553557e-09,0.0
1854,9.352196128631363e-09,0.0
1855,3.714855978387277e-09,0.0
1856,1.7084724746041502e-08,0.0
1857,7.810414537345878e-09,0.0
1858,4.893675908945738e-09,0.0
1859,2.5460866748261424e-09,0.0
1860,3.661747072225552e-09,0.0
1861,3.3011746669586728e-09,0.0
1862,5.421583626485926e-09,0.0
1863,2.996772441310469e-09,0.0
1864,6.712619238236073e-09,0.0
1865,5.648213063924601e-09,0.0
1866,5.352174370365503e-09,0.0
1867,3.396968040192405e-09,0.0
1868,4.939873954334928e-09,0.0
1869,1.953407657850903e-09,0.0
1870,2.2936195165357276e-09,0.0
1871,3.18635318130589e-09,0.0
1872,5.442605366390296e-09,0.0
1873,1.1972008717719973e-08,0.0
1874,6.5720701658555924e-09,0.0
1875,2.860763514966891e-09,0.0
1876,3.02300739996042e-09,0.0
1877,4.9478527941460015e-09,0.0
1878,8.454724254036705e-09,0.0
1879,6.10932526790009e-10,0.0
1880,6.417846032391594e-09,0.0
1881,6.972507571312292e-10,0.0
1882,8.652000671460769e-09,0.0
