year,mon_DET égout_NOUN,mon_DET dégoût_NOUN
1914,0.0,5.2234602421208365e-08
1915,0.0,6.597226587246041e-08
1916,0.0,3.955486294060506e-08
1917,0.0,7.457168749169796e-08
1918,0.0,5.6283243843324726e-08
1919,0.0,6.905886312802423e-08
1920,0.0,8.859510902681222e-08
1921,0.0,1.0753301071808608e-07
1922,0.0,1.0329109656481705e-07
1923,0.0,6.581887834755662e-08
1924,1.289162443462999e-09,8.121723371612433e-08
1925,2.1996355847875293e-09,1.110815999183501e-07
1926,0.0,9.028372449648714e-08
1927,0.0,1.0703256081434631e-07
1928,0.0,9.597874850442167e-08
1929,0.0,7.909688326535047e-08
1930,1.0503603542488804e-09,8.612954882636359e-08
1931,0.0,8.439963927742156e-08
1932,0.0,8.548438590327834e-08
1933,0.0,4.3588517240067404e-08
1934,0.0,4.4331844861744685e-08
1935,2.393656828303392e-09,4.906996586839796e-08
1936,0.0,4.7286387250267126e-08
1937,0.0,6.547381636856642e-08
1938,1.2965214457594243e-09,8.038433207957496e-08
1939,0.0,6.576441524686061e-08
1940,0.0,5.578722350740861e-08
1941,0.0,6.493305448884712e-08
1942,0.0,1.0012898865596753e-07
1943,2.9032352077962287e-09,1.1032293745216748e-07
1944,0.0,1.1888788442604437e-07
1945,0.0,1.1546071165824401e-07
1946,1.3921104269343232e-09,1.28074161942493e-07
1947,3.5762612871081956e-09,1.0132740424495523e-07
1948,0.0,1.728630110164886e-07
1949,0.0,8.933477757544495e-08
1950,1.0635361480382244e-09,9.359118013918533e-08
1951,4.264560704569931e-09,1.2687068595695905e-07
1952,2.1089607837865287e-09,9.701219338964506e-08
1953,0.0,1.0989303778075055e-07
1954,0.0,1.270429710320542e-07
1955,0.0,9.667176126271215e-08
1956,4.360570571293465e-09,1.0901426694687189e-07
1957,0.0,6.62627832603846e-08
1958,8.272243445794913e-10,8.768578219076062e-08
1959,1.5501495642666896e-09,9.378404597359946e-08
1960,6.920833350854139e-10,8.720250366245352e-08
1961,0.0,9.796904687497943e-08
1962,3.805173953708163e-09,9.195836936370938e-08
1963,6.466053248388448e-10,7.306640137372256e-08
1964,0.0,9.73434928219774e-08
1965,2.188817349590977e-09,6.566452137590773e-08
1966,0.0,8.917910321315503e-08
1967,0.0,8.184356747875654e-08
1968,0.0,1.0734483790741933e-07
1969,0.0,6.994307244490017e-08
1970,4.5987250119061684e-10,6.024329612941415e-08
1971,1.541519245584766e-09,7.347908725918728e-08
1972,5.130146862875051e-10,6.617889303228708e-08
1973,0.0,7.167165083643567e-08
1974,5.625571675160757e-10,6.750686276646434e-08
1975,0.0,6.968006127650028e-08
1976,0.0,6.456285417399954e-08
1977,1.7630346071939584e-09,8.697637277066406e-08
1978,0.0,7.425739134703235e-08
1979,5.851973350345929e-10,7.19792754289017e-08
1980,0.0,6.651626049958281e-08
1981,0.0,8.033447862487719e-08
1982,0.0,6.393727458586795e-08
1983,0.0,7.073154284498173e-08
1984,5.799008495621649e-10,6.610869807133213e-08
1985,0.0,5.474157882545683e-08
1986,0.0,8.21244539039867e-08
1987,6.110816852533674e-10,7.149655378846376e-08
1988,0.0,9.954279489576834e-08
1989,0.0,5.1039537485308983e-08
1990,2.179460389939436e-09,7.35567873277887e-08
1991,0.0,7.678519242659831e-08
1992,0.0,6.116037853942657e-08
1993,5.539207426075166e-10,7.367145915537776e-08
1994,1.0549853213248639e-09,6.488159653983416e-08
1995,0.0,7.049186367957816e-08
1996,1.067618438099771e-09,7.846995409011015e-08
1997,0.0,5.2264349958974776e-08
1998,4.768129224785866e-10,6.484655945548923e-08
1999,4.570201161957499e-10,6.398281748865031e-08
2000,4.4180314962005696e-10,7.289752268491156e-08
2001,0.0,6.703253774276163e-08
2002,0.0,7.84238660678227e-08
2003,4.1669229178253886e-10,8.208837964929216e-08
2004,0.0,7.796480194777189e-08
2005,0.0,7.070887053650665e-08
2006,4.1178899179428186e-10,8.482852864588608e-08
2007,1.5977917877663117e-09,7.030283644127167e-08
2008,0.0,8.898048586836182e-08
2009,4.76819250749827e-10,7.581425909286565e-08
2010,4.723793023408973e-10,1.2707003671508232e-07
2011,2.6767803529281764e-09,1.3307422541686265e-07
2012,6.808505426114664e-10,1.6782965683859175e-07
2013,1.3945624655065103e-09,1.7934074669767597e-07
2014,2.3819897165822113e-09,2.2434012336702835e-07
2015,1.329945265027277e-09,1.9173376752945614e-07
2016,1.0356699942093428e-09,1.9284176389078311e-07
2017,7.54683426862357e-10,1.914380174383723e-07
2018,1.290733298020541e-09,2.393019595814394e-07
2019,2.55098775436835e-10,2.471907087908676e-07
