year,en_ADP année_NOUN,en_ADP damnés_NOUN
1800,1.1570525657589315e-06,1.5720821977538435e-08
1801,1.0262897376378532e-06,0.0
1802,1.076401076716138e-06,0.0
1803,1.3125783198120189e-06,0.0
1804,1.604231215424079e-06,0.0
1805,1.1741085472749546e-06,2.842877711017877e-09
1806,1.1613126389420358e-06,0.0
1807,1.423477556272701e-06,0.0
1808,1.8377860442342353e-06,4.5321479902327155e-09
1809,1.7665618818885065e-06,0.0
1810,1.4181167671267758e-06,0.0
1811,1.3437932011584053e-06,0.0
1812,8.481721920361451e-07,0.0
1813,9.173616035695886e-07,0.0
1814,1.3813912573823472e-06,0.0
1815,1.3405201571004e-06,0.0
1816,1.151849119196413e-06,0.0
1817,1.4510059603844994e-06,1.71256075987003e-08
1818,1.1742359902200405e-06,0.0
1819,1.4739895141113735e-06,6.210630232317271e-09
1820,1.168848340782347e-06,0.0
1821,1.164641730611038e-06,0.0
1822,1.3153608335869649e-06,0.0
1823,1.2560894792068567e-06,0.0
1824,1.0425337677588686e-06,1.0105335235266466e-08
1825,1.3525160511562717e-06,0.0
1826,1.4770989957835212e-06,0.0
1827,1.5660147028029314e-06,0.0
1828,1.2731154583889293e-06,0.0
1829,1.8895279936259612e-06,0.0
1830,1.3119102959535667e-06,0.0
1831,1.2550921155707329e-06,0.0
1832,1.5613584309903672e-06,0.0
1833,1.3923521464676014e-06,1.1583628500844156e-09
1834,1.7194206520798616e-06,9.334530925997342e-10
1835,1.3258093503054624e-06,0.0
1836,1.4550424378145799e-06,0.0
1837,1.6858969303923388e-06,4.174734336004349e-09
1838,1.6354811391838808e-06,6.312161904276081e-10
1839,2.0121464709976777e-06,4.894032734625853e-09
1840,1.7153571434391779e-06,1.2739377330817092e-09
1841,1.9364374566066545e-06,0.0
1842,1.7676278849521054e-06,0.0
1843,2.0325681382438177e-06,1.1813822142769936e-09
1844,2.2914743783020164e-06,2.7442805805577564e-09
1845,2.079750856864848e-06,5.580227946389016e-10
1846,1.9665269519464346e-06,1.7563503984519002e-09
1847,1.9814704046439147e-06,0.0
1848,2.3604680622901775e-06,0.0
1849,2.087312237941674e-06,8.379414939696517e-10
1850,2.194203489125357e-06,2.0366988096043315e-09
1851,2.3430810627278476e-06,1.2898877521649865e-09
1852,2.1868922286394366e-06,0.0
1853,2.1218274923739955e-06,5.971931837933653e-10
1854,2.407151441730093e-06,1.0391328908454511e-09
1855,2.2777374013571716e-06,1.0613874223963649e-09
1856,2.285729124196223e-06,5.177189232874468e-10
1857,2.1595796875772955e-06,4.393358121745905e-09
1858,2.3039426650939276e-06,1.2723557318849998e-08
1859,2.5511788201981744e-06,5.092173349652285e-10
1860,2.3192590258014345e-06,0.0
1861,2.938045397193889e-06,0.0
1862,2.2698361875628237e-06,0.0
1863,2.0642767856182687e-06,0.0
1864,2.4059943896093117e-06,9.589455896019672e-10
1865,2.398137173287296e-06,1.4120533631256649e-09
1866,2.2990020625002217e-06,9.731225825149181e-10
1867,2.4628017403216518e-06,4.85281148598915e-10
1868,2.3859592359620763e-06,0.0
1869,2.2444654367292927e-06,1.953407657850903e-09
1870,2.500045316988775e-06,5.734048791339319e-10
1871,2.3175407966036232e-06,0.0
1872,2.3790231660214545e-06,6.652073114565837e-09
1873,2.301020019856992e-06,4.788803575905831e-09
1874,2.394025984120418e-06,1.1949218281515073e-09
1875,2.6370519350393806e-06,0.0
1876,2.6656879055231286e-06,6.04601479992084e-10
1877,2.5493811026677804e-06,6.184815992682502e-10
1878,2.7894550472806756e-06,6.6429977074733415e-09
1879,2.7363666958990507e-06,1.221865053580018e-09
1880,3.2134156686680626e-06,6.417846254436199e-10
1881,3.0372243307041913e-06,1.3945015142624584e-09
1882,3.032193546914641e-06,0.0
1883,2.913847128471758e-06,1.8958017378167824e-09
1884,2.947657776530832e-06,0.0
1885,3.059098762858703e-06,0.0
1886,2.9485875918666693e-06,1.2906927748801422e-09
1887,3.2670738994156068e-06,6.528924623161458e-10
1888,3.2673188250509355e-06,0.0
1889,3.2384492647530294e-06,3.132568426877924e-09
1890,3.107434542848342e-06,3.2771931834929546e-09
1891,3.270612376482518e-06,0.0
1892,2.8509193663595056e-06,0.0
1893,2.9301745607668295e-06,0.0
1894,3.2761702293271355e-06,1.8904617871129403e-09
1895,3.1447260315786707e-06,6.018614495673091e-10
1896,3.027534646982133e-06,5.89702897624278e-10
