year,en_ADP essais_NOUN,en_ADP décès_NOUN
1915,1.3076645510867735e-07,1.1780761921542648e-09
1916,1.747006450614208e-07,3.2962386153911893e-09
1917,1.217273108977679e-07,7.676496771580332e-09
1918,1.0222874813337057e-07,8.040463406189247e-09
1919,1.3903851314722715e-07,4.603924352863942e-09
1920,1.3554294309159332e-07,3.786115865267448e-09
1921,1.3025125827903494e-07,3.0290989716519334e-09
1922,1.5493664307086874e-07,5.164555005876537e-09
1923,1.3269934795445693e-07,2.1231896241147297e-09
1924,1.392295447821823e-07,0.0
1925,1.1878032291079421e-07,2.1996355847875293e-09
1926,1.8836973803004753e-07,4.458455382660986e-09
1927,1.3156085421073271e-07,3.3447675740205796e-09
1928,1.4511072476963705e-07,1.0283436768787624e-08
1929,1.2811467331452775e-07,1.1140405931087116e-08
1930,1.6175548833707865e-07,1.0503603542488804e-09
1931,1.802046289967052e-07,2.2810713318222042e-09
1932,1.9398380368684798e-07,4.383814644626227e-09
1933,1.3305967550003572e-07,5.735331320977366e-09
1934,1.3179737479163123e-07,8.38710612072191e-09
1935,1.5199721126180066e-07,3.590485242455088e-09
1936,8.366052783870259e-08,8.487299751891442e-09
1937,1.4731608199980428e-07,1.2591118148108649e-09
1938,1.5817561660469437e-07,3.8895642262559704e-09
1939,1.4988169283469688e-07,9.176430282309411e-09
1940,1.4707540341163394e-07,0.0
1941,9.444808313219255e-08,8.854508237732261e-09
1942,6.371844585295605e-08,0.0
1943,9.870999706507178e-08,8.709705845433291e-09
1944,1.25314262078291e-07,3.2131861615880553e-09
1945,9.367567743723271e-08,0.0
1946,1.3921104802250284e-07,1.3921104269343232e-09
1947,1.239770577310395e-07,2.3841741914054637e-09
1948,1.4133454051545868e-07,9.784699273041042e-09
1949,1.7866955359657766e-07,0.0
1950,2.2759674234151817e-07,2.1270722960764488e-09
1951,2.537413639203123e-07,0.0
1952,2.1511400039031514e-07,4.2179215675730575e-09
1953,1.6807170366561763e-07,0.0
1954,2.1499578806150055e-07,3.9090144454689835e-09
1955,1.9334352563404877e-07,0.0
1956,2.1454008924948198e-07,7.849027205963921e-09
1957,1.6433169564011862e-07,1.7670075402875796e-09
1958,2.53957876783506e-07,4.136121722897457e-09
1959,1.8291765313538377e-07,6.975672928177801e-09
1960,1.917070904799978e-07,4.152499955001332e-09
1961,1.3826837558239546e-07,2.779263708063695e-09
1962,1.4967017092359924e-07,3.805173953708163e-09
1963,1.3643371810090343e-07,9.05247421467692e-09
1964,1.6244194755987706e-07,1.8251904432275978e-09
1965,9.79495736741498e-08,4.377634699181954e-09
1966,1.285065400757901e-07,3.877352328096606e-09
1967,1.1882108874594621e-07,6.4094360374689074e-09
1968,1.217173676848482e-07,5.838840466676487e-09
1969,1.235358159101807e-07,6.358460813427058e-09
1970,9.749297347205754e-08,7.817832603507213e-09
1971,1.3719521607669094e-07,3.5968783507200897e-09
1972,1.415920478642363e-07,1.5390440033513642e-09
1973,1.207391623347931e-07,1.102640756478479e-09
1974,1.2151235162516372e-07,5.625571564138454e-09
1975,1.216545264526303e-07,7.996072248772634e-09
1976,1.2055541437350215e-07,3.9994687561772935e-09
1977,1.287015187756424e-07,6.464459911814657e-09
1978,1.312870662184551e-07,5.346532216954358e-09
1979,1.1177269410023172e-07,5.266775904289034e-09
1980,8.925686656446885e-08,2.8425753417771205e-09
1981,9.4883244816657e-08,3.795329661659963e-09
1982,1.011822879926072e-07,1.8622506869903077e-09
1983,1.237801896536439e-07,1.0104506009689374e-08
1984,1.1250076237256934e-07,6.378909400694965e-09
1985,7.098358489887602e-08,4.210890636180409e-09
1986,7.373216909245528e-08,4.196139880008332e-09
1987,1.0082847784476101e-07,6.110816852533674e-10
1988,8.814934071565972e-08,5.3968984281560495e-09
1989,6.585746603615661e-08,7.134558721588746e-09
1990,9.589625937778123e-08,4.358920835390023e-09
1991,7.912977767476903e-08,2.930732601047481e-09
1992,5.8956403925503054e-08,2.7549720282848966e-09
1993,5.539207431626281e-08,6.647049133334804e-09
1994,5.696920557518581e-08,5.274926717646622e-09
1995,4.988654883630872e-08,5.964695848348356e-09
1996,5.124568391856599e-08,3.736664311304594e-09
1997,4.79489448146353e-08,5.274384040632185e-09
1998,5.006535519491706e-08,1.2397135651376345e-08
1999,5.347135256794644e-08,1.0511462811280126e-08
2000,6.494506266108147e-08,3.0926220473403987e-09
2001,7.929993425803694e-08,7.009938629565227e-09
2002,7.66713748046044e-08,2.6287327870022636e-09
2003,6.125376783572278e-08,6.667076890565227e-09
2004,7.091714027129825e-08,8.809582757729473e-09
2005,5.5396121467765624e-08,8.557123898356167e-09
2006,3.459027370089629e-08,1.0294725072412803e-08
2007,4.4338720806003096e-08,5.592271090648637e-09
2008,4.5554604977127156e-08,4.257439734089985e-09
2009,4.148327437114574e-08,4.768192729542875e-09
2010,3.731796632822082e-08,1.8895172093635892e-09
2011,4.2446090170455975e-08,1.911985902935953e-09
2012,3.165955103634488e-08,6.127654827992046e-09
2013,2.3149738348493543e-08,4.183687674075287e-09
2014,2.4686074351354392e-08,2.5985342766432495e-09
2015,2.8815480501709345e-08,3.546520632724537e-09
2016,3.72841223450493e-08,2.6927420293532123e-09
2017,2.264050280587071e-08,2.5156112748447867e-09
2018,2.529837372922117e-08,5.421080029321956e-09
2019,2.2958889622781697e-08,2.2958890344426663e-09
