year,en_ADP oie_NOUN,en_ADP doigts_NOUN
1862,1.490935469528054e-08,8.584174260306554e-09
1863,3.9956967790022446e-08,8.990317823531768e-09
1864,1.4384183844029508e-09,5.753673537611803e-09
1865,1.3179164426446732e-08,1.1767110841276462e-08
1866,1.702964580463373e-08,2.432806489593986e-08
1867,1.4073153309368536e-08,1.3102591012170706e-08
1868,1.2349685274415378e-08,2.8157282727647726e-08
1869,2.24641887314192e-08,1.12320943657096e-08
1870,9.17447806614291e-09,9.17447806614291e-09
1871,2.2304472935275044e-08,7.434824311758348e-09
1872,7.256807155187062e-09,5.865918950576088e-08
1873,2.5141218329416404e-08,4.3697831131339626e-08
1874,1.1949218503559678e-08,2.6885741633009275e-08
1875,9.7265964171811e-09,2.0025344937835143e-08
1876,2.1161051577678336e-08,5.74371412653818e-08
1877,2.2265337129567797e-08,3.216104360603822e-08
1878,2.1740719446938783e-08,1.2078177569208037e-08
1879,1.5273313280772527e-08,1.9549840857280287e-08
1880,1.6044615858135103e-08,2.4387816210946767e-08
1881,2.1614772693911988e-08,6.83305714233029e-08
1882,3.327692410515226e-08,1.0648616211028639e-08
1883,8.847074184359371e-09,5.750598575104959e-08
1884,1.4523733327109767e-08,3.9610181801208455e-08
1885,1.546952527187173e-08,2.127059772760731e-08
1886,2.0005737511041843e-08,3.0976625708944994e-08
1887,2.0239665943222462e-08,3.395040693021656e-08
1888,3.1703073499755874e-09,9.510921827882157e-09
1889,1.3783300722991498e-08,2.380751951136517e-08
1890,7.865263995654459e-09,8.520702365899524e-09
1891,1.0836173736095134e-08,1.8485238229004608e-08
1892,7.522214628963297e-09,1.3790726782758611e-08
1893,1.2932674486876294e-08,2.586534897375259e-08
1894,8.192001077489408e-09,1.2603078580752936e-08
1895,9.629783193076946e-09,1.2037228991346183e-08
1896,2.94851448812139e-09,1.1204354777305525e-08
1897,8.740070001067579e-09,1.9228155068162778e-08
1898,3.960848538042683e-09,1.640922953072277e-08
1899,7.738609753005221e-09,2.4874102777516782e-08
1900,8.30568502863116e-09,1.453494924419374e-08
1901,1.620734302321125e-08,1.7325090695408107e-08
1902,7.365425880312415e-09,1.3748794991386148e-08
1903,9.1803746826713e-09,3.456140973412403e-08
1904,4.837162670412454e-09,2.6873125946735854e-08
1905,1.4450125374043665e-08,2.37394921498435e-08
1906,1.0288368990085672e-08,7.716276506641861e-09
1907,1.2342823652033985e-08,2.1599941391059474e-08
1908,1.7680999775393502e-08,2.0627833663411366e-08
1909,5.500983557560346e-10,2.8055016088046614e-08
1910,1.4963622119168463e-08,2.5651923252212327e-08
1911,5.3203743632934675e-09,1.8089272302290738e-08
1912,9.376957876838787e-09,2.81308754068732e-08
1913,1.0075680734189518e-08,1.6969567084856862e-08
1914,6.696743604095445e-09,8.036092680185902e-09
1915,1.6493066468115103e-08,1.295883844676382e-08
1916,1.0987462051303964e-09,6.592477230782379e-09
1917,1.315970976634162e-08,5.483212106582869e-09
1918,4.594550517822427e-09,1.033773866510046e-08
1919,8.287063479883727e-09,1.1049418269237776e-08
1920,1.0601124866838063e-08,6.815008557481406e-09
1921,5.300923255902035e-09,1.060184651180407e-08
1922,3.6889677978990676e-09,1.3280283539529592e-08
1923,7.431163684401554e-09,8.492758496458919e-09
1924,9.024137215263295e-09,1.2891624656674594e-08
1925,1.2097995494286806e-08,6.598906754362588e-09
1926,2.229227691330493e-09,1.2260752413340015e-08
1927,1.0034302277972529e-08,1.5608915049369898e-08
1928,2.2852082337543322e-08,2.170947865920425e-08
1929,6.684243603061191e-09,2.33948540540041e-08
1930,1.3654684494213143e-08,2.6259009189288918e-08
1931,1.1405356659111021e-08,1.2545892325022123e-08
1932,5.4797681947604815e-09,1.6439305028370654e-08
1933,1.1470662641954732e-08,6.882397318719313e-09
1934,1.3179738189705859e-08,1.5576054224197833e-08
1935,2.393656828303392e-09,4.188899538348778e-08
1936,2.424942913137329e-09,3.6374142808881516e-08
1937,5.0364472592434595e-09,1.0072894518486919e-08
1938,9.075650453382877e-09,2.3337385357535823e-08
1939,1.3764645423464117e-08,1.2235240376412548e-08
1940,1.2678914806940611e-08,5.0715658339584024e-09
1941,2.9515025978810172e-09,2.6563522936839945e-08
1942,0.0,3.3376331032286544e-08
1943,5.806470415592457e-09,1.4516175816936538e-08
1944,3.2131861615880553e-09,1.2852744646352221e-08
1945,8.714016175304096e-09,3.703456741277478e-08
1946,2.7842208538686464e-09,2.5057987684817817e-08
1947,2.3841741914054637e-09,2.9802176726434482e-08
1948,3.2615663503321457e-09,7.066726936955092e-08
1949,9.817008539414473e-09,3.337782672474532e-08
1950,8.508289184305795e-09,1.914365022059883e-08
1951,5.330700769690111e-09,2.4521224162299404e-08
1952,3.1634410646574906e-09,2.319856839960721e-08
1953,3.232148326759443e-09,1.723812381726475e-08
1954,4.886268278880834e-09,7.133951385185355e-08
1955,3.754243138587299e-09,2.0648336374051723e-08
1956,9.593255967388359e-09,2.52913103793162e-08
1957,1.5903067307476704e-08,4.50586910005768e-08
1958,9.099467679352102e-09,3.060729980575161e-08
1959,3.100299128533379e-09,3.410329085795638e-08
1960,8.997083078554624e-09,4.0832915715327545e-08
1961,8.33779090214648e-09,3.196153386397782e-08
1962,8.24454354786397e-09,2.72704117065814e-08
1963,1.0345685197421517e-08,2.133797494252576e-08
1964,4.867174663303331e-09,3.528701597588224e-08
1965,2.73602163147757e-09,3.173785145804686e-08
1966,3.323444985880997e-08,3.600398557068729e-08
1967,1.7256174267288316e-08,3.5991448044114804e-08
1968,1.4372530721118437e-08,2.8745061442236874e-08
1969,9.083515217778171e-09,3.179230390060184e-08
1970,1.3796175091229657e-08,2.2993624781975086e-08
1971,1.6956711590410123e-08,2.980270608077262e-08
1972,1.1799337673590315e-08,3.1293897251316594e-08
1973,1.047508757512361e-08,3.748978727458052e-08
1974,1.4626486743996026e-08,3.3753430273009144e-08
1975,1.4849848462006321e-08,2.8557401776652114e-08
1976,9.141642998145016e-09,3.142439908287997e-08
1977,1.1753563455840776e-08,2.6445517775641747e-08
1978,2.1386129422928946e-08,3.742572474152439e-08
1979,1.2289143924704149e-08,2.4578287849408298e-08
1980,8.527726080842513e-09,3.411090432337005e-08
1981,9.48832401537203e-09,3.921840630027873e-08
1982,1.1173504455008754e-08,2.110550845202397e-08
1983,8.209910973278056e-09,2.3366668600033336e-08
1984,8.69851302098823e-09,3.131464509920079e-08
1985,4.812446441349039e-09,3.2484013701150616e-08
1986,1.1988970816112499e-08,4.016305155118971e-08
1987,9.777306964053878e-09,3.483165755824302e-08
1988,5.99655392008458e-09,2.278690480750356e-08
1989,6.585746614717891e-09,2.469655058234821e-08
1990,1.0897301727652575e-08,2.7788120249283565e-08
1991,4.68917216167597e-09,2.05151273746651e-08
1992,8.264916362410446e-09,1.8733810946969243e-08
1993,4.4313659408601325e-09,3.489700617365088e-08
1994,9.494867947434926e-09,3.481451571474281e-08
1995,7.591431483433553e-09,2.060531301140145e-08
1996,8.007138063703678e-09,2.2953797085278893e-08
1997,1.054876808126437e-08,2.109753616252874e-08
1998,7.629006759657386e-09,3.337690301918883e-08
1999,6.8553016596695215e-09,2.5136106529544122e-08
2000,1.060327570190367e-08,2.6949992459890382e-08
2001,5.695575122643959e-09,3.242096724420662e-08
2002,1.3581786362237835e-08,2.1467984723244626e-08
2003,1.1250691767106247e-08,1.7084383685528337e-08
2004,9.690541008522402e-09,2.1583476339515073e-08
2005,8.557123898356167e-09,2.522099862289906e-08
2006,1.1530091548195287e-08,2.6766285188273287e-08
2007,1.0385647009059085e-08,2.4366324069546863e-08
2008,1.1920831433087642e-08,1.4901038625225738e-08
2009,8.105927484791664e-09,2.6701878041990312e-08
2010,4.251413721068076e-09,2.172944846279279e-08
2011,7.647943611743813e-09,2.1796640936599943e-08
2012,1.1234033758800166e-08,2.5872321174347235e-08
2013,9.483025031897796e-09,1.9244962956577183e-08
2014,9.094869662940042e-09,1.9489005964601347e-08
2015,1.2634479421014255e-08,1.9727520950141297e-08
2016,1.0356700386182638e-08,2.0713400772365276e-08
2017,1.1068689659277098e-08,1.509366853724714e-08
2018,1.290733386838383e-08,2.2975052971219156e-08
2019,8.163161147045628e-09,1.632632162795744e-08
