year,en_ADP essai_NOUN,en_ADP décès_NOUN
1935,1.8191791983923622e-07,3.590485242455088e-09
1936,2.073326226259553e-07,8.487299751891442e-09
1937,2.3041746577412425e-07,1.2591118148108649e-09
1938,2.593042853771266e-07,3.8895642262559704e-09
1939,2.1411671280446853e-07,9.176430282309411e-09
1940,2.282204620840389e-07,0.0
1941,1.9775067316984973e-07,8.854508237732261e-09
1942,1.8205270668758544e-07,0.0
1943,1.33548823777474e-07,8.709705845433291e-09
1944,1.1246151565558193e-07,3.2131861615880553e-09
1945,1.8299434145774285e-07,0.0
1946,1.7958225217995505e-07,1.3921104269343232e-09
1947,1.6450801876288779e-07,2.3841741914054637e-09
1948,3.04412859142289e-07,9.784699273041042e-09
1949,1.5805384045997073e-07,0.0
1950,2.509945296047533e-07,2.1270722960764488e-09
1951,2.6227047111859747e-07,0.0
1952,2.836552255303104e-07,4.2179215675730575e-09
1953,2.768873708092201e-07,0.0
1954,2.8926706807652636e-07,3.9090144454689835e-09
1955,3.2943484340464124e-07,0.0
1956,3.58438930092575e-07,7.849027205963921e-09
1957,2.9774076404365246e-07,1.7670075402875796e-09
1958,4.541461748885922e-07,4.136121722897457e-09
1959,2.146957142068473e-07,6.975672928177801e-09
1960,2.560708245447074e-07,4.152499955001332e-09
1961,1.8204177743008643e-07,2.779263708063695e-09
1962,1.8328254053345816e-07,3.805173953708163e-09
1963,1.9786123273135559e-07,9.05247421467692e-09
1964,1.8191064765638032e-07,1.8251904432275978e-09
1965,1.6635011812482503e-07,4.377634699181954e-09
1966,2.359645847604952e-07,3.877352328096606e-09
1967,1.4199366749068076e-07,6.4094360374689074e-09
1968,1.854954791991048e-07,5.838840466676487e-09
1969,1.5033218109250512e-07,6.358460813427058e-09
1970,1.352025151835079e-07,7.817832603507213e-09
1971,2.0091133823285645e-07,3.5968783507200897e-09
1972,2.1187506127340328e-07,1.5390440033513642e-09
1973,1.212904836567219e-07,1.102640756478479e-09
1974,1.4964020200736172e-07,5.625571564138454e-09
1975,1.8276736035716112e-07,7.996072248772634e-09
1976,1.1312783387840142e-07,3.9994687561772935e-09
1977,1.0930814103859987e-07,6.464459911814657e-09
1978,1.1821776491061087e-07,5.346532216954358e-09
1979,1.2230624568676518e-07,5.266775904289034e-09
1980,1.1427152846188449e-07,2.8425753417771205e-09
1981,1.290412084409276e-07,3.795329661659963e-09
1982,8.38012786941178e-08,1.8622506869903077e-09
1983,8.39937057683926e-08,1.0104506009689374e-08
1984,8.118612182528295e-08,6.378909400694965e-09
1985,8.241314208845552e-08,4.210890636180409e-09
1986,5.21520243101925e-08,4.196139880008332e-09
1987,1.2038309338269215e-07,6.110816852533674e-10
1988,7.375761112982104e-08,5.3968984281560495e-09
1989,1.0372550907078448e-07,7.134558721588746e-09
1990,7.791570577619922e-08,4.358920835390023e-09
1991,7.795748624417342e-08,2.930732601047481e-09
1992,7.38332526228902e-08,2.7549720282848966e-09
1993,6.425480647553883e-08,6.647049133334804e-09
1994,6.646407468835491e-08,5.274926717646622e-09
1995,4.6633075789781486e-08,5.964695848348356e-09
1996,4.590759306033476e-08,3.736664311304594e-09
1997,6.185413858883493e-08,5.274384040632185e-09
1998,8.344226154477496e-08,1.2397135651376345e-08
1999,5.575645478650415e-08,1.0511462811280126e-08
2000,6.09688364239247e-08,3.0926220473403987e-09
2001,5.2574543107919425e-08,7.009938629565227e-09
2002,5.476526937497894e-08,2.6287327870022636e-09
2003,6.375392019863924e-08,6.667076890565227e-09
2004,5.7702765426936864e-08,8.809582757729473e-09
2005,6.800661989103673e-08,8.557123898356167e-09
2006,5.9297613819175865e-08,1.0294725072412803e-08
2007,3.9944795693358515e-08,5.592271090648637e-09
2008,4.598034794578432e-08,4.257439734089985e-09
2009,5.29269370552754e-08,4.768192729542875e-09
2010,3.82627221018339e-08,1.8895172093635892e-09
2011,4.7417252208026284e-08,1.911985902935953e-09
2012,3.7106354155991284e-08,6.127654827992046e-09
2013,2.9564725001485215e-08,4.183687674075287e-09
2014,3.118241098665209e-08,2.5985342766432495e-09
2015,2.948045259298926e-08,3.546520632724537e-09
2016,3.2105771485824164e-08,2.6927420293532123e-09
2017,2.6665479269105674e-08,2.5156112748447867e-09
2018,2.6330960412046522e-08,5.421080029321956e-09
2019,2.831596385144408e-08,2.2958890344426663e-09
