year,en_ADP essai_NOUN,en_ADP décès_NOUN
1800,1.8864986905953174e-08,0.0
1801,9.524730337773235e-09,0.0
1802,1.3427040812530322e-08,0.0
1803,7.801356671777171e-09,0.0
1804,9.887403784603066e-09,0.0
1805,3.4114532976303735e-08,0.0
1806,4.034336864577881e-08,0.0
1807,0.0,2.8469551160981155e-09
1808,9.064295625194063e-08,6.798221985349073e-09
1809,2.259030518203531e-09,2.259030518203531e-09
1810,4.680253518074551e-09,0.0
1811,2.757784400841956e-08,0.0
1812,2.1337665412346496e-08,0.0
1813,2.8757416448144113e-09,2.300593315851529e-08
1814,6.293354282149721e-09,0.0
1815,5.394447111228828e-09,0.0
1816,4.6352077731626196e-09,0.0
1817,1.2454987263765815e-08,4.670620334934483e-09
1818,8.344824387052086e-09,0.0
1819,2.070210003424222e-09,1.035105001712111e-09
1820,3.2039500830194356e-08,0.0
1821,1.6764529986446064e-08,1.1833785507064931e-08
1822,3.208197085768916e-08,0.0
1823,3.261286707356703e-08,9.882686891060644e-10
1824,4.547400944687752e-08,8.421112696055388e-09
1825,9.685987345520175e-09,2.641632912414593e-09
1826,3.2589542509064984e-08,7.046387362485973e-09
1827,8.295545583791863e-09,4.6086365279585095e-09
1828,3.66892045633449e-08,7.337841001486822e-09
1829,4.372319839518468e-08,0.0
1830,1.5655254204105518e-08,0.0
1831,1.2472964883158966e-08,4.677361609140007e-09
1832,4.870788850031005e-08,8.117981842303834e-09
1833,3.3592521875291936e-08,9.266902800675325e-09
1834,2.6136686148703347e-08,0.0
1835,5.445423312266939e-08,3.025235173481633e-09
1836,4.23407245930818e-08,6.048674894287842e-09
1837,5.983786066643404e-08,2.7831563720326358e-09
1838,4.292270050498814e-08,3.787297142565649e-09
1839,4.1948849838213675e-08,9.788065469251706e-09
1840,4.713569551340058e-08,3.821813088222825e-09
1841,7.961480141815969e-08,4.494383976094696e-09
1842,5.433694560963431e-08,6.037438549100216e-09
1843,5.198081798329923e-08,3.36693943836508e-08
1844,7.025358617074318e-08,1.6465684371524958e-09
1845,4.9664028889395695e-08,4.464182357111213e-09
1846,5.386141155305779e-08,9.952652035849496e-09
1847,6.417936049274431e-08,5.393223645455691e-10
1848,9.171552761699786e-08,1.609044275596716e-08
1849,6.787325745882811e-08,5.027648741773305e-09
1850,8.078905011643656e-08,6.788996032014438e-09
1851,4.2566295821444555e-08,1.2898877521649865e-09
1852,7.031389048783865e-08,8.463709066930392e-09
1853,5.673335201628049e-08,3.5831591027601917e-09
1854,7.06610379097583e-08,1.5586993362681767e-09
1855,7.111295730055645e-08,4.2455496895854594e-09
1856,5.591364499180074e-08,5.177189232874468e-10
1857,5.2720299459352304e-08,1.3180074864838076e-08
1858,7.92775532998391e-08,5.3830437884982985e-09
1859,5.5504688178942274e-08,1.0693564256314403e-08
1860,3.4328881071132855e-08,8.696649622663699e-09
1861,7.922819189598584e-08,3.301174722469824e-09
1862,5.828202287450068e-08,4.5179864571753825e-09
1863,6.892576520645122e-08,3.995696662428827e-09
1864,4.171413292564097e-08,1.4384183844029508e-09
1865,5.836487126931189e-08,3.294791106611683e-09
1866,4.135771070057359e-08,1.0704348518686402e-08
1867,8.63800408978932e-08,1.552899675516528e-08
1868,5.730253993529999e-08,5.0880701207844936e-08
1869,8.692664199561051e-08,1.0743742229202269e-08
1870,5.9060703883062615e-08,5.734048791339319e-09
1871,7.116189082445601e-08,1.0621177271019633e-09
1872,7.075386654342708e-08,8.4662747923403e-09
1873,1.1133968091936453e-07,1.616221156908182e-08
1874,1.1232265356708737e-07,6.572069999322139e-09
1875,1.2701790791380674e-07,1.716458086775674e-08
1876,1.414767440977016e-07,9.06902175579205e-09
1877,8.59689435195321e-08,3.2408436501096816e-07
1878,1.056840550073268e-07,1.268208649207736e-08
1879,2.1138265693387837e-07,8.980708088301981e-08
1880,1.6622221288287164e-07,4.941741593711413e-08
1881,1.2062437804161164e-07,4.183504653809678e-09
1882,1.357698553583475e-07,9.983077475794744e-09
1883,1.023732916216602e-07,8.21514056781325e-09
1884,1.1024833757034003e-07,7.922036360241691e-09
1885,1.4244855472966833e-07,1.2891271217174705e-08
1886,1.2197047077888712e-07,3.2267319927115068e-09
1887,1.0707436604029397e-07,5.223139754040318e-09
1888,1.9529093076009474e-07,2.53624587998047e-09
1889,1.3971255385936132e-07,9.397705058589167e-09
1890,1.2649965663857898e-07,9.176140736144589e-09
1891,1.644548817125724e-07,1.5298128430707436e-08
1892,1.429220759519012e-07,5.014809900671935e-09
1893,1.9706932663510202e-07,6.158416554491453e-10
1894,1.9219694369354556e-07,2.520615716150587e-09
1895,1.8958636149868369e-07,6.018614495673091e-09
1896,1.721932522125158e-07,3.5382172747233653e-09
1897,1.7946277641733843e-07,8.157398867503218e-09
1898,2.421776011951593e-07,5.09251940616906e-09
1899,2.2110313580014918e-07,6.633094074004475e-09
1900,1.8532059620213204e-07,2.07642125715779e-09
1901,2.1684307383029733e-07,3.353243460679778e-09
1902,2.445321214961105e-07,5.892340670943241e-09
1903,2.4354993888309195e-07,7.020286130199338e-09
1904,2.9506693444147913e-07,5.374625189347171e-09
1905,1.9817314522718732e-07,1.5482277682110634e-09
1906,2.2377203295897985e-07,5.658602808544799e-09
1907,2.077708773362552e-07,2.5714216866923323e-09
1908,2.4164033973761434e-07,9.822778146428846e-09
1909,2.871513342661558e-07,1.6502950672681038e-09
1910,2.800334821806416e-07,3.206490406526541e-09
1911,2.8144778030370077e-07,2.128149656499545e-09
1912,3.1204433709186574e-07,5.730363294986773e-09
1913,2.7893726572969513e-07,5.833288574397244e-09
1914,1.7545469144231163e-07,5.357394972094198e-09
1915,1.5786221663205424e-07,1.1780761921542648e-09
1916,2.5271161696593936e-07,3.2962386153911893e-09
1917,1.8642921695288805e-07,7.676496771580332e-09
1918,2.3891663403219354e-07,8.040463406189247e-09
1919,3.4345275345959436e-07,4.603924352863942e-09
1920,1.9536357198646215e-07,3.786115865267448e-09
1921,2.074932850537614e-07,3.0290989716519334e-09
1922,1.814972088176603e-07,5.164555005876537e-09
1923,2.1231895575013482e-07,2.1231896241147297e-09
1924,1.9466352374486462e-07,0.0
1925,1.1988013826069732e-07,2.1996355847875293e-09
1926,1.6942129765773473e-07,4.458455382660986e-09
1927,1.0257286930936971e-07,3.3447675740205796e-09
1928,1.4625333100148907e-07,1.0283436768787624e-08
1929,1.1808831090753813e-07,1.1140405931087116e-08
1930,1.5335260639126602e-07,1.0503603542488804e-09
1931,1.7792357009938087e-07,2.2810713318222042e-09
1932,2.0384738408374403e-07,4.383814644626227e-09
1933,2.6497228344801727e-07,5.735331320977366e-09
1934,1.9290344255296077e-07,8.38710612072191e-09
