year,son_DET épi_NOUN,son_DET epi_NOUN,son_DET dépit_NOUN
1868,5.63145632348494e-08,0.0,3.1812789114127327e-07
1869,3.125452341379287e-08,0.0,4.839567395720223e-07
1870,6.938198993111655e-08,1.7202146374017957e-09,4.787930816263497e-07
1871,4.991953161948004e-08,1.0621177271019633e-09,3.2925650206294677e-07
1872,4.293610778027812e-08,1.2094678591978436e-09,3.7977290112678475e-07
1873,4.1902030956109115e-08,0.0,4.1662590888336126e-07
1874,3.4055271935784504e-08,5.974609140757536e-10,4.427185462674288e-07
1875,3.833423301013994e-08,5.721527140956084e-10,4.909070270286975e-07
1876,4.171750056514156e-08,1.209202959984168e-09,3.966185779802345e-07
1877,8.2258053701878e-08,0.0,5.189060789945188e-07
1878,3.321498764918829e-08,6.039088673581716e-10,3.629492155710068e-07
1879,7.086817355173025e-08,6.10932526790009e-10,4.4964633261201925e-07
1880,4.8775630645536694e-08,6.417846254436199e-10,4.6336850800798857e-07
1881,3.974329199074589e-08,6.972507571312292e-10,4.0370818332746694e-07
1882,7.054708284215394e-08,6.655385131892899e-10,4.785221818792706e-07
1883,4.044376922252013e-08,1.2638677882037541e-09,3.6083426735444846e-07
1884,4.687204846476334e-08,0.0,4.713611723161648e-07
1885,2.6427105892512515e-08,0.0,3.828707701991618e-07
1886,5.162771188338411e-08,1.936039106809062e-09,4.123763321928209e-07
1887,4.439668899181015e-08,6.528924623161458e-10,3.8324788320664993e-07
1888,8.433017839593049e-08,6.340614699951175e-10,3.5887879867857464e-07
1889,6.202485458572937e-08,0.0,3.5335371961764395e-07
1890,5.702316396849483e-08,1.3108772956016423e-09,3.041235272505105e-07
1891,5.928024826573619e-08,6.374220040683554e-10,3.5121952635108755e-07
1892,4.3252735171250833e-08,6.268512375839919e-10,3.0527656136314363e-07
1893,4.803564879196642e-08,0.0,3.091525133669393e-07
1894,8.255016847869001e-08,0.0,3.3650219322112207e-07
1895,9.088107910670828e-08,1.2037228991346183e-09,4.188955564643493e-07
1896,5.7201180680976904e-08,0.0,2.671354053518371e-07
1897,2.855089675790623e-08,1.1653427112179315e-09,2.84343608214499e-07
1898,3.508179968747527e-08,5.6583548957434e-10,3.1290702962039063e-07
1899,4.919544771553319e-08,0.0,3.6039812378874103e-07
1900,3.218452926390114e-08,5.191053142894475e-10,3.0056198774275344e-07
1901,4.303328915433724e-08,1.1177477832191585e-09,2.9787977773310104e-07
1902,3.1425815949504e-08,0.0,3.1180301895972207e-07
1903,2.4841012802312434e-08,0.0,2.710910607106598e-07
1904,2.741058757749215e-08,5.374625189347171e-10,3.2623973922341065e-07
1905,2.631987072732045e-08,5.160759042333041e-10,3.1532236377529443e-07
1906,4.629765992802959e-08,0.0,2.91160835885762e-07
1907,1.594281484607052e-08,0.0,2.7977066530127104e-07
1908,2.7994917273233e-08,0.0,3.079440951125889e-07
1909,3.025540884493694e-08,0.0,3.372103023480122e-07
1910,2.7255168455475598e-08,0.0,2.640010396959269e-07
1911,2.3941684634820604e-08,2.6601871816467337e-09,3.500806293743608e-07
1912,2.3963337980603683e-08,2.0837684910901544e-09,2.990207885744667e-07
1913,1.9090763747620088e-08,5.30298971401777e-10,3.0969460773633273e-07
1914,4.620753157880131e-08,0.0,2.7054845697094265e-07
1915,1.295883844676382e-08,0.0,2.509302382547318e-07
1916,1.538244687182555e-08,0.0,2.0216930352034979e-07
1917,3.070598708632133e-08,0.0,2.566143187943126e-07
1918,1.8378202071289707e-08,0.0,4.215500268855976e-07
1919,4.6960025201769895e-08,0.0,2.633444573518773e-07
1920,2.1959472462640406e-08,0.0,3.218198418863949e-07
1921,1.8931869016913794e-08,0.0,2.976089792383618e-07
1922,3.8365263854700515e-08,0.0,3.261047396563299e-07
1923,3.503262879789304e-08,1.0615948120573648e-09,3.04677715945445e-07
1924,3.3518222752881854e-08,0.0,3.184231216479816e-07
1925,2.5295809447101192e-08,0.0,2.925515332208306e-07
1926,2.1177663400706592e-08,0.0,3.756248609931845e-07
1927,2.5643216883253217e-08,0.0,3.1217830454011164e-07
1928,4.570416400895283e-08,0.0,2.9136404311458364e-07
1929,5.4587991238364e-08,0.0,2.2949237710179204e-07
1930,5.041729789212468e-08,0.0,2.92000171597806e-07
1931,2.737285598186645e-08,2.2810713318222042e-09,2.623232031595535e-07
1932,2.082311922890767e-08,1.0959536611565568e-09,3.101548742279192e-07
1933,1.261772819560747e-08,0.0,2.5235456302397097e-07
1934,1.7972370258689807e-08,0.0,2.8635977677993196e-07
1935,2.99207103537924e-08,1.196828414151696e-09,2.680895505591252e-07
1936,2.182448577414675e-08,2.424942913137329e-09,2.970555010861631e-07
1937,1.76275650742852e-08,0.0,2.354539079263418e-07
1938,1.9447821131279852e-08,1.2965214457594243e-09,3.033860238588204e-07
1939,3.211750598808294e-08,1.5294050470515685e-09,2.1258729443474067e-07
1940,3.296517858686343e-08,2.5357829169792012e-09,1.6482588960364808e-07
1941,5.017554549624492e-08,0.0,2.1545968609260058e-07
1942,3.3376328811840494e-08,0.0,2.8521589978680595e-07
1943,3.4838822049465534e-08,2.9032352077962287e-09,3.222591127283181e-07
1944,3.534504600111177e-08,0.0,3.341713643578714e-07
1945,2.3963545370264683e-08,2.178504043826024e-09,3.093475751114738e-07
1946,1.2528993842408909e-08,1.3921104269343232e-09,2.5893255006792515e-07
1947,2.5033829231801974e-08,1.1920870957027319e-09,2.5749082066539586e-07
1948,2.9354096486855497e-08,1.0871887834440486e-09,3.098488008390632e-07
1949,2.3560819517598475e-08,9.817008317369869e-10,2.405167052188517e-07
1950,3.509669221912759e-08,0.0,2.8928183759546755e-07
1951,2.7719645245838365e-08,1.0661401761424827e-09,2.676011763291797e-07
1952,2.5307528517259925e-08,0.0,2.414760125191151e-07
1953,1.5083358673173564e-08,0.0,2.240956167298691e-07
1954,1.856781906006688e-08,0.0,2.4724515679253045e-07
1955,2.9095383879962355e-08,1.8771215692936494e-09,2.2807026489601867e-07
1956,2.7907653521452858e-08,0.0,2.5552945004392313e-07
1957,1.5903067307476704e-08,8.835037701437898e-10,2.0408936496352226e-07
1958,2.4816731114540858e-08,8.272243445794913e-10,2.4072228166360787e-07
1959,2.247716912595621e-08,0.0,2.56549743671286e-07
1960,1.3149583755200922e-08,0.0,2.3946084048986904e-07
1961,1.9454845512356655e-08,0.0,2.46659654479231e-07
1962,1.4586500007851555e-08,0.0,2.3845756214058156e-07
1963,2.71574245314099e-08,6.466053248388448e-10,2.2437205338121657e-07
1964,1.216793682479178e-08,6.083968329129164e-10,2.1415568962623865e-07
1965,1.8057742523502895e-08,0.0,2.462419477211597e-07
1966,1.7171132071780448e-08,0.0,2.165778241192129e-07
1967,2.0707409509324037e-08,4.930335584241163e-10,2.5144711202074177e-07
1968,1.392338955241712e-08,8.982831700699023e-10,2.8655233741403663e-07
1969,1.2262746373892242e-08,0.0,2.098292166685667e-07
1970,1.0577067222072856e-08,1.3796175313274261e-09,2.211986762645779e-07
1971,2.4150468513894907e-08,1.0276794970565106e-09,1.8960687020452838e-07
1972,1.0260293947794707e-08,0.0,1.8314624927739942e-07
1973,2.315545583053691e-08,0.0,1.8083308273020293e-07
1974,1.237625746330906e-08,0.0,1.4232696576854664e-07
1975,9.138367840222372e-09,0.0,1.6449063622303584e-07
1976,2.1140049710766107e-08,0.0,1.6854904094643075e-07
1977,2.1744092748576804e-08,1.7630346071939584e-09,1.874693453807197e-07
1978,1.2475242172627077e-08,5.940591352171509e-10,2.1742564371152184e-07
1979,8.777959692451986e-09,1.1703946700691858e-09,2.2471577398874842e-07
1980,1.2507331170752423e-08,0.0,2.166042349927011e-07
1981,6.958104370458074e-09,0.0,1.6762706689377183e-07
1982,9.932003885992913e-09,0.0,1.5518756013577217e-07
1983,1.136756910824488e-08,6.315316047889041e-10,1.6925046608662342e-07
1984,2.3196033538397387e-08,2.8995042478108246e-09,1.6991094398122186e-07
1985,1.564045071233977e-08,6.015558051686298e-10,1.6963873461506296e-07
1986,1.798345583559069e-08,1.1988970927134801e-09,1.9542023022012245e-07
1987,7.94406213033838e-09,0.0,1.937128986106984e-07
1988,2.2187248926996972e-08,0.0,1.8649282562677172e-07
1989,1.426911733215519e-08,0.0,1.6903416666380622e-07
1990,1.1442167213715493e-08,5.44865097484859e-10,1.7817088249216795e-07
1991,1.6412102177287835e-08,1.7584395606284886e-09,1.6353488518916492e-07
1992,1.3774860585513693e-08,0.0,1.8127715772919828e-07
1993,1.4401939474328884e-08,0.0,1.8223992181987114e-07
1994,1.4242301560329906e-08,1.5824779819872958e-09,1.9569978260136622e-07
1995,9.760411756598586e-09,5.422450821690461e-10,1.6484250631165764e-07
1996,1.548046646426826e-08,5.338092190498855e-10,1.6067657648832778e-07
1997,9.589788629860152e-09,0.0,1.8556241876410695e-07
1998,1.4781200485813883e-08,0.0,1.678381442715704e-07
1999,1.7823784143056187e-08,0.0,1.7915188177397567e-07
2000,1.2812291672048559e-08,0.0,1.6832699323288125e-07
2001,2.0591695987226544e-08,4.3812117822561447e-10,1.9145896068550883e-07
2002,1.577239705508049e-08,4.38122149670761e-10,1.9759309655142943e-07
2003,1.5834307920403745e-08,0.0,1.7126053730720514e-07
2004,6.166707949839534e-09,4.404791253964646e-10,1.894060268625708e-07
2005,1.80149977158095e-08,9.007499190971657e-10,1.9591310707056664e-07
2006,1.1941880817545325e-08,0.0,2.1824815910065354e-07
2007,1.5977917877663117e-08,1.997239706952314e-09,2.1290575658028388e-07
2008,1.6178270612066115e-08,0.0,2.1542644379479725e-07
2009,1.6211853859360303e-08,4.76819250749827e-10,2.1647593584361857e-07
2010,2.220182704348872e-08,0.0,2.3477251431813784e-07
2011,1.3383901958929911e-08,0.0,2.565885202088225e-07
2012,2.144679134286065e-08,0.0,2.9753167840596006e-07
2013,2.3149738348493543e-08,0.0,2.9481051111446277e-07
2014,2.8367331594836287e-08,0.0,3.497194089874256e-07
2015,2.3274041027754322e-08,0.0,3.2251171688812974e-07
2016,2.941302890135944e-08,0.0,4.3311720254735064e-07
2017,1.9370206771895937e-08,0.0,2.7596256924056206e-07
2018,2.5556520899527868e-08,0.0,3.1416448820209553e-07
2019,1.913240832429608e-08,0.0,2.9132280854327064e-07
