year,en_ADP ans_NOUN,en_ADP dents_NOUN
1860,1.968189100587381e-08,1.6249002499080234e-07
1861,1.9807047502151676e-08,1.3864932668639085e-07
1862,3.252950275811628e-08,1.5361153771209501e-07
1863,2.6970952249349978e-08,2.1426923524359154e-07
1864,1.821996631345968e-08,2.07611719815759e-07
1865,2.07101151783462e-08,2.141614174888673e-07
1866,3.113992252945508e-08,1.751620715140234e-07
1867,3.299911810472622e-08,3.916218815902539e-07
1868,4.8410764397210926e-08,3.566589157344424e-07
1869,5.4207061062072626e-08,1.5529590768892376e-07
1870,2.2362789842134134e-08,1.617001714748767e-07
1871,6.054070955663349e-08,1.1895718898813357e-07
1872,3.5679300403046454e-08,1.7960597631372366e-07
1873,5.566984112581608e-08,1.580305166726248e-07
1874,3.166542839050379e-08,1.6669159208504425e-07
1875,3.204055232242098e-08,1.8080025654398924e-07
1876,3.143927651549916e-08,2.714660638503119e-07
1877,2.4120781705327943e-08,2.622361989779165e-07
1878,3.502671280797287e-08,2.2586191050777416e-07
1879,2.627009876299269e-08,1.9061094747030438e-07
1880,5.519347645588368e-08,2.291171057322572e-07
1881,3.2770786140279284e-08,2.0150547186403855e-07
1882,4.192892699705908e-08,1.876818629398258e-07
1883,3.854796920554904e-08,2.3318361286328582e-07
1884,2.970763635090634e-08,2.2181701808676735e-07
1885,3.351730637479733e-08,2.1979617770284676e-07
1886,2.9040586768669385e-08,2.0973757841602492e-07
1887,3.7867761704113434e-08,2.1088426649384928e-07
1888,2.5996519825710607e-08,2.618673988763476e-07
1889,2.5060547192978788e-08,2.518584949484648e-07
1890,3.211649518553017e-08,2.569319406120485e-07
1891,3.4420787553557375e-08,4.946394938087906e-07
1892,3.447681917734258e-08,1.9996554101453512e-07
1893,1.9706933140906102e-08,2.414099355974031e-07
1894,2.5836310646454308e-08,2.495409603398002e-07
1895,2.708376523052891e-08,1.673174807592659e-07
1896,2.594692793955744e-08,2.4590610792074585e-07
1897,2.38895258020122e-08,2.435566273106815e-07
1898,2.150174849280262e-08,2.0879329554190917e-07
1899,2.819064981451902e-08,2.520575890230248e-07
1900,2.0764212682600203e-08,2.0971855008156126e-07
1901,2.5149324622830704e-08,2.442278912440088e-07
1902,3.191684577741327e-08,3.260428513840452e-07
1903,2.4300991663395166e-08,2.4841014578669274e-07
1904,4.192207558872951e-08,2.0961037705546914e-07
1905,3.818961596957493e-08,2.4926467290242726e-07
1906,4.012464094316215e-08,2.24286438310628e-07
1907,2.108565710923216e-08,3.054848889405548e-07
1908,2.6521501217402488e-08,2.445871700729185e-07
1909,3.685658955809856e-08,3.102554728684481e-07
1910,2.93928290595602e-08,2.778958219096239e-07
1911,2.873001958558774e-08,2.0377032683427387e-07
1912,2.2400511667797218e-08,2.5630353661654226e-07
1913,3.2348237311019545e-08,2.439375350604678e-07
1914,3.147469573860917e-08,2.5313690343864437e-07
1915,2.591767644943843e-08,2.992313454797113e-07
1916,2.7468654462126096e-08,2.538103842653072e-07
1917,2.960934575302332e-08,2.708706858811638e-07
1918,2.5270027848023346e-08,2.4465981596222264e-07
1919,5.893022841929607e-08,2.522950524053158e-07
1920,3.7861158652674476e-08,3.7179657397246046e-07
1921,3.937828690903089e-08,2.900362403579493e-07
1922,2.9511741217458365e-08,2.5527657498969347e-07
1923,4.671017128643484e-08,2.4947479460024624e-07
1924,1.675911143195208e-08,2.720132670219755e-07
1925,3.2994533993857544e-08,4.894189373771951e-07
1926,2.2292277579438746e-08,3.0651881388621405e-07
1927,4.236705530846763e-08,3.445110507982463e-07
1928,2.627989537096198e-08,2.685119682155346e-07
1929,1.893869105984436e-08,3.14159450454099e-07
1930,1.8906487042613662e-08,2.920001804795902e-07
1931,2.9653928201867075e-08,3.683930174247507e-07
1932,3.0686703178517405e-08,3.7700806387874763e-07
1933,2.40883908375622e-08,3.223256044293521e-07
1934,1.7972370258689807e-08,5.140097982803127e-07
1935,3.351119381989065e-08,3.4468658327568846e-07
1936,2.667437160042141e-08,3.7829110510756436e-07
1937,1.6368453148452033e-08,3.764744462841918e-07
1938,4.926781471681352e-08,6.806737360420811e-07
1939,2.2941075705773528e-08,4.3893925294469227e-07
1940,2.7893612752905028e-08,5.375860041567648e-07
1941,6.493305493293633e-08,5.962035061202187e-07
1942,1.517105907566929e-08,4.429949171935732e-07
1943,2.6129116648121453e-08,6.067761546546535e-07
1944,2.5705489292704442e-08,5.687339239557332e-07
1945,2.6142048081823077e-08,5.424474807114166e-07
1946,2.645009899993056e-08,5.359624992706813e-07
1947,2.7418003201162833e-08,4.494168308610824e-07
1948,1.1959077061973744e-08,6.784057973163726e-07
1949,2.552422173618396e-08,5.880388016521465e-07
1950,2.339779547888554e-08,4.668923736517172e-07
1951,2.345508343104541e-08,5.57591306460381e-07
1952,2.741649052229178e-08,5.609835511677375e-07
1953,2.5857185836919427e-08,4.79435300348996e-07
1954,1.3681550781186047e-08,6.195787705109979e-07
1955,1.5016972554349195e-08,5.706449428544147e-07
1956,1.3953826982771034e-08,6.192010459926678e-07
1957,1.855357895097498e-08,6.25520669927937e-07
1958,2.2335056470978998e-08,7.519469136241241e-07
1959,1.9376869220266713e-08,5.518532475434768e-07
1960,1.3841666590685975e-08,5.744291797782353e-07
1961,2.0149661827950638e-08,5.66969788451388e-07
1962,8.87873902177816e-09,6.145355655462481e-07
1963,2.069137072790994e-08,5.185774512028729e-07
1964,2.737785814721505e-08,4.6481517301799613e-07
1965,3.1190647065137966e-08,5.586956035585899e-07
1966,2.3818021666066613e-08,5.145800514583243e-07
1967,3.3526280418527676e-08,5.270528617984382e-07
1968,3.1439911063468884e-08,5.039368602410832e-07
1969,1.9529559247555284e-08,4.596258804667741e-07
1970,2.7132478319646935e-08,4.791871219822497e-07
1971,2.6205827285963323e-08,5.020214075557305e-07
1972,3.231992518060167e-08,5.437955792331195e-07
1973,3.087394190304238e-08,4.879185553363641e-07
1974,2.418995898034737e-08,5.046137516728777e-07
1975,2.1703624231150798e-08,5.380214247452386e-07
1976,1.199840671262109e-08,4.942200462210167e-07
1977,2.056873571465445e-08,5.189198191146716e-07
1978,2.6732660640682582e-08,5.815838903799886e-07
1979,1.5215130599877114e-08,5.208256084188179e-07
1980,1.9898026615283726e-08,5.872760766578722e-07
1981,2.3404533255888538e-08,5.085742031951668e-07
1982,1.3035755141999061e-08,5.748146918449493e-07
1983,1.7682884045910896e-08,4.900685439679364e-07
1984,2.2036232061317662e-08,5.387278747548407e-07
1985,2.0452897042666507e-08,5.708764660994348e-07
1986,2.2779044428489215e-08,5.383047891882597e-07
1987,3.727598285596656e-08,5.59750844786322e-07
1988,4.2575532321897924e-08,5.181022402211966e-07
1989,1.7013179198777095e-08,4.83503583836864e-07
1990,4.685839771756406e-08,4.75122362786351e-07
1991,1.69982495301646e-08,4.319899744587019e-07
1992,3.361065836759991e-08,5.04159913816693e-07
1993,1.606370203521834e-08,4.4590620973394834e-07
1994,1.8989735672825248e-08,4.093342909072817e-07
1995,2.60277633890027e-08,4.684997634285537e-07
1996,2.829188883168854e-08,4.5587307795358356e-07
1997,2.733089898843133e-08,4.804484206033521e-07
1998,2.9085588382216088e-08,4.553563428544294e-07
1999,2.1479946238356362e-08,4.999799898541823e-07
2000,1.8555731395863972e-08,3.9143759522630717e-07
2001,1.7962967807649832e-08,4.416261560891144e-07
2002,2.0591740479414256e-08,4.0307239146386564e-07
2003,2.2501383034612132e-08,3.933575101200404e-07
2004,3.479785087856513e-08,4.4884822614221775e-07
2005,2.3869873078119497e-08,4.4091709128224466e-07
2006,1.7295138099449048e-08,4.554386237032304e-07
2007,5.951774256773845e-08,4.006462859251769e-07
2008,2.2138686828210297e-08,4.104171864582895e-07
2009,1.4781396995289242e-08,4.3962734253000235e-07
2010,8.030448139795254e-09,4.6529362407454755e-07
2011,6.500752353089112e-09,4.4778713004234305e-07
2012,6.468080182564506e-09,4.731911360522645e-07
2013,6.972812660599459e-09,4.334300456321216e-07
2014,2.165445156521173e-09,4.4283353872742737e-07
2015,4.876465897751814e-09,3.841325053599576e-07
2016,4.556948124401217e-09,3.9003333540676977e-07
2017,1.4590545660553289e-08,3.952025338094245e-07
2018,1.032586693927584e-08,4.143253988786455e-07
2019,1.989770437305083e-08,3.834134645330778e-07
