year,un_DET étroit_ADJ,un_DET etroit_ADJ,un_DET détroit_NOUN
1836,9.570347856424632e-07,6.720750067579218e-10,5.134653253691113e-07
1837,1.0012405402548552e-06,0.0,3.9242504001890666e-07
1838,9.588173988106519e-07,1.2624323808552163e-09,2.733166093449313e-07
1839,9.060951615680324e-07,0.0,3.824336793911698e-07
1840,9.248787868898489e-07,0.0,5.012945241134048e-07
1841,7.922956761774458e-07,6.420548537278137e-10,3.948637354866946e-07
1842,9.411696000327652e-07,6.708265054555795e-10,2.9315118688089115e-07
1843,1.0579277542888121e-06,5.906911071384968e-10,3.03615218300024e-07
1844,1.0428266605799763e-06,0.0,3.0516401094971e-07
1845,8.225255729854553e-07,1.1160455892778032e-09,2.31021429542011e-07
1846,8.383645848653032e-07,0.0,3.23753916120495e-07
1847,9.691622864238525e-07,0.0,2.8044763489276647e-07
1848,1.0048481673408105e-06,1.6090443422100975e-09,2.928460594020521e-07
1849,1.1571971505475176e-06,2.513824481908955e-09,2.7233098442991377e-07
1850,1.2355973062483372e-06,6.788996032014438e-10,2.348992644840564e-07
1851,1.0377146786311187e-06,2.579775504329973e-09,2.3282473726737862e-07
1852,1.0123897773439694e-06,6.510545436100301e-10,3.20318844337919e-07
1853,1.0641982370884762e-06,2.388772735173461e-09,3.1531800104289687e-07
1854,1.120185299186005e-06,1.0391328908454511e-09,2.4679405541405686e-07
1855,1.1983063963327822e-06,4.2455496895854594e-09,2.340359337438258e-07
1856,1.003856983317064e-06,0.0,2.3193808029731144e-07
1857,1.0607519591587788e-06,9.763018171682347e-10,2.3724133857427887e-07
1858,1.1930782299884868e-06,1.468102750479261e-09,2.711096485086273e-07
1859,1.1564325212987114e-06,0.0,1.9553945351802327e-07
1860,1.4958236889128784e-06,9.154367819341758e-10,2.3297866585947347e-07
1861,1.3011344073277087e-06,4.715963730639317e-10,2.0561601488111592e-07
1862,1.2311512840312844e-06,0.0,1.644546978596395e-07
1863,1.1862224873482319e-06,4.994620828036034e-10,2.287536409184554e-07
1864,1.251903437804458e-06,1.4384183844029508e-09,2.2822905210162503e-07
1865,1.2887340226086508e-06,4.706844358715045e-10,2.46638644618713e-07
1866,1.2976589403024263e-06,4.865612912574591e-10,1.5423992505425588e-07
1867,1.2403786087133994e-06,4.85281148598915e-10,2.2128820731381893e-07
1868,1.2448482777926984e-06,4.93987406535723e-10,1.9018514629820515e-07
1869,1.3483396301694484e-06,4.883519144627257e-10,2.1536319882997645e-07
1870,1.1806406625680665e-06,1.7202146374017957e-09,1.8578317639850184e-07
1871,1.1619568347498443e-06,0.0,9.134212319850121e-08
1872,1.2632891319697137e-06,6.047339295989218e-10,2.3282256389478562e-07
1873,1.3516398595925239e-06,1.1972008939764578e-09,2.3046116970348862e-07
1874,1.3586261253806242e-06,1.1949218281515073e-09,2.0672147282851938e-07
1875,1.1952270568826862e-06,5.721527140956084e-10,2.1169650699093268e-07
1876,1.2841735284041533e-06,0.0,2.4667740738948396e-07
1877,1.5078581938610114e-06,0.0,2.8017216058273675e-07
1878,1.2512991744983992e-06,0.0,2.294853738149527e-07
1879,1.2786818324173055e-06,0.0,3.0913186321868125e-07
1880,1.28998709492123e-06,0.0,2.8238522831181e-07
1881,1.3770702693705061e-06,0.0,2.5937727765601437e-07
1882,1.3763336141892069e-06,6.655385131892899e-10,2.7087417819871007e-07
1883,1.1892996099049924e-06,6.319338941018771e-10,2.338155407066722e-07
1884,1.3823953821656687e-06,0.0,3.452687629135198e-07
1885,1.4586473007227596e-06,6.445635691854079e-10,2.0561578484290521e-07
1886,1.2745591426721603e-06,0.0,2.2780727504390086e-07
1887,1.4193882371671407e-06,3.9173548849191775e-09,2.2655369025237349e-07
1888,1.3283587811940833e-06,2.53624587998047e-09,1.6802628621803706e-07
1889,1.348883923668609e-06,0.0,2.3682217120679638e-07
1890,1.3397165439243963e-06,6.554386478008212e-10,2.6217544935036585e-07
1891,1.215563722567481e-06,6.374220040683554e-10,1.440573766942066e-07
1892,1.2411654921606896e-06,1.8805537127519756e-09,2.1877108724588368e-07
1893,1.3185169827067966e-06,6.158416554491453e-10,2.6789112483882604e-07
1894,1.4575460021148956e-06,1.2603078580752936e-09,1.8211449059890583e-07
1895,1.2741407466876353e-06,1.2037228991346183e-09,1.7453982081860886e-07
1896,1.3958267111036093e-06,0.0,2.181900695674699e-07
1897,1.4456075767554921e-06,5.826713556089658e-10,1.6722667917079548e-07
1898,1.403837821101206e-06,1.13167097914868e-09,1.120354302663884e-07
1899,1.3724976781759324e-06,1.1055156790007459e-09,1.4371704182281064e-07
1900,1.3450018947480658e-06,5.191053142894475e-10,2.3671201843100675e-07
1901,1.2831744289343305e-06,0.0,1.324531064827994e-07
1902,1.2884585025574324e-06,4.910283846193408e-10,1.581111419568515e-07
1903,1.5099015584496556e-06,2.1600881083827517e-09,1.868476156019483e-07
1904,1.426963024186989e-06,1.0749250378694342e-09,1.569390608580079e-07
1905,1.2839968235311972e-06,5.160759042333041e-10,2.2500909402367597e-07
1906,1.2762722079173727e-06,1.5432553013283723e-09,2.510362119845233e-07
1907,1.2893107914635493e-06,1.5428529565042481e-09,1.8359950271218395e-07
1908,1.3250927750618757e-06,1.4734167219643268e-09,1.3506320040157505e-07
1909,1.2531240223268014e-06,1.6502950117569526e-09,1.5952852328027234e-07
1910,1.4568154647065512e-06,1.068830135508847e-09,1.6032452143655007e-07
1911,1.2630567987059749e-06,3.7242617878519013e-09,1.888732812371785e-07
1912,1.2481772806438585e-06,5.209421227725386e-10,2.042093063536754e-07
1913,1.2928688768454322e-06,1.060597942803554e-09,1.6174118910861068e-07
1914,1.343366822226244e-06,6.696743715117748e-10,1.5000705833045913e-07
1915,1.2687880701633958e-06,2.3561523843085297e-09,2.061633316285949e-07
1916,1.2437806802267914e-06,1.0987462051303964e-09,2.2084798434462982e-07
1917,1.7228252886525297e-06,5.483212106582869e-09,1.6339972486179022e-07
1918,1.5885658157799298e-06,0.0,1.527688056057741e-07
1919,1.3065936883549512e-06,0.0,1.1693967572057318e-07
1920,1.2115571195181474e-06,0.0,1.2645626679130828e-07
1921,1.3290171381186155e-06,7.572747429129834e-10,1.1283393419603271e-07
1922,1.3154859352937365e-06,0.0,1.1288241585916126e-07
1923,1.3779500349642149e-06,1.0615948120573648e-09,1.4119211577678925e-07
1924,1.3329939463346818e-06,0.0,1.4825367866677652e-07
1925,1.4858538506246077e-06,0.0,1.9906701975713759e-07
1926,1.2907228388314707e-06,2.229227691330493e-09,1.2372213054057113e-07
1927,1.374699472478369e-06,0.0,1.3044592739319683e-07
1928,1.2454385434068627e-06,4.570416489713125e-09,1.5196635372305423e-07
1929,1.280032645212259e-06,1.1140406375176326e-09,2.294923655554726e-07
1930,1.2121158512456987e-06,2.100720708497761e-09,1.2184180286922697e-07
1931,1.1941408857296665e-06,3.4216069977333063e-09,1.3914534502390552e-07
1932,1.167190649908889e-06,1.0959536611565568e-09,2.3015026417994022e-07
1933,1.180331187455863e-06,2.2941324395731044e-09,1.330596748339019e-07
1934,1.2341027257889436e-06,1.1981580172459871e-09,1.6294948501638373e-07
1935,1.2231586374866765e-06,0.0,1.519972130381575e-07
1936,1.2852197421864275e-06,1.2124714565686645e-09,1.6368363997543156e-07
1937,1.2918486760327141e-06,1.0072894518486919e-08,1.2717029729270024e-07
1938,1.25632929481867e-06,1.2965214457594243e-09,1.3354170302903867e-07
1939,1.3076412628265643e-06,1.5294050470515685e-09,1.0094073576993878e-07
1940,1.2780345350904554e-06,2.5357829169792012e-09,2.282204576431468e-07
1941,1.3842547730291699e-06,0.0,1.328176182369134e-07
1942,1.659713795731932e-06,0.0,8.49579322448335e-08
1943,1.5735534688587904e-06,0.0,1.1612940653549231e-07
1944,1.564821648258885e-06,3.2131861615880553e-09,8.996921252446555e-08
1945,1.4661332556897833e-06,0.0,1.1110370357059196e-07
1946,1.1470989562667455e-06,5.568441707737293e-09,9.883984120051537e-08
1947,1.3327534027496313e-06,2.3841741914054637e-09,1.1324827431380413e-07
1948,1.4122582001618866e-06,0.0,1.1959076662293455e-07
1949,1.182949450395654e-06,1.9634016634739737e-09,1.5805383979383691e-07
1950,1.2060499585686557e-06,2.1270722960764488e-09,1.5633980776641465e-07
1951,1.3006910464241628e-06,1.0661401761424827e-09,1.385982297819055e-07
1952,1.4878718097577348e-06,1.0544803918932644e-09,1.7082582992600237e-07
1953,1.20451394636234e-06,1.0773827385790469e-09,1.2820854555783967e-07
1954,1.2264532394112848e-06,1.9545072227344917e-09,1.1238416419701025e-07
1955,1.24640875753812e-06,2.815682353940474e-09,1.257671446985853e-07
1956,1.1974126863378842e-06,1.744228317335228e-09,1.0727004440269639e-07
1957,1.1017291647874572e-06,8.835037701437898e-10,1.1132147648140744e-07
1958,1.1912030117855466e-06,8.272243445794913e-10,1.3401034948401502e-07
1959,1.0750286705274448e-06,1.5501495642666896e-09,1.5036450440319982e-07
1960,1.1156383372679102e-06,1.3841666701708277e-09,1.128095808433649e-07
1961,1.2013367651775297e-06,2.08444772553662e-09,1.0005348993757934e-07
1962,9.98223899983941e-07,6.341956404476434e-10,1.0210549850064865e-07
1963,1.1250932665518576e-06,1.2932106496776896e-09,1.041034565218979e-07
1964,1.0026379833050214e-06,0.0,1.490572214546404e-07
1965,9.570603758390916e-07,2.188817349590977e-09,1.0834645891577566e-07
1966,1.0690414562475326e-06,5.539074754423723e-10,1.0745805090195404e-07
1967,9.732482411095589e-07,9.860671168482327e-10,1.1783501996376344e-07
1968,9.894588579584251e-07,2.245707841908029e-09,1.4642015722099444e-07
1969,9.71027846574657e-07,1.8167031212712459e-09,9.628526326244113e-08
1970,8.539832272447256e-07,1.8394900047624674e-09,1.057706739970854e-07
1971,8.848320600662873e-07,1.0276794970565106e-09,5.60085311462899e-08
1972,8.280056853493534e-07,2.565073486948677e-09,1.1132418920034581e-07
1973,7.790157141585041e-07,0.0,7.00176872592273e-08
1974,8.52836652853739e-07,5.625571675160757e-10,8.213334556916863e-08
1975,7.659094691803148e-07,1.1422960355389478e-09,1.290794515718119e-07
1976,8.26175995172207e-07,2.856763492431469e-09,8.170343490654375e-08
1977,7.722091179829249e-07,1.7630346071939584e-09,9.755458096893932e-08
1978,7.31880831494891e-07,1.1881182704343018e-09,8.732669110056435e-08
1979,7.373486266004647e-07,2.925986564150662e-09,8.309802412842515e-08
1980,8.345801454368029e-07,1.1370301367108482e-09,1.0460677218881997e-07
1981,8.994931306460785e-07,2.5302198114474095e-09,9.867857209133746e-08
1982,7.740755165741575e-07,6.207502289967692e-10,1.1421804291256166e-07
1983,7.18682978018137e-07,6.315316047889041e-10,8.84144254476027e-08
1984,7.631495329007976e-07,1.739702604197646e-09,8.524542605137242e-08
1985,8.133034441470954e-07,6.015558051686298e-10,8.903026194051478e-08
1986,7.187387822682467e-07,1.1988970927134801e-09,8.512169019647686e-08
1987,7.277982927433868e-07,6.110816852533674e-10,8.188494293737136e-08
1988,7.435726541160648e-07,5.996553809062277e-10,7.135898960619613e-08
1989,7.002843762649036e-07,5.488122178931576e-10,8.945638796387101e-08
1990,7.039657035079472e-07,5.44865097484859e-10,9.807571565989548e-08
1991,6.840329636048637e-07,1.1722930404189924e-09,8.499124359850896e-08
1992,7.234556420598892e-07,0.0,1.035869528487332e-07
1993,7.239744270748361e-07,1.1078414852150331e-09,7.090185383251679e-08
1994,6.947078325936218e-07,5.274926606624319e-10,6.751906034274668e-08
1995,6.756373629457357e-07,1.0844901643380922e-09,5.422450699565928e-08
1996,6.704643773502994e-07,1.067618438099771e-09,7.046281691458489e-08
1997,6.703262389606834e-07,0.0,7.336188279083444e-08
1998,6.227176996276285e-07,4.768129224785866e-10,7.056831252683082e-08
1999,6.599370259152693e-07,4.570201161957499e-10,1.247664895842604e-07
2000,6.105719414506439e-07,4.4180314962005696e-10,6.185243961454034e-08
2001,6.015403695158739e-07,0.0,6.615629644102228e-08
2002,6.256384281755345e-07,0.0,6.35277119798161e-08
2003,6.621240569160136e-07,8.333845835650777e-10,6.958761256115054e-08
2004,6.060992934209253e-07,8.809582507929292e-10,9.426253155808695e-08
2005,6.026016894367103e-07,0.0,7.611336572121985e-08
2006,6.522737816538893e-07,0.0,7.206307195417594e-08
2007,6.690752911708842e-07,0.0,1.3181781644000523e-07
2008,7.284479259794807e-07,4.257439678578834e-10,9.536665213083495e-08
2009,8.058245590802926e-07,4.76819250749827e-10,1.2301936980207984e-07
2010,7.992657664601666e-07,9.447586046817946e-10,1.110091354394882e-07
2011,9.930855036088815e-07,0.0,1.0248244564081688e-07
2012,1.2388075134595056e-06,3.404252713057332e-10,9.089354469082878e-08
2013,1.2584532314008356e-06,0.0,7.642202293212108e-08
2014,1.2901722570290985e-06,2.1654451842767486e-10,7.968838611205342e-08
2015,1.288938634047554e-06,0.0,8.755472580279644e-08
2016,1.4288103997728285e-06,0.0,1.012885262330343e-07
2017,1.0605817344355728e-06,0.0,7.571990146004737e-08
2018,1.2989940074703554e-06,1.290733298020541e-09,8.82861588280548e-08
2019,1.1828929800117294e-06,0.0,8.62233888732078e-08
