year,en_ADP épi_NOUN,en_ADP epi_NOUN,en_ADP dépit_NOUN
1800,1.3834323908668011e-06,0.0,4.307505150791258e-06
1801,5.5481552863057e-07,0.0,5.217170894411538e-06
1802,1.9200668077701266e-06,8.951360541686881e-09,3.739430951554823e-06
1803,3.0113237805551307e-06,3.900678446910888e-09,3.7895090088113648e-06
1804,1.3669335465760213e-06,1.9774807125116922e-08,4.424613393894106e-06
1805,3.2465664427938634e-06,1.7057265822018053e-08,4.318331349395521e-06
1806,1.1526676644280087e-06,8.645007376628655e-09,3.3023927130670927e-06
1807,9.053317171492381e-07,0.0,3.823460616558805e-06
1808,8.225848624476839e-07,2.2660739951163578e-09,3.7843435904960643e-06
1809,1.0481902075198946e-06,4.518061036407062e-09,4.204055812806473e-06
1810,3.369782461959403e-07,1.4040760554223652e-08,4.127983544321978e-06
1811,2.409300805084058e-06,3.008492122091866e-08,4.267044573680323e-06
1812,5.467777000056628e-07,4.800974906515876e-08,4.680950610236323e-06
1813,2.415623043816595e-07,2.8757416448144113e-09,4.566677603179414e-06
1814,2.4229413497778296e-07,3.1466771410748606e-09,4.3172408084046765e-06
1815,1.53472024067014e-06,5.394447111228828e-09,4.5717938519374e-06
1816,1.483266480306611e-06,2.7811246638975717e-08,3.710483809982179e-06
1817,1.3700485865797418e-06,4.670620223912181e-09,4.9181631993633346e-06
1818,8.070637029788941e-07,3.0995060518179685e-08,4.9365596055395145e-06
1819,1.0723688088631889e-06,0.0,4.966433664321812e-06
1820,3.2514159720165026e-07,0.0,5.387382600474666e-06
1821,4.861713898129949e-07,4.930744035291923e-09,6.2965603433440265e-06
1822,3.779657191671504e-07,1.0025615893027862e-09,4.675947025134519e-06
1823,8.775826003670772e-07,7.906149512848515e-09,6.4286876408914395e-06
1824,3.8063430807255827e-07,1.6842225392110777e-09,6.369729590005591e-06
1825,7.053160082648446e-07,2.641632912414593e-09,5.495477182648756e-06
1826,4.298296261140422e-07,2.6423953025656033e-09,5.04961724345776e-06
1827,1.0876382674496199e-06,1.8434546111834038e-09,5.818864394768752e-06
1828,4.888836806493657e-07,2.7516903755575584e-09,5.8849486208600865e-06
1829,3.6178803419772976e-07,3.429270478694235e-09,5.620574142994883e-06
1830,2.2439196722956467e-07,0.0,7.5729682862402115e-06
1831,6.220891473063261e-07,4.677361831184612e-09,6.895990566135879e-06
1832,2.1242052339331963e-07,1.3529969367098715e-09,6.551211356509157e-06
1833,3.011743334724315e-07,1.1583628500844156e-09,7.454064984813158e-06
1834,3.8551612768777943e-07,1.8669061851994684e-09,6.732063695835677e-06
1835,4.946259366533923e-07,0.0,7.164513078805612e-06
1836,3.864431397104795e-07,4.032449929525228e-09,7.615281731432333e-06
1837,3.353703368347283e-07,2.7831563720326358e-09,7.0699130105822405e-06
1838,2.7962876014697713e-07,6.312161904276081e-10,6.732551867116854e-06
1839,2.202314695054497e-07,6.9914751765765e-10,6.455927973547659e-06
1840,1.2675680238771747e-07,2.547875410652267e-09,7.262719122991257e-06
1841,6.11878291589818e-07,3.852329122366882e-09,7.674481707908853e-06
1842,1.5496092764522018e-07,0.0,7.410620241898869e-06
1843,1.459007022419634e-07,5.906911071384968e-10,7.35705765464445e-06
1844,2.1076075995551946e-07,5.488561272137815e-10,8.73010583291034e-06
1845,2.1204865863211353e-07,0.0,6.770490358576353e-06
1846,3.085322275442337e-07,5.854501328173001e-10,7.277730617261113e-06
1847,1.537068783363793e-07,5.393223645455691e-10,6.51069950663441e-06
1848,1.520546919486776e-07,4.022610855525244e-09,7.351723809279065e-06
1849,1.9943007445455407e-07,8.379414939696517e-10,7.733361940154282e-06
1850,1.8262399237300997e-07,0.0,7.38846443937291e-06
1851,3.4762475209504373e-07,6.449438760824933e-10,7.59098952585191e-06
1852,2.981829776427247e-07,6.510545436100301e-10,7.681141710236261e-06
1853,2.9441624183057513e-07,1.1943863675867306e-09,7.89310252002906e-06
1854,2.66018009231761e-07,5.195664454227256e-10,7.67711401294946e-06
1855,2.441190964930229e-07,5.306937111981824e-10,8.348342930730723e-06
1856,1.4289042837845045e-07,5.177189232874468e-10,8.24778010155569e-06
1857,2.3333613796694408e-07,9.763018171682347e-10,8.55142752698157e-06
1858,1.5561889460391498e-07,9.787352039936081e-10,9.605307468518731e-06
1859,1.3137807286511816e-07,1.018434669930457e-09,1.0785223139464506e-05
1860,1.3960411235358627e-07,4.577183909670879e-10,1.094450442451489e-05
1861,1.4100731360322527e-07,1.4147891747029462e-09,1.0614219377202971e-05
1862,1.9698420317126875e-07,4.517986262886353e-10,1.0486246196705906e-05
1863,9.689564706150122e-08,0.0,1.0900260122070904e-05
1864,1.668565374757236e-07,4.794727948009836e-10,1.074450619853451e-05
1865,1.19553844823983e-07,2.8241067262513297e-09,1.1142512562400952e-05
1866,1.0412411788340847e-07,9.731225825149181e-10,1.0644014423633053e-05
1867,1.2762894563422833e-07,0.0,1.0001644795920583e-05
1868,2.884886576293155e-07,1.975949626142892e-09,1.1239201512580621e-05
1869,1.3283171729217003e-07,9.767038289254515e-10,1.2043735296174418e-05
1870,2.1273321415549162e-07,5.734048791339319e-10,1.0835631655936595e-05
1871,2.665915401767194e-07,0.0,1.1355100468790624e-05
1872,1.4150774063637073e-07,1.8142017887967654e-09,1.1104729537692037e-05
1873,1.5144591714033595e-07,0.0,1.1390169333935773e-05
1874,1.3980585289452563e-07,0.0,1.1192832630513294e-05
1875,1.3731664694205392e-07,0.0,1.1685074696288211e-05
1876,2.998823447342147e-07,6.04601479992084e-10,1.1993479120064876e-05
1877,1.3544747257121514e-07,6.184815992682502e-10,1.1272446045040851e-05
1878,1.7936093854586943e-07,0.0,1.048566969075182e-05
1879,1.1607717687045493e-07,0.0,1.0856270932890766e-05
1880,1.367001232210896e-07,0.0,1.1391034831831348e-05
1881,1.0389035992597329e-07,6.972507571312292e-10,1.1690106020978419e-05
1882,1.1646923780972429e-07,0.0,1.2066878525729408e-05
1883,8.404720680532662e-08,0.0,1.2036444559271331e-05
1884,2.05312777445954e-07,6.601696966868076e-10,1.2364318081381498e-05
1885,1.946581988931939e-07,1.933690763067375e-09,1.1917335314137745e-05
1886,1.1680769773647626e-07,0.0,1.3065683333479683e-05
1887,1.3123139158688346e-07,6.528924623161458e-10,1.1892436077687307e-05
1888,1.585153641681103e-07,6.340614699951175e-10,1.2278600024728803e-05
1889,1.1151943257736718e-07,6.265136742733546e-10,1.2960062122147065e-05
1890,1.1994526971648156e-07,6.554386478008212e-10,1.2878058896603761e-05
1891,2.1927316973258115e-07,0.0,1.2501757510108291e-05
1892,2.0623406271624845e-07,0.0,1.329049996456888e-05
1893,1.6381387990538343e-07,1.2316833108982905e-09,1.341611073257809e-05
1894,2.4197910453160887e-07,0.0,1.4029117210156983e-05
1895,1.7453982081860886e-07,0.0,1.4686021586385323e-05
1896,6.427761434224522e-08,0.0,1.3804355376123567e-05
1897,1.3984112001708127e-07,0.0,1.3786586805508705e-05
1898,1.2052295517150924e-07,2.26334195829736e-09,1.432921794730646e-05
1899,1.6748562003954248e-07,5.527578395003729e-10,1.4067687061469769e-05
1900,1.396393258801254e-07,5.191053142894475e-10,1.4361567991727497e-05
1901,1.1568689473051563e-07,0.0,1.4526250424751197e-05
1902,1.1048138831570853e-07,0.0,1.2989664583074045e-05
1903,9.342380735688494e-08,0.0,1.5376047258541803e-05
1904,8.706892629106733e-08,5.374625189347171e-10,1.51897661453404e-05
1905,8.979720433899274e-08,0.0,1.598132280378195e-05
1906,1.4146507937295993e-07,1.0288369045596824e-09,1.568050356581807e-05
1907,1.2342823774158518e-07,5.142843373384665e-10,1.5555557865809533e-05
1908,7.661766687760974e-08,0.0,1.6222809563259943e-05
