year,ton_DET art_NOUN,ton_DET dard_NOUN
1868,8.051994437874299e-08,2.9639244392143382e-09
1869,8.79033474898705e-08,4.883519366671862e-09
1870,6.020750875634917e-08,9.17447806614291e-09
1871,8.39073006630997e-08,1.0621177271019633e-09
1872,5.442605210959073e-08,5.442605477412599e-09
1873,5.3275439504396616e-08,1.3169209278629523e-08
1874,7.16953081347782e-08,5.974609140757536e-10
1875,8.58229067257632e-08,2.2886108563824337e-09
1876,1.1245587683283986e-07,1.813804439976252e-09
1877,1.0514187565036082e-07,1.2369631985365004e-09
1878,7.126124373924014e-08,7.850815109122777e-09
1879,4.948553522510224e-08,1.2829582729523281e-08
1880,1.2835692508872398e-07,1.9253539207397807e-08
1881,9.064260009239433e-08,2.7890030285249168e-09
1882,9.583754589925775e-08,1.1979693237407218e-08
1883,1.1311616826548132e-07,6.319338829996468e-09
1884,6.535679908381553e-08,3.9610181801208455e-09
1885,4.705314010644557e-08,5.1565086089944145e-09
1886,1.2132512189344524e-07,8.389503092232076e-09
1887,8.487602265461192e-08,6.528924623161458e-10
1888,6.530833296380933e-08,2.53624587998047e-09
1889,8.771191151168978e-08,3.759081934617825e-09
1890,6.816561853861813e-08,3.9326319978272295e-09
1891,8.605197043820567e-08,5.736798147637501e-09
1892,7.271474666836752e-08,2.5074049503359674e-09
1893,7.328515805316016e-08,3.695050043717174e-09
1894,5.230277633216929e-08,6.301539290376468e-10
1895,5.356566989966893e-08,1.2037228991346183e-09
1896,7.72510810875815e-08,2.358811590497112e-09
1897,7.8660629565519e-08,5.2440420894583895e-09
1898,6.959776321924238e-08,2.8291773368493978e-09
1899,5.306475436839264e-08,1.6582735185011188e-09
1900,8.980521659651686e-08,2.595526460424935e-09
1901,5.924063112283662e-08,1.676621730339889e-09
1902,6.874397462386383e-08,9.820567692386817e-10
1903,8.100330184390714e-08,1.0800440541913758e-09
1904,5.643356626450213e-08,1.0749250378694342e-09
1905,7.844354055208669e-08,4.64468330463319e-09
1906,6.73888178037707e-08,3.600929110447737e-09
1907,6.737124813582795e-08,3.599990305858114e-09
1908,1.0019233775970804e-07,5.893666887857307e-09
1909,7.811396462997777e-08,2.2003934230241384e-09
1910,9.138497814031865e-08,6.947395991829808e-09
1911,7.395320145153761e-08,2.128149656499545e-09
1912,5.886645970676341e-08,0.0
1913,1.0712039216764779e-07,1.590896969716482e-09
1914,6.964613341597925e-08,8.705766774141921e-09
1915,5.536958258556268e-08,0.0
1916,4.614734194774428e-08,0.0
1917,7.676497215669542e-08,2.1932848870420685e-09
1918,1.0452602516863863e-07,0.0
1919,1.3903850493157677e-07,4.603924352863942e-09
1920,9.541011802838284e-08,4.543339038320937e-09
1921,1.453967461984007e-07,2.2718242842501013e-09
1922,8.263287981646883e-08,2.951174193910333e-09
1923,1.6879356934396128e-07,1.3800733000834953e-08
1924,1.4180786578332771e-07,2.578324886925998e-09
1925,8.908524251616257e-08,5.499088961968823e-09
1926,1.3598288861604857e-07,5.573069339348535e-09
1927,1.0257287130777115e-07,1.1149224876660924e-09
1928,8.912312088327212e-08,9.14083297942625e-09
1929,9.246536936124983e-08,4.4561625500705304e-09
1930,8.402882478719675e-08,2.100720708497761e-09
1931,6.615106951102234e-08,5.7026783295555106e-09
1932,8.548438534816682e-08,2.1919073223131136e-09
1933,4.5882648125328274e-08,4.588264879146209e-09
1934,5.391711255242626e-08,0.0
1935,5.864459051707627e-08,1.4361940969820353e-08
1936,6.668592744674129e-08,8.487300195980652e-09
1937,8.561960496145105e-08,2.5182236296217297e-09
1938,9.464606520737107e-08,1.0372171566075394e-08
1939,4.129393804674919e-08,1.5294050470515685e-09
1940,4.05725257834888e-08,2.5357829169792012e-09
1941,8.854507882460894e-08,0.0
1942,9.102635112334667e-08,9.102635090130207e-09
1943,9.000029432826295e-08,5.806470415592457e-09
1944,8.03296504869877e-08,3.2131861615880553e-09
1945,9.367567210816219e-08,4.357008087652048e-09
1946,7.517396394263187e-08,2.0881657292193267e-08
1947,5.1259744004994445e-08,1.4305045370477387e-08
1948,7.50160236151487e-08,4.348755133776194e-09
1949,5.595694796411976e-08,2.945102384188658e-09
1950,1.1698897939282915e-07,1.1698897850465073e-08
1951,6.716683209617713e-08,2.1322803522849654e-09
1952,6.748674286072287e-08,0.0
1953,6.14108174312733e-08,4.3095309543161875e-09
1954,7.818029157391493e-08,7.818028890937967e-09
1955,4.5050918551226005e-08,5.631364707880948e-09
1956,8.023449904470681e-08,8.72114158667614e-10
1957,7.156380599226964e-08,9.718541194025931e-09
1958,7.85863135122078e-08,7.445019267748876e-09
1959,5.8130607105688625e-08,2.325224457422337e-09
1960,7.543708435697738e-08,1.2457499920515147e-08
1961,7.642975075050629e-08,2.08444772553662e-09
1962,7.800606605101734e-08,3.805173953708163e-09
1963,8.341208612705486e-08,5.819448034571906e-09
1964,6.50984610661709e-08,5.475571496216247e-09
1965,9.411914803081345e-08,1.860494691641179e-08
1966,6.646889727512928e-08,3.3234448526542337e-09
1967,9.416940738304902e-08,5.423369309198733e-09
1968,1.1003968580780565e-07,8.982831367632116e-09
1969,7.720988026704845e-08,7.2668124850849836e-09
1970,6.944074648629339e-08,2.2993624781975086e-09
1971,8.68389200547881e-08,6.166076982339064e-09
1972,7.643918831234942e-08,6.669190977248718e-09
1973,6.781240990960669e-08,1.6539611347177186e-09
1974,5.45680457486597e-08,1.6876715580593782e-09
1975,5.140332115516344e-08,4.569184142155791e-09
1976,5.942067782260807e-08,6.8562320265641574e-09
1977,5.289103621741731e-08,4.7014254711541525e-09
1978,6.534650753842186e-08,4.752473081737207e-09
1979,4.857137991809424e-08,5.266775904289034e-09
1980,5.969408412020982e-08,2.2740602734216964e-09
1981,6.452060508088664e-08,3.1627747087981106e-09
1982,7.200702611953602e-08,2.483000915987077e-09
1983,6.189009904566944e-08,8.841442245000053e-09
1984,6.610869629497529e-08,1.1598016991243298e-08
1985,6.196024626703434e-08,1.8046674155058895e-09
1986,4.8555334031252784e-08,5.9944854635674005e-09
1987,3.972031037413615e-08,6.110816741511371e-09
1988,6.536243479793313e-08,6.596209356501959e-09
1989,6.585746525900049e-08,9.329808037250586e-09
1990,5.612110332009479e-08,1.6345953479657283e-09
1991,7.971592363986701e-08,1.7584396161396398e-09
1992,5.509944034365333e-08,4.958949695321735e-09
1993,4.92989451483794e-08,9.970573089379542e-09
1994,4.747434001473039e-08,3.164956019485743e-09
1995,7.211859487377126e-08,7.0491861237087505e-09
1996,6.832757737385009e-08,4.270473752399084e-09
1997,5.8497714561234204e-08,5.274384040632185e-09
1998,6.723062084823539e-08,3.337690568372409e-09
1999,4.4787970221449314e-08,4.570201106446348e-09
2000,6.008522879241696e-08,5.3016377954406835e-09
2001,8.324302136486494e-08,7.886181124794334e-09
2002,8.543381557757357e-08,4.3812213301741565e-09
2003,5.792023016759629e-08,5.416999737661854e-09
2004,7.840528359892573e-08,5.285749532513151e-09
2005,7.025849280140051e-08,3.602999676388663e-09
2006,7.535738788533308e-08,4.529678854225949e-09
2007,7.230007925684845e-08,8.787854888225866e-09
2008,7.833689097402896e-08,2.1287198670449925e-09
2009,7.533744095233885e-08,2.384096253749135e-09
2010,7.274641022902983e-08,6.613310343794865e-09
2011,6.730190538206671e-08,1.4913490886669933e-08
2012,9.804247835809576e-08,9.872332618066082e-09
2013,1.0738131361875958e-07,1.282997491580673e-08
2014,1.2343037236739463e-07,6.063246349441442e-09
2015,1.241282230335372e-07,7.979671326485693e-09
2016,1.4872221498762883e-07,9.321030447484446e-09
2017,9.30776167251679e-08,6.28902854793445e-09
2018,1.1771488384049178e-07,6.453666767658461e-09
2019,1.410696228720809e-07,5.6121731151215215e-09
