year,un_DET oeil_NOUN,un_DET deuil_NOUN
1800,1.7009929464961715e-06,4.2760636631555826e-07
1801,1.683496140714169e-06,6.4291927159843e-07
1802,1.3046608273725724e-06,5.930276643084653e-07
1803,1.8255175113779387e-06,3.7446512290983947e-07
1804,1.4336734941444718e-06,5.388635084813131e-07
1805,1.0717649121527728e-06,6.112186952123011e-07
1806,7.953406520044837e-07,5.21582130375009e-07
1807,7.145857225943075e-07,3.98573718030093e-07
1808,1.0333297937314967e-06,5.008023533648043e-07
1809,8.245461668998644e-07,4.4051095215991154e-07
1810,1.586605972825339e-06,6.575756064108873e-07
1811,7.170239566534065e-07,6.092196436213726e-07
1812,6.961413432371444e-07,4.934335180450944e-07
1813,5.578939026307239e-07,6.642963406022773e-07
1814,5.601085355522173e-07,7.614958477120126e-07
1815,7.390392677830704e-07,6.122697691068879e-07
1816,6.072122271660874e-07,6.280706763561739e-07
1817,5.417919295425122e-07,5.075407365495721e-07
1818,6.878519187569765e-07,6.330145332356096e-07
1819,4.927099892526599e-07,5.351492742278197e-07
1820,5.885774694291968e-07,6.775760654775809e-07
1821,6.853734393352795e-07,5.266034932560615e-07
1822,4.832346860439429e-07,5.403806966342017e-07
1823,4.951226189042757e-07,6.226092912342551e-07
1824,4.3705576224795095e-07,6.955838802724656e-07
1825,4.772550070697434e-07,7.264490236025267e-07
1826,4.324720270787452e-07,5.918965406692678e-07
1827,4.4150738059967054e-07,6.18478996017302e-07
1828,4.10919085425121e-07,3.476302241622875e-07
1829,3.960807232750163e-07,4.97244212027681e-07
1830,4.0599292572274237e-07,5.750696434603242e-07
1831,4.755317877247478e-07,4.973594913693091e-07
1832,6.034366358820265e-07,6.29143602992599e-07
1833,5.258967465948672e-07,6.266743284299992e-07
1834,4.0325172223631967e-07,6.636851441754743e-07
1835,4.333649243903892e-07,5.687442197199744e-07
1836,3.978684112726505e-07,6.035233610646173e-07
1837,3.4511139457293893e-07,5.260165778508963e-07
1838,3.358070208570041e-07,5.693570042097917e-07
1839,3.0902320791170723e-07,5.614154439115282e-07
1840,3.0829293340417507e-07,5.662653377314086e-07
1841,3.601927871521582e-07,6.022474394740129e-07
1842,2.8644291338864036e-07,7.177843830419306e-07
1843,2.51634422410163e-07,6.042770088754423e-07
1844,3.3589995651617244e-07,6.141700321649068e-07
1845,2.4497200268314145e-07,5.875980164660177e-07
1846,2.710634010583135e-07,6.375552032977794e-07
1847,2.373018439527641e-07,6.013444444619154e-07
1848,1.9228079595201564e-07,6.910845176122393e-07
1849,3.1422805424341504e-07,7.507955945840195e-07
1850,2.57981856321976e-07,7.277803817373751e-07
1851,2.0315731807940551e-07,7.881214401095349e-07
1852,2.1094167745872028e-07,7.402490140862028e-07
1853,1.8512989097274613e-07,7.040907661348683e-07
1854,2.0886570650802128e-07,6.884255583372578e-07
1855,2.0007153267442845e-07,8.342505388725385e-07
1856,1.9310915988501876e-07,7.439620919313938e-07
1857,2.113693406968764e-07,8.591456079898308e-07
1858,2.0847060466788747e-07,9.895013022287458e-07
1859,1.6906015654072348e-07,9.013146744507594e-07
1860,1.9453031674387944e-07,8.476944479696158e-07
1861,1.9665568706805914e-07,9.530962739034976e-07
1862,1.7755685660647558e-07,9.343195319644337e-07
1863,1.798063540281447e-07,9.77946765345905e-07
1864,2.1048855325389582e-07,8.568178628820533e-07
1865,1.81213511751821e-07,9.842011259308947e-07
1866,1.717561375902399e-07,8.344526278847297e-07
1867,2.0478864648509898e-07,9.103874312188509e-07
1868,2.2180033987240222e-07,9.207925515397619e-07
1869,2.0413109913519634e-07,1.01479526648518e-06
1870,1.9839808285126992e-07,9.736414874339516e-07
1871,2.973929631444605e-07,1.1938202995054326e-06
1872,2.51569315268263e-07,8.671884668132179e-07
1873,2.0771435993438558e-07,9.613523417328906e-07
1874,2.1568338826050137e-07,8.836447200621933e-07
1875,1.9968129094660725e-07,9.205937256950847e-07
1876,1.9347246671408413e-07,1.032054779415148e-06
1877,2.2821971168429656e-07,9.555540927408401e-07
1878,2.0834855296580912e-07,9.668581029131929e-07
1879,1.8877815466389336e-07,9.054020289056552e-07
1880,1.9831144459914185e-07,9.76796179941175e-07
1881,2.2381749376076954e-07,8.91086465060198e-07
1882,1.9566832198947282e-07,9.876591597901552e-07
1883,2.1928106785917834e-07,1.0572254609542142e-06
1884,1.8682802416236655e-07,1.169160540825942e-06
1885,1.8047780536711855e-07,1.0731983017819857e-06
1886,1.9747599022679196e-07,9.693102498431472e-07
1887,1.9847930365912703e-07,9.042560655814214e-07
1888,1.9972936904366634e-07,9.827952851537702e-07
1889,2.374486851586255e-07,1.0431452182046996e-06
1890,1.8352282138422993e-07,1.0310050271300497e-06
1891,1.7529104823221786e-07,1.0064892990158114e-06
1892,1.6674243297210012e-07,9.220981596058664e-07
1893,1.6319803886055695e-07,9.397743419015114e-07
1894,1.903064812402988e-07,1.1657847771573415e-06
1895,2.094477806746653e-07,1.1062213189916292e-06
1896,1.798593822766037e-07,9.960081825965972e-07
1897,1.7188804790624346e-07,1.0377376575831931e-06
1898,2.0143743695300032e-07,1.1158276080891483e-06
1899,2.0120385890720627e-07,8.827542501421703e-07
1900,2.2165796753625955e-07,9.650167953623168e-07
1901,2.0734220829154992e-07,8.751965197006939e-07
1902,2.2685510825404265e-07,8.254186916190065e-07
1903,2.2032898594481765e-07,8.802359126036663e-07
1904,2.0907291542471285e-07,8.835883562596791e-07
1905,2.4565213641025707e-07,9.088096604159546e-07
1906,2.3251714598160333e-07,8.153532178312162e-07
1907,1.990280440455905e-07,1.0038830495773254e-06
1908,2.4409603427422155e-07,9.228500097435699e-07
1909,2.3104130408846402e-07,8.510021736185536e-07
1910,2.677419406182935e-07,9.314854381159421e-07
1911,2.388847928358473e-07,9.262771598628206e-07
1912,2.36507723183621e-07,8.991461228902153e-07
1913,2.3757393807777305e-07,8.675691063331215e-07
1914,2.638516894970522e-07,9.094177784163548e-07
1915,3.475324720225714e-07,1.0437754980330283e-06
1916,2.4172416224210735e-07,9.910691041170594e-07
1917,2.9061023809617836e-07,8.926669394782039e-07
1918,3.767531397969037e-07,9.648555945318549e-07
1919,2.799185820911987e-07,9.180225006844012e-07
1920,2.9001646950632676e-07,8.17801023345055e-07
1921,2.847353011148357e-07,8.57992255021145e-07
1922,3.194646196469364e-07,8.801877342534681e-07
1923,2.9936972589794664e-07,7.62225102590719e-07
1924,3.042423402099814e-07,9.024136957691553e-07
1925,2.859526258003342e-07,8.787544381050338e-07
1926,3.633641059153092e-07,8.471065271464795e-07
1927,3.1106336462194406e-07,8.43996332378083e-07
1928,2.753675942823719e-07,7.48405710737643e-07
1929,2.90764611499128e-07,7.853986474515295e-07
1930,2.835972905401718e-07,7.846191856231144e-07
1931,2.429341030563137e-07,6.444026396934532e-07
1932,3.583768393156106e-07,6.794912508212292e-07
1933,2.844724300565815e-07,7.226516984815134e-07
1934,2.863597732272183e-07,7.632266303403412e-07
1935,2.668927407967203e-07,8.365830552747866e-07
1936,2.546190183139174e-07,6.801964715918984e-07
1937,2.6189526391995344e-07,6.408879187347338e-07
1938,3.0986862276094485e-07,7.182728580801268e-07
1939,2.477636220632462e-07,6.408207369190677e-07
1940,4.006536957756879e-07,5.959090003671008e-07
1941,4.397738759820413e-07,6.640880556574302e-07
1942,5.370554752026635e-07,6.06842359474058e-07
1943,5.22582313866593e-07,6.648408579223997e-07
1944,5.526680268985729e-07,6.619163386289983e-07
1945,4.2262978139362417e-07,6.753362384870343e-07
1946,3.466354936421112e-07,6.473313334254271e-07
1947,3.3974481117304833e-07,6.151169529289291e-07
1948,3.696441948086715e-07,6.186104357652766e-07
1949,2.6898603522340636e-07,5.605511894657411e-07
1950,3.318232815185951e-07,6.147238664766519e-07
1951,3.4116485503332683e-07,5.085488723466369e-07
1952,3.2688892170895656e-07,5.968358962604725e-07
1953,3.52304154294103e-07,5.419235371562081e-07
1954,3.1272115386116184e-07,5.374894946896802e-07
1955,3.2943483407876784e-07,4.2329090987891504e-07
1956,3.7413696230004234e-07,5.215242673273224e-07
1957,3.481004862138093e-07,5.504228575148318e-07
1958,3.3006251642930806e-07,4.450466910554951e-07
1959,4.4334278204161137e-07,5.092241330828529e-07
1960,3.9794792350278385e-07,4.7476917330868673e-07
1961,3.5713538260040423e-07,5.377875247347674e-07
1962,3.4690500338996344e-07,4.965751827512577e-07
1963,3.5951254773181063e-07,4.933598560796781e-07
1964,3.784228351788599e-07,4.672487570189787e-07
1965,3.3105863028737303e-07,5.482987504024095e-07
1966,3.3068277627279485e-07,5.12364405125254e-07
1967,3.9837112097984573e-07,4.915544451478127e-07
1968,3.5572014489559933e-07,6.19815381242006e-07
1969,3.2882327161143365e-07,4.950515979373904e-07
1970,4.2354257878685075e-07,5.122979658267468e-07
1971,3.9257356210242733e-07,4.711910612797965e-07
1972,3.7244865858099274e-07,4.919810869807861e-07
1973,5.165872194456966e-07,4.322351774277422e-07
1974,4.697352298244084e-07,3.6284936832942094e-07
1975,5.414483257304425e-07,4.529203732062115e-07
1976,5.627823767007101e-07,4.2908587616352634e-07
1977,5.5770658535792e-07,4.99526446873233e-07
1978,5.702967973419959e-07,5.655442869567651e-07
1979,6.431318473332226e-07,5.085364609414e-07
1980,6.930198805932264e-07,4.98019195660504e-07
1981,6.799965590609247e-07,5.718296876011664e-07
