year,en_ADP eau_NOUN,en_ADP do_NOUN
1885,2.480925262560163e-06,2.8360796766602192e-08
1886,2.509752055068759e-06,2.710454799492723e-08
1887,2.944544934990745e-06,1.8933880852056717e-08
1888,2.8526426163466567e-06,3.233713452566178e-08
1889,2.7836001859071757e-06,2.067495069590919e-08
1890,2.89048454860108e-06,3.73600027026022e-08
1891,2.7166926770405553e-06,2.4859458047643557e-08
1892,3.2270301826287096e-06,1.504442992406041e-08
1893,3.2183885432246484e-06,1.847525016307472e-08
1894,3.520670052381547e-06,1.0712616793639995e-08
1895,3.2428293863517865e-06,2.5880042553438898e-08
1896,3.2221366303986088e-06,2.1819006768009075e-08
1897,3.4051314283800593e-06,1.806281169081103e-08
1898,3.4408455000800586e-06,3.338429332977455e-08
1899,3.4834797926208694e-06,2.432134493801641e-08
1900,3.6404855165983463e-06,2.595526593651698e-08
1901,4.084809301474479e-06,2.291382922292584e-08
1902,4.2861866802468285e-06,3.2898902546651954e-08
1903,4.779194757276173e-06,1.8360749143297994e-08
1904,4.806527314826781e-06,9.94305677792795e-08
1905,4.8232454261665225e-06,2.4771643070131688e-08
1906,5.007863460804174e-06,6.121579454454462e-08
1907,4.5509021333600685e-06,4.525702307356383e-08
1908,4.656979236017378e-06,4.813161202932292e-08
1909,4.872221001761545e-06,2.47544256204435e-08
1910,5.38262861482508e-06,5.5579168489749975e-08
1911,4.311099131015794e-06,1.755723477714355e-08
1912,4.8046492082676195e-06,2.656804792833256e-08
1913,5.361322720887074e-06,5.09087019207044e-08
1914,5.214084865201585e-06,1.0915692610913297e-07
1915,4.38362137167303e-06,9.424609537234119e-09
1916,4.108212152686974e-06,1.5382446649780945e-08
1917,4.176014220647062e-06,2.3029491647008626e-08
1918,4.414214593850829e-06,2.1824114959656526e-08
1919,5.395798947205321e-06,2.4861190051073123e-08
1920,4.749303581519371e-06,3.483226551637131e-08
1921,5.319854864183071e-06,8.33002208877609e-08
1922,5.671419106789699e-06,5.902348482189623e-08
1923,5.074423363282676e-06,8.49275858527676e-08
1924,5.249469680279617e-06,2.836157442231979e-08
1925,5.724551691344004e-06,3.51941706888681e-08
1926,6.046779901680566e-06,3.232380019202452e-08
1927,5.221181787362639e-06,3.456259789480498e-08
1928,5.745013311297953e-06,6.627104010004103e-08
1929,6.141706258233626e-06,2.7851016382030025e-08
1930,6.183471313647715e-06,4.516549623190258e-08
1931,7.438573604190424e-06,3.763767608688795e-08
1932,7.076572863695674e-06,3.507051782314363e-08
1933,7.257488171319437e-06,4.1294385466628114e-08
1934,6.84747317336587e-06,4.912447870708547e-08
1935,8.338303565835758e-06,4.906996586839796e-08
1936,8.8195175464989e-06,4.607391357325241e-08
1937,8.696685426912154e-06,6.42147018892203e-08
1938,7.62354610372995e-06,2.0355386542991738e-07
1939,8.986784109765722e-06,8.411727758783627e-08
1940,8.90566941080806e-06,2.5357829613881222e-08
1941,8.515085184512827e-06,5.017554594033413e-08
1942,9.093532824522299e-06,3.641054102665464e-08
1943,9.513901794377944e-06,6.387117368333861e-08
1944,8.685242278261285e-06,6.747690939334916e-08
1945,7.61169307139653e-06,8.496165682103651e-08
1946,6.964728676450704e-06,8.074240920308284e-08
1947,7.451736657060337e-06,7.986983652230606e-08
1948,8.904076075566536e-06,1.1089326035218505e-07
1949,1.0255828883032336e-05,6.57739550602443e-08
1950,1.000255775096548e-05,6.806631169808952e-08
1951,9.75518294410449e-06,1.0021717844477251e-07
1952,1.1146911987225394e-05,7.486810793544407e-08
1953,1.0788910842052246e-05,9.480967844144317e-08
1954,1.1238416121273076e-05,2.3356360823179045e-07
1955,1.0398314707060763e-05,1.0136456385367865e-07
1956,1.0689503376681841e-05,1.0639792402677983e-07
1957,1.202006853873172e-05,8.746687296667943e-08
1958,1.2178396730178065e-05,8.5204107269643e-08
1959,1.144552912535346e-05,7.750747821333448e-08
1960,1.12657321125198e-05,7.405291579942741e-08
1961,1.199738642299053e-05,9.518978361100494e-08
1962,1.1731351079902197e-05,1.5728051883101557e-07
1963,1.2621735876905404e-05,1.2156180295708197e-07
1964,1.2107096566182918e-05,9.795189259698134e-08
1965,1.113451425283074e-05,9.028871605920585e-08
1966,1.1951107566687824e-05,5.7052468083185204e-08
1967,1.2112848139622656e-05,4.4866054205172645e-08
1968,1.1193955401722633e-05,8.668432277536553e-08
1969,1.2181448965975505e-05,5.3138567490673694e-08
1970,1.1858732534619776e-05,6.070317049022833e-08
1971,1.1779776514231344e-05,6.577148803366129e-08
1972,1.1121132260427657e-05,8.721249877829962e-08
1973,1.302163599348205e-05,1.2129048276854348e-07
1974,1.202128431998517e-05,8.888403590923133e-08
1975,1.197583124223911e-05,8.110301941144371e-08
1976,1.2197808473501937e-05,8.798831296896736e-08
1977,1.330797223886293e-05,9.696690211891124e-08
1978,1.1307915684710679e-05,6.594056378705915e-08
1979,1.2330693010653704e-05,1.0123913674053853e-07
1980,1.1343581405753866e-05,1.2336777005517163e-07
1981,1.1329692057415741e-05,1.1892033452420847e-07
1982,1.2385828924266207e-05,1.4463480713100552e-07
1983,1.1197686518471528e-05,1.0230811997580247e-07
1984,1.1788224739461839e-05,1.1829977286659243e-07
1985,1.2007053783236188e-05,1.473811720442697e-07
1986,1.1037047073614303e-05,8.152500119429362e-08
1987,1.193320315451274e-05,1.1366119156974719e-07
1988,1.1320294731831382e-05,1.7509937300097533e-07
1989,1.021778618337521e-05,9.713976001357594e-08
1990,1.128688012386192e-05,1.3676113952421076e-07
1991,1.1207707771632158e-05,1.9577293963735087e-07
1992,1.0600581731523562e-05,1.4546252963265616e-07
1993,1.0196573356324734e-05,1.4789683788762886e-07
1994,1.0445936752034868e-05,1.2659823928062863e-07
1995,1.04306267019183e-05,1.1061799953804297e-07
1996,9.974224809639054e-06,1.1637040664425058e-07
1997,1.0570824201749929e-05,8.966452913483636e-08
1998,1.0249570138398667e-05,9.39321469495269e-08
1999,9.188846185281818e-06,1.3207881077725858e-07
2000,9.242522168051437e-06,1.1751963879813587e-07
2001,9.386308008174638e-06,1.2968386720046965e-07
2002,8.724764299472554e-06,7.667137724709505e-08
2003,1.0066451999080073e-05,1.2167415075481358e-07
2004,8.588902609574234e-06,7.708384722193706e-08
2005,9.093971073070861e-06,1.1709749270227832e-07
2006,9.61403758381607e-06,9.388788901887324e-08
2007,8.219840257339683e-06,2.1330520752482762e-07
2008,9.740596006224678e-06,8.770325912732524e-08
2009,9.427669930062166e-06,7.199970575300085e-08
2010,8.433387488793187e-06,5.810265363281886e-08
2011,8.046019292606843e-06,1.1586634915405902e-07
2012,7.813440756621048e-06,1.0485098533852266e-07
2013,6.205802995040699e-06,6.610226521708285e-08
2014,4.880263917428351e-06,5.5435395454606073e-08
2015,4.7656369064341675e-06,5.09812327492698e-08
2016,4.501021731329047e-06,4.681228438219165e-08
2017,4.617656377270407e-06,9.659947755591425e-08
2018,5.414368375866729e-06,6.68599869912967e-08
2019,4.471881438483649e-06,6.709097816193221e-08
