year,rien_PRON en_ADP,rien_PRON dans_ADP
1800,3.669239916348488e-06,6.847990249525537e-06
1801,5.107636482648559e-06,6.6125442117481725e-06
1802,4.6412806113949046e-06,5.735584068133903e-06
1803,4.2770939643332895e-06,6.141618086985545e-06
1804,4.006870526040984e-06,6.409509524019086e-06
1805,3.7014267491031205e-06,6.5244042559697846e-06
1806,3.890253410077094e-06,7.400126321499556e-06
1807,4.082533550331391e-06,6.624864710147449e-06
1808,3.661975569002607e-06,5.726368982550412e-06
1809,3.6144488859690682e-06,6.0677560895783245e-06
1810,4.743437131082828e-06,6.800408499429977e-06
1811,3.6879099383213543e-06,4.8060663146998195e-06
1812,3.144638469620986e-06,5.857189080415992e-06
1813,3.6119316035865268e-06,6.502052059431662e-06
1814,3.7319590404649716e-06,6.771649395886925e-06
1815,3.3067961595634188e-06,6.02289998141714e-06
1816,5.084822930712107e-06,6.915730210721449e-06
1817,4.563195879825344e-06,7.549279374075013e-06
1818,4.526471087729078e-06,7.417356741257208e-06
1819,4.631059923099201e-06,7.36477187501805e-06
1820,5.109706748385179e-06,7.487749400070243e-06
1821,5.553003987301963e-06,7.77874174673343e-06
1822,5.3386404061939174e-06,6.976825915216978e-06
1823,4.9364019005793125e-06,6.247834477335346e-06
1824,4.949087909267291e-06,6.170991525777936e-06
1825,4.557697252494108e-06,6.806607331100167e-06
1826,3.963593030675838e-06,6.280092790689196e-06
1827,3.989235878520958e-06,6.466838897267735e-06
1828,4.159638713474578e-06,7.203925520116172e-06
1829,4.464052764774351e-06,7.560684082363878e-06
1830,4.304150891698555e-06,6.961369450664279e-06
1831,3.6265145695324463e-06,5.919980878843489e-06
1832,3.73833059086337e-06,7.153294717454628e-06
1833,3.5874496404630918e-06,6.534324768381339e-06
1834,4.0138483541340975e-06,6.823541951916923e-06
1835,4.480373291926298e-06,7.380817351076985e-06
1836,5.4538889031618965e-06,7.280588505409469e-06
1837,4.693097238828159e-06,6.518152019907575e-06
1838,4.7480081235562466e-06,6.428305653116695e-06
1839,4.16272420977748e-06,6.142010789744745e-06
1840,4.6180241497495444e-06,6.542307460222219e-06
1841,4.323597494249043e-06,6.889890443062541e-06
1842,4.612602907627661e-06,6.8276722231530584e-06
1843,5.144328810047227e-06,7.309802469990245e-06
1844,4.629601548344908e-06,6.949616363272071e-06
1845,4.694645568292799e-06,7.077402926825016e-06
1846,4.594612761366079e-06,6.5166452714038314e-06
1847,3.8054585189684076e-06,6.1223874752158736e-06
1848,3.892278314765463e-06,6.233438000435854e-06
1849,3.788333501120178e-06,6.740401204297086e-06
1850,4.027911302273424e-06,6.347032325493274e-06
1851,3.845155376325238e-06,6.397198433205631e-06
1852,4.174561595959858e-06,6.8894590867785155e-06
1853,4.298596337548588e-06,6.499850456975764e-06
1854,4.973809438979515e-06,6.741374420471402e-06
1855,4.449866764844046e-06,6.6002376684082265e-06
1856,4.89813861292987e-06,7.1496984901386895e-06
1857,4.530040428107895e-06,6.586620258985931e-06
1858,4.338243627444172e-06,6.809550143316301e-06
1859,4.223957887461438e-06,6.534276906222658e-06
1860,4.00091667529523e-06,6.680857779883809e-06
1861,4.279265311879499e-06,6.814096138896275e-06
1862,4.316032388373969e-06,6.813123491156148e-06
1863,4.1655138147689286e-06,7.239203284825635e-06
1864,4.401081014293595e-06,7.344564323830127e-06
1865,4.6192970444280945e-06,6.847988061053911e-06
1866,4.372726394308302e-06,6.758823019481497e-06
1867,3.8075159807249292e-06,6.4440484948136145e-06
1868,4.021551575306148e-06,6.457403173953935e-06
1869,3.832585832697077e-06,6.814950779698847e-06
1870,3.991471572817318e-06,6.5964499071924365e-06
1871,3.442323446734008e-06,6.0551329852387425e-06
1872,3.77051605937595e-06,6.4404163708786655e-06
1873,3.7436472979379687e-06,6.20868377154693e-06
1874,3.437790113025585e-06,6.492607724339905e-06
1875,3.815114226313199e-06,6.964815042920236e-06
1876,3.7092301141683492e-06,6.529091365337081e-06
1877,3.3960824765699726e-06,6.0184444237165735e-06
1878,3.3196869395624162e-06,5.792089780243259e-06
1879,3.6857558853853334e-06,6.112379764999787e-06
1880,3.283370119788742e-06,5.820344597395888e-06
1881,3.0072425687421855e-06,6.167880428620265e-06
1882,3.3443309490621687e-06,6.220122998001898e-06
1883,3.402332183100043e-06,5.8965752600670385e-06
1884,3.1358060113007014e-06,5.8814516705751885e-06
1885,3.1074410316023204e-06,5.7488624634061125e-06
1886,3.0066688552210508e-06,5.7816583307612746e-06
1887,3.1116854444235287e-06,5.629891518310615e-06
1888,2.987063695059078e-06,5.761082547905971e-06
1889,2.9909763696878144e-06,5.707539742161316e-06
1890,2.7711947154784866e-06,5.499785515894473e-06
1891,2.7855340505311688e-06,5.528998258341744e-06
1892,2.9230073437247484e-06,5.345160502656654e-06
1893,2.923400316490188e-06,5.59184201165408e-06
1894,2.8905161570946802e-06,5.216414081132825e-06
1895,2.8913423477661127e-06,5.50402302224029e-06
1896,2.84649588877528e-06,5.374552415560174e-06
1897,2.6674695305928253e-06,5.330860346930422e-06
1898,2.934988614811118e-06,5.279810920910677e-06
1899,2.9500685343464284e-06,5.629838710774493e-06
1900,2.6801406889376267e-06,5.077888260984764e-06
1901,2.7608371269138843e-06,5.31544941395623e-06
1902,2.258730546600418e-06,4.74431624297722e-06
1903,2.5823853633255567e-06,5.401840496688237e-06
1904,2.6023935362218253e-06,5.2235982366255485e-06
1905,2.7352023295179606e-06,5.173660895252397e-06
1906,2.6816635028126257e-06,5.017637818127696e-06
1907,2.6418786802651084e-06,5.19067197046752e-06
1908,2.775917053554622e-06,5.357343241030321e-06
1909,2.8346569109771735e-06,5.512535778962047e-06
1910,2.7506342519245663e-06,5.3462882192434336e-06
1911,2.9293979650901747e-06,5.240568668796186e-06
1912,2.9167549087105726e-06,5.360494526485127e-06
1913,2.675358231840619e-06,4.980037829227513e-06
1914,2.8467858328440343e-06,4.952242136369023e-06
1915,2.58705540545634e-06,4.535593291166151e-06
1916,2.583152223678553e-06,4.930074396725104e-06
1917,2.639618273292399e-06,5.041265183081123e-06
1918,2.431665905078262e-06,4.902385569494072e-06
1919,2.615029018215864e-06,4.822150401651015e-06
1920,2.7472057411159767e-06,4.846228193855495e-06
1921,2.5467148674351847e-06,5.014673376990686e-06
1922,2.820584697360573e-06,5.068641655725514e-06
1923,2.896030693477769e-06,4.968263908722292e-06
1924,2.9444470754924623e-06,5.061251613369677e-06
1925,2.983805700296216e-06,4.982174459655653e-06
1926,2.9091420827853653e-06,4.978980086889351e-06
1927,3.2243557654965116e-06,5.1041151891695336e-06
1928,2.657697166341677e-06,4.720097706467641e-06
1929,2.767277052839745e-06,4.8861824666346365e-06
1930,2.828620367267831e-06,5.0784921654667414e-06
1931,2.4840866927888783e-06,4.7628770403207454e-06
1932,2.6182333527913215e-06,4.853978964547423e-06
1933,2.5797520066817015e-06,4.626118141004554e-06
1934,2.5269152388318616e-06,4.594936001467431e-06
1935,2.5600160853400666e-06,4.5264050072546524e-06
1936,2.538915154559618e-06,4.312761006985966e-06
1937,2.503114359342362e-06,4.665009385007579e-06
1938,2.5450715810393376e-06,4.367980807273852e-06
1939,2.3751659483650656e-06,4.525509666564176e-06
1940,2.1909165468514402e-06,4.0318947185369325e-06
1941,2.591419331565703e-06,4.501041530602379e-06
1942,2.755064173243227e-06,4.0446043385600206e-06
1943,3.0513001263443584e-06,5.025500286137685e-06
1944,2.8083247229915287e-06,4.45026273609983e-06
1945,2.9889075818800848e-06,5.476759270095499e-06
1946,3.0501139036687164e-06,4.833407501791953e-06
1947,3.209098423440082e-06,5.167697622709966e-06
1948,2.8951838544344355e-06,4.664039693125233e-06
1949,2.51511744409072e-06,4.352861537881836e-06
1950,2.8130531291026273e-06,4.759324156111688e-06
1951,2.828469874316397e-06,4.779506355134799e-06
1952,2.4590482183839413e-06,4.005970936304948e-06
1953,2.5717125851087985e-06,4.269667670087074e-06
1954,2.620994280277955e-06,4.562796902973787e-06
1955,2.679591062815234e-06,4.23572475938272e-06
1956,2.6145981451008993e-06,4.314348643674748e-06
1957,2.3836932285803414e-06,4.041146326017042e-06
1958,2.459338048765858e-06,4.123713267745188e-06
1959,2.680983726577324e-06,4.257485727521271e-06
1960,2.6610603356402862e-06,4.101285924207332e-06
1961,2.917532043511528e-06,4.127901320316596e-06
1962,2.836122988014722e-06,4.331556283432292e-06
1963,2.7332006311553414e-06,4.175777178261342e-06
1964,3.0620612250231716e-06,4.482667975480581e-06
1965,3.0233039325366917e-06,4.619499009095307e-06
1966,2.7102692001790274e-06,4.5636436425411375e-06
1967,3.0612454509082454e-06,4.85292923713132e-06
1968,2.969724135937213e-06,4.586633679082297e-06
1969,2.6355821347578967e-06,4.151620828451996e-06
1970,2.7776300157711376e-06,4.4455875354287855e-06
1971,2.6108197630492214e-06,4.338349071986158e-06
1972,2.4896603463275824e-06,4.018444087705575e-06
1973,2.4996866869742007e-06,4.1773544694478915e-06
1974,2.340237756470742e-06,3.95477695747104e-06
1975,2.2131984991347053e-06,3.7627231108672277e-06
1976,2.3299761551243137e-06,4.014324019863125e-06
1977,2.337196036705791e-06,3.8874910615049885e-06
1978,2.584157272167431e-06,4.0039585655904375e-06
1979,2.6228543674733373e-06,4.215176431898726e-06
1980,2.4014077268930123e-06,4.050101324537536e-06
