year,rien_PRON en_ADP,rien_PRON dans_ADP
1981,2.4669643181596257e-06,4.081244640019577e-06
1982,2.586045368957457e-06,4.335319715664809e-06
1983,2.4642364024884955e-06,3.911075168616662e-06
1984,2.635069364487208e-06,3.976380071435415e-06
1985,2.358700285753912e-06,3.8956754337959865e-06
1986,2.5446590257161006e-06,4.135595474963338e-06
1987,2.542710888064903e-06,4.092414030765212e-06
1988,2.708043723487208e-06,3.894162148299074e-06
1989,2.5667947767260557e-06,3.995352926722262e-06
1990,2.615897358282382e-06,3.954630869884568e-06
1991,2.6482100423663724e-06,4.103025503354729e-06
1992,2.6177743848165846e-06,3.902142452716362e-06
1993,2.7768047630161163e-06,4.167699614754383e-06
1994,2.6764977576476667e-06,4.064858387664572e-06
1995,2.7052607265432016e-06,3.9518821495221346e-06
1996,2.759793687800993e-06,3.902145351730724e-06
1997,2.700005140354733e-06,3.924621125861449e-06
1998,2.756932289571523e-06,3.913203613592486e-06
1999,2.6941336699337626e-06,3.931287039904419e-06
2000,2.8690695899058483e-06,4.02482680783578e-06
2001,2.757096567052031e-06,3.858533318634727e-06
2002,2.7663032682312405e-06,3.973767832121666e-06
2003,2.8414246742158866e-06,4.027330987810274e-06
2004,2.911566951979694e-06,4.003955382358981e-06
2005,2.8504230300541167e-06,3.991222854438092e-06
2006,2.931525898475229e-06,4.025649161576439e-06
2007,3.19158907302608e-06,4.286076375592529e-06
2008,3.2164957275426787e-06,4.209330484172824e-06
2009,3.334397135290601e-06,4.345253842075181e-06
2010,3.6127568421306933e-06,4.616563103354565e-06
2011,3.5543819478789374e-06,4.5432609567797044e-06
2012,3.929529000856746e-06,5.028081432101317e-06
2013,4.142129753859081e-06,5.256664167063718e-06
2014,4.53985563808601e-06,5.901271265429386e-06
2015,4.453100103773977e-06,5.625890025839908e-06
2016,4.606452932875982e-06,5.637773426769854e-06
2017,4.538917735885661e-06,5.28202923533172e-06
2018,4.712209516810617e-06,5.514271094853029e-06
2019,4.620859428428048e-06,5.7124266845676175e-06
