year,aucun_DET oeil_NOUN,aucun_DET deuil_NOUN
1800,0.0,0.0
1801,2.3811825844433088e-09,4.7623651688866175e-09
1802,4.475680270843441e-09,0.0
1803,5.851017448321727e-09,1.3652374342143503e-08
1804,1.730295728918918e-08,0.0
1805,5.685755422035754e-09,2.842877711017877e-09
1806,0.0,0.0
1807,2.8469551160981155e-09,0.0
1808,6.798221985349073e-09,9.064295980465431e-09
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,5.0141535368197765e-09
1812,0.0,5.3344164641089264e-09
1813,5.751483289628823e-09,5.751483289628823e-09
1814,3.1466771410748606e-09,2.2026739543434815e-08
1815,0.0,0.0
1816,0.0,4.6352077731626196e-09
1817,3.113746815941454e-09,1.556873407970727e-09
1818,0.0,0.0
1819,0.0,1.035105001712111e-09
1820,5.933240565525466e-09,8.306536791735653e-09
1821,6.903041693817613e-09,3.94459531705138e-09
1822,2.0051231786055723e-09,1.0025615893027862e-08
1823,0.0,0.0
1824,0.0,5.894778887238772e-09
1825,2.641632912414593e-09,1.7610886082763955e-09
1826,5.284790716153509e-09,8.807984341885344e-10
1827,9.217273055917019e-10,1.8434546111834038e-09
1828,1.0089531266022078e-08,9.172301251858528e-10
1829,1.714635211591542e-09,3.1720752247110795e-08
1830,2.0873671680021744e-09,4.174734336004349e-09
1831,0.0,4.677361609140007e-09
1832,6.764984683549358e-09,0.0
1833,0.0,1.3900354645102198e-08
1834,4.667265685043276e-09,2.8003592777992026e-09
1835,0.0,7.563087933704082e-10
1836,4.70452493628315e-09,5.376600054063374e-09
1837,2.0873671680021744e-09,4.87052354003481e-09
1838,1.2624323808552163e-09,6.312161904276081e-10
1839,1.3982950353153e-09,0.0
1840,2.5478754661634184e-09,2.229391071750797e-08
1841,1.2841097074556274e-09,1.2841097074556274e-08
1842,1.341653010911159e-09,9.391571076378114e-09
1843,1.1813822142769936e-09,5.31621990873532e-09
1844,1.097712254427563e-09,3.841992946007622e-09
1845,2.2320911785556063e-09,4.464182357111213e-09
1846,1.1709002656346001e-09,9.952652035849496e-09
1847,5.393223645455691e-10,1.0786447290911383e-09
1848,0.0,2.413566457803995e-09
1849,6.703531951757213e-09,1.0893239199560867e-08
1850,4.752297222410107e-09,6.788996032014438e-10
1851,1.9348316282474798e-09,2.579775504329973e-09
1852,1.3021090872200602e-09,7.161600201754936e-09
1853,5.971931837933653e-10,1.0152284346531815e-08
1854,1.0391328908454511e-09,1.0391328908454511e-09
1855,1.5920811335945473e-09,4.2455496895854594e-09
1856,5.177189232874468e-10,1.7084724746041502e-08
1857,4.881509085841174e-10,9.763017949637742e-09
1858,1.468102750479261e-09,6.8511463169329545e-09
1859,5.092173349652285e-10,7.129042689513199e-09
1860,1.373155145145688e-09,9.612086238064421e-09
1861,1.8863854922557266e-09,6.602349444939648e-09
1862,9.035972525772706e-10,3.162590411776023e-09
1863,0.0,6.493007020935693e-09
1864,3.835782358407869e-09,1.821996631345968e-08
1865,4.706844358715045e-10,7.0602665935837194e-09
1866,9.731225825149181e-10,7.298419479884188e-09
1867,0.0,9.220341823379385e-09
1868,9.87974813071446e-10,1.0373735648272486e-08
1869,9.767038289254515e-10,1.025539064780645e-08
1870,1.7202146374017957e-09,2.2936195165357276e-09
1871,1.0621177271019633e-09,1.0621177271019633e-09
1872,4.8378714367913744e-09,5.442605366390296e-09
1873,5.986004469882289e-10,1.0774807712721213e-08
1874,2.3898436563030145e-09,5.974609140757536e-10
1875,2.2886108563824337e-09,5.721527251978387e-09
1876,1.209202959984168e-09,5.441413541973361e-09
1877,0.0,2.4739263970730008e-09
1878,0.0,7.2469064082980594e-09
1879,1.832797580370027e-09,1.2829583284634793e-08
1880,6.417846254436199e-10,7.059631101924424e-09
1881,6.972507571312292e-10,0.0
1882,6.655385131892899e-10,1.3310770263785798e-09
1883,1.2638677882037541e-09,5.687405213450347e-09
1884,0.0,5.281357573494461e-09
1885,1.933690763067375e-09,4.511945039809007e-09
1886,1.2906927748801422e-09,2.5813855497602844e-09
1887,1.3057849246322917e-09,1.9586774424595887e-09
1888,1.9021844099853524e-09,1.3315290869897467e-08
1889,1.2530273485467092e-09,1.1903759755682586e-08
1890,1.3108772956016423e-09,3.2771931834929546e-09
1891,0.0,5.736798147637501e-09
1892,6.268512375839919e-10,1.5044429702015805e-08
1893,2.463366621796581e-09,2.3401982574000613e-08
1894,0.0,3.780923574225881e-09
1895,0.0,5.416753268150387e-09
1896,5.89702897624278e-10,3.125425251937486e-08
1897,5.826713556089658e-10,6.409385022720926e-09
1898,2.26334195829736e-09,1.2448380437568574e-08
1899,1.6582735185011188e-09,2.432134493801641e-08
1900,1.038210628578895e-09,7.26747462209687e-09
1901,1.1177477832191585e-09,1.0059729937950124e-08
1902,9.820567692386817e-10,1.3257765996144144e-08
1903,5.400220270956879e-10,9.180374460626695e-09
1904,5.374625189347171e-10,9.13686282189019e-09
1905,1.0321518084666081e-09,1.0321518306710686e-08
1906,1.0288369045596824e-09,2.1605574884731027e-08
1907,2.057137349353866e-09,1.131425531042396e-08
1908,4.911389073214423e-10,1.522530612696471e-08
1909,1.6502950672681038e-09,6.0510818578052294e-09
1910,1.068830135508847e-09,6.947395991829808e-09
1911,0.0,1.4365010514438836e-08
1912,1.5628263128064646e-09,7.81413189709923e-09
1913,0.0,5.833288740930698e-09
1914,0.0,8.705766996186526e-09
1915,0.0,2.3561524287174507e-08
1916,2.197492410260793e-09,2.6369908923129515e-08
1917,1.0966424435210342e-09,1.4256351654751143e-08
1918,2.2972752589112133e-09,8.040463406189247e-09
1919,9.207848372660976e-10,1.2890987832747669e-08
1920,2.2716695191604686e-09,6.057785384427916e-09
1921,7.572747429129834e-10,1.1359121254717053e-08
1922,7.377935484775833e-10,1.0329110011753073e-08
1923,0.0,2.3355085421172816e-08
1924,1.289162443462999e-09,1.0313299547703991e-08
1925,3.299453377181294e-09,1.2097995716331411e-08
1926,2.229227691330493e-09,1.6719207573956396e-08
1927,2.2298449753321847e-09,1.3379070296082318e-08
1928,2.2852082448565625e-09,1.2568645679778001e-08
1929,4.4561625500705304e-09,1.3368487428166986e-08
1930,0.0,3.1510811737689437e-09
1931,1.1405356659111021e-09,6.843213995466613e-09
1932,1.0959536611565568e-09,9.863582839386709e-09
1933,0.0,1.3764794859483231e-08
1934,1.1981580172459871e-09,5.990790086229936e-09
1935,3.590485242455088e-09,7.180970484910176e-09
1936,1.2124714565686645e-09,7.274828739411987e-09
1937,2.5182236296217297e-09,3.777335333410292e-09
1938,3.889564337278273e-09,2.5930428915188486e-09
1939,3.058810094103137e-09,1.6823456405745674e-08
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,2.9515025978810172e-09,0.0
1942,0.0,1.2136847082899749e-08
1943,0.0,2.9032352077962287e-09
1944,9.639558484764166e-09,0.0
1945,0.0,8.714016175304096e-09
1946,0.0,6.960552134671616e-09
1947,0.0,1.1920870734982714e-08
1948,1.0871887834440486e-09,4.348755133776194e-09
1949,0.0,5.890204768377316e-09
1950,1.0635361480382244e-09,8.508289184305795e-09
1951,0.0,8.529121631184466e-09
1952,2.1089607837865287e-09,1.4762725264461096e-08
1953,1.0773827385790469e-09,3.2321482157371406e-09
1954,2.9317608341017376e-09,5.863521668203475e-09
1955,1.8771215692936494e-09,3.754243138587299e-09
1956,2.616342476002842e-09,7.849027428008526e-09
1957,0.0,3.5340151360863103e-09
1958,8.272243445794913e-10,5.790570523078742e-09
1959,0.0,3.8753737996444215e-09
1960,1.3841666701708277e-09,2.076250060767393e-09
1961,1.3896318540318475e-09,6.948159159136935e-09
1962,1.9025869768540815e-09,6.976152100435229e-09
1963,6.466053248388448e-10,5.172842487688456e-09
1964,6.083968329129164e-10,4.8671746077921796e-09
1965,5.472043373977442e-10,2.188817349590977e-09
1966,1.1078149508847446e-09,5.539074976468328e-09
1967,1.4791006197611978e-09,3.451234853457663e-09
1968,4.4914158503495116e-10,6.737123720013116e-09
1969,0.0,5.904285005353671e-09
1970,1.3796175035718505e-09,7.817832520240486e-09
1971,5.652237344833111e-09,6.679916619845017e-09
1972,1.5390440033513642e-09,3.078088173236182e-09
1973,2.7566018356850464e-09,6.064523994098181e-09
1974,1.6876715580593782e-09,7.875800567269664e-09
1975,1.7134440533084216e-09,3.998036124386317e-09
1976,1.142705374768127e-09,3.4281161798155324e-09
1977,5.876781838942691e-10,5.289103821581875e-09
1978,3.564354700280603e-09,4.158414057542359e-09
1979,2.3407893401383717e-09,1.7555920051037788e-09
1980,1.7055452605774235e-09,6.822181042309694e-09
1981,1.2651099057237047e-09,5.69299452024552e-09
1982,3.103751144983846e-09,1.2415004579935385e-09
1983,2.526126308133314e-09,8.209910529188846e-09
1984,4.059306057957457e-09,2.3196033982486597e-09
1985,6.015557940663996e-09,3.007779025843149e-09
1986,3.5966913891627428e-09,7.792831269171074e-09
1987,2.4443267410134695e-09,1.8332451112712533e-08
1988,2.9982769045311386e-09,1.0194141308872418e-08
1989,1.6464366536794728e-09,3.292873196336643e-09
1990,5.4486510858708925e-09,1.089730194969718e-09
1991,1.7584395606284886e-09,5.861465368628416e-09
1992,3.30596661157756e-09,6.060938528840154e-09
1993,3.877445253763767e-09,6.647049133334804e-09
1994,1.0549853213248639e-09,2.637463358823311e-09
1995,2.7112254663563817e-09,6.506940930517402e-09
1996,2.135236876199542e-09,8.540947726842774e-09
1997,3.3564262480467733e-09,3.3564262480467733e-09
1998,4.768129113763564e-09,9.059445305048541e-09
1999,5.484241283326696e-09,4.570201161957499e-09
2000,3.0926219363180962e-09,7.068850504943214e-09
2001,2.1906058911280724e-09,7.88618120806106e-09
2002,2.6287329535357173e-09,1.0953053575235572e-08
2003,1.6667691671301554e-09,1.0833999697368313e-08
2004,3.964312045301455e-09,6.607186797680242e-09
2005,5.404499514582994e-09,1.3511249008502091e-08
2006,4.941468012553685e-09,1.3177247903950473e-08
2007,1.1983438685803094e-09,1.1583990655594789e-08
2008,0.0,1.1069342997771514e-08
2009,1.430457752249481e-09,6.198650037703146e-09
2010,9.447586046817946e-10,1.0864724231396394e-08
2011,1.529588788962144e-09,1.1089518608953242e-08
2012,2.042551627834399e-09,7.148930780687124e-09
2013,2.5102125378317908e-09,7.2517252203141425e-09
2014,1.5158116428715118e-09,1.0177592324467355e-08
2015,3.3248631625681924e-09,9.531274269836132e-09
2016,1.0356699942093428e-09,1.0356700386182638e-08
2017,7.043711836018929e-09,1.0565567976072998e-08
2018,2.5814667070633845e-10,4.3884933464966025e-09
2019,3.06118530524202e-09,7.908061872008432e-09
