year,en_ADP âme_NOUN,en_ADP ame_NOUN,en_ADP dames_NOUN
1800,6.288328968651058e-09,1.446315653907959e-07,3.144164484325529e-09
1801,1.904946067554647e-08,2.0478170359439218e-07,7.143547975374531e-09
1802,2.0140561218795483e-08,7.832440473976021e-08,4.475680270843441e-09
1803,4.290746247193056e-08,9.751695762005852e-08,5.851017448321727e-09
1804,1.4831105232815389e-08,2.4471323856189997e-07,1.730295728918918e-08
1805,2.842877711017877e-09,1.3645813323748257e-07,0.0
1806,1.2679343797117326e-07,2.0748018414451508e-07,2.881669125542885e-09
1807,8.540865792383556e-09,2.7046074890790806e-07,8.540865792383556e-09
1808,9.064295980465431e-09,2.6286459053892486e-07,9.064295980465431e-09
1809,1.3554183553310395e-08,1.6716825657070444e-07,6.7770917766551975e-09
1810,1.6380887757350138e-08,1.8487000863487424e-07,4.680253518074551e-09
1811,7.270522672797597e-08,9.777599307980722e-08,2.5070767684098882e-09
1812,1.3336041604361526e-08,8.268345785822362e-08,2.6672082320544632e-09
1813,6.039057609541487e-08,7.189354045422647e-08,2.0130190847567064e-08
1814,4.405347908686963e-08,1.5733386149463513e-07,2.5173417128598885e-08
1815,4.045835311217161e-08,2.886029148996272e-07,2.697223555614414e-09
1816,3.9399267848239106e-08,1.3442102897442965e-07,0.0
1817,9.029865566390072e-08,8.25142891791586e-08,1.556873407970727e-09
1818,8.344824209416402e-08,9.775365494846255e-08,4.768470951432846e-09
1819,1.625114833814223e-07,1.1800196819677922e-07,2.070210003424222e-09
1820,9.374520004712394e-08,2.0054353644383127e-07,3.5599443393152796e-09
1821,1.370746929296729e-07,1.4989461838421647e-07,1.0847637454958203e-08
1822,1.1529458276982041e-07,1.6141241587774857e-07,1.303330066093622e-08
1823,8.103803139647425e-08,1.7195875101627678e-07,3.162459893957248e-08
1824,5.726356633317664e-08,1.1200079974571509e-07,2.4421225930382207e-08
1825,9.509878395874694e-08,1.673034146776331e-07,1.1447075731751966e-08
1826,1.0041102171953753e-07,1.444509369896707e-07,1.76159691278599e-08
1827,4.7929820112813104e-08,1.281200947556016e-07,2.027800150017356e-08
1828,1.1740545602378916e-07,1.1190207738209779e-07,4.861319524707142e-08
1829,6.858540757548326e-08,1.0287811458287166e-07,5.1439055681612444e-08
1830,1.2106730196137505e-07,1.1376150732544943e-07,3.339787468803479e-08
1831,7.483778574624012e-08,1.683850194833525e-07,2.8064170987107673e-08
1832,7.035583848846727e-08,1.339466928484967e-07,1.7588959622116818e-08
1833,6.950177322551099e-08,1.297366415409229e-07,1.6217079235048004e-08
1834,6.347480763224667e-08,9.987947935385932e-08,1.213488998175194e-08
1835,7.941242330389287e-08,1.096647750387092e-07,3.781543966852041e-08
1836,1.424799052074377e-07,2.3522625891558846e-07,1.0081125434435734e-08
1837,1.4541991610883542e-07,1.0228099567299864e-07,1.2524203785169163e-08
1838,1.1993107307262107e-07,6.880256608887692e-08,2.9035945203759184e-08
1839,9.508406151326199e-08,1.531133128063189e-07,1.8876983642890366e-08
1840,1.5733131419892743e-07,5.860113594380323e-08,2.1019972873403958e-08
1841,1.2327453191574023e-07,4.558589505876398e-08,7.704658244733764e-09
1842,1.9923547256439633e-07,8.519496930148307e-08,3.4212152222323766e-08
1843,1.7779802874429151e-07,6.143187414320295e-08,1.0041748765843295e-08
1844,2.2503100632897954e-07,2.5796237368425068e-08,6.037417232818143e-09
1845,2.0758447760726995e-07,3.9061595735745414e-08,4.464182357111213e-09
1846,2.3066735366228386e-07,3.80542584110799e-08,1.6392604607062822e-08
1847,1.7042586364368617e-07,2.2651539310913904e-08,1.7258315665458213e-08
1848,1.4803208414626567e-07,2.1722098675347468e-08,1.206783295515379e-08
1849,1.0977033326753372e-07,3.016589333881825e-08,4.1897072478036534e-09
1850,1.6904600386169477e-07,4.480737558765213e-08,1.2220192857625989e-08
1851,1.902584472190938e-07,3.1602249261908355e-08,1.0319102017319892e-08
1852,1.75784729661288e-07,2.9948508561972176e-08,2.0833745395520964e-08
1853,1.6840847649746138e-07,8.360704351062509e-09,2.8068079416243563e-08
1854,2.0574831749442524e-07,7.170016669277857e-08,1.6626126253527218e-08
1855,2.595092283286249e-07,4.4578271740647324e-08,2.388121700391821e-08
1856,2.2054825654649335e-07,3.365172940306138e-08,2.899226048125314e-08
1857,2.2552572620515576e-07,4.8326939339204955e-08,1.9526036842965055e-08
1858,2.0895996305503317e-07,4.306434808754034e-08,1.761723344984034e-08
1859,1.9197493306144509e-07,2.6988518087023294e-08,3.208069188076479e-08
1860,1.5928600305414875e-07,2.0597326844118413e-08,1.6935580049448618e-08
1861,2.273094588112201e-07,2.5937801240161207e-08,2.9238975685075275e-08
1862,2.5752521537469875e-07,5.6474828480368444e-08,2.4848924806697426e-08
1863,3.006761863932894e-07,6.493007131957995e-08,1.2986014041871385e-08
1864,1.9370700521381679e-07,2.8768368576237435e-08,2.9727313943794798e-08
1865,1.6991708440272646e-07,2.541695881541628e-08,2.2122168985561075e-08
1866,1.834336065265063e-07,3.503241252644784e-08,3.016680000245131e-08
1867,1.824657047677647e-07,3.008743121313273e-08,1.3102591012170706e-08
1868,1.926550936559579e-07,4.396488062496928e-08,2.6181332657415624e-08
1869,1.7141151809063615e-07,9.767038733343725e-09,2.0999133099053324e-08
1870,2.092927786634391e-07,4.128515040946468e-08,1.204150246181257e-08
1871,1.3382683228257974e-07,2.0180236148803488e-08,2.442870794538976e-08
1872,1.3666986453664265e-07,1.6932549806725206e-08,2.056095349534104e-08
1873,1.4725571251261727e-07,1.3767810336240416e-08,1.5563610844537834e-08
1874,1.6788652201782384e-07,3.4055271991295655e-08,1.7326365675529587e-08
1875,1.4361033140453117e-07,4.119499413812733e-08,1.0870901845372316e-08
1876,1.0520065529817657e-07,5.5623337269494755e-08,2.8416268449404924e-08
1877,1.7008244090899183e-07,4.4530673815046384e-08,2.1646856307455664e-08
1878,1.4795767588893227e-07,3.44228039406147e-08,1.5097721961510047e-08
1879,1.8022509429282962e-07,7.636656518261731e-08,1.0996785482220162e-08
1880,1.302822723037167e-07,3.786529312321818e-08,1.5402831010646878e-08
1881,7.460582907015123e-08,1.812851935234505e-08,1.9523021643763627e-08
1882,1.1646923780972429e-07,3.0614772050796546e-08,7.320923645082189e-09
1883,9.163041170268116e-08,4.8658908569088055e-08,1.2006744321002571e-08
1884,7.723985362417807e-08,1.2543224237049344e-08,3.036780693577157e-08
1885,9.346171847557372e-08,3.158361422395117e-08,2.6427106059045968e-08
1886,1.1293561541503294e-07,3.872078346844887e-08,1.4842966744588182e-08
1887,1.3841319912444305e-07,2.3504128421336645e-08,1.7628096316002484e-08
1888,7.291706949352772e-08,2.726464365387926e-08,2.5996520713889026e-08
1889,9.084448010510116e-08,1.1277246136920382e-08,2.819311600843477e-08
1890,6.88210590737981e-08,1.6385965917464773e-08,2.8839300725280737e-08
1891,8.860166056390284e-08,2.103492668936724e-08,3.76078996833229e-08
1892,7.146103753186139e-08,6.268512375839919e-09,4.7013841264487155e-08
1893,8.621783131879113e-08,2.4017824507005514e-08,2.217030004025844e-08
1894,6.490585358065459e-08,2.9617233998635584e-08,1.7014155639927253e-08
1895,9.208480467037816e-08,3.009307270041006e-08,1.98614278357212e-08
1896,8.078929386590161e-08,1.6511681300013237e-08,2.7126333568272543e-08
1897,8.448734689636694e-08,1.2236098800855189e-08,2.563753942474989e-08
1898,1.1486460349541261e-07,3.8476811958787493e-08,5.092519517191363e-08
1899,6.522542683740085e-08,1.6029977345510815e-08,1.6029977345510815e-08
1900,8.720969102427034e-08,1.4534949022149135e-08,1.8687791425442413e-08
1901,7.041810695662676e-08,1.8442838922716476e-08,2.179608138419553e-08
1902,1.021339040008229e-07,2.356936246172836e-08,3.4863013809172116e-08
1903,9.12637243555281e-08,1.2420506401156217e-08,4.3201761279476614e-08
1904,8.38441502892806e-08,1.827372564378038e-08,2.956043942958786e-08
1905,9.134543754729663e-08,2.3223416079076742e-08,3.3028857204797646e-08
1906,7.561951065326866e-08,1.0288369045596824e-08,2.6235340733204993e-08
1907,7.971407178786194e-08,2.1085658274966335e-08,1.9542805318462086e-08
1908,9.626322339251203e-08,2.504808360725974e-08,1.522530657105392e-08
1909,9.736741102273072e-08,2.090373774077392e-08,3.9056982314988886e-08
1910,9.993561678189877e-08,1.336037680488289e-08,3.313373353464044e-08
1911,8.565802045445992e-08,1.2236860968961594e-08,1.968538376750928e-08
1912,1.0418842383286275e-07,7.814131564032323e-09,1.719108944087111e-08
1913,8.85599280575633e-08,1.325747411851097e-08,1.9621061719821142e-08
1914,7.098548593376108e-08,1.3393487430235496e-08,2.4108277374423892e-08
1915,6.12599633242894e-08,1.531499083107235e-08,2.1205371680821372e-08
1916,5.713480377700364e-08,5.493731025651982e-09,1.0987461607214755e-08
1917,8.444146504249517e-08,1.3159709655319318e-08,1.97395633172448e-08
1918,5.16886933255023e-08,1.72295644418341e-08,5.743188147278033e-09
1919,6.169258132127098e-08,2.3940405213807026e-08,1.7494911574988947e-08
1920,8.708066445706208e-08,1.514446346106979e-08,2.5745587439729434e-08
1921,7.875657065392616e-08,1.5902769767706104e-08,3.710646367949266e-08
1922,6.64014194740048e-08,1.770704471937279e-08,2.0658219135327727e-08
1923,7.643482691221948e-08,1.9108706172943357e-08,2.653987074552333e-08
1924,7.992807082857212e-08,1.5469949543600592e-08,3.609654786185246e-08
1925,9.238469256267479e-08,1.7597084678300234e-08,4.179307633300766e-08
1926,9.13983342343272e-08,3.7896870752618383e-08,4.124071395494866e-08
1927,9.365349029621939e-08,8.919380123373344e-09,1.783875902550136e-08
1928,8.912311955100449e-08,1.9424269748213874e-08,2.399468712610542e-08
1929,1.0583385745555063e-07,2.4508894469477127e-08,4.67897081080082e-08
1930,8.297846676441623e-08,2.4158288258746552e-08,3.2561171536826805e-08
1931,8.554017405515424e-08,1.7108034988666532e-08,4.5621426636444085e-08
1932,6.027745247383365e-08,1.8631212572728373e-08,3.9454331357546835e-08
1933,5.505918010406674e-08,2.0647191734113335e-08,6.76769076335404e-08
1934,5.870974462141021e-08,1.3179738189705859e-08,3.1152110224752505e-08
1935,6.702239119249498e-08,1.9149254626427137e-08,3.2314365405738954e-08
1936,1.1154737400431713e-07,4.849885826274658e-09,3.152425653851765e-08
1937,7.680581992630664e-08,1.0072894296442314e-08,3.27369078512163e-08
1938,5.186085871855539e-08,2.2040864688932515e-08,4.019216603978748e-08
1939,7.494084641734844e-08,4.588215141154706e-09,2.2941076593951948e-08
1940,1.191817946555318e-07,5.0715658339584024e-09,5.325144059042941e-08
1941,8.264207629338216e-08,8.854507793643052e-09,1.4757512545315876e-08
1942,1.0923162352405313e-07,2.730790615856904e-08,9.102635090130207e-09
1943,1.1612940742367073e-07,1.161294105322952e-08,1.4516175816936538e-08
1944,2.3167071958596352e-06,1.6065930807940276e-08,3.2131861615880553e-09
1945,1.0892520352356883e-07,6.535512131478072e-09,8.714016175304096e-09
1946,9.605561679393304e-08,1.80974355501462e-08,1.3921104269343232e-08
1947,1.0132740158041997e-07,1.1920870734982714e-08,1.6689218895749036e-08
1948,8.914948379512566e-08,1.522064341230589e-08,1.3046265401328583e-08
1949,8.933477291250824e-08,1.3743811755340118e-08,1.668891391748417e-08
1950,1.669751696908861e-07,9.57182533234402e-09,2.5524867552917385e-08
1951,1.0981243925289874e-07,2.2388944476148254e-08,8.529121409139861e-09
1952,8.857635513948026e-08,8.435843024123812e-09,1.4762725042416491e-08
1953,7.864894113751575e-08,2.1547654549536333e-08,1.2928593307037772e-08
1954,9.772536291308143e-08,2.6385848173049453e-08,9.772536113672459e-09
1955,8.822471642133678e-08,1.3139850985055546e-08,1.220129064449793e-08
1956,2.537852130668483e-07,1.3081711935925e-08,1.5698054411927842e-08
1957,7.333080986882123e-08,7.951533764760654e-09,1.767007518083119e-08
1958,8.02407632005675e-08,1.7371711402702772e-08,1.2408364835625463e-08
1959,1.2788733327884216e-07,2.1702094787912074e-08,2.5577467255288866e-08
1960,8.927874972641803e-08,1.384166636864137e-08,1.1765417085030094e-08
1961,8.685199226476925e-08,5.072156206153977e-08,1.3201502446769098e-08
1962,1.2747332789331267e-07,8.244543270308213e-09,7.610347907416326e-09
1963,6.013429754148092e-08,1.4871922360271128e-08,1.0992290633282664e-08
1964,7.604960527984872e-08,2.0077095319592786e-08,1.2776333713215848e-08
1965,9.138312384582292e-08,2.7907422150974526e-08,1.7510538796727815e-08
1966,5.4836840845950974e-08,6.092982207661635e-08,1.1632056873267516e-08
1967,8.13505373620238e-08,2.711684626843791e-08,7.395503098805989e-09
1968,7.994720196968785e-08,3.0092484948340825e-08,9.881115009546804e-09
1969,6.494713430948984e-08,2.6342195647011124e-08,1.3625273770356827e-08
1970,6.530189722298019e-08,3.0351585689203375e-08,1.3796175230007535e-08
1971,8.324203570886368e-08,3.185806429772953e-08,9.762954999992246e-09
1972,6.77179372021719e-08,2.4111689533867775e-08,9.234264353175092e-09
1973,6.836372851148909e-08,2.6463379043661917e-08,4.9618833486420044e-09
1974,6.413151631967651e-08,2.193973003272731e-08,6.750686232237513e-09
1975,6.168398325456792e-08,3.826691674646554e-08,6.8537762132336866e-09
1976,5.599256341914938e-08,4.342280446323343e-08,6.856232415142216e-09
1977,6.875834657193991e-08,3.996211539458727e-08,2.2331770654915317e-08
1978,8.316828070675797e-08,3.029701556300779e-08,1.7821774056514528e-08
1979,5.617894494047704e-08,2.925986652968504e-08,1.4629933597909428e-08
1980,7.447547223371487e-08,1.1938816379952755e-08,2.0466542349772965e-08
1981,5.8827612225975656e-08,1.2018543715797136e-08,1.138598948458025e-08
1982,1.1297654001207746e-07,3.6003513281812616e-08,9.311253101884631e-09
1983,5.5574780333245144e-08,1.6419821502466903e-08,1.326216381158929e-08
1984,6.668859803271587e-08,1.5077422421683195e-08,9.278413815039244e-09
1985,6.978047650818553e-08,7.218669439978953e-09,7.218669662023558e-09
1986,6.29420995323926e-08,7.79283104712647e-09,1.0790073723399018e-08
1987,7.027439186124695e-08,1.3443797020062931e-08,7.33298027855156e-09
1988,6.296381349635283e-08,1.3192418268914707e-08,7.795519785247507e-09
1989,5.3783597353529444e-08,1.8659616185523475e-08,1.591555431890157e-08
1990,6.483894943176693e-08,1.6345953035568073e-08,7.083246433836621e-09
1991,5.744236075688747e-08,1.6998249252608844e-08,1.2895223833186975e-08
1992,8.54041377618131e-08,1.6529832724820892e-08,9.91789939064347e-09
1993,6.813225095214648e-08,2.1602909683338112e-08,9.970573366935298e-09
1994,7.121150935596177e-08,1.4769794054458885e-08,1.3714808844156323e-08
1995,8.025227238306343e-08,1.1387146947594573e-08,6.506940930517402e-09
1996,7.206424568195757e-08,1.548046735244668e-08,1.441284891434691e-08
1997,7.480035435492027e-08,1.3425704548097883e-08,1.2946215433018438e-08
1998,7.819731573377453e-08,1.1443510472552987e-08,6.6753810257225155e-09
1999,9.91733630772984e-08,2.74212073048119e-08,8.683382152208097e-09
2000,1.0117292437161751e-07,2.0322945548656435e-08,1.1045078740501424e-08
2001,7.053751058250235e-08,1.1829271784336015e-08,1.1391150411821371e-08
2002,7.88619833880233e-08,1.3143664323589377e-08,7.448076544402937e-09
2003,7.625468878558195e-08,9.167230752282762e-09,7.917153876935146e-09
2004,8.98577425800795e-08,1.277389466425305e-08,1.0571498704203819e-08
2005,8.422011832376342e-08,9.457873817453333e-09,9.00749885790475e-09
2006,7.32984417606275e-08,1.482440342703839e-08,9.059357874985352e-09
2007,8.188683087162474e-08,1.3181782332338798e-08,1.757570908256234e-08
2008,9.323793226378996e-08,1.575252683849726e-08,1.617827102839975e-08
2009,8.773474302614659e-08,1.0013204043701762e-08,9.059565542202108e-09
2010,1.0345106682407845e-07,1.1337103367203838e-08,1.8895171649546683e-08
2011,1.1051278991924818e-07,7.647944028077447e-09,6.883149605840799e-09
2012,6.876590530335847e-08,2.0425516555899748e-09,1.0893608487494433e-08
2013,9.81772025898664e-08,7.251724887247235e-09,1.561910023539781e-08
2014,8.510199900335635e-08,4.114345711347944e-09,9.961047903184195e-09
2015,1.0329241262319044e-07,2.881547944699747e-09,1.2856137668326717e-08
2016,1.0605261202556449e-07,1.8642060672924288e-09,1.512078237619896e-08
2017,9.408386125731028e-08,2.264050280587071e-09,1.0565567976072998e-08
2018,7.27973636927004e-08,3.0977600484760615e-09,1.0325866384164328e-08
2019,7.70398270732997e-08,3.316284080678855e-09,5.867272001580659e-09
