year,aucun_DET égout_NOUN,aucun_DET dégoût_NOUN
1800,0.0,3.458580977167003e-08
1801,4.7623651688866175e-09,3.5717739876872656e-08
1802,0.0,5.370816325012129e-08
1803,0.0,5.460949736857401e-08
1804,0.0,8.898663139689234e-08
1805,0.0,3.695740957709859e-08
1806,2.881669125542885e-09,2.5935023018064385e-08
1807,0.0,2.8469550272802735e-08
1808,0.0,2.039466551195801e-08
1809,1.129515236897305e-08,4.0662548883574345e-08
1810,2.3401267590372754e-09,5.8503168531842675e-08
1811,2.5070767684098882e-09,3.5099073869560016e-08
1812,0.0,8.00162425207418e-09
1813,0.0,3.738464116054274e-08
1814,0.0,2.2026739099345605e-08
1815,0.0,3.236668177919455e-08
1816,0.0,5.0987287281145655e-08
1817,1.556873407970727e-09,2.3353100786493997e-08
1818,0.0,3.695565098382758e-08
1819,1.035105001712111e-09,4.0369094733705424e-08
1820,0.0,3.20394981656591e-08
1821,0.0,4.043210211079895e-08
1822,0.0,2.7069162911175226e-08
1823,9.882686891060644e-10,6.917881023582595e-08
1824,5.894778887238772e-09,4.126345132249298e-08
1825,0.0,3.6982861217893515e-08
1826,0.0,3.787433300317389e-08
1827,0.0,3.410390903013649e-08
1828,1.8344602503717056e-09,3.302028395157919e-08
1829,2.571952872898464e-09,5.401101077495696e-08
1830,0.0,2.922314124020886e-08
1831,0.0,8.263339168479433e-08
1832,0.0,2.1647950987357945e-08
1833,0.0,4.170106393530659e-08
1834,4.667265462998671e-09,2.7070139907436896e-08
1835,0.0,4.235329242874286e-08
1836,8.064900303139666e-09,5.040562456315456e-08
1837,6.957891152126194e-09,5.357576149389587e-08
1838,0.0,3.408567295082321e-08
1839,3.4957374772659477e-09,3.4957377437194737e-08
1840,0.0,3.4396318682183846e-08
1841,3.2102742686390684e-09,5.393260948949319e-08
1842,0.0,3.4212153110502186e-08
1843,0.0,1.4767278067040479e-08
1844,0.0,3.402907822191992e-08
1845,4.464182190577759e-09,4.185170965342877e-08
1846,0.0,3.33706573485415e-08
1847,3.235934187273415e-09,1.5640349459999925e-08
1848,4.02261068899179e-09,3.700802153616678e-08
1849,5.02764896381791e-09,1.75967720394965e-08
1850,1.3577992064028876e-09,1.765138968323754e-08
1851,4.514607354622058e-09,2.192809134271556e-08
1852,4.557382027314816e-09,5.1433307390880145e-08
1853,5.971931837933653e-10,4.120633079196523e-08
1854,1.558699391779328e-09,4.052618152172727e-08
1855,0.0,3.980202833986368e-08
1856,0.0,7.196292983735475e-08
1857,0.0,1.9037885934380938e-08
1858,5.3830437884982985e-09,3.9149409047922745e-08
1859,6.110608019582742e-09,1.4258084934937187e-08
1860,4.1194655464593666e-09,3.61597543019343e-08
1861,6.13075279431996e-09,3.0182167876091626e-08
1862,3.614389038064658e-09,3.704748874344688e-08
1863,2.497310414018017e-09,2.796987619291258e-08
1864,1.0068928801842958e-08,3.164520512299873e-08
1865,0.0,3.765475553585418e-08
1866,0.0,2.968023871119385e-08
1867,0.0,2.4749338578544666e-08
1868,5.927848767406374e-09,2.9639243948054173e-08
1869,1.4650557433881772e-09,3.564968897862286e-08
1870,5.160643912205387e-09,3.039045992636602e-08
1871,0.0,3.186353225714811e-08
1872,6.047339295989218e-10,3.62840353318461e-08
1873,1.1972008939764578e-09,4.7289436366781956e-08
1874,5.377148060148329e-09,2.5093358502203955e-08
1875,1.1443054281912168e-09,1.6592428764283795e-08
1876,1.209202959984168e-09,5.2600327649088285e-08
1877,8.040260901509555e-09,5.566334237983028e-08
1878,3.0195443923020093e-09,2.4760263173106978e-08
1879,4.27652757650776e-09,3.360128963958431e-08
1880,0.0,1.9895323610796822e-08
1881,4.880755410940907e-09,3.6954290072443996e-08
1882,3.3276925659464496e-09,6.389169726617183e-08
1883,3.159669414998234e-09,6.003372077234559e-08
1884,3.300848483434038e-09,1.8484751507230612e-08
1885,1.933690763067375e-09,1.5469526104539e-08
1886,3.2267319927115068e-09,3.3558012257906e-08
1887,2.6115699047757346e-09,1.5016526688782506e-08
1888,1.268122939990235e-09,2.4728397107764977e-08
1889,5.6386229019267375e-09,2.1301465480405568e-08
1890,1.9663159434024635e-09,2.1629475988049762e-08
1891,6.374220151705856e-09,2.8683990294098294e-08
1892,1.2537024751679837e-09,3.19694137829174e-08
1893,6.158416554491453e-10,2.4017824173938607e-08
1894,5.041231654345779e-09,2.7096618282484997e-08
1895,1.2037228991346183e-09,2.5880042997528108e-08
1896,1.179405795248556e-09,1.9460195621601173e-08
1897,2.9133566670225264e-09,2.0393497113246895e-08
1898,1.13167097914868e-09,2.1501748381780317e-08
1899,3.3165470370022376e-09,2.5979618456517528e-08
1900,1.972600216504361e-08,2.180242297811219e-08
1901,1.6766216748287377e-09,6.706486921359556e-09
1902,4.419255517085219e-09,7.856454153909453e-09
1903,9.1803746826713e-09,2.052083658554693e-08
1904,9.13686282189019e-09,1.6123875568041512e-08
1905,1.5482277682110634e-09,1.7030505006232488e-08
1906,7.716276673175315e-09,1.6975808314612095e-08
1907,3.08570607954195e-09,1.4399961223432456e-08
1908,3.929111258571538e-09,1.817213934884876e-08
1909,5.500983557560346e-10,1.5952851484257735e-08
1910,6.412980813053082e-09,2.8858414324872683e-08
1911,6.384448969498635e-09,1.4897047151407605e-08
1912,8.856016364688912e-09,2.0837684189256578e-08
1913,4.242391771214216e-09,2.3333155074745093e-08
1914,3.3483718020477227e-09,1.4063161579702665e-08
1915,1.1780761921542648e-09,4.712304768617059e-09
1916,1.0987461607214755e-08,1.8678685265172135e-08
1917,0.0,2.1932848426331475e-08
1918,1.1486376294556067e-09,2.2972752589112133e-09
1919,0.0,2.025726608678724e-08
1920,0.0,2.953170286090767e-08
1921,2.27182422873895e-09,1.2873670629520717e-08
1922,0.0,1.4018077088007175e-08
1923,1.0615948120573648e-09,3.1847843473542525e-08
1924,3.867487219366694e-09,1.675911143195208e-08
1925,1.0998177923937646e-09,1.2097995494286806e-08
1926,0.0,1.8948435376309192e-08
1927,1.1149224876660924e-09,1.6723836537835268e-08
1928,0.0,2.0566874425753667e-08
1929,1.1140406375176326e-09,2.0052731031228177e-08
1930,2.100720708497761e-09,1.470504518152893e-08
1931,0.0,2.2810713318222042e-08
1932,1.0959536611565568e-09,1.4247397928102146e-08
1933,0.0,5.735331098932761e-09
1934,2.3963160344919743e-09,1.7972370258689807e-08
1935,3.590485242455088e-09,7.180970484910176e-09
1936,4.849885826274658e-09,1.4549657478823974e-08
1937,3.777335333410292e-09,1.636845392560815e-08
1938,3.889564337278273e-09,1.8151300906765755e-08
1939,0.0,1.988226649984881e-08
1940,0.0,7.607348528892999e-09
1941,1.4757512545315876e-08,1.7709016475464523e-08
1942,0.0,1.517105907566929e-08
1943,0.0,2.6129116870166058e-08
1944,0.0,1.6065930807940276e-08
1945,0.0,8.714016175304096e-09
1946,1.3921104269343232e-09,2.3665878146061914e-08
1947,0.0,1.4305044926388177e-08
1948,0.0,1.7395020313060172e-08
1949,7.853606542873592e-09,1.9634017078828947e-08
1950,0.0,1.3825969924496917e-08
1951,0.0,1.4925962688039363e-08
1952,1.0544803918932644e-09,1.2653764258629963e-08
1953,0.0,2.693456835345387e-08
1954,2.9317608341017376e-09,2.34540866728139e-08
1955,5.631364707880948e-09,1.9709776921672528e-08
1956,3.488456634670456e-09,2.0058626093444332e-08
1957,0.0,1.236905244894615e-08
1958,1.6544486891589827e-09,1.2408365002158916e-08
1959,0.0,1.8601794327111065e-08
1960,4.152500121534786e-09,2.7683333847505764e-08
1961,6.948159270159238e-10,1.667558224838217e-08
1962,6.341956404476434e-10,1.2049716779927166e-08
1963,0.0,2.845063462597608e-08
1964,0.0,1.034274621503073e-08
1965,1.0944086747954884e-09,1.3680108601477059e-08
1966,1.1078149508847446e-09,1.7171132071780448e-08
1967,1.972134178185314e-09,1.5777073869571723e-08
1968,3.1439910119779313e-09,1.8414804320299183e-08
1969,3.1792304344691047e-09,1.407944960618579e-08
1970,2.7592349793881255e-09,1.4715919705032832e-08
1971,2.0553589941130213e-09,1.3359833461734638e-08
1972,0.0,1.0260293503705498e-08
1973,0.0,1.3231689521830958e-08
1974,5.0630146741781346e-09,1.3501371631807757e-08
1975,0.0,1.0851811893530794e-08
1976,0.0,1.1998406490576485e-08
1977,1.1753563677885381e-09,4.11374712072643e-09
1978,1.1881182704343018e-09,1.544553818177974e-08
1979,3.5111840102075575e-09,1.8726314721106974e-08
1980,1.1370301367108482e-09,1.1938816379952755e-08
1981,1.897664858585557e-09,9.488324403950088e-09
1982,6.207502289967692e-10,1.1794254461960918e-08
1983,2.526126308133314e-09,1.3262164144656197e-08
1984,2.3196033982486597e-09,1.2177918229383522e-08
1985,6.015558051686298e-10,9.023337077529447e-09
1986,5.994485463567401e-10,1.3187867908825979e-08
1987,1.8332450557601021e-09,7.944062296871834e-09
1988,1.1993107618124554e-09,8.39517544370949e-09
1989,1.0976244357863152e-09,1.2622681122564927e-08
1990,3.2691906959314565e-09,8.717841559757744e-09
1991,5.861465202094962e-10,9.378343990285032e-09
1992,1.1019888335184191e-09,1.0468893529846923e-08
1993,1.661762283333701e-09,1.1078414630105726e-08
1994,2.637463358823311e-09,1.2132331528302842e-08
1995,1.0844901643380922e-09,8.675921314704738e-09
1996,1.067618438099771e-09,2.6690461396583487e-08
1997,9.58978896292706e-10,1.3425704992187093e-08
1998,0.0,6.6753810257225155e-09
