year,aucun_DET égout_NOUN,aucun_DET dégoût_NOUN
1999,1.3710603485872497e-09,1.4167623352268066e-08
2000,2.2090156370779823e-09,1.2812291672048559e-08
2001,8.762423564512289e-10,1.2267393323384113e-08
2002,8.76244299341522e-10,1.62105191492401e-08
2003,8.333845835650777e-10,1.4167538253673229e-08
2004,0.0,1.8940603224715247e-08
2005,4.5037495954858286e-10,8.106749049829887e-09
2006,4.1178899179428186e-10,1.5236193084966487e-08
2007,0.0,1.0385646481703148e-08
2008,1.2772319035736501e-09,1.9584223215352026e-08
2009,2.860915504498962e-09,2.098004614481397e-08
2010,9.447586046817946e-10,2.3146586702882388e-08
2011,3.82397197240536e-10,2.6385406720619287e-08
2012,0.0,2.62127467509643e-08
2013,2.789125042035323e-10,3.095928730045827e-08
2014,2.1654451842767486e-10,4.439162770708549e-08
2015,1.1082876977264178e-09,3.081039889885062e-08
2016,6.21402013178951e-10,3.4798512071887444e-08
2017,7.54683426862357e-10,3.798573122715254e-08
2018,1.0325866828253538e-09,3.8721999162660836e-08
2019,7.65296326310505e-10,3.3162840529232795e-08
