year,en_ADP oies_NOUN,en_ADP doigts_NOUN
1921,7.572747429129834e-10,1.060184651180407e-08
1922,2.951174193910333e-09,1.3280283539529592e-08
1923,2.1231896241147297e-09,8.492758496458919e-09
1924,5.156649662829693e-09,1.2891624656674594e-08
1925,7.698724768800957e-09,6.598906754362588e-09
1926,1.1146138456652466e-09,1.2260752413340015e-08
1927,6.689535148041159e-09,1.5608915049369898e-08
1928,2.2852082448565625e-09,2.170947865920425e-08
1929,3.342121912552898e-09,2.33948540540041e-08
1930,2.100720708497761e-09,2.6259009189288918e-08
1931,4.5621426636444085e-09,1.2545892325022123e-08
1932,6.575722188983946e-09,1.6439305028370654e-08
1933,0.0,6.882397318719313e-09
1934,3.5944740517379614e-09,1.5576054224197833e-08
1935,3.590485242455088e-09,4.188899538348778e-08
1936,2.424942913137329e-09,3.6374142808881516e-08
1937,0.0,1.0072894518486919e-08
1938,9.075650453382877e-09,2.3337385357535823e-08
1939,1.070583532936098e-08,1.2235240376412548e-08
1940,7.607348750937604e-09,5.0715658339584024e-09
1941,0.0,2.6563522936839945e-08
1942,3.034211770724937e-09,3.3376331032286544e-08
1943,2.9032352077962287e-09,1.4516175816936538e-08
1944,0.0,1.2852744646352221e-08
1945,4.357008087652048e-09,3.703456741277478e-08
1946,0.0,2.5057987684817817e-08
1947,2.3841741914054637e-09,2.9802176726434482e-08
1948,1.0871887834440486e-09,7.066726936955092e-08
1949,9.817008317369869e-10,3.337782672474532e-08
1950,1.0635361480382244e-09,1.914365022059883e-08
1951,3.198420528427448e-09,2.4521224162299404e-08
1952,9.490323193972472e-09,2.319856839960721e-08
1953,8.619062019654677e-09,1.723812381726475e-08
1954,9.772536113672459e-10,7.133951385185355e-08
1955,1.8771215692936494e-09,2.0648336374051723e-08
1956,1.744228317335228e-09,2.52913103793162e-08
1957,0.0,4.50586910005768e-08
1958,0.0,3.060729980575161e-08
1959,6.975672928177801e-09,3.410329085795638e-08
1960,3.460416619915918e-09,4.0832915715327545e-08
1961,3.47407969059077e-09,3.196153386397782e-08
1962,6.341956404476434e-10,2.72704117065814e-08
1963,2.5864212993553792e-09,2.133797494252576e-08
1964,2.4335873316516654e-09,3.528701597588224e-08
1965,1.6416130677043839e-09,3.173785145804686e-08
1966,7.754704434148607e-09,3.600398557068729e-08
1967,5.916402701089396e-09,3.5991448044114804e-08
1968,4.491415656060482e-09,2.8745061442236874e-08
1969,3.1792304344691047e-09,3.179230390060184e-08
1970,9.197450023812337e-10,2.2993624781975086e-08
1971,3.596878239697787e-09,2.980270608077262e-08
1972,2.0520587451500205e-09,3.1293897251316594e-08
1973,4.410563025913916e-09,3.748978727458052e-08
1974,2.812785782069227e-09,3.3753430273009144e-08
1975,3.4268881066168433e-09,2.8557401776652114e-08
1976,1.7140580066410394e-09,3.142439908287997e-08
1977,2.3507127355770763e-09,2.6445517775641747e-08
1978,8.316827893040113e-09,3.742572474152439e-08
1979,7.607565244427406e-09,2.4578287849408298e-08
1980,2.8425752862659692e-09,3.411090432337005e-08
1981,8.223214109648325e-09,3.921840630027873e-08
1982,4.345251713999687e-09,2.110550845202397e-08
1983,6.315316158911344e-09,2.3366668600033336e-08
1984,5.219107812592938e-09,3.131464509920079e-08
1985,1.8046674155058895e-09,3.2484013701150616e-08
1986,4.795588426365072e-09,4.016305155118971e-08
1987,3.0554083707556856e-09,3.483165755824302e-08
1988,4.197587610832443e-09,2.278690480750356e-08
1989,6.585746614717891e-09,2.469655058234821e-08
1990,5.44865097484859e-10,2.7788120249283565e-08
1991,1.7584396161396398e-09,2.05151273746651e-08
1992,4.4079553340736766e-09,1.8733810946969243e-08
1993,3.323524566667402e-09,3.489700617365088e-08
1994,3.6924485691258724e-09,3.481451571474281e-08
1995,1.0844901643380922e-09,2.060531301140145e-08
1996,4.270473752399084e-09,2.2953797085278893e-08
1997,7.192341833217597e-09,2.109753616252874e-08
1998,4.7681290027412615e-09,3.337690301918883e-08
1999,2.285100553223174e-09,2.5136106529544122e-08
2000,3.97622823555821e-09,2.6949992459890382e-08
2001,3.5049694258049158e-09,3.242096724420662e-08
2002,5.6955880012310445e-09,2.1467984723244626e-08
2003,2.9168460979889232e-09,1.7084383685528337e-08
2004,1.7619165015858584e-09,2.1583476339515073e-08
2005,4.503749373441224e-09,2.522099862289906e-08
2006,3.294311934354255e-09,2.6766285188273287e-08
2007,3.1955835755326234e-09,2.4366324069546863e-08
2008,3.405951742863067e-09,1.4901038625225738e-08
2009,9.53638501499654e-10,2.6701878041990312e-08
2010,1.4171379625338432e-09,2.172944846279279e-08
2011,2.2943831279320648e-09,2.1796640936599943e-08
2012,1.0212758416727752e-09,2.5872321174347235e-08
2013,1.9523875849358774e-09,1.9244962956577183e-08
2014,2.815078836704288e-09,1.9489005964601347e-08
2015,4.43315073539452e-09,1.9727520950141297e-08
2016,3.935546111222266e-09,2.0713400772365276e-08
2017,2.7671724911471074e-09,1.509366853724714e-08
2018,3.872199894061623e-09,2.2975052971219156e-08
2019,4.08158040698936e-09,1.632632162795744e-08
