year,en_ADP oies_NOUN,en_ADP doigts_NOUN
1800,9.432493897065797e-09,9.432493186523061e-08
1801,0.0,4.7623650800687756e-08
1802,6.713520406265161e-09,3.5805442166747525e-08
1803,1.950339267864365e-08,6.631153581793114e-08
1804,1.9774807569206132e-08,6.673997887673977e-08
1805,2.842877711017877e-09,1.3930100806192058e-07
1806,0.0,1.729001475325731e-08
1807,1.9928686256776018e-08,2.8469551160981155e-09
1808,2.039466551195801e-08,2.4926814390369145e-08
1809,2.4849335034105025e-08,7.454800510231507e-08
1810,2.106114038724627e-08,7.254392642153107e-08
1811,2.5070768572277302e-08,6.518399686683551e-08
1812,5.3344164641089264e-09,0.0
1813,1.1502966579257645e-08,7.476928232108548e-08
1814,0.0,4.090680150170556e-08
1815,2.697223555614414e-09,2.697223555614414e-09
1816,4.6352077731626196e-09,4.8669683394564345e-08
1817,0.0,1.2299300067297736e-07
1818,2.384235475716423e-09,8.225612191381515e-08
1819,1.035105001712111e-09,3.001804671498576e-08
1820,1.3053129244156025e-08,2.0173018810965004e-08
1821,1.1833785507064931e-08,4.832129363308013e-08
1822,3.0076847679083585e-09,6.717162648328667e-08
1823,2.668325471688604e-08,3.360113609574e-08
1824,0.0,4.126345132249298e-08
1825,3.522177216552791e-09,1.7610886970942374e-08
1826,0.0,3.082794464148719e-08
1827,1.8434546111834038e-09,4.516463647519231e-08
1828,4.586150570418113e-09,4.219258542548232e-08
1829,5.143905745796928e-09,6.687077558353849e-08
1830,8.349468672008697e-09,3.757260813586072e-08
1831,3.1182412207897414e-09,0.0
1832,0.0,1.352996914505411e-08
1833,2.548398292390175e-08,2.0850531967653296e-08
1834,2.42697808516823e-08,1.9135788420499011e-07
1835,5.294161553592858e-09,5.8235777089521434e-08
1836,6.720750067579218e-10,4.637317374545091e-08
1837,0.0,2.435261770017405e-08
1838,1.8936485712828244e-09,3.471689069556305e-08
1839,1.2584655095793096e-08,6.222413162504381e-08
1840,1.4650283985950807e-08,3.885510224677091e-08
1841,5.778493683550323e-09,2.118781061710706e-08
1842,1.341653010911159e-08,2.2137275124123335e-08
1843,4.7255288571079745e-09,1.063243981747064e-08
1844,9.330554162634286e-09,1.920996517412732e-08
1845,3.9061593959388574e-09,2.7901139176833567e-08
1846,9.367202347121406e-09,1.9319854160926297e-08
1847,9.168480197274675e-09,8.629157832729106e-09
1848,1.287235473768078e-08,5.229394162142853e-08
1849,1.1731180693530519e-08,1.9272654583346593e-08
1850,6.1100964288129944e-09,1.0862393651223101e-08
1851,6.449438760824933e-10,1.7413483988093503e-08
1852,5.208436348880241e-09,3.2552726736412296e-08
1853,2.9859659189668264e-09,2.7470886010405593e-08
1854,5.195664343204953e-09,7.63762670885626e-08
1855,4.776243400783642e-09,5.253867740862006e-08
1856,3.106313539724681e-09,4.711242240773572e-08
1857,9.763018171682347e-10,1.8549734193129552e-08
1858,1.468102750479261e-09,1.761723389392955e-08
1859,3.5645213447565993e-09,7.129042689513199e-09
1860,5.95033897154984e-09,1.6935580049448618e-08
1861,8.017138342086838e-09,3.4426534512022045e-08
1862,9.035972525772706e-10,8.584174260306554e-09
1863,4.9946209945694875e-09,8.990317823531768e-09
1864,9.589455896019672e-10,5.753673537611803e-09
1865,3.2947911621228343e-09,1.1767110841276462e-08
1866,6.811858188626729e-09,2.432806489593986e-08
1867,4.85281148598915e-10,1.3102591012170706e-08
1868,5.433861360870651e-09,2.8157282727647726e-08
1869,1.953407657850903e-09,1.12320943657096e-08
1870,1.1468097582678638e-09,9.17447806614291e-09
1871,1.0621177271019633e-09,7.434824311758348e-09
1872,1.2094678591978436e-09,5.865918950576088e-08
1873,2.9930022349411445e-09,4.3697831131339626e-08
1874,4.182226565063729e-09,2.6885741633009275e-08
1875,5.149374260327022e-09,2.0025344937835143e-08
1876,8.464420275799966e-09,5.74371412653818e-08
1877,2.4739263970730008e-09,3.216104360603822e-08
1878,1.3285995414946683e-08,1.2078177569208037e-08
1879,1.0996785704264767e-08,1.9549840857280287e-08
1880,1.1552123035940554e-08,2.4387816210946767e-08
1881,6.972507571312292e-10,6.83305714233029e-08
1882,6.655385131892899e-10,1.0648616211028639e-08
1883,1.2006744043446815e-08,5.750598575104959e-08
1884,3.300848483434038e-09,3.9610181801208455e-08
1885,7.090199094506033e-09,2.127059772760731e-08
1886,1.5488312854472497e-08,3.0976625708944994e-08
1887,7.834709769838355e-09,3.395040693021656e-08
1888,1.7119660356001987e-08,9.510921827882157e-09
1889,1.8795409673089125e-09,2.380751951136517e-08
1890,5.243509182406569e-09,8.520702365899524e-09
1891,3.1871101313640793e-09,1.8485238229004608e-08
1892,6.268512375839919e-09,1.3790726782758611e-08
1893,6.158416498980301e-09,2.586534897375259e-08
1894,5.041231432301174e-09,1.2603078580752936e-08
1895,1.745398137131815e-08,1.2037228991346183e-08
1896,2.948514543632541e-09,1.1204354777305525e-08
1897,6.992056045262984e-09,1.9228155068162778e-08
1898,1.923840653450526e-08,1.640922953072277e-08
1899,6.080336234504102e-09,2.4874102777516782e-08
1900,4.15284251431558e-09,1.453494924419374e-08
1901,6.147612696683069e-09,1.7325090695408107e-08
1902,1.6694965410124496e-08,1.3748794991386148e-08
1903,1.0260418292773466e-08,3.456140973412403e-08
1904,2.6873125946735854e-09,2.6873125946735854e-08
1905,5.160759042333041e-10,2.37394921498435e-08
1906,9.259531807970234e-09,7.716276506641861e-09
1907,6.685696440911215e-09,2.1599941391059474e-08
1908,4.4202501658929805e-09,2.0627833663411366e-08
1909,6.60118004702781e-09,2.8055016088046614e-08
1910,2.137660271017694e-09,2.5651923252212327e-08
1911,2.128149656499545e-09,1.8089272302290738e-08
1912,5.209421061191932e-09,2.81308754068732e-08
1913,5.302989602995467e-09,1.6969567084856862e-08
1914,4.018046340092951e-09,8.036092680185902e-09
1915,5.890381071793627e-09,1.295883844676382e-08
1916,3.2962386153911893e-09,6.592477230782379e-09
1917,3.289927441585405e-09,5.483212106582869e-09
1918,3.44591288836682e-09,1.033773866510046e-08
1919,2.762354511798293e-09,1.1049418269237776e-08
1920,9.086678076641874e-09,6.815008557481406e-09
