year,ton_DET essai_NOUN,ton_DET décès_NOUN
1893,0.0,6.158416554491453e-10
1894,1.8904617871129403e-09,0.0
1895,6.018614495673091e-10,1.2037228991346183e-09
1896,0.0,0.0
1897,1.1653427112179315e-09,0.0
1898,5.6583548957434e-10,0.0
1899,0.0,2.7637891975018647e-09
1900,4.15284251431558e-09,5.191053142894475e-10
1901,0.0,2.235495566438317e-09
1902,0.0,9.820567692386817e-10
1903,5.400220270956879e-10,5.400220270956879e-10
1904,0.0,1.6123875568041512e-09
1905,4.1286072338664326e-09,4.64468330463319e-09
1906,0.0,0.0
1907,5.142843373384665e-10,2.057137349353866e-09
1908,1.964555629285769e-09,1.4734167219643268e-09
1909,4.400786846048277e-09,3.850688656825696e-09
1910,0.0,5.344150677544235e-10
1911,1.5961122423746588e-09,2.128149656499545e-09
1912,1.0418842455450772e-09,5.209421227725386e-10
1913,3.1817937728995105e-09,5.30298971401777e-10
1914,0.0,6.696743715117748e-10
1915,0.0,0.0
1916,8.789969641043172e-09,2.197492410260793e-09
1917,0.0,0.0
1918,0.0,1.1486376294556067e-09
1919,9.207848372660976e-10,6.4454939163738345e-09
1920,0.0,7.572231730534895e-10
1921,7.572747429129834e-10,2.2718242842501013e-09
1922,2.21338064543275e-09,3.6889677978990676e-09
1923,1.0615948120573648e-09,3.1847844361720945e-09
1924,0.0,2.578324886925998e-09
1925,0.0,3.299453377181294e-09
1926,3.3438415369957397e-09,0.0
1927,1.1149224876660924e-09,2.2298449753321847e-09
1928,7.998228745975666e-09,1.1426041224282812e-09
1929,8.912325100141061e-09,1.1140406375176326e-09
1930,1.0503603542488804e-09,3.1510810627466412e-09
1931,1.1405356659111021e-09,2.2810713318222042e-09
1932,5.4797684168050864e-09,1.0959536611565568e-09
1933,2.2941324395731044e-09,0.0
1934,0.0,0.0
1935,0.0,2.393656828303392e-09
1936,0.0,2.424942913137329e-09
1937,8.813782814698357e-09,1.2591118148108649e-09
1938,1.2965214457594243e-09,1.2965214457594243e-09
1939,0.0,6.117620188206274e-09
1940,2.5357829169792012e-09,0.0
1941,0.0,2.9515025978810172e-09
1942,3.034211770724937e-09,0.0
1943,0.0,0.0
1944,0.0,3.2131861615880553e-09
1945,2.178504043826024e-09,2.178504043826024e-09
1946,2.7842208538686464e-09,0.0
1947,1.1920870957027319e-09,7.152522574216391e-09
1948,0.0,1.0871887834440486e-09
1949,2.945102384188658e-09,2.945102384188658e-09
1950,5.317680518146517e-09,1.0635361480382244e-09
1951,8.529121409139861e-09,1.0661401761424827e-09
1952,2.1089607837865287e-09,2.1089607837865287e-09
1953,4.3095309543161875e-09,5.386913581872932e-09
1954,2.9317608341017376e-09,4.886268278880834e-09
1955,9.385607846468247e-10,3.754243138587299e-09
1956,8.72114158667614e-10,0.0
1957,3.534015080575159e-09,8.835037701437898e-10
1958,0.0,9.926692356998501e-09
1959,3.8753737996444215e-09,1.5501495642666896e-09
1960,1.3841666701708277e-09,4.844583401109048e-09
1961,5.55852741612739e-09,3.47407969059077e-09
1962,1.9025869213429303e-09,6.341956293454132e-09
1963,6.466053248388448e-10,1.2932106496776896e-09
1964,1.825190498738749e-09,4.258777774879263e-09
1965,2.7360217424998723e-09,3.830430195250756e-09
1966,0.0,2.215629901769489e-09
1967,1.479100675272349e-09,3.451234797946512e-09
1968,4.042274209803409e-09,0.0
1969,2.2708788183223305e-09,3.179230406713529e-09
1970,4.59872487312829e-09,1.8394900047624674e-09
1971,5.138397263237948e-09,3.5968783507200897e-09
1972,2.0520587451500205e-09,2.565073486948677e-09
1973,1.2129048265752118e-08,1.6539611902288698e-09
1974,5.625571564138454e-09,2.812785782069227e-09
1975,4.569184142155791e-09,5.711480177694739e-10
1976,1.2569759344494003e-08,5.713526984862938e-09
1977,4.701425304620699e-09,1.7630346071939584e-09
1978,4.158414057542359e-09,1.0099005187669263e-08
1979,4.681578791299046e-09,2.925986564150662e-09
1980,3.979605422976817e-09,2.2740602734216964e-09
1981,5.692994575756671e-09,2.5302198669585607e-09
1982,5.586752060970923e-09,3.7245013739806154e-09
1983,0.0,2.526126308133314e-09
1984,2.3196033982486597e-09,5.799008495621649e-10
1985,3.0077789148208467e-09,1.2031116103372597e-09
1986,5.994485408056249e-09,4.196139880008332e-09
1987,7.944061963804927e-09,4.27757174126242e-09
1988,1.798966087207532e-09,2.99827696004229e-09
1989,2.744061089465788e-09,3.2928733073589456e-09
1990,5.448650863826288e-09,3.2691906959314565e-09
1991,1.348137029788532e-08,2.9307325455363298e-09
1992,3.856960972825618e-09,1.1019888335184191e-09
1993,3.877445309274918e-09,5.539207315052863e-09
1994,5.802419433820205e-09,2.637463358823311e-09
1995,1.626735190995987e-09,7.0491861237087505e-09
1996,3.736664533349199e-09,7.473328622609188e-09
1997,5.753873377756236e-09,3.3564262480467733e-09
1998,2.3840645013706308e-09,3.814503379828693e-09
1999,8.683382124452521e-09,9.140402212892695e-09
2000,3.5344251969604557e-09,3.97622823555821e-09
2001,3.066848275334877e-09,7.448059946568719e-09
2002,2.1906108038649563e-09,8.324320788233308e-09
2003,8.750538349477921e-09,7.083768960303161e-09
2004,8.809582507929292e-09,8.809582230373536e-09
2005,6.7556245042510454e-09,1.216012357474483e-08
2006,4.11788997345397e-09,8.64756888319107e-09
2007,3.994479441660204e-09,1.1583990877639394e-08
2008,5.108927669805752e-09,1.7881246039408438e-08
2009,1.049002329445159e-08,1.7165493915172192e-08
2010,5.668551850135373e-09,1.795041271179798e-08
2011,1.0324724131205443e-08,1.185431308670104e-08
2012,2.008509081274923e-08,2.7914872080536668e-08
2013,8.08846234434668e-09,2.2312999448104165e-08
2014,8.445236288068259e-09,3.7895289489719985e-08
2015,5.984753692622746e-09,2.881548033517589e-08
2016,1.0978102260583711e-08,2.6720286566694895e-08
2017,1.48421064327664e-08,4.024978217387343e-08
2018,1.1874746963513871e-08,3.7947560316275997e-08
2019,9.948852186525414e-09,3.64791246654228e-08
