year,aucun_DET hiver_NOUN,aucun_DET divers_ADJ
1940,0.0,0.0
1941,2.9515025978810172e-09,0.0
1942,0.0,0.0
1943,2.9032352077962287e-09,0.0
1944,6.4263723231761105e-09,0.0
1945,0.0,0.0
1946,0.0,2.7842208538686464e-09
1947,2.3841741914054637e-09,2.3841741914054637e-09
1948,0.0,1.0871887834440486e-09
1949,4.908504047662632e-09,9.817008317369869e-10
1950,9.571825110299415e-09,6.381216888229346e-09
1951,7.462981344019681e-09,0.0
1952,2.1089607837865287e-09,0.0
1953,5.386913581872932e-09,0.0
1954,1.9545072227344917e-09,9.772536113672459e-10
1955,1.8771215692936494e-09,0.0
1956,8.72114158667614e-10,0.0
1957,3.534015080575159e-09,8.835037701437898e-10
1958,1.6544486891589827e-09,0.0
1959,2.325224457422337e-09,0.0
1960,7.612916630428401e-09,6.920833350854139e-10
1961,5.558527305105088e-09,0.0
1962,5.7077609305622445e-09,6.341956404476434e-10
1963,2.5864212993553792e-09,1.939815863494232e-09
1964,2.4335873316516654e-09,0.0
1965,7.11365660821528e-09,0.0
1966,4.985167390003653e-09,0.0
1967,1.479100675272349e-09,1.4791006197611978e-09
1968,2.694849510209707e-09,8.982831700699023e-10
1969,1.3625273409534344e-09,4.5417578031781147e-10
1970,5.518470014287402e-09,4.5987250119061684e-10
1971,2.5691987426412766e-09,0.0
1972,1.0260293725750103e-09,0.0
1973,1.6539611347177186e-09,1.6539611902288698e-09
1974,1.1251143350321513e-09,0.0
1975,2.2845920710778955e-09,2.2845920710778955e-09
1976,3.4281161798155324e-09,1.142705374768127e-09
1977,1.7630345516828072e-09,5.876781838942691e-10
1978,5.940591352171509e-10,1.7821774056514528e-09
1979,1.7555920051037788e-09,0.0
1980,5.685150683554241e-10,1.1370301367108482e-09
1981,1.897664858585557e-09,1.2651099057237047e-09
1982,2.483000915987077e-09,6.207502289967692e-10
1983,1.8945948143667124e-09,3.157658134966823e-09
1984,4.059306002446306e-09,5.799008495621649e-10
1985,1.8046674155058895e-09,0.0
1986,4.196139935519483e-09,0.0
1987,6.110816852533674e-10,1.8332451112712533e-09
1988,1.1993107618124554e-09,2.99827696004229e-09
1989,1.0976244357863152e-09,1.0976244357863152e-09
1990,1.634595292454577e-09,5.44865097484859e-10
1991,6.4476117778156095e-09,5.861465202094962e-10
1992,2.2039777225479895e-09,1.1019888335184191e-09
1993,0.0,2.7696036575264316e-09
1994,3.1649559639745917e-09,2.1099706426497278e-09
1995,1.6267352465071383e-09,5.422450821690461e-10
1996,1.6014276571496566e-09,1.067618438099771e-09
1997,4.79489448146353e-09,3.835915585170824e-09
1998,0.0,1.43043876743576e-09
1999,1.3710603485872497e-09,0.0
2000,8.836062992401139e-10,2.6508188977203417e-09
2001,9.638666087496972e-09,2.6287270138425356e-09
2002,3.9430991805033955e-09,1.752488598683044e-09
2003,2.5001538617175356e-09,8.333845835650777e-10
2004,3.523833058682868e-09,1.3214374039449694e-09
2005,4.053374635937246e-09,1.3511248786457486e-09
2006,2.0589449589714093e-09,1.6471559671771274e-09
2007,3.5950314392074745e-09,3.994479469415779e-10
2008,1.7029758714315335e-09,8.514879357157668e-10
2009,4.291373256748443e-09,4.76819250749827e-10
2010,3.30665506087513e-09,0.0
2011,1.9119859584471044e-09,1.1471915639660324e-09
2012,4.085103255668798e-09,1.0212758416727752e-09
2013,4.183687507541833e-09,0.0
2014,3.897801414964874e-09,6.496335691608124e-10
2015,2.438232948875907e-09,2.2165753954528356e-10
2016,3.7284121345848575e-09,1.4499380585064614e-09
2017,2.012489092040326e-09,0.0
2018,1.5488799687268795e-09,0.0
2019,2.295888923420364e-09,2.55098775436835e-10
