year,en_ADP oeil_NOUN,en_ADP deuil_NOUN
1800,9.432493897065797e-09,1.2167917020633467e-06
1801,4.7623651688866175e-09,8.500821877532871e-07
1802,0.0,1.15696332159132e-06
1803,2.145373123596528e-08,1.0512328572076513e-06
1804,1.730295728918918e-08,1.2903061588076525e-06
1805,0.0,1.6232831967499806e-06
1806,0.0,1.6511963849552558e-06
1807,0.0,1.1814863682957366e-06
1808,0.0,1.3528461977330153e-06
1809,0.0,1.1792138820965192e-06
1810,0.0,1.1185805988134234e-06
1811,0.0,1.2886374634035747e-06
1812,2.6672082320544632e-09,9.628621455703978e-07
1813,2.8757416448144113e-09,1.3889832644053968e-06
1814,0.0,1.9005930198545684e-06
1815,0.0,1.3108506209391635e-06
1816,0.0,1.1333082738929079e-06
1817,6.227493631882908e-09,1.0617876569085638e-06
1818,0.0,1.3244427918834845e-06
1819,1.035105001712111e-09,1.3197588941693539e-06
1820,3.5599443393152796e-09,1.6102815152407857e-06
1821,0.0,1.3796221765005612e-06
1822,1.0025615893027862e-09,1.5028398365757312e-06
1823,0.0,1.3223035466580768e-06
1824,0.0,1.5739059335828642e-06
1825,1.7610886082763955e-09,1.8068768667944823e-06
1826,8.807984341885344e-10,1.416323925695906e-06
1827,0.0,1.2258973356438219e-06
1828,0.0,1.0493112085896428e-06
1829,0.0,1.2396812962833792e-06
1830,0.0,1.126134634432674e-06
1831,1.5591206103948707e-09,1.3096613429297577e-06
1832,1.3529969367098715e-09,1.3827628890794585e-06
1833,0.0,1.4908130196999991e-06
1834,0.0,1.4963253534006071e-06
1835,2.2689263801112247e-09,1.4301799637905788e-06
1836,4.032449929525228e-09,1.2944165064254776e-06
1837,1.0436836284100082e-08,1.2879056612291606e-06
1838,2.5248647617104325e-09,1.4536908565787598e-06
1839,0.0,1.0696957133404794e-06
1840,0.0,1.1357154789948254e-06
1841,6.420548537278137e-10,1.1556987828953424e-06
1842,0.0,1.2665204849326983e-06
1843,1.7720733769266417e-09,1.2262747759450576e-06
1844,0.0,1.2470011370169232e-06
1845,0.0,1.0993048817908857e-06
1846,2.3418005312692003e-09,1.2312016224313993e-06
1847,0.0,9.368029623146867e-07
1848,8.045221711050488e-10,1.0289838883181801e-06
1849,1.6758829879393033e-09,1.239315452039591e-06
1850,2.0366988096043315e-09,1.104569605558936e-06
1851,0.0,1.1138180298075895e-06
1852,1.3021090872200602e-09,1.1211159289814532e-06
1853,5.971931837933653e-10,1.09047471141821e-06
1854,1.558699391779328e-09,1.108235210267594e-06
1855,5.306937111981824e-10,1.3920096080255462e-06
1856,2.5885946719483854e-09,1.1643498964986065e-06
1857,9.763018171682347e-10,1.3614528597827302e-06
1858,5.3830437884982985e-09,1.301717816204473e-06
1859,0.0,1.4548339777320507e-06
1860,9.154367819341758e-10,1.4738532172486885e-06
1861,4.715963730639317e-10,1.3978116157886689e-06
1862,4.9697850279528666e-09,1.5663858903280925e-06
1863,9.989241656072068e-10,1.4669201391370734e-06
1864,4.794727948009836e-10,1.382799496241205e-06
1865,4.706844358715045e-10,1.345216105619329e-06
1866,0.0,1.200833253278688e-06
1867,9.7056229719783e-10,1.2724071893899236e-06
1868,9.87974813071446e-10,1.0403374517409247e-06
1869,4.883519144627257e-10,1.3859427099305321e-06
1870,5.734048791339319e-10,1.346354679299111e-06
1871,0.0,2.648921508807689e-06
1872,1.2094678591978436e-09,1.5160679822656675e-06
1873,5.986004469882289e-10,1.231919668498449e-06
1874,0.0,1.3920839592174161e-06
1875,2.2886108563824337e-09,1.3874703199689975e-06
1876,0.0,1.5054577033879468e-06
1877,6.184815992682502e-10,1.2412925798344077e-06
1878,1.8117265465633636e-09,1.2392209782774444e-06
1879,5.498392852132383e-09,1.4308039908428327e-06
1880,5.776061406947974e-09,1.3432552350423066e-06
1881,2.091752326904839e-09,1.1623170621533063e-06
1882,1.3310770263785798e-09,1.4062828768146574e-06
1883,0.0,1.4395453717952478e-06
1884,6.601696966868076e-10,1.466897060709016e-06
1885,0.0,1.3290900824358687e-06
1886,2.5813855497602844e-09,1.3823320159644936e-06
1887,0.0,1.2463717666832963e-06
1888,1.268122939990235e-09,1.317579744863906e-06
1889,1.2530273485467092e-09,1.2937507563037798e-06
1890,6.554386478008212e-10,1.3207088613853557e-06
1891,1.9122659011827636e-09,1.2232128483447013e-06
1892,6.268512375839919e-10,1.2731348988381797e-06
1893,6.158416554491453e-10,1.1645565791695844e-06
1894,1.8904617871129403e-09,1.3302549177751644e-06
1895,1.2037228991346183e-09,1.3884944110031938e-06
1896,0.0,1.2601950629687053e-06
1897,0.0,1.2643968148040585e-06
1898,5.6583548957434e-10,1.238613890564011e-06
1899,5.527578395003729e-10,1.267473749066994e-06
1900,1.038210628578895e-09,1.2318369044805877e-06
1901,0.0,1.3167068573238794e-06
1902,0.0,1.0345968348701717e-06
1903,5.400220270956879e-10,1.1831882602564292e-06
1904,5.374625189347171e-10,1.239388552676246e-06
1905,5.160759042333041e-10,1.155493919213768e-06
1906,5.144184522798412e-10,1.1548694374141633e-06
1907,1.5428529565042481e-09,1.1746254813260748e-06
1908,0.0,1.358490180791705e-06
1909,1.1001967115120692e-09,1.3774463241134072e-06
1910,5.344150677544235e-10,1.3173331581128878e-06
1911,0.0,1.3753167422692059e-06
1912,5.209421227725386e-10,1.4831222188149695e-06
1913,5.30298971401777e-10,1.4657463225375977e-06
1914,1.3393487430235496e-09,1.5000705388956703e-06
1915,0.0,2.0946195036231074e-06
1916,1.0987462051303964e-09,2.163431190638221e-06
1917,0.0,2.0342718016763683e-06
1918,1.1486376294556067e-09,1.835522880355711e-06
1919,0.0,1.9004999103344744e-06
1920,1.514446346106979e-09,1.5424635648741969e-06
1921,0.0,1.3441626833810005e-06
1922,0.0,1.43648401262908e-06
1923,0.0,1.4129826695352676e-06
1924,6.445812328337297e-09,1.5482841035918682e-06
1925,1.0998177923937646e-09,1.4792549336561933e-06
1926,1.1146138456652466e-09,1.397725782226189e-06
1927,1.1149224876660924e-09,1.4371350971487118e-06
1928,0.0,1.4545350950356806e-06
1929,0.0,1.163058414022089e-06
1930,1.0503603542488804e-09,1.2425763316059601e-06
1931,0.0,1.1485194590932224e-06
1932,1.0959536611565568e-09,1.206644924423017e-06
1933,0.0,1.1493604006318492e-06
1934,0.0,1.2173285313110682e-06
1935,1.196828414151696e-09,1.2494888323999476e-06
1936,1.2124714565686645e-09,1.0500002645130735e-06
