year,en_ADP eau_NOUN,en_ADP dos_NOUN
1800,3.1787503758096136e-06,2.8926314143973286e-07
1801,2.576439555923571e-06,3.119349116786907e-07
1802,1.4859258499200223e-06,2.394488944901241e-07
1803,2.201932985057553e-06,3.101039283137652e-07
1804,3.030489324373775e-06,2.4224138428508013e-07
1805,2.771805839074659e-06,4.804463173968543e-07
1806,1.8154515828427975e-06,6.599022412956401e-07
1807,1.3608445215140819e-06,1.508886242618246e-07
1808,1.4004336890138802e-06,2.4700207745809166e-07
1809,2.3855361632740824e-06,3.7048101830805535e-07
1810,1.8884823020925978e-06,2.2933242860290193e-07
1811,1.5669229469494894e-06,3.1087751040104195e-07
1812,1.2935960285176407e-06,2.1604387256957125e-07
1813,4.155446731601842e-06,1.4953856464217097e-07
1814,1.2838443126383936e-06,1.9824065589091333e-07
1815,1.4484090797850513e-06,6.47333635583891e-08
1816,2.1762300548289204e-06,1.9931393069327896e-07
1817,1.3918448757976876e-06,2.00836666408577e-07
1818,1.5902850138971303e-06,1.9431519149293308e-07
1819,1.3725492635785486e-06,1.1800197086131448e-07
1820,9.97971028482425e-07,1.1273156985680544e-07
1821,1.6942037053269132e-06,1.1833785862336299e-07
1822,1.7294187273364514e-06,9.323822780515911e-08
1823,1.5199573006885458e-06,1.2254531611688435e-07
1824,1.6134852103277808e-06,1.473694766218614e-07
1825,9.906123521474797e-07,1.2327620879659662e-07
1826,1.0745741292339517e-06,9.864942285275902e-08
1827,1.295948550250614e-06,1.8618891317601083e-07
1828,1.5776357807917307e-06,1.1281930767381709e-07
1829,1.1325165587550146e-06,1.5260253860560624e-07
1830,1.4121038334202751e-06,2.0143093593105732e-07
1831,1.3642305702887825e-06,3.8510279409820214e-07
1832,1.2853470745533002e-06,1.3800568865462992e-07
1833,1.4502702546659307e-06,1.6796261093077192e-07
1834,1.1350789714814624e-06,1.5588666713028942e-07
1835,1.5663155323863975e-06,2.0193445493532636e-07
1836,1.5007434512881446e-06,1.7944402941338922e-07
1837,1.0840394311095736e-06,3.652892814898223e-07
1838,1.4972448525440996e-06,1.571728347471435e-07
1839,1.4038881772648892e-06,3.992132349139865e-07
1840,1.4242623365134932e-06,1.8217309616375132e-07
1841,1.6276090946121258e-06,1.5794549312886375e-07
1842,1.3577528821251406e-06,1.3282364363931265e-07
1843,1.7366319041145495e-06,2.002442869297738e-07
1844,1.482460447732592e-06,1.3007890231619967e-07
1845,1.506103540216408e-06,1.3559953515596135e-07
1846,1.391614934398433e-06,1.8090409525939322e-07
1847,1.3439913750801225e-06,1.4345974364005087e-07
1848,1.6235256907748408e-06,1.0861049304367043e-07
1849,1.2527224966252248e-06,1.1228416241237937e-07
1850,1.2641111135636152e-06,1.1473403560557927e-07
1851,1.2840832823712844e-06,1.509168612301437e-07
1852,9.987177236325806e-07,1.5169571554451977e-07
1853,1.5377724897902567e-06,1.3377126606428646e-07
1854,1.4958318388380576e-06,1.1794158183420222e-07
1855,1.4493245217295225e-06,1.4912492929397558e-07
1856,1.6701612384206754e-06,1.4910304457771417e-07
1857,1.3028747867793733e-06,8.542640728137485e-08
1858,1.2777388309626048e-06,1.849809478926545e-07
1859,1.353499639922262e-06,1.4461772934737382e-07
1860,1.8111916695318087e-06,1.4967390882247855e-07
1861,1.883084323139883e-06,1.1742749705945243e-07
1862,1.8085498547648626e-06,1.9382160587610997e-07
1863,1.7695941867401643e-06,1.3685260569218372e-07
1864,1.517531341921341e-06,1.7836387655734143e-07
1865,1.7208223508369258e-06,1.6568091609769908e-07
1866,1.852338885832694e-06,1.5278024534381984e-07
1867,1.6955722994538291e-06,2.25655739427566e-07
1868,2.0530117073036536e-06,2.277281936358122e-07
1869,1.8576907141465426e-06,1.958291164783077e-07
1870,2.1290523042338805e-06,1.8922361277873279e-07
1871,2.2368199523725707e-06,3.0588989829993807e-07
1872,1.9557096111455508e-06,2.4128883069352014e-07
1873,2.254329380946274e-06,2.0651715715302998e-07
1874,2.2464530360366552e-06,1.7684843101051229e-07
1875,1.9190002786828586e-06,1.9052684763209982e-07
1876,2.4728200003210077e-06,2.5030502115441777e-07
1877,2.013776033038539e-06,2.418263136405585e-07
1878,2.335919546680998e-06,3.1765605967848387e-07
1879,2.146816937553808e-06,1.6739551256250707e-07
1880,2.432363761073475e-06,2.156396305963426e-07
1881,2.5191669088542312e-06,2.656525452948699e-07
1882,2.059841768264903e-06,2.4758031713645323e-07
1883,2.4588548654946862e-06,2.4203069415307255e-07
1884,2.280226148343445e-06,2.6934924335364485e-07
1885,2.480925262560163e-06,2.2882007044700003e-07
1886,2.509752055068759e-06,2.071561908678632e-07
1887,2.944544934990745e-06,1.867272487743321e-07
1888,2.8526426163466567e-06,2.5489271138212644e-07
1889,2.7836001859071757e-06,1.9672529560921248e-07
1890,2.89048454860108e-06,2.5627650757087395e-07
1891,2.7166926770405553e-06,2.403080827662052e-07
1892,3.2270301826287096e-06,2.795756586237985e-07
1893,3.2183885432246484e-06,2.703544907944888e-07
1894,3.520670052381547e-06,3.031040307632793e-07
1895,3.2428293863517865e-06,2.8889348868688103e-07
1896,3.2221366303986088e-06,2.983896649766393e-07
1897,3.4051314283800593e-06,2.592887540231459e-07
1898,3.4408455000800586e-06,3.2931626492427313e-07
1899,3.4834797926208694e-06,3.1949403478392924e-07
1900,3.6404855165983463e-06,2.590335554941703e-07
1901,4.084809301474479e-06,3.0905727044228115e-07
1902,4.2861866802468285e-06,2.739938338436332e-07
1903,4.779194757276173e-06,2.683909485767799e-07
1904,4.806527314826781e-06,2.735684176968789e-07
1905,4.8232454261665225e-06,2.6010226861217234e-07
1906,5.007863460804174e-06,2.7006967684428673e-07
1907,4.5509021333600685e-06,2.6074215497828845e-07
1908,4.656979236017378e-06,2.720909435538488e-07
1909,4.872221001761545e-06,1.8098235443630983e-07
1910,5.38262861482508e-06,2.0521538601769862e-07
1911,4.311099131015794e-06,2.489935013727518e-07
1912,4.8046492082676195e-06,2.385914967817371e-07
1913,5.361322720887074e-06,2.1583167608696385e-07
1914,5.214084865201585e-06,2.2969831547925423e-07
1915,4.38362137167303e-06,1.9320449951010232e-07
1916,4.108212152686974e-06,2.2524297094150825e-07
1917,4.176014220647062e-06,2.5661432800916373e-07
1918,4.414214593850829e-06,2.4695708589206333e-07
1919,5.395798947205321e-06,2.707107285004895e-07
1920,4.749303581519371e-06,2.4003975340747274e-07
1921,5.319854864183071e-06,2.809489387800568e-07
1922,5.671419106789699e-06,2.1912468639584404e-07
1923,5.074423363282676e-06,2.898153752539656e-07
1924,5.249469680279617e-06,2.758807511327177e-07
1925,5.724551691344004e-06,2.4195992409659084e-07
1926,6.046779901680566e-06,2.0620356622202962e-07
1927,5.221181787362639e-06,2.20754657220823e-07
1928,5.745013311297953e-06,1.8738707296961366e-07
1929,6.141706258233626e-06,1.7601841761916148e-07
1930,6.183471313647715e-06,2.0902170660974662e-07
1931,7.438573604190424e-06,2.2468552174359502e-07
1932,7.076572863695674e-06,1.5891328075667843e-07
1933,7.257488171319437e-06,1.7550112829667341e-07
1934,6.84747317336587e-06,1.9769606751651736e-07
1935,8.338303565835758e-06,1.9987034249879798e-07
1936,8.8195175464989e-06,1.964203732995884e-07
1937,8.696685426912154e-06,2.0145789392245206e-07
1938,7.62354610372995e-06,2.0355386709525192e-07
1939,8.986784109765722e-06,2.2788135822793265e-07
1940,8.90566941080806e-06,1.7243323213733674e-07
1941,8.515085184512827e-06,1.9775067983118788e-07
1942,9.093532824522299e-06,2.821817020048911e-07
1943,9.513901794377944e-06,2.0322646321346838e-07
1944,8.685242278261285e-06,2.795472084926587e-07
1945,7.61169307139653e-06,1.9606535772709321e-07
1946,6.964728676450704e-06,2.1020866824983386e-07
1947,7.451736657060337e-06,1.7166054533390707e-07
1948,8.904076075566536e-06,2.0221710883561173e-07
1949,1.0255828883032336e-05,1.6001723679437418e-07
1950,1.000255775096548e-05,1.9250003902016033e-07
1951,9.75518294410449e-06,2.377492620553312e-07
1952,1.1146911987225394e-05,1.7609822577924206e-07
1953,1.0788910842052246e-05,2.1655392856700928e-07
1954,1.1238416121273076e-05,1.9935973227802606e-07
1955,1.0398314707060763e-05,1.9709776211129793e-07
1956,1.0689503376681841e-05,1.5610842751812015e-07
