year,en_ADP eau_NOUN,en_ADP dos_NOUN
1957,1.202006853873172e-05,1.6344819186997483e-07
1958,1.2178396730178065e-05,1.6379041767322633e-07
1959,1.144552912535346e-05,1.3873838611289102e-07
1960,1.12657321125198e-05,1.7717333378186595e-07
1961,1.199738642299053e-05,1.799573254857023e-07
1962,1.1731351079902197e-05,1.6742764330501814e-07
1963,1.2621735876905404e-05,1.6682417935953708e-07
1964,1.2107096566182918e-05,1.4905722878211236e-07
1965,1.113451425283074e-05,1.6963333848707407e-07
1966,1.1951107566687824e-05,1.706034993276262e-07
1967,1.2112848139622656e-05,1.7009658392908023e-07
1968,1.1193955401722633e-05,1.5854698176553939e-07
1969,1.2181448965975505e-05,1.6849921280481794e-07
1970,1.1858732534619776e-05,1.5957576238179172e-07
1971,1.1779776514231344e-05,1.8857919314996252e-07
1972,1.1121132260427657e-05,1.2774066249221505e-07
1973,1.302163599348205e-05,1.8414100111385778e-07
1974,1.202128431998517e-05,1.4570230177923804e-07
1975,1.197583124223911e-05,1.1194501325917372e-07
1976,1.2197808473501937e-05,1.0112942305795514e-07
1977,1.330797223886293e-05,1.569100760434594e-07
1978,1.1307915684710679e-05,1.5148508225593105e-07
1979,1.2330693010653704e-05,1.2347663869149983e-07
1980,1.1343581405753866e-05,1.4099173029080703e-07
1981,1.1329692057415741e-05,1.3473420779064327e-07
1982,1.2385828924266207e-05,1.806383096436548e-07
1983,1.1197686518471528e-05,1.458838028156606e-07
1984,1.1788224739461839e-05,1.4265560821513645e-07
1985,1.2007053783236188e-05,1.365531687724797e-07
1986,1.1037047073614303e-05,1.5525716889897012e-07
1987,1.193320315451274e-05,1.405487921601889e-07
1988,1.1320294731831382e-05,1.4271797965648148e-07
1989,1.021778618337521e-05,1.3610542737296782e-07
1990,1.128688012386192e-05,1.1115248099713426e-07
1991,1.1207707771632158e-05,1.4008901416673325e-07
1992,1.0600581731523562e-05,1.465645169673735e-07
1993,1.0196573356324734e-05,1.2795568693491077e-07
1994,1.0445936752034868e-05,1.7143511854555982e-07
1995,1.04306267019183e-05,9.814635859584087e-08
1996,9.974224809639054e-06,1.3078326333015866e-07
1997,1.0570824201749929e-05,1.2706470897683175e-07
1998,1.0249570138398667e-05,1.430438771876652e-07
1999,9.188846185281818e-06,1.1654012865847108e-07
2000,9.242522168051437e-06,1.1442701719488468e-07
2001,9.386308008174638e-06,1.1610211458901176e-07
2002,8.724764299472554e-06,1.253029324743693e-07
2003,1.0066451999080073e-05,1.1875730621113689e-07
2004,8.588902609574234e-06,1.1100073749048534e-07
2005,9.093971073070861e-06,1.0448699327980648e-07
2006,9.61403758381607e-06,1.194188143927022e-07
2007,8.219840257339683e-06,1.1943492950194923e-07
2008,9.740596006224678e-06,1.1111917785910919e-07
2009,9.427669930062166e-06,1.2921802294840745e-07
2010,8.433387488793187e-06,1.3132144260907808e-07
2011,8.046019292606843e-06,1.4837010553492291e-07
2012,7.813440756621048e-06,1.6817008940961387e-07
2013,6.205802995040699e-06,1.2969431395504216e-07
2014,4.880263917428351e-06,1.409704850630078e-07
2015,4.7656369064341675e-06,1.3676270782525535e-07
2016,4.501021731329047e-06,1.3380856955791387e-07
2017,4.617656377270407e-06,1.7508655503206683e-07
2018,5.414368375866729e-06,1.2494298573528795e-07
2019,4.471881438483649e-06,1.4591650199236028e-07
