year,ses_DET oies_NOUN,ses_DET bois_NOUN
1879,7.94212251520321e-09,6.958521412414598e-07
1880,1.3477476912271413e-08,6.225310995588984e-07
1881,2.6495528548942104e-08,5.438555756853702e-07
1882,1.5972924316542958e-08,6.994809522709033e-07
1883,1.7062215640351042e-08,7.772787142812376e-07
1884,1.8484752395409032e-08,6.872366720145351e-07
1885,1.933690724209569e-08,6.09112559502023e-07
1886,3.033128009866104e-08,6.517998620836352e-07
1887,1.828098916689669e-08,5.660577766519737e-07
1888,2.9800888867725916e-08,6.055287204986826e-07
1889,1.50363277384713e-08,5.908024127698752e-07
1890,2.3595790488162294e-08,5.151748032616865e-07
1891,1.5298128430707436e-08,5.953521586832267e-07
1892,2.570090096298827e-08,5.892401597762387e-07
1893,1.539604177480669e-08,5.511782892320127e-07
1894,1.5753848003896564e-08,5.406720573475354e-07
1895,1.865770427045277e-08,6.277414854594099e-07
1896,1.1794058174530164e-08,5.790882529055352e-07
1897,1.5149455578900017e-08,5.739313069241803e-07
1898,1.4711722506888236e-08,6.30340736940127e-07
1899,3.8693048765026106e-08,5.682350678881676e-07
1900,2.855079306307573e-08,5.41945947674094e-07
1901,7.824234593556412e-09,6.276153943218787e-07
1902,2.160524809058373e-08,4.055894402554827e-07
1903,1.7820727560291516e-08,5.708032908557925e-07
1904,2.0961038238453966e-08,5.476742863663731e-07
1905,7.225062881310862e-09,6.662540172897025e-07
1906,3.806696469155213e-08,5.231635871183471e-07
1907,4.525702124169584e-08,5.929698554396623e-07
1908,2.1610112144188065e-08,6.468299620365769e-07
1909,2.2003934396774838e-08,5.286445130536777e-07
1910,2.672075316567657e-08,5.728929259873894e-07
1911,3.724261865567513e-08,6.059905981459224e-07
1912,1.8753916364300238e-08,5.803295337614145e-07
1913,2.227255713194154e-08,5.493897248243229e-07
1914,3.281404303834279e-08,5.94001142495415e-07
1915,7.068456930880984e-09,5.831476874718078e-07
1916,2.966614687238689e-08,5.625580397072838e-07
1917,1.315970976634162e-08,5.252917070208696e-07
1918,1.9526840588923733e-08,6.616152639082884e-07
1919,1.012863304339362e-08,6.767768461202195e-07
1920,1.2872793941909322e-08,5.913913012633998e-07
1921,1.7417319808643583e-08,5.5281054844869e-07
1922,2.7298360905092522e-08,5.858080847076508e-07
1923,2.7601466001669905e-08,5.286742048582482e-07
1924,2.7072411756812187e-08,6.497378937098119e-07
1925,1.8696901804560184e-08,6.422936049688133e-07
1926,1.7833821197577038e-08,5.974329972957548e-07
1927,7.246995892273844e-08,6.120924229691127e-07
1928,2.5137291359556002e-08,6.695660275113369e-07
1929,2.2280811862174232e-08,6.472576226101978e-07
1930,1.3654685049324655e-08,5.661442052939947e-07
1931,2.167017854048936e-08,5.428950018426804e-07
1932,7.6716757391182e-09,5.15098235176481e-07
1933,1.8353059516584835e-08,4.1638504733043646e-07
1934,1.9170528275935794e-08,5.068208288605547e-07
1935,2.752705263731059e-08,4.906996355913407e-07
1936,2.9099314957647948e-08,5.068130928265191e-07
1937,2.5182236740306507e-08,3.827700036929116e-07
1938,1.1668692678767911e-08,4.952711840644497e-07
1939,2.141167065872196e-08,5.031742453809329e-07
1940,2.028626333583361e-08,4.488335791918985e-07
1941,1.1806010391524069e-08,4.574828986747548e-07
1942,6.068423541449874e-09,5.279528449975146e-07
1943,3.4838823381733164e-08,5.167758847512971e-07
1944,6.4263723231761105e-09,5.751603495696145e-07
1945,1.5249527862692958e-08,3.9430921949801245e-07
1946,2.3665877257883494e-08,3.7726192836373684e-07
1947,3.457052732969146e-08,4.434564111477357e-07
1948,1.522064252412747e-08,4.577064753874538e-07
1949,2.1597417965146803e-08,3.661744232275055e-07
1950,2.4461330738745346e-08,4.3498627944060786e-07
1951,1.9190522948520083e-08,4.786969469705582e-07
1952,2.5307528517259925e-08,4.3444590858143783e-07
1953,2.693456835345387e-08,4.0617329588599205e-07
1954,1.3681550115052232e-08,4.319460833457356e-07
1955,1.220129064449793e-08,4.073353760958298e-07
1956,1.2209597999301991e-08,3.75881199943251e-07
1957,3.180613461495341e-08,3.3131392029872586e-07
1958,2.1507833736222892e-08,4.574550693803303e-07
1959,1.5501495198577686e-08,4.10789646743126e-07
1960,2.4914999841030294e-08,3.571150037906534e-07
1961,1.876002997391879e-08,4.078569570964419e-07
1962,1.2683912586908264e-08,3.843225608868295e-07
1963,1.6165133231993423e-08,3.575727420823682e-07
1964,1.946869854219102e-08,3.759892370780449e-07
1965,2.0246559984116175e-08,3.874206671028446e-07
1966,5.095948907296588e-08,3.4231480983137885e-07
1967,1.972134178185314e-08,4.07245710043469e-07
1968,1.886394726535734e-08,3.332630607033593e-07
1969,4.587175481129968e-08,3.5879885906808795e-07
1970,1.7935028046034418e-08,2.92938785673158e-07
1971,3.596878228595557e-08,2.8620872916107487e-07
1972,2.0007572487656944e-08,2.9344440122258675e-07
1973,2.5360738176161135e-08,3.307922229467408e-07
1974,1.0688586016271984e-08,2.73402781303389e-07
1975,1.4278700888326057e-08,3.249832118967788e-07
1976,1.3712464053128315e-08,2.75391999871033e-07
1977,1.116588582705802e-08,2.9560213299362204e-07
1978,2.1386128423728223e-08,3.540592379280838e-07
1979,2.8089471748593553e-08,3.4585163533051855e-07
1980,2.6720207435548815e-08,3.422460608248912e-07
1981,1.4548763582755697e-08,2.4985921509568243e-07
1982,3.2279010242497463e-08,2.6630183658227224e-07
1983,2.273513821648976e-08,2.3935048254486446e-07
1984,2.7835240168361253e-08,2.777724947833349e-07
1985,1.9851341903631692e-08,2.7551254522251156e-07
1986,1.498621315931814e-08,2.577628643862795e-07
1987,1.2221633483022742e-08,2.493213138166084e-07
1988,1.5591039570495013e-08,2.8003907370788284e-07
1989,1.8659615408367358e-08,2.689179807724429e-07
1990,1.471135746555774e-08,3.051244474860937e-07
1991,1.4653663171770859e-08,2.8369492444113575e-07
1992,2.5345743781546304e-08,3.085568796024063e-07
1993,1.0524494165053966e-08,2.5591139252156836e-07
1994,2.479215582829042e-08,2.8273606655915273e-07
1995,2.1689803730851054e-08,2.40214568680841e-07
1996,2.028475121207407e-08,2.3754510114493144e-07
1997,1.1507746866534774e-08,2.3782675917516372e-07
1998,1.6211639697338853e-08,2.303006398918228e-07
1999,1.7366764665238676e-08,2.243968779680472e-07
2000,1.1928684817696933e-08,2.3371386337345257e-07
2001,1.401987734239718e-08,2.1862246857295986e-07
2002,1.9715496790695397e-08,2.471008953008891e-07
2003,1.5417615628621206e-08,1.8417798752778936e-07
2004,1.673820673731008e-08,2.1275141115495444e-07
2005,2.7022498017004182e-08,2.513092338674028e-07
2006,1.4412614379732958e-08,2.4624983074872375e-07
2007,1.477957436990529e-08,2.432638050997582e-07
2008,1.830699147831183e-08,2.1755517209953723e-07
2009,2.0026408975581944e-08,2.9944249391178346e-07
2010,2.8815136610127468e-08,2.2910395802711037e-07
2011,2.7532598423363197e-08,2.4970537815249827e-07
2012,4.765953676155732e-08,2.556593834412979e-07
2013,4.0442312609911824e-08,2.6608253023141515e-07
2014,5.543539623176219e-08,2.8518912742470093e-07
2015,4.189327339199078e-08,3.014542526713626e-07
2016,4.0391132216655024e-08,3.5150640176340175e-07
2017,2.3646747338013085e-08,2.50554892389232e-07
2018,5.3436360447634e-08,2.821543025888218e-07
2019,3.4693431849586176e-08,3.1377150655487185e-07
