year,vos_DET ailes_NOUN,vos_DET belles_ADJ
1869,4.0093693209897197e-07,2.1194473287522442e-07
1870,3.016109531017719e-07,1.6112676703983198e-07
1871,1.4232378164891202e-07,1.4975859752297538e-07
1872,1.995621921047075e-07,1.6630183008459198e-07
1873,2.460247698898854e-07,1.5324171576125423e-07
1874,1.0933534611012874e-07,2.2882752315211974e-07
1875,1.0985331755364314e-07,1.7507873462108137e-07
1876,2.0616910623161289e-07,2.0012309231987047e-07
1877,2.393523789168128e-07,2.2265337129567797e-07
1878,2.2284237610747937e-07,1.4856157948273108e-07
1879,1.2279744032728246e-07,1.5090033400610992e-07
1880,3.940557640191855e-07,2.8944486540893877e-07
1881,6.324064436569188e-07,2.496157680553779e-07
1882,4.5056958697387017e-07,2.529046279065028e-07
1883,8.720687816321515e-08,1.7567762411463406e-07
1884,1.0562715502260289e-07,1.247720753383419e-07
1885,9.02388994639125e-08,1.1859969584193664e-07
1886,1.2003442506625106e-07,1.600458983119779e-07
1887,8.357023251193141e-08,1.0380990067559992e-07
1888,9.447516102767395e-08,1.2110574143520125e-07
1889,7.956723524493725e-08,1.1715805869894069e-07
1890,1.0355930823990889e-07,1.3108773000425344e-07
1891,8.923908190183738e-08,1.2493471324148686e-07
1892,7.459529505204898e-08,1.1722118009593885e-07
1893,6.712674172071331e-08,9.545545531786104e-08
1894,7.183755035278239e-08,9.326277794485804e-08
1895,1.0051085963524997e-07,1.1194622739907345e-07
1896,4.953504206817172e-08,9.081424834356255e-08
1897,8.390467787222633e-08,9.963680103197703e-08
1898,6.903192684148962e-08,1.2674714788829533e-07
1899,7.683333613783816e-08,1.0502398595235718e-07
1900,6.073531833017398e-08,1.219897454163288e-07
1901,6.25938768594736e-08,1.4307171358751702e-07
1902,7.512734345738181e-08,1.0753521362261154e-07
1903,7.236295429535744e-08,1.2636514767905282e-07
1904,4.568431499762937e-08,9.459340155615337e-08
1905,6.967024823723023e-08,1.197296122246172e-07
1906,6.533114288442832e-08,1.003115990272363e-07
1907,8.228549108757477e-08,1.3525678710379907e-07
1908,6.237463856528791e-08,1.2818725680929788e-07
1909,9.84676038484622e-08,1.6557960780261283e-07
1910,8.336874945946704e-08,1.2344987698753584e-07
1911,8.672210205507014e-08,1.2556082573667027e-07
1912,8.751827529351885e-08,1.0314653975385113e-07
1913,7.052976247479137e-08,1.0499919433915039e-07
1914,6.161004262317249e-08,8.973636322906486e-08
1915,4.005459064426731e-08,8.246533322875393e-08
1916,4.175235646108888e-08,8.13072174032925e-08
1917,6.250861661616369e-08,1.3488701799957425e-07
1918,6.547234754350484e-08,1.0797193539247019e-07
1919,5.800944397060803e-08,8.194984779663628e-08
1920,6.209229796994009e-08,9.768179198843541e-08
1921,8.784387223181866e-08,1.2040668867507875e-07
1922,9.074860835012188e-08,1.1583358805467014e-07
1923,7.218844810807923e-08,1.0085150670136045e-07
1924,7.6060582721027e-08,1.6243447475972062e-07
1925,9.898359953908198e-08,1.3307795532213618e-07
1926,9.028371938946123e-08,1.393267297089551e-07
1927,9.14236450988426e-08,1.6277868142289265e-07
1928,5.8272810354864646e-08,1.5082374948960364e-07
1929,6.684243802901335e-08,1.214304268248867e-07
1930,5.7769820926978355e-08,1.1869071814274434e-07
1931,5.246464152008912e-08,1.1519410580973499e-07
1932,6.685317210930464e-08,9.206010398443709e-08
1933,6.652984296806608e-08,1.0667715755197094e-07
1934,5.391711077606942e-08,1.0543790551764687e-07
1935,8.497481385205674e-08,1.4002892090303476e-07
1936,6.547346176333235e-08,1.2124714432459882e-07
1937,7.554671010989722e-08,8.184226962804075e-08
1938,6.35295513973233e-08,9.205301942927235e-08
1939,3.976453033516236e-08,7.341144225847529e-08
1940,5.578722350740861e-08,1.1918179665393325e-07
1941,8.264207629338216e-08,1.0920559478933001e-07
1942,8.192371581117186e-08,1.5171058498353318e-07
1943,6.967764720755554e-08,1.1903264152124393e-07
1944,7.711646965447017e-08,1.1246151743193877e-07
1945,9.585417615198821e-08,9.585417615198821e-08
1946,1.2111360447875086e-07,8.213451696548191e-08
1947,9.059861660887236e-08,1.3470583848373963e-07
1948,8.480072466454658e-08,8.914948157467961e-08
1949,6.184715317658629e-08,7.657266420935116e-08
1950,9.35911788069177e-08,1.244337313188737e-07
1951,6.823296816449442e-08,1.236722653175093e-07
1952,7.065018614582641e-08,1.3391901187986832e-07
1953,3.016671712430252e-08,1.1527994958626664e-07
1954,9.088458807759991e-08,8.990733446623267e-08
1955,7.226917908553787e-08,1.1544297739973786e-07
1956,1.0639793024402877e-07,8.02345032635543e-08
1957,7.244730826361234e-08,8.8350378124602e-08
1958,1.0423026641781519e-07,1.265653239990172e-07
1959,1.4881435161928636e-07,9.068375028675746e-08
1960,1.4118500035742443e-07,8.997083567052755e-08
1961,8.754680641542834e-08,8.337791390644611e-08
1962,7.737186535905494e-08,1.122526314123462e-07
1963,1.0281024653835402e-07,8.147226981947142e-08
1964,2.938556684650706e-07,1.703511101069921e-07
1965,5.8003660541317004e-08,9.083591950842518e-08
1966,5.095948685251983e-08,8.69634759759208e-08
1967,7.34620011488829e-08,1.0403007744130832e-07
1968,9.611629825378998e-08,1.3788647112988883e-07
1969,6.81263638835361e-08,8.583922328497806e-08
1970,9.933245692650416e-08,8.41566696330176e-08
1971,7.193756390577732e-08,8.786659666526475e-08
1972,6.925698414761428e-08,9.182962940057493e-08
1973,6.726108936483399e-08,9.537842426965426e-08
1974,3.094064493502913e-08,5.906850431003363e-08
1975,5.6543653315088704e-08,7.139350444163028e-08
1976,4.57082156568589e-08,5.7135268904939807e-08
1977,3.9962115061520365e-08,6.053085233048705e-08
1978,3.62376069151793e-08,9.148510415890598e-08
1979,4.447499868387439e-08,1.0299472996688763e-07
1980,6.2536655076606e-08,5.969408101158535e-08
1981,6.452060852257802e-08,5.566483590735416e-08
1982,3.662426328876478e-08,5.772976996443191e-08
1983,4.925946583966834e-08,7.136307322852531e-08
1984,2.9574942717047747e-08,6.72684974389881e-08
1985,4.3913574554466095e-08,5.23353552717154e-08
1986,5.3350920126149504e-08,6.533988827772674e-08
1987,4.3386798154188e-08,5.8663840729611394e-08
1988,5.1570363757136306e-08,7.49569222247004e-08
1989,5.4332410237556417e-08,6.09181562971628e-08
1990,2.342919880327088e-08,5.5576239721411014e-08
1991,3.3996499837485317e-08,6.154538567670897e-08
1992,3.14066819218084e-08,5.399745461875938e-08
1993,3.87744514829258e-08,6.259304419220513e-08
1994,3.6924486579437144e-08,5.855168416779577e-08
1995,4.663307551222573e-08,6.561165272200853e-08
1996,4.270473685785703e-08,5.604996977659482e-08
1997,4.1715582321799616e-08,3.2605283029063514e-08
1998,3.433052919721291e-08,6.293930254752667e-08
1999,3.564756925755752e-08,6.352579329238495e-08
2000,3.7553269272017076e-08,5.301637906462986e-08
2001,3.066848161537017e-08,5.651763357317208e-08
2002,3.592601716118082e-08,5.082216958385288e-08
2003,1.500092211559334e-08,6.917092187919138e-08
2004,3.523832906027202e-08,6.210755892910313e-08
2005,2.6121748541996226e-08,5.6747243348809207e-08
2006,2.84134404893166e-08,5.600330399424536e-08
2007,4.034424422316718e-08,5.632216182327454e-08
2008,3.7039724620768766e-08,6.215861736436068e-08
2009,3.480780486064816e-08,7.86751785941675e-08
2010,3.259417180601076e-08,7.74702071382194e-08
2011,4.091650029902638e-08,8.030340903353306e-08
2012,7.14893061415367e-08,1.0723396126621765e-07
2013,9.092547825773067e-08,1.0124523841525956e-07
2014,7.535749069198516e-08,1.0718953435961964e-07
2015,9.730766237225907e-08,1.22354961273885e-07
2016,1.2303759788778734e-07,1.3505136653435557e-07
2017,5.1066911255226444e-08,1.0641036185532471e-07
2018,8.415581631560087e-08,1.107449238979541e-07
2019,1.0127421434802386e-07,1.0408030171049631e-07
