year,moins_ADV avare_ADJ,moins_ADV bavard_ADJ
1800,4.087413785214267e-08,6.288328968651058e-09
1801,9.048493865293494e-08,7.143547975374531e-09
1802,5.370816325012129e-08,1.7902721083373763e-08
1803,6.631153581793114e-08,3.900678446910888e-09
1804,4.69651695311768e-08,1.9774807569206132e-08
1805,3.1271653710973624e-08,0.0
1806,4.3225035994964855e-08,0.0
1807,4.27043254092041e-08,0.0
1808,7.478044494746428e-08,0.0
1809,7.680704072754452e-08,2.259030518203531e-09
1810,8.190443878675069e-08,0.0
1811,1.0279014617253779e-07,0.0
1812,6.668020802180763e-08,4.267533171287141e-08
1813,2.300593315851529e-08,0.0
1814,9.44003133440674e-08,3.1466771410748606e-09
1815,5.1247248222807684e-08,0.0
1816,3.476405652236281e-08,0.0
1817,7.472992535895173e-08,1.0898113522728181e-08
1818,8.106400883889364e-08,3.5763532135746345e-09
1819,1.563008567018187e-07,2.070210003424222e-09
1820,7.001224133773576e-08,0.0
1821,1.0255947557880063e-07,1.4792232327920374e-08
1822,5.714601059025881e-08,0.0
1823,5.731958552246397e-08,3.9530747564242574e-09
1824,6.989523626543814e-08,8.421112696055388e-10
1825,7.308517524506897e-08,1.7610886082763955e-09
1826,4.668231667892542e-08,3.5231937367541377e-09
1827,7.28164568641887e-08,1.1060727445055818e-08
1828,6.145441489024961e-08,9.172301140836225e-09
1829,5.915491385621863e-08,1.2002446148073886e-08
1830,5.9489963177838945e-08,1.6698937344017395e-08
1831,7.0160428133903e-08,1.5591206548037917e-08
1832,7.847381899850348e-08,1.2176972319366541e-08
1833,8.456048750105083e-08,4.6334514003376626e-09
1834,5.787409307345115e-08,8.401078055442213e-09
1835,4.9160071569076536e-08,1.5126175867408165e-09
1836,6.250297523990866e-08,1.3441500135158435e-09
1837,5.357576071673975e-08,5.566312633042969e-09
1838,5.9334322344284374e-08,9.468243078458727e-09
1839,5.5232654005976656e-08,2.09744255297295e-09
1840,6.815566844231569e-08,5.095750932326837e-09
1841,6.54895955243262e-08,6.420548537278137e-09
1842,5.366611999235715e-08,6.708265054555795e-09
1843,4.193906921745594e-08,1.7720733769266417e-09
1844,5.1592476069117765e-08,3.841992946007622e-09
1845,4.631589334280761e-08,6.138250796539069e-09
1846,4.507965956079829e-08,2.9272506640865004e-09
1847,4.0449176452739266e-08,5.393223645455691e-10
1848,7.079794833719788e-08,0.0
1849,4.608678239037545e-08,1.6758829879393033e-09
1850,4.073397441572979e-08,4.073397619208663e-09
1851,4.514607199190834e-08,0.0
1852,4.3620652867559784e-08,1.3021090872200602e-09
1853,3.881755716861335e-08,3.5831591027601917e-09
1854,5.975014227832531e-08,3.117398783558656e-09
1855,6.368324179106821e-08,1.1675261646360013e-08
1856,4.9701017523773316e-08,5.177189343896771e-09
1857,8.298565129516433e-08,1.4644527812635033e-09
1858,5.921348078530286e-08,5.3830437884982985e-09
1859,5.3467818617036755e-08,2.036869339860914e-08
1860,3.4328881071132855e-08,1.0527522853465143e-08
1861,6.177912581506462e-08,4.715963619617014e-09
1862,5.0601446588416366e-08,3.162590411776023e-09
1863,4.744889636754124e-08,3.995696662428827e-09
1864,5.753673659736336e-08,1.0548401263577034e-08
1865,4.377365159236035e-08,9.41368871743009e-10
1866,5.2548617901493344e-08,2.432806400776144e-09
1867,5.241036404868282e-08,1.94112459439566e-09
1868,4.00129813726835e-08,3.457911734727759e-09
1869,5.7137174103161215e-08,1.4650557433881772e-09
1870,4.3578772590535664e-08,5.734048791339319e-10
1871,3.9298356568906456e-08,8.496941816815706e-09
1872,4.9588180672799353e-08,1.0280476914203973e-08
1873,3.4718826924518e-08,1.7958012854535355e-09
1874,4.9589254647042225e-08,3.5847653734322193e-09
1875,5.607096653648114e-08,8.58229043387837e-09
1876,4.7158914107114924e-08,1.813804439976252e-09
1877,6.184816214727107e-08,4.9478527941460015e-09
1878,3.442280638310535e-08,6.039088784604019e-09
1879,5.742765907257308e-08,8.55305515301552e-09
1880,7.31634486328403e-08,1.3477476912271413e-08
1881,4.9504802035471585e-08,4.183504653809678e-09
1882,3.926677294430192e-08,8.652000893505374e-09
1883,4.3603439081607576e-08,6.319338829996468e-09
1884,2.8387296957532726e-08,1.8484751507230612e-08
1885,3.287274097374393e-08,1.933690718658454e-08
1886,2.452316216761119e-08,5.162771099520569e-09
1887,3.1991731930247624e-08,3.264462256069578e-09
1888,2.6630582183884144e-08,8.876860135842435e-09
1889,2.318100555953606e-08,5.012109394186837e-09
1890,2.752842276354528e-08,1.9663159989136147e-09
1891,2.7409146396983886e-08,1.2748440081367107e-09
1892,2.193979398157353e-08,3.1342561879199593e-09
1893,2.7097032173628577e-08,6.15841644346915e-09
1894,2.3945848415252158e-08,3.780923574225881e-09
1895,3.1296795821589285e-08,7.22233739480771e-09
1896,4.009979548413867e-08,2.948514543632541e-09
1897,2.3889525024856084e-08,5.826713445067355e-09
1898,3.3384292663640736e-08,9.05336783318944e-09
1899,2.3768587098516036e-08,3.8693048765026106e-09
1900,2.6474371139784125e-08,5.19105292084987e-09
1901,3.7444550571308355e-08,6.147612641171918e-09
1902,2.995273007400101e-08,7.365425602756659e-09
1903,3.888158772724637e-08,4.320176216765503e-09
1904,3.6009989656804464e-08,7.524475265086039e-09
1905,4.8511136441220515e-08,3.096455536422127e-09
1906,2.623534101076075e-08,4.629765903985117e-09
1907,1.2857108266928208e-08,1.7999951751335175e-08
1908,1.8663278922304016e-08,1.5225305904920106e-08
1909,3.190570296851547e-08,5.5009836685826485e-09
1910,3.954671423667122e-08,6.947395991829808e-09
1911,2.500575924102577e-08,4.788336727123976e-09
1912,3.021464267671803e-08,4.688478938419394e-09
1913,2.863614373405099e-08,3.71209285532359e-09
1914,2.343860272535636e-08,2.209925398233281e-08
1915,1.6493066912204313e-08,5.890381071793627e-09
1916,1.3184954461564757e-08,1.648119329900055e-08
1917,3.838248618937001e-08,5.483212106582869e-09
1918,1.6080926812378493e-08,1.378365155346728e-08
1919,1.3811772170413406e-08,1.0128633542993981e-08
1920,1.8930579770426448e-08,5.300562211374427e-09
1921,2.499006690470651e-08,3.0290989716519334e-09
1922,3.467629738906908e-08,5.902348387820666e-09
1923,1.9108706617032567e-08,8.492758496458919e-09
1924,2.062659898438568e-08,1.2891624656674594e-08
1925,3.519416935660047e-08,1.0998178368026856e-08
1926,2.7865345586519652e-08,1.3375366592072169e-08
1927,2.564321655018631e-08,1.3379070296082318e-08
1928,2.8565102283550914e-08,1.2568645679778001e-08
1929,2.33948540540041e-08,2.4508894469477127e-08
1930,1.2604324695075775e-08,7.352522590764465e-09
1931,2.8513390759599133e-08,1.710803587684495e-08
1932,3.287861005674131e-08,1.534335103414719e-08
1933,2.064719240024715e-08,1.605892663292252e-08
1934,3.9539216345474415e-08,1.1981580172459871e-08
1935,2.752705441366743e-08,1.196828414151696e-08
1936,2.3036957230715416e-08,4.849885826274658e-09
1937,3.021868266728234e-08,2.5182236296217297e-09
1938,2.5930429359277696e-08,3.8895642262559704e-09
1939,1.070583532936098e-08,9.176430282309411e-09
1940,2.2822046474857416e-08,1.0143131667916805e-08
1941,2.6563522936839945e-08,8.854508237732261e-09
1942,3.3376331032286544e-08,1.8205270180260413e-08
1943,2.322588166236983e-08,5.806470415592457e-09
1944,9.639558484764166e-09,2.2492303131116387e-08
1945,2.3963544037997053e-08,1.9606536838523425e-08
1946,2.645009899993056e-08,9.744772988540262e-09
1947,2.7418003867296648e-08,1.7881307101674793e-08
1948,2.2830965118458835e-08,1.3046265401328583e-08
1949,2.3560819073509265e-08,1.2762110479513922e-08
1950,2.4461330738745346e-08,1.1698897850465073e-08
1951,2.2388944032059044e-08,9.595261585282344e-09
1952,1.7926167217297007e-08,1.4762725264461096e-08
1953,2.8011951869189033e-08,1.8315507332999914e-08
1954,2.14995790059902e-08,1.9545072893478732e-08
1955,2.9095383879962355e-08,1.9709776921672528e-08
1956,2.0058626093444332e-08,2.0058625871399727e-08
1957,2.738861626383482e-08,7.951533653738352e-09
1958,1.7371711014124713e-08,1.5717262880077243e-08
1959,2.9452841943111707e-08,1.1626121398933265e-08
1960,3.0451666077624395e-08,2.07624992754063e-08
1961,2.501337270643944e-08,2.5708188633455364e-08
1962,2.4099433559854333e-08,1.5220695814832652e-08
1963,2.5217607557692645e-08,1.4225317590543796e-08
1964,1.8860301764789256e-08,1.2167936880302932e-08
1965,2.2435377999840966e-08,1.094408652591028e-08
1966,1.1632057428379028e-08,1.1632056873267516e-08
1967,2.4651677033027397e-08,1.7256174156266013e-08
1968,2.784677910483424e-08,2.4253646202510026e-08
1969,2.4525492747784483e-08,1.544197658631674e-08
1970,2.207388050123882e-08,2.207388016817191e-08
1971,2.6719666479380066e-08,1.284599360218408e-08
1972,2.3598675014113724e-08,1.0260293947794707e-08
1973,1.9847533394568018e-08,1.653961156922179e-08
1974,1.4626486688484874e-08,1.5751600079827455e-08
1975,1.9990181510110006e-08,2.1132477101559743e-08
1976,1.4855169483407593e-08,1.6569227545559784e-08
1977,1.5867311020656416e-08,1.1165885660524566e-08
1978,2.257424691620713e-08,1.0693064211864112e-08
1979,1.9896710057309974e-08,1.580032815695631e-08
1980,1.989802811408481e-08,1.5349906234973787e-08
1981,1.644642821929665e-08,8.223214220670627e-09
1982,1.4898005495922462e-08,1.9243256987877544e-08
1983,1.9577480414589843e-08,2.3998200759933752e-08
1984,2.2036231728250755e-08,2.5515638157891374e-08
1985,1.5640450379272863e-08,2.0452897375733414e-08
1986,1.4386765556650971e-08,1.7983456501724504e-08
1987,2.0165694891716157e-08,1.588812459374367e-08
1988,1.9188972133488136e-08,1.798966131616453e-08
1989,2.030605195102453e-08,2.2501301488730974e-08
1990,1.3076762783725826e-08,1.3076762783725826e-08
1991,1.6998249918742658e-08,1.9928981409567115e-08
1992,1.3774860863069449e-08,1.652983222522053e-08
1993,1.5509781292610825e-08,1.7171542965321862e-08
1994,1.4769794220992338e-08,1.4769794165481187e-08
1995,2.3316537756112865e-08,1.8978578431028126e-08
1996,1.7081895009596337e-08,1.5480466686312866e-08
1997,1.3905194329311144e-08,1.5343662340683295e-08
1998,2.193339376788117e-08,2.527108478034279e-08
1999,1.416762351880152e-08,2.2393986137680955e-08
2000,2.0764748254187282e-08,1.899753454548403e-08
2001,1.445799924226776e-08,1.0953029233595757e-08
2002,1.4458030939135114e-08,1.4458030661579357e-08
2003,1.4584230545455767e-08,1.7917768602160322e-08
2004,1.761916479381398e-08,1.717868639006248e-08
2005,1.3961623857028371e-08,2.1167623320828e-08
2006,1.8942293067425453e-08,2.058944942318064e-08
2007,1.5578469902965963e-08,2.1969636776475454e-08
2008,1.958422224390688e-08,2.9802078221896622e-08
2009,1.5258216023994464e-08,2.765551587735615e-08
2010,1.936755095188758e-08,3.7317963830219014e-08
2011,1.3383901958929911e-08,1.911985947344874e-08
2012,1.3617010630184723e-08,4.085103377793331e-08
2013,1.2272150518022329e-08,3.5421887256692486e-08
2014,1.8189739492413537e-08,4.677361592486662e-08
2015,2.0392493582654936e-08,3.723846511705098e-08
2016,2.7548822167933196e-08,4.0183998489817796e-08
2017,1.1068689659277098e-08,3.7985731893286356e-08
2018,1.4198066999870917e-08,4.207790554877633e-08
2019,9.18355586021491e-09,3.775461993038576e-08
