year,soyez_VERB au_ADP,soyez_VERB beau_ADV
1800,3.772997381190635e-08,3.144164484325529e-09
1801,3.5717739876872656e-08,0.0
1802,6.713520406265161e-08,0.0
1803,4.095712213825209e-08,0.0
1804,6.673997532402609e-08,0.0
1805,1.1371510644231364e-07,5.685755422035754e-09
1806,7.20417272503937e-08,0.0
1807,3.131650538890085e-08,0.0
1808,1.11037628869326e-07,2.2660739951163578e-09
1809,3.162642769893864e-08,1.355418288717658e-08
1810,1.3572734580691304e-07,4.680253518074551e-09
1811,6.518399242594342e-08,0.0
1812,8.001624607345548e-08,0.0
1813,6.326631751818468e-08,0.0
1814,9.125363575890333e-08,6.293354282149721e-09
1815,2.4275012222574333e-08,0.0
1816,4.6352077731626196e-08,0.0
1817,6.538868224659211e-08,1.556873407970727e-09
1818,3.5763532135746345e-08,3.5763532135746345e-09
1819,7.452756101145042e-08,0.0
1820,1.6850403383728008e-07,7.119888678630559e-09
1821,9.960103497519412e-08,0.0
1822,8.020492714422289e-08,4.010246357211145e-09
1823,7.510841903979326e-08,3.95307486744656e-09
1824,1.002112401948807e-07,8.421112696055388e-10
1825,1.1447075998205491e-07,1.7610886082763955e-09
1826,7.839106164198029e-08,6.165588817275136e-09
1827,7.189473105739808e-08,9.217273055917019e-10
1828,7.33784091266898e-08,2.7516904310687096e-09
1829,5.572564543143699e-08,0.0
1830,5.218417786778673e-08,6.262101504006523e-09
1831,1.4032085715598441e-08,0.0
1832,5.547287429408243e-08,0.0
1833,8.34021243178995e-08,3.475088550253247e-09
1834,6.534171870242744e-08,0.0
1835,9.529490796467144e-08,1.5126175867408165e-09
1836,7.59444755971117e-08,6.720750067579218e-10
1837,9.74104708006962e-08,6.957890930081589e-10
1838,6.627769888467583e-08,1.8936485712828244e-09
1839,8.180026256354722e-08,3.4957374772659477e-09
1840,6.114901207610046e-08,5.095750932326837e-09
1841,5.200644537239896e-08,0.0
1842,6.171603850191332e-08,2.683306021822318e-09
1843,6.792947626621526e-08,0.0
1844,8.123070327492599e-08,6.586273748609983e-09
1845,4.240973372482415e-08,5.580227946389016e-10
1846,5.971591399145382e-08,5.854501328173001e-10
1847,2.7505439703645607e-08,1.6179670936367074e-09
1848,3.218088640011274e-08,0.0
1849,3.854530916669319e-08,0.0
1850,4.3449574604892405e-08,0.0
1851,4.7725847496238316e-08,6.449438760824933e-10
1852,4.166749167922035e-08,0.0
1853,5.4344578614973216e-08,2.9859659189668264e-09
1854,6.39066728425064e-08,5.195664565249558e-09
1855,7.748128183493463e-08,9.552486801567284e-09
1856,7.196293161371159e-08,2.070875637638636e-09
1857,4.4421733846888856e-08,1.2203773103180993e-08
1858,5.921348078530286e-08,2.9362056674919756e-09
1859,6.314295131204517e-08,0.0
1860,4.8060430302143686e-08,6.865775836750743e-09
1861,7.498382093018563e-08,4.715963730639317e-10
1862,6.234821103845434e-08,2.710791757731812e-09
1863,6.792684192902243e-08,2.996772441310469e-09
1864,7.4318284859487e-08,1.9178911792039344e-09
1865,6.730787704967156e-08,3.2947911621228343e-09
1866,3.503241252644784e-08,6.325297008391573e-09
1867,4.416058452250127e-08,2.426405742994575e-09
1868,7.360412457302346e-08,1.4819622196071691e-09
1869,7.276443625414686e-08,4.395167119142229e-09
1870,6.192772872282148e-08,6.880858549607183e-09
1871,5.523012092112367e-08,2.1242354542039266e-09
1872,7.256806977551378e-08,6.047339295989218e-10
1873,4.968383571224422e-08,2.9930022904522957e-09
1874,5.377148237784013e-08,3.5847653734322193e-09
1875,7.55241575944865e-08,5.7215269744226305e-09
1876,4.0508300269692654e-08,0.0
1877,5.566334415618712e-08,3.7108897066318036e-09
1878,3.5026714861885466e-08,0.0
1879,3.9099681714560575e-08,6.720258016734704e-09
1880,2.759673911612026e-08,1.9253538763308597e-09
1881,5.159655458442103e-08,0.0
1882,3.6604618669500155e-08,0.0
1883,3.22286295428853e-08,0.0
1884,6.733730906205437e-08,1.3203393933736152e-09
1885,3.867381437316908e-08,6.445635691854079e-10
1886,3.9366129023221674e-08,1.2906927748801422e-09
1887,2.8074375046927003e-08,0.0
1888,2.4728396219586557e-08,0.0
1889,2.5060546526844973e-08,8.14467782106476e-09
1890,3.342737020517461e-08,0.0
1891,2.995883363610119e-08,7.011642266796514e-09
1892,2.9462008832581432e-08,2.5074049503359674e-09
1893,2.6481191461869003e-08,0.0
1894,2.8987080735731752e-08,6.301539290376468e-10
1895,2.0463289063243906e-08,0.0
1896,3.125425296346407e-08,5.89702897624278e-10
1897,3.496028155858255e-08,0.0
1898,4.2437661385008596e-08,0.0
1899,2.5979618456517528e-08,0.0
1900,2.906989760020906e-08,5.19105292084987e-09
1901,2.738482018926902e-08,0.0
1902,2.3078333910575566e-08,1.9641135384773634e-09
1903,2.7541122937790874e-08,5.400220270956879e-10
1904,2.3110889202371254e-08,0.0
1905,3.560923911294367e-08,2.0643036169332163e-09
1906,4.269673126167106e-08,5.144184522798412e-10
1907,3.034277540336916e-08,0.0
1908,2.5539223624804208e-08,9.822778146428846e-10
1909,4.015718158001391e-08,0.0
1910,3.15304897746671e-08,5.344150677544235e-10
1911,2.606983251496331e-08,0.0
1912,3.959160244093596e-08,0.0
1913,3.181793895024043e-08,3.181793939432964e-09
1914,3.817144045292764e-08,0.0
1915,1.2958838335741518e-08,1.1780761921542648e-09
1916,1.2086208034389756e-08,2.197492410260793e-09
1917,2.0836207093033465e-08,1.0966424435210342e-09
1918,1.72295644418341e-08,0.0
1919,3.2227467916534636e-08,0.0
1920,3.331781961435354e-08,0.0
1921,2.877643989762646e-08,0.0
1922,4.869437297827517e-08,2.2133805899215986e-09
1923,4.352538685026275e-08,0.0
1924,2.9650736532715882e-08,3.867487219366694e-09
1925,3.959343963799711e-08,1.0998177923937646e-09
1926,3.6782257240020044e-08,0.0
1927,3.7907363914513326e-08,0.0
1928,3.656333324997263e-08,1.1426041224282812e-09
1929,4.0105462062456354e-08,7.798284684668033e-09
1930,2.3107928015519974e-08,0.0
1931,1.8248570654577634e-08,0.0
1932,3.287860916856289e-08,1.0959536611565568e-09
1933,2.86766552726192e-08,1.1470662197865522e-09
1934,3.474658250013363e-08,1.1981580172459871e-09
1935,3.2314367182095793e-08,1.196828414151696e-09
1936,1.2124714565686645e-08,3.6374143697059935e-09
1937,5.162358496235697e-08,0.0
1938,2.2040864577910213e-08,0.0
1939,4.8940961505650193e-08,0.0
1940,4.564409294971483e-08,0.0
1941,2.6563523380929155e-08,0.0
1942,3.944475457373642e-08,0.0
1943,2.0322646676618206e-08,0.0
1944,1.2852744646352221e-08,0.0
1945,2.3963544037997053e-08,0.0
1946,5.707652661612883e-08,1.3921104269343232e-09
1947,5.1259744893172865e-08,4.7683483828109274e-09
1948,4.566192934873925e-08,3.2615663503321457e-09
1949,3.141442661558358e-08,9.817008317369869e-10
1950,4.041437207114029e-08,0.0
1951,3.944718529602653e-08,7.462981455041984e-09
1952,4.5342655408120436e-08,3.1634410646574906e-09
1953,3.770839596128894e-08,3.232148326759443e-09
1954,5.472620046020893e-08,5.863521668203475e-09
1955,2.9095383879962355e-08,0.0
1956,3.1396110600212523e-08,3.488456634670456e-09
1957,3.0922632454633003e-08,8.835037701437898e-10
1958,3.060730069393003e-08,4.963346067476948e-09
1959,2.7902692600889623e-08,7.750747821333448e-10
1960,3.460416619915918e-08,0.0
1961,3.474079601772928e-08,4.16889545107324e-09
1962,4.566208522405191e-08,1.2683912808952869e-09
1963,4.4615767968991804e-08,2.5864212993553792e-09
1964,4.4412970190421674e-08,2.4335873316516654e-09
1965,4.213473392411515e-08,5.472043373977442e-10
1966,3.489617084184715e-08,5.539074754423723e-10
1967,4.68381879947799e-08,1.9721342336964653e-09
1968,4.491415817042821e-08,1.7965663401398047e-09
1969,4.1329995426053756e-08,2.725054598640142e-09
1970,3.495031042355379e-08,9.197450023812337e-10
1971,3.2885744571942155e-08,5.138397485282553e-10
1972,3.1806909994713806e-08,5.130146862875051e-10
1973,2.7014698478211585e-08,5.513203782392395e-10
1974,3.037808626871197e-08,5.625571675160757e-10
1975,1.9419032160072902e-08,0.0
1976,3.199574960532914e-08,5.713526873840635e-10
1977,3.173462137517902e-08,5.876781838942691e-10
1978,2.4950483012986524e-08,1.7821774056514528e-09
1979,2.6333880631668194e-08,1.1703946700691858e-09
1980,3.297387363154769e-08,5.685150683554241e-10
1981,1.8976649140967083e-08,1.8976649140967083e-09
1982,2.296775836185816e-08,2.483000915987077e-09
1983,4.483874294081147e-08,1.2630632095778083e-09
1984,3.2474448019570445e-08,1.1598016991243298e-09
1985,4.932757713405067e-08,6.015558051686298e-10
1986,2.817408106814412e-08,5.994485463567401e-10
1987,3.055408481777988e-08,6.110816852533674e-10
1988,3.058242503684028e-08,0.0
1989,5.2137162143139903e-08,5.488122178931576e-10
1990,2.5063794151236607e-08,2.179460389939436e-09
1991,4.0444111171211716e-08,1.7584396161396398e-09
1992,3.85696106164346e-08,5.509944167592096e-10
1993,3.378916613172578e-08,0.0
1994,3.9034457000042266e-08,1.0549853213248639e-09
1995,3.68726640331829e-08,1.0844901643380922e-09
1996,3.096093426080415e-08,1.6014276571496566e-09
1997,2.972834511894007e-08,4.79489448146353e-10
1998,2.8131961649080495e-08,1.43043876743576e-09
1999,3.290544903222781e-08,9.140402323914998e-10
2000,3.1368023734046346e-08,4.4180314962005696e-10
2001,3.373532986294947e-08,4.3812117822561447e-10
2002,2.0591741367592675e-08,0.0
2003,2.083461403401543e-08,2.083461403401543e-09
2004,3.567880835220194e-08,4.404791253964646e-10
2005,4.728937241793574e-08,4.053374524914943e-09
2006,4.612036708095957e-08,4.117890028965121e-09
2007,5.072988784604604e-08,3.1955836310437746e-09
2008,5.449522699763065e-08,1.2772319035736501e-09
2009,5.5787853447952784e-08,1.907277002999308e-09
2010,8.172161880537487e-08,1.4171379625338432e-09
2011,8.221540070962874e-08,2.6767803529281764e-09
2012,1.0485098389523273e-07,3.063827413996023e-09
2013,1.2829975304384789e-07,2.2313000336282585e-09
2014,1.0697299490658452e-07,1.7323561474213989e-09
2015,1.3388115149837176e-07,3.103205470367243e-09
2016,1.2738741439477508e-07,2.6927420293532123e-09
2017,1.1496343699235467e-07,1.0062445321423752e-09
2018,1.3965734702026111e-07,1.807026639433218e-09
2019,1.2984527941739543e-07,2.55098775436835e-09
