year,aux_ADP os_NOUN,aux_ADP bosses_NOUN
1800,1.2230799484314048e-06,1.2576658381391326e-08
1801,1.7382633359375177e-06,5.714838380299625e-08
1802,1.0674497161744512e-06,4.2518962573012686e-08
1803,1.4666551351183443e-06,6.241085515057421e-08
1804,1.2927780517202336e-06,2.2246657849223084e-08
1805,1.9587428141676355e-06,2.842877755426798e-08
1806,9.653591632741154e-07,3.7461699520235925e-08
1807,8.256170076492708e-07,5.693910232196231e-09
1808,4.826737836083339e-07,1.8128591960930862e-08
1809,3.998484032763372e-07,1.8072244145628247e-08
1810,5.124877588968957e-07,4.680253518074551e-09
1811,3.5349782478988345e-07,2.5070767684098882e-09
1812,2.2431220259022666e-06,8.00162425207418e-09
1813,1.0784031019284157e-06,3.738464116054274e-08
1814,9.093897119782923e-07,0.0
1815,1.8071398244501324e-06,1.6183340889597275e-08
1816,8.945950753513898e-07,2.7811246638975717e-08
1817,7.192755333562673e-07,2.9580593974287694e-08
1818,1.4531915439874865e-06,7.152706427149269e-09
1819,1.1210187267352012e-06,3.208825671840998e-08
1820,9.825446340983035e-07,1.4239777357261119e-08
1821,9.279660275751667e-07,1.577838126820552e-08
1822,9.40402742344304e-07,2.7069162911175226e-08
1823,8.301457228299114e-07,2.2730180404550993e-08
1824,8.328480589625542e-07,8.421112696055388e-09
1825,1.0196703215115122e-06,2.5535783931829314e-08
1826,7.03757962128293e-07,5.2847906051312066e-09
1827,7.52129494685505e-07,9.217273166939322e-09
1828,1.1236069212827715e-06,1.559291185060374e-08
1829,1.2148190080552013e-06,3.257806824308318e-08
1830,8.850436756802083e-07,1.1480519646056564e-08
1831,8.63752802615636e-07,4.2096257146795324e-08
1832,9.200379054163932e-07,2.570694235259907e-08
1833,1.1490959650473087e-06,3.59092489077284e-08
1834,1.3619080618809676e-06,2.8937046536725575e-08
1835,1.409003289154498e-06,3.100866052818674e-08
1836,1.0484369568075635e-06,2.6210924986003192e-08
1837,1.2934718824908487e-06,2.2265250976261086e-08
1838,1.0011088988903794e-06,1.2624323808552163e-08
1839,9.969843404178391e-07,1.957613093850341e-08
1840,8.758321996538143e-07,1.0828470564661075e-08
1841,1.0773680969577981e-06,3.852328944731198e-08
1842,6.050855176908954e-07,1.408735705865638e-08
1843,6.928806897121831e-07,3.721353891705803e-08
1844,6.240493917175627e-07,4.9397051782307244e-08
1845,9.971867029889836e-07,8.928364714222425e-09
1846,6.071118150430266e-07,7.610851504580296e-09
1847,4.940192752656003e-07,5.9325460100012606e-09
1848,6.959116944926791e-07,8.04522137798358e-09
1849,7.868270586186554e-07,1.6758828991214614e-08
1850,6.884042136334756e-07,2.308258650884909e-08
1851,6.784809443161066e-07,1.2253933867611977e-08
1852,8.567877785026212e-07,2.8646400807019745e-08
1853,7.894893769844202e-07,2.2096148688532935e-08
1854,5.865905450264108e-07,5.195664343204953e-09
1855,9.57371412368957e-07,3.02495415382964e-08
1856,5.886464009563497e-07,1.3978411317339123e-08
1857,5.979848651804787e-07,8.298565390418844e-09
1858,4.6930352937124553e-07,1.4191660180351562e-08
1859,5.855999347659235e-07,6.110608019582742e-09
1860,6.138003527667024e-07,8.238931314963338e-09
1861,6.050581191630044e-07,2.263662679524714e-08
1862,5.254418056210852e-07,1.0843167280727428e-08
1863,4.220454741243884e-07,1.598278720482682e-08
1864,5.298174414747336e-07,3.5960459832118374e-08
1865,5.318734110915102e-07,3.0594488720225854e-08
1866,4.996984444005648e-07,1.5083399418358567e-08
1867,9.142696626440738e-07,2.620518202434141e-08
1868,8.111273359645566e-07,2.7169306804353255e-08
1869,8.175011316780001e-07,6.006728625607138e-08
1870,7.0127418894117e-07,3.7271316699616364e-08
1871,7.817186542524723e-07,1.805600158277798e-08
1872,5.636120476992801e-07,2.53988243770209e-08
1873,6.267346748245473e-07,2.3944018323618366e-08
1874,7.910382464615395e-07,2.6288279997288555e-08
1875,6.179249112392426e-07,1.2015206607429718e-08
1876,6.021830927238625e-07,4.6554313737345865e-08
1877,6.778558372388943e-07,4.2675230460531566e-08
1878,5.272124212751805e-07,1.5701630662334765e-08
1879,5.901608233216393e-07,4.643087336830831e-08
1880,3.780111512696749e-07,1.5402831454736088e-08
1881,4.246257105933182e-07,3.3468034676964464e-08
1882,5.038126573708723e-07,1.4641847512208983e-08
1883,4.303469722799491e-07,3.4124429504345244e-08
1884,4.1326623545501207e-07,3.300848483434038e-08
1885,5.182291147320939e-07,5.801071978339678e-08
1886,3.736555527211749e-07,2.8395241713496944e-08
1887,4.54413140005272e-07,3.721487118468758e-08
1888,4.387705416775134e-07,1.521747572397203e-08
1889,4.128725095142727e-07,3.320522412586513e-08
1890,3.2444214070892485e-07,3.0150178353949286e-08
1891,3.805409392043657e-07,6.884157421893633e-08
1892,3.372459786987747e-07,2.9462008832581432e-08
1893,3.849010283829557e-07,6.096832372293193e-08
1894,3.446942002938158e-07,3.65489274400943e-08
1895,2.979214173137734e-07,2.8287488795797344e-08
1896,3.6620551213673025e-07,1.9460195677112324e-08
1897,4.0320858829545614e-07,1.8645482935397695e-08
1898,2.783910701964487e-07,4.356933303029109e-08
1899,2.924088846611994e-07,1.7688250864011934e-08
1900,2.393075533291267e-07,2.4397949438537125e-08
1901,2.989975200762274e-07,2.2913829056392387e-08
1902,2.474783116213075e-07,2.406039034674734e-08
1903,3.007922657616291e-07,2.2680925582108102e-08
1904,3.5203794368499075e-07,2.4723275870996986e-08
1905,2.5958618721233506e-07,2.7868098606553815e-08
1906,2.7109851430395793e-07,1.7490227488536902e-08
1907,2.4119935915223323e-07,1.2857108266928208e-08
1908,2.4998971070999687e-07,3.830883543720631e-08
1909,3.075049903600302e-07,2.530452380966608e-08
1910,2.645354584274173e-07,2.2979847358328698e-08
1911,2.6974296929438424e-07,2.6601871816467337e-08
1912,2.1775380787403265e-07,2.0316743287729366e-08
1913,2.2643766328656056e-07,2.015136069122292e-08
1914,2.2233189156395383e-07,4.486818383497848e-08
1915,3.145463551845751e-07,1.1780762032564951e-08
1916,2.636990927840088e-07,2.307367097387214e-08
1917,2.478412000073149e-07,1.8642921539857582e-08
1918,2.618893688577373e-07,2.2972752589112133e-09
1919,1.8784010080707958e-07,1.1049418047193171e-08
1920,2.4003975340747274e-07,1.0601124422748853e-08
1921,2.4838612944222405e-07,1.1359120977161297e-08
1922,3.0249535143411777e-07,1.1804696775641332e-08
1923,2.4735157921895734e-07,3.3971033097657255e-08
1924,2.39784213817984e-07,1.0313299436681689e-08
1925,2.1666410532361624e-07,1.9796720263087764e-08
1926,2.2961044976455014e-07,1.6719207018844884e-08
1927,2.5977695372603193e-07,2.006860555514578e-08
1928,2.2395040844003233e-07,1.4853853147478446e-08
1929,1.927290327330411e-07,1.0026365959703298e-08
1930,1.91165582918984e-07,1.3654684938302353e-08
1931,1.8590731087897439e-07,1.0264820993199919e-08
1932,2.038473780885397e-07,2.301502632917618e-08
1933,2.133543119953174e-07,2.1794258842078307e-08
1934,2.1686659579245315e-07,8.38710612072191e-09
1935,2.1901959712522512e-07,2.992070946561398e-08
1936,1.964203732995884e-07,1.8187070960351548e-08
1937,1.9768054926316836e-07,1.510934177773038e-08
1938,2.437460295823257e-07,1.426173557028676e-08
1939,1.636463338172689e-07,1.3764645423464117e-08
1940,1.749690170527174e-07,3.296517903095264e-08
1941,2.7448973582977487e-07,1.4757512545315876e-08
1942,2.0025797198286455e-07,2.1239483061208375e-08
1943,2.438717672248458e-07,5.806470415592457e-09
1944,1.767252371109862e-07,3.213186161588055e-08
1945,1.808158316407571e-07,6.535512131478072e-09
1946,2.0881655871107796e-07,2.0881657292193267e-08
1947,1.84773497835522e-07,1.549713246618012e-08
1948,2.848434519364673e-07,1.3046265401328583e-08
1949,1.855414524243315e-07,1.2762110479513922e-08
1950,2.3610502353221818e-07,2.4461330738745346e-08
1951,2.270878525223452e-07,2.6653504292539765e-08
1952,2.8049177558386873e-07,2.530752918339374e-08
1953,2.003931882654797e-07,2.477980309834038e-08
1954,2.404043755177554e-07,1.6613311615287785e-08
1955,2.402715608695871e-07,1.9709776921672528e-08
1956,2.066910553821799e-07,1.0465370126055973e-08
1957,1.8200177009930485e-07,1.3252556385623393e-08
1958,1.7206266988978314e-07,2.5643954348897324e-08
1959,1.7129153206951742e-07,1.4726420971555854e-08
1960,1.9655166738630214e-07,1.2457499920515147e-08
1961,1.924640145034573e-07,5.55852741612739e-09
1962,1.5347534088050452e-07,9.512934440181198e-09
1963,1.3643372653859842e-07,7.1126584622049904e-09
1964,1.7765187010354566e-07,1.4601523545820783e-08
1965,1.1600732108263401e-07,1.3132904208568164e-08
1966,1.9608324919317965e-07,1.0524242255449678e-08
1967,1.7157567810954788e-07,1.7749208325312793e-08
1968,1.6752980513956572e-07,1.527081394669949e-08
1969,2.0619580709535512e-07,8.629339909305145e-09
1970,1.673935940971205e-07,1.3796174869185052e-08
1971,1.5261041141911846e-07,1.849823050292798e-08
1972,1.5185234758519073e-07,1.4364410994005539e-08
1973,1.295602913842231e-07,1.3231689521830958e-08
1974,1.6257902757388365e-07,9.00091468025721e-09
1975,1.296506013659382e-07,1.3707552426467373e-08
1976,1.4455223151799146e-07,1.199840671262109e-08
1977,1.292892051196759e-07,1.4104276691018214e-08
1978,1.4970289896609756e-07,1.128712323605896e-08
1979,1.1820986145494317e-07,1.345953881681794e-08
1980,1.5975273015556013e-07,1.1370301145063877e-08
1981,1.480178610790972e-07,1.8344093466460265e-08
1982,1.3408204324605322e-07,1.4277254933858785e-08
1983,1.0672884087625789e-07,1.515675762675528e-08
1984,1.368565989423587e-07,1.1018116197192285e-08
1985,1.215142759747323e-07,6.617113967877231e-09
1986,1.810334566698657e-07,1.978180286243969e-08
1987,1.0632821556555427e-07,2.138785992755743e-08
1988,1.2952556005529914e-07,1.3192418713003917e-08
1989,1.212874991551871e-07,1.2073868682627165e-08
1990,1.2695356588210416e-07,4.358920779878872e-09
1991,1.365721402635245e-07,8.20605094986604e-09
1992,1.4821749516613636e-07,8.264915862810085e-09
1993,1.3404881826772908e-07,1.1632335983335906e-08
1994,1.566653224926995e-07,7.384897138251745e-09
1995,1.2742759736283915e-07,1.4098372247417501e-08
