year,aux_ADP os_NOUN,aux_ADP bosses_NOUN
1996,1.564061022918395e-07,1.1743803041142087e-08
1997,1.5247763940351433e-07,9.110299292736102e-09
1998,1.292163034349869e-07,1.3350762273489636e-08
1999,1.68183404980482e-07,1.3253583674988079e-08
2000,1.65234382620838e-07,1.0603275590881367e-08
2001,1.476468440841927e-07,1.0514907833325537e-08
2002,1.634195569977237e-07,8.762443215459825e-09
2003,1.7834429399954388e-07,1.6250998602362898e-08
2004,1.6429871152467967e-07,9.690540647699919e-09
2005,2.0356948482458392e-07,1.0808999029165989e-08
2006,1.7665747975570412e-07,7.412201963319376e-09
2007,1.5658359586723236e-07,8.38840730210677e-09
2008,1.720005684546777e-07,1.0217855089811323e-08
2009,1.630721868650653e-07,1.0966842545201416e-08
2010,1.9036886556023092e-07,1.4643758206034363e-08
2011,2.7188440299141803e-07,2.1031846431096568e-08
2012,2.542976744734915e-07,2.11063664323774e-08
2013,2.6719817469711415e-07,1.7292574483462886e-08
2014,2.559556264714047e-07,1.5807749609297872e-08
2015,2.7153049586559064e-07,1.994917830927534e-08
2016,2.638887224293285e-07,2.2163339163938645e-08
2017,2.4954863420134643e-07,1.1068689659277098e-08
2018,2.488533823452599e-07,1.44562133930215e-08
2019,2.2448692504895007e-07,3.392813763269942e-08
