year,des_DET watts_NOUN,des_DET boîtes_NOUN
1951,3.1984206394497505e-09,9.93642617075352e-07
1952,3.1634410646574906e-09,1.1725822481878367e-06
1953,4.3095309543161875e-09,1.0752279209214066e-06
1954,1.9545072227344917e-09,1.0466386051177778e-06
1955,9.385607846468247e-10,8.841242369328484e-07
1956,4.360570571293465e-09,1.0683398947719525e-06
1957,3.534015080575159e-09,1.0018932741218123e-06
1958,8.272243445794913e-10,1.0803549859161876e-06
1959,2.325224457422337e-09,1.0199984430414588e-06
1960,1.3841666701708277e-09,9.668404068463587e-07
1961,2.779263708063695e-09,9.866386427859197e-07
1962,6.341956293454132e-09,1.0451544092404674e-06
1963,4.526237162849611e-09,9.815469113050312e-07
1964,4.258777774879263e-09,1.033057792199088e-06
1965,4.377634699181954e-09,1.0167056672116814e-06
1966,3.3234448526542337e-09,9.205942461676386e-07
1967,3.451234853457663e-09,8.716833370669974e-07
1968,1.3474247273492779e-09,9.166979673125297e-07
1969,0.0,8.143371612590045e-07
1970,1.3796175035718505e-09,9.013500914534234e-07
1971,1.0276794970565106e-09,8.498909256360321e-07
1972,4.104117490300041e-09,8.244146023628218e-07
1973,2.7566018356850464e-09,8.63919012772385e-07
1974,1.1251143350321513e-09,8.202083510155944e-07
1975,1.7134440533084216e-09,8.110302012198645e-07
1976,4.570821388050206e-09,8.021791657597532e-07
1977,1.7630345516828072e-09,8.415551562279688e-07
1978,3.5643548113029055e-09,8.263362794025397e-07
1979,5.851973350345929e-10,8.754552158762863e-07
1980,1.7055452605774235e-09,8.840409400079352e-07
1981,6.325549528618524e-10,9.03921016259801e-07
1982,3.7245013739806154e-09,9.454026148603134e-07
1983,6.315316047889041e-10,8.809865850167853e-07
1984,5.799008495621649e-10,9.788726238468826e-07
1985,6.015557829641693e-09,1.017230870203889e-06
1986,1.1988970927134801e-09,9.717060986957904e-07
1987,4.888653593049241e-09,9.83841538015895e-07
1988,4.197587610832443e-09,1.010419294900089e-06
1989,6.585746614717891e-09,9.993870868640897e-07
1990,1.089730194969718e-09,1.0319744632170114e-06
1991,3.516879065745826e-09,1.0116889335165524e-06
1992,1.65298330578878e-09,9.989528848564078e-07
1993,1.3294098266669607e-08,9.931798423679083e-07
1994,1.0549853213248639e-09,1.0238632022208094e-06
1995,3.2534704375031254e-09,1.0226742261920663e-06
1996,6.4057106285986265e-09,9.170842645289667e-07
1997,9.58978896292706e-10,1.0078868619700643e-06
1998,0.0,1.0127506904211714e-06
1999,1.3710603485872497e-09,8.994155713537566e-07
2000,0.0,1.0223324657943067e-06
2001,8.762423564512289e-10,9.651809413924184e-07
2002,1.752488598683044e-09,1.0085571418017025e-06
2003,2.500153750695233e-09,1.0675656429981473e-06
2004,2.6428747801343633e-09,1.012661545729543e-06
2005,3.15262471684008e-09,1.0345112961829273e-06
2006,3.294311934354255e-09,1.071474898139968e-06
2007,3.1955835755326234e-09,1.1967460373796257e-06
2008,2.1287198670449925e-09,1.3687668989348367e-06
2009,5.721831008997924e-09,1.3675175658534044e-06
2010,4.2514138876015295e-09,1.6537999698584827e-06
2011,3.823971805871906e-09,1.8404777506475511e-06
2012,6.46808034909796e-09,2.146040849027031e-06
2013,5.299337579867114e-09,1.991435325976454e-06
2014,3.4647123225983734e-09,2.071681329596231e-06
2015,4.433150790905671e-09,1.927090600872816e-06
2016,2.4856081637381067e-09,1.776795436114753e-06
2017,4.276539317116246e-09,1.900041247893114e-06
2018,3.6140534453998896e-09,1.8589141177471902e-06
2019,3.06118530524202e-09,1.8259970318013075e-06
