year,des_DET watts_NOUN,des_DET boîtes_NOUN
1800,0.0,1.0658717841671717e-06
1801,0.0,9.61997777437773e-07
1802,0.0,7.384872446891677e-07
1803,0.0,1.3320816485418163e-06
1804,0.0,6.723434764488445e-07
1805,0.0,8.102201567439238e-07
1806,0.0,7.088906315289023e-07
1807,0.0,6.43411851797282e-07
1808,0.0,6.843543474133185e-07
1809,0.0,8.155100366113999e-07
1810,0.0,6.060928274820299e-07
1811,0.0,6.693895193699007e-07
1812,2.1337665412346496e-08,6.001218366691319e-07
1813,0.0,8.1958637565549e-07
1814,0.0,4.7514824252914423e-07
1815,0.0,3.910974255560973e-07
1816,0.0,7.972557476421116e-07
1817,0.0,8.235860051719612e-07
1818,0.0,7.939504218512639e-07
1819,0.0,8.14627658218825e-07
1820,0.0,5.221251440090668e-07
1821,4.930744257336528e-09,6.84387264193731e-07
1822,0.0,3.970143893639033e-07
1823,0.0,5.395947209052565e-07
1824,0.0,3.8063429386170355e-07
1825,0.0,6.507222223284259e-07
1826,0.0,5.161479066373431e-07
1827,0.0,5.797664808238068e-07
1828,0.0,7.695560526599365e-07
1829,0.0,7.124309497896775e-07
1830,0.0,4.978370924391129e-07
1831,1.5591206103948707e-09,7.67087350084239e-07
1832,0.0,5.899066417569543e-07
1833,0.0,5.583309192758179e-07
1834,0.0,6.543506447798109e-07
1835,0.0,4.825250030648931e-07
1836,1.3441500135158435e-09,5.040562420788319e-07
1837,0.0,5.093176413950573e-07
1838,0.0,5.239094562625723e-07
1839,0.0,6.809696704301871e-07
1840,0.0,4.528848775997574e-07
1841,0.0,4.6227949024313375e-07
1842,0.0,4.997657248040355e-07
1843,0.0,4.447904005111525e-07
1844,0.0,5.170224728345829e-07
1845,5.580227946389016e-10,5.714153523683763e-07
1846,0.0,4.929489927363306e-07
1847,5.393223645455691e-10,4.934799466838058e-07
1848,0.0,5.366162625364268e-07
1849,0.0,5.337687483120135e-07
1850,0.0,5.098536126624253e-07
1851,0.0,5.146652153342757e-07
1852,0.0,5.820427588787425e-07
1853,0.0,6.366079565722771e-07
1854,0.0,6.801124832200856e-07
1855,0.0,5.620046223953068e-07
1856,0.0,5.845046775476703e-07
1857,0.0,6.570510953096687e-07
1858,0.0,5.823474529265127e-07
1859,0.0,5.922197741092816e-07
1860,0.0,6.801695278113584e-07
1861,0.0,5.777055669398123e-07
1862,0.0,5.575195141105382e-07
1863,4.994620828036034e-10,5.96857182344479e-07
1864,0.0,5.048848397137817e-07
1865,0.0,5.52112830121132e-07
1866,0.0,5.240265350536788e-07
1867,0.0,7.594650064390862e-07
1868,0.0,8.679358618479682e-07
1869,0.0,6.856460839088641e-07
1870,0.0,6.238645067213611e-07
1871,0.0,8.231412289561035e-07
1872,0.0,6.664167724323988e-07
1873,0.0,9.817046926485773e-07
1874,0.0,8.38237664169128e-07
1875,0.0,7.741226308866089e-07
1876,0.0,8.567203231280018e-07
1877,0.0,7.471257443825152e-07
1878,0.0,8.52115385363561e-07
1879,0.0,7.410611662095334e-07
1880,0.0,7.759175977284372e-07
1881,6.972507571312292e-10,8.443706445149246e-07
1882,0.0,8.305920538020928e-07
1883,1.2638677882037541e-09,8.809158651423843e-07
1884,0.0,8.430366795764144e-07
1885,1.2891271161663553e-08,9.165693750645687e-07
1886,1.936039106809062e-09,8.041015835402732e-07
1887,9.79338704576449e-09,8.108924465233258e-07
1888,7.60873763994141e-09,8.686641894684044e-07
1889,1.816889638739383e-08,9.435296064452814e-07
1890,1.6385966361553983e-08,9.366218449713415e-07
1891,1.5935549768641977e-08,1.0096764455624907e-06
1892,2.5074049503359674e-09,1.0405730392903934e-06
1893,1.2316833108982905e-09,1.1356120257488556e-06
1894,1.5753848003896564e-08,1.0195890229880433e-06
1895,1.8055843487019274e-09,9.72006275468118e-07
1896,7.076434549446731e-09,9.452937490550539e-07
1897,6.409385022720926e-09,1.0505564311813487e-06
1898,5.09251940616906e-09,1.0230305598213363e-06
1899,1.326618814800895e-08,9.009952854910352e-07
1900,9.34389543516545e-09,9.354277654693988e-07
1901,5.588739027118095e-09,9.115232977308096e-07
1902,1.0311596465584216e-08,2.15414159043803e-06
1903,4.860198465905796e-09,8.424343445057048e-07
1904,3.7622376325430196e-09,8.846633239301127e-07
1905,3.096455536422127e-09,8.355268725779297e-07
1906,2.0576738091193647e-09,1.056101046614799e-06
1907,2.5714216866923323e-09,8.413691645614563e-07
1908,8.840500553830566e-09,8.840500349549529e-07
1909,9.901770681164379e-09,8.768568005024235e-07
1910,1.0153886509378651e-08,1.008975687000202e-06
1911,1.276889793899727e-08,9.31597540443363e-07
1912,1.5628263128064646e-09,9.715570499224668e-07
1913,1.378777320093505e-08,1.029310247702142e-06
1914,8.036092513652449e-09,1.0098689013915418e-06
1915,4.712304768617059e-09,1.0037208717506019e-06
1916,4.394984820521586e-09,1.2701505731627094e-06
1917,1.0966424435210342e-09,1.1437980678152826e-06
1918,6.89182577673364e-09,1.1199216860546812e-06
1919,5.524709023596586e-09,9.787942909511571e-07
1920,6.057785384427916e-09,1.0116502089374535e-06
1921,3.0290989716519334e-09,9.223606092234604e-07
1922,5.164554894854234e-09,9.554426387836656e-07
1923,4.246379248229459e-09,9.055403662472372e-07
1924,3.867487219366694e-09,9.037028672054248e-07
1925,3.299453377181294e-09,1.078921240349473e-06
1926,4.458455382660986e-09,9.351610046337555e-07
1927,5.574612327308159e-09,1.0190391375175523e-06
1928,2.2852082448565625e-09,1.030628890674734e-06
1929,2.2280812750352652e-09,9.803557432519483e-07
1930,2.100720708497761e-09,9.726336966942029e-07
1931,1.1405356659111021e-09,1.2112489216065114e-06
1932,3.2878609834696704e-09,9.425201703550101e-07
1933,3.4411986593596566e-09,1.046124376458124e-06
1934,4.7926320689839486e-09,9.74102484008199e-07
1935,4.787313656606784e-09,9.694310207919443e-07
1936,3.6374143697059935e-09,1.0500002858293556e-06
1937,5.036447148221157e-09,1.128164196728676e-06
1938,2.5930428915188486e-09,1.490999672171256e-06
1939,6.117620188206274e-09,1.2250534497937338e-06
1940,5.0715658339584024e-09,1.2399978963628655e-06
1941,2.9515025978810172e-09,1.0861529666783554e-06
1942,0.0,1.1651372728849196e-06
1943,2.9032352077962287e-09,1.0248420103664557e-06
1944,9.639558484764166e-09,1.2435030782853573e-06
1945,0.0,1.2744248856222384e-06
1946,0.0,1.1011593024079502e-06
1947,3.5762612871081956e-09,1.1539403317328834e-06
1948,7.61032148410834e-09,1.1295891688689608e-06
1949,3.9268033269479474e-09,9.041464750225714e-07
1950,1.0635361480382244e-09,9.125140145727073e-07
