year,autres_ADJ arrières_NOUN,autres_ADJ barrières_NOUN
1800,0.0,2.829747991484055e-08
1801,0.0,3.5717739876872656e-08
1802,0.0,3.1329761895904085e-08
1803,0.0,5.265916058760922e-08
1804,0.0,0.0
1805,0.0,5.685755422035754e-09
1806,0.0,1.729001475325731e-08
1807,0.0,1.7081731584767113e-08
1808,0.0,6.798221985349073e-09
1809,0.0,3.162642769893864e-08
1810,0.0,1.8721014072298203e-08
1811,0.0,1.504245972228091e-08
1812,0.0,2.6672082320544632e-09
1813,0.0,6.039057609541487e-08
1814,0.0,3.1466772298927026e-08
1815,0.0,2.966945977789237e-08
1816,0.0,2.3176038865813098e-08
1817,0.0,4.826307531402563e-08
1818,0.0,1.1921176934492905e-08
1819,0.0,4.0369094733705424e-08
1820,0.0,1.1866481131050932e-08
1821,0.0,3.944595405869222e-08
1822,0.0,3.107940926838637e-08
1823,9.882686891060644e-10,2.7671523739059012e-08
1824,0.0,2.189489300974401e-08
1825,0.0,2.289415235168235e-08
1826,0.0,3.3470339388941284e-08
1827,0.0,1.013900075008678e-08
1828,0.0,3.118582370120748e-08
1829,0.0,1.628903412154159e-08
1830,0.0,1.3567886369969528e-08
1831,0.0,3.741889287312006e-08
1832,0.0,2.841293600397421e-08
1833,0.0,2.7800709290204395e-08
1834,0.0,1.5868701908061666e-08
1835,0.0,2.571449897459388e-08
1836,9.409050427677812e-09,1.2097349788575684e-08
1837,0.0,3.409366655660051e-08
1838,0.0,3.408567295082321e-08
1839,0.0,2.516931019158619e-08
1840,2.5478754661634184e-09,2.293087852933695e-08
1841,0.0,2.118781061710706e-08
1842,0.0,2.4149754196400863e-08
1843,0.0,1.5357969118667825e-08
1844,0.0,2.9638231424655714e-08
1845,0.0,4.51998474204629e-08
1846,0.0,7.025401593807601e-09
1847,0.0,1.833696039454935e-08
1848,8.045221711050488e-10,5.470750608083108e-08
1849,0.0,3.016589289472904e-08
1850,0.0,3.190828223864628e-08
1851,0.0,1.870337307252612e-08
1852,0.0,1.8880582430824688e-08
1853,0.0,4.240071760364117e-08
1854,0.0,1.1950028522278444e-08
1855,0.0,1.2736649068756378e-08
1856,0.0,1.5531567143511893e-08
1857,0.0,2.245494101771328e-08
1858,0.0,2.7893953813418193e-08
1859,6.619825576592575e-09,3.0043821652725455e-08
1860,0.0,1.9224172476128842e-08
1861,0.0,2.0750240636857598e-08
1862,1.3553959066214816e-09,1.7168348520613108e-08
1863,4.994620828036034e-10,2.597202808374277e-08
1864,0.0,2.589153069720851e-08
1865,0.0,3.9066808454890634e-08
1866,9.731225825149181e-10,1.897589108068587e-08
1867,1.455843445796745e-09,2.3778776281346836e-08
1868,0.0,1.778354707937524e-08
1869,0.0,1.5138908793232986e-08
1870,0.0,2.2936195165357276e-08
1871,0.0,2.1242353653860846e-08
1872,0.0,8.4662747923403e-09
1873,0.0,1.1972009161809183e-08
1874,0.0,1.6131444624534197e-08
1875,0.0,1.3731664694205392e-08
1876,0.0,1.753344314181504e-08
1877,0.0,3.216104360603822e-08
1878,1.2078177347163432e-09,1.1474268646338714e-08
1879,0.0,2.3826368433788048e-08
1880,0.0,2.3746030919369332e-08
1881,0.0,1.9523021421719022e-08
1882,0.0,1.1314154946262533e-08
1883,0.0,7.58320695126713e-09
1884,0.0,1.9805090900604227e-08
1885,0.0,4.511945039809007e-09
1886,0.0,1.677900662855336e-08
1887,0.0,1.1752064210668323e-08
1888,0.0,2.1558090423923204e-08
1889,0.0,2.7566601445982997e-08
1890,0.0,1.4419650362640368e-08
1891,0.0,1.4023283867459213e-08
1892,0.0,2.193979398157353e-08
1893,0.0,1.4780200174868696e-08
1894,0.0,3.0877544077156927e-08
1895,0.0,1.2639090662958097e-08
1896,0.0,1.6511680911435178e-08
1897,0.0,9.905413378419325e-09
1898,0.0,3.1120951149432585e-08
1899,0.0,1.326618814800895e-08
1900,0.0,1.8168686111152965e-08
1901,1.1177477832191585e-09,1.7325090695408107e-08
1902,0.0,1.0311596021495006e-08
1903,0.0,7.560307935250421e-09
1904,0.0,1.4511488011237361e-08
1905,0.0,6.192911072844254e-09
1906,0.0,1.2346042410626978e-08
1907,5.142843373384665e-10,6.685696440911215e-09
1908,0.0,6.384805573134145e-09
1909,0.0,1.7603147384193107e-08
1910,0.0,1.2291546447329438e-08
1911,1.0640748282497725e-09,1.2236860413850081e-08
1912,0.0,7.814131564032323e-09
1913,0.0,1.9090762748419365e-08
1914,1.3393487430235496e-09,3.3483718020477227e-09
1915,0.0,1.8849219074468238e-08
1916,0.0,1.9777431248257926e-08
1917,0.0,1.315970976634162e-08
1918,0.0,2.1824114071478107e-08
1919,9.207848372660976e-10,2.1178051312631396e-08
1920,0.0,6.815008557481406e-09
1921,0.0,1.8931869405491852e-08
1922,0.0,5.902348387820666e-09
1923,0.0,6.369568872344189e-09
1924,0.0,7.734974438733389e-09
1925,0.0,3.299453377181294e-09
1926,0.0,2.7865345586519652e-08
1927,2.2298449753321847e-09,1.6723836537835268e-08
1928,0.0,6.8556245125250825e-09
1929,0.0,8.912325100141061e-09
1930,0.0,1.1553964007759987e-08
1931,0.0,2.737285598186645e-08
1932,0.0,1.9727165678773417e-08
1933,0.0,3.670611903316967e-08
1934,0.0,2.2765002327673756e-08
1935,0.0,2.2739740757060645e-08
1936,0.0,4.849885826274658e-09
1937,0.0,1.7627565185307503e-08
1938,0.0,2.3337385357535823e-08
1939,0.0,1.2235240376412548e-08
1940,0.0,3.0429394115571995e-08
1941,0.0,8.854508237732261e-09
1942,0.0,2.1239483061208375e-08
1943,0.0,5.806470415592457e-09
1944,0.0,2.2492303131116387e-08
1945,0.0,5.8819608739213436e-08
1946,0.0,4.1763314584386535e-08
1947,0.0,2.1457568166738383e-08
1948,7.610321262063735e-09,3.044128504825494e-08
1949,0.0,3.8286334103077024e-08
1950,0.0,1.914365022059883e-08
1951,0.0,1.8124383771578323e-08
1952,0.0,1.4762725264461096e-08
1953,1.0773827385790469e-09,1.6160740301529586e-08
1954,0.0,3.0294863506696856e-08
1955,0.0,2.1586897602787758e-08
1956,0.0,2.0058624983221307e-08
1957,0.0,2.1204090927540165e-08
1958,0.0,1.9853384713997002e-08
1959,1.5501495642666896e-09,1.7826719656000023e-08
1960,0.0,1.7302083321624195e-08
1961,6.948159270159238e-10,1.80652133252579e-08
1962,0.0,2.980719671086263e-08
1963,3.879631726988464e-09,4.073613624200334e-08
1964,0.0,2.5552667537454e-08
1965,1.0944086747954884e-09,2.0246559984116175e-08
1966,5.539074754423723e-10,2.658755882123387e-08
1967,0.0,2.465167803222812e-08
1968,1.3474247273492779e-09,2.4253646202510026e-08
1969,0.0,3.0429777808649305e-08
1970,0.0,2.989171221656761e-08
1971,1.0276794970565106e-09,2.8261185391897925e-08
1972,0.0,3.026786643545165e-08
1973,1.102640756478479e-09,3.252790392593852e-08
1974,5.625571675160757e-10,3.4878542720662153e-08
1975,0.0,2.9699696924012642e-08
1976,1.142705374768127e-09,3.370981005446083e-08
1977,1.7630346071939584e-09,2.2331770210826107e-08
1978,1.1881182704343018e-09,2.970295653881294e-08
1979,5.851973350345929e-10,2.2237498953359136e-08
1980,0.0,3.2973872521324665e-08
1981,0.0,2.277197808098208e-08
1982,0.0,4.531476704983106e-08
1983,6.315316047889041e-10,2.5261265079734585e-08
1984,5.799008495621649e-10,3.015484395518797e-08
1985,1.2031116103372597e-09,3.789801539255677e-08
1986,0.0,3.596691300344901e-08
1987,1.8332451112712533e-09,3.360949207831254e-08
1988,5.996553809062277e-10,5.157036397918091e-08
1989,5.488122178931576e-10,5.049072271390287e-08
1990,5.44865097484859e-10,2.7243254763220648e-08
1991,0.0,2.8721180100887977e-08
1992,0.0,4.297756461824065e-08
1993,0.0,4.043621260052532e-08
1994,5.274926606624319e-10,4.114442830882581e-08
1995,0.0,3.958389171998533e-08
1996,0.0,3.25623616959092e-08
1997,4.79489448146353e-10,3.7400177177460137e-08
1998,9.536258449571733e-10,3.242328006081152e-08
1999,3.1991407301035224e-09,4.524499175317942e-08
2000,4.4180314962005696e-10,4.373851325567557e-08
2001,4.3812117822561447e-10,4.249775287235025e-08
2002,4.38122149670761e-10,4.468845915539532e-08
2003,1.2500769308587678e-09,5.1669843514901004e-08
2004,4.404791253964646e-10,4.845270495934528e-08
2005,0.0,3.557962102718193e-08
2006,8.235779835885637e-10,4.364963146485934e-08
2007,2.3966877371606188e-09,4.2740929018236784e-08
2008,1.2772318758180745e-09,3.9594187484226495e-08
2009,1.907277002999308e-09,4.720510560218827e-08
2010,2.3618964561933353e-09,4.109699958121382e-08
2011,7.64794394481072e-10,3.097417433650662e-08
2012,1.0212758416727752e-09,3.3702100665777834e-08
2013,0.0,3.123820135897404e-08
2014,1.2992671383216248e-09,2.4686075406066266e-08
2015,2.2165753954528356e-10,1.9727520950141297e-08
2016,2.0713400439298368e-10,3.127723502416302e-08
2017,1.2578056374223934e-09,2.792328501755037e-08
2018,2.323319980845895e-09,2.7363547872027993e-08
2019,1.02039510174734e-09,2.397928433595098e-08
