year,jeunes_ADJ oies_NOUN,jeunes_ADJ bois_NOUN
1896,4.7176231254830725e-09,4.009979548413867e-08
1897,6.992056267307589e-09,4.661370667236042e-08
1898,6.224190274295438e-09,5.318853624203257e-08
1899,1.6582735185011188e-09,5.969784666604028e-08
1900,2.07642125715779e-09,6.69645885409409e-08
1901,4.470991132876634e-09,3.856229824350521e-08
1902,1.4730852093691738e-09,1.8659077838378835e-08
1903,4.860198465905796e-09,4.590187074882124e-08
1904,2.6873125946735854e-09,4.998401337275027e-08
1905,6.192911072844254e-09,5.676835002077496e-08
1906,1.646139019539916e-08,2.983626856689625e-08
1907,8.742833790265081e-09,5.502842270743713e-08
1908,5.40252820258047e-09,4.0273391732625896e-08
1909,1.0451868703853506e-08,3.685659066832159e-08
1910,1.12227167559098e-08,3.5271394693836555e-08
1911,1.5961122423746588e-09,6.278041553287039e-08
1912,1.354449502555255e-08,1.8753915753677575e-08
1913,1.590896969716482e-09,3.2878535449754054e-08
1914,3.3483718020477227e-09,2.0759905794420774e-08
1915,2.3561523843085297e-09,2.238344798399794e-08
1916,6.592477230782379e-09,3.186363883855847e-08
1917,8.773139548168274e-09,4.496234140560773e-08
1918,3.44591288836682e-09,2.067547733020092e-08
1919,3.6831393490643904e-09,8.931613137974637e-08
1920,9.843901693784574e-09,2.4231141537711665e-08
1921,3.0290989716519334e-09,2.196096815509918e-08
1922,5.164554894854234e-09,2.8036154731125862e-08
1923,3.1847844361720945e-09,9.554353752605493e-09
1924,1.1602461658100083e-08,5.543398629015428e-08
1925,3.299453377181294e-09,2.639562701745035e-08
1926,5.57306911730393e-09,1.0254447602164873e-07
1927,6.689534814974252e-09,4.3481975353643065e-08
1928,7.998228745975666e-09,5.484499610020066e-08
1929,2.2280812750352652e-09,4.567566591617833e-08
1930,3.1510811737689437e-09,7.457558837131728e-08
1931,9.124285327288817e-09,5.1324104077821175e-08
1932,5.4797681947604815e-09,4.274219378430644e-08
1933,1.3764794637438627e-08,4.817677989876756e-08
1934,8.38710612072191e-09,3.9539216345474415e-08
1935,5.98414207075848e-09,1.9149254626427137e-08
1936,1.576212893539264e-08,5.092380206406233e-08
1937,7.554670999887492e-09,2.2664012888640173e-08
1938,2.5930428915188486e-09,5.704694316932546e-08
1939,3.058810094103137e-09,4.5882153187903896e-08
1940,2.5357829169792012e-09,2.028626333583361e-08
1941,3.24665290207804e-08,1.4757512545315876e-08
1942,1.2136847082899749e-08,3.6410540360520827e-08
1943,4.935499831049128e-08,3.193558839598154e-08
1944,6.4263723231761105e-09,3.213186161588055e-08
1945,2.178504043826024e-09,8.714016175304096e-09
1946,5.568441707737293e-09,1.8097434661967782e-08
1947,4.7683483828109274e-09,5.960435700558264e-09
1948,7.610321262063735e-09,2.2830963786191205e-08
1949,3.9268033269479474e-09,4.712163814701853e-08
1950,0.0,4.5732054587688253e-08
1951,9.595261474260042e-09,4.797630737130021e-08
1952,2.1089607837865287e-09,3.1634410646574906e-08
1953,8.619062019654677e-09,3.3398865895151175e-08
1954,5.863521668203475e-09,2.5408594339637602e-08
1955,8.447047061821422e-09,1.3139850985055546e-08
1956,1.2209597777257386e-08,2.9651880950609666e-08
1957,5.301022731885041e-09,2.2087593976038988e-08
1958,4.1361216673863055e-09,3.6397871383542224e-08
1959,8.525822714489095e-09,1.9376869886400527e-08
1960,2.7683333403416555e-09,1.7302083321624195e-08
1961,4.16889545107324e-09,1.876002997391879e-08
1962,1.9025869768540815e-09,1.9025868880362395e-08
1963,2.5864212993553792e-09,3.168366191630412e-08
1964,5.475571551727398e-09,9.734349326606662e-09
1965,4.924839203113152e-09,1.4227312661319047e-08
1966,7.754704434148607e-09,2.0494576702390077e-08
1967,4.930335584241163e-10,1.873527466500491e-08
1968,7.635406862327443e-09,9.431973424511852e-09
1969,3.633406214786916e-09,9.991866889436096e-09
1970,5.518470042042978e-09,1.0577067222072856e-08
1971,5.652237344833111e-09,1.5415192677892264e-08
1972,2.0520587451500205e-09,1.2825367434743384e-08
1973,4.9618833486420044e-09,1.4885650045926013e-08
1974,2.812785782069227e-09,4.500457340128605e-09
1975,1.7134440533084216e-09,1.9990180177842376e-08
1976,3.4281160132820787e-09,1.199840671262109e-08
1977,2.938390863960194e-09,1.5279633558407113e-08
1978,5.940591352171509e-10,2.257424647211792e-08
1979,7.607565244427406e-09,2.4578287849408298e-08
1980,1.7055452605774235e-09,1.6486936260662333e-08
1981,1.2651099057237047e-09,1.5813874654213578e-08
1982,3.1037510339615437e-09,1.0552754226011984e-08
1983,1.89459470334441e-09,1.0104505676622466e-08
1984,4.059305780401701e-09,1.0438215625185876e-08
1985,2.4062232206745193e-09,1.2632671797518924e-08
1986,5.994485463567401e-10,6.593933843390687e-09
1987,6.721898593298192e-09,5.49973533381376e-09
1988,5.996553809062277e-10,7.195864348830128e-09
1989,1.0976244357863152e-09,1.2622680678475717e-08
1990,3.2691906959314565e-09,8.172976073694826e-09
1991,7.033758464558559e-09,9.96449056600568e-09
1992,2.2039776670368383e-09,9.91789939064347e-09
1993,5.539207426075166e-10,1.1078414630105726e-08
1994,4.747434001473039e-09,1.2132331583813993e-08
1995,2.1689803286761844e-09,8.675921314704738e-09
1996,2.135236876199542e-09,7.473328622609188e-09
1997,2.3974471297094624e-09,9.110299181713799e-09
1998,4.768129224785866e-10,6.198567881199324e-09
1999,3.656160929565999e-09,4.113180906983871e-09
2000,3.092622158362701e-09,1.7672125984802278e-09
2001,3.5049694258049158e-09,9.638665865452367e-09
2002,4.81934359086722e-09,9.63868718173444e-09
2003,5.8336921959778465e-09,5.416999737661854e-09
2004,2.2023955992267474e-09,1.0131019578807354e-08
2005,1.8014998381943315e-09,6.7556245042510454e-09
2006,3.706100981659688e-09,4.117890028965121e-09
2007,5.192823504529542e-09,3.1955835755326234e-09
2008,5.960415716543821e-09,1.7029758714315335e-09
2009,4.76819250749827e-09,4.76819250749827e-09
2010,5.196172381261022e-09,3.7790344187271785e-09
2011,7.647944000321871e-09,4.971163480860241e-09
2012,3.4042526575461807e-09,5.7872298064864935e-09
2013,5.578249862026041e-09,3.0680376017500066e-09
2014,4.7639794331644225e-09,5.846701789380404e-09
2015,4.876465897751814e-09,1.0417904761084174e-08
2016,5.799752234025846e-09,8.699628573083373e-09
2017,5.282783988036499e-09,2.5156112748447867e-09
2018,2.8396134332808742e-09,6.195520096952123e-09
2019,3.06118530524202e-09,5.867272001580659e-09
