year,aurons_VERB eu_VERB,aurons_VERB bu_VERB
1945,1.9606536838523425e-08,0.0
1946,6.682130049284751e-08,1.3921104269343232e-09
1947,5.602809238780537e-08,1.1920870957027319e-09
1948,4.240036233227329e-08,1.0871887834440486e-09
1949,4.22131343214005e-08,2.945102384188658e-09
1950,3.828730044119766e-08,2.1270722960764488e-09
1951,4.371174711081949e-08,0.0
1952,4.323369751091377e-08,2.1089607837865287e-09
1953,4.5250075686453783e-08,2.1547654771580937e-09
1954,3.9090146231046674e-08,4.886268278880834e-09
1955,4.5050917663047585e-08,1.8771215692936494e-09
1956,4.534993536253751e-08,6.976913269340912e-09
1957,5.742774433770137e-08,4.417518795207798e-09
1958,3.6397871383542224e-08,1.6544486891589827e-09
1959,5.115493451057773e-08,3.100299128533379e-09
1960,3.737250153790228e-08,6.920833350854139e-10
1961,8.407272389376885e-08,2.08444772553662e-09
1962,5.010145542883038e-08,5.7077609305622445e-09
1963,3.427008365974871e-08,3.2330267352165265e-09
1964,5.2322128851756133e-08,3.041984220075733e-09
1965,3.775710055720083e-08,6.5664522708175355e-09
1966,2.658755882123387e-08,4.431259803538978e-09
1967,3.69775179365206e-08,1.4791006197611978e-09
1968,5.61426993783698e-08,4.491415683816058e-09
1969,5.177603767947403e-08,1.3625273131978588e-09
1970,2.8052221878738237e-08,1.8394900047624674e-09
1971,5.70362104213018e-08,6.679916619845017e-09
1972,3.33459553303328e-08,5.130146862875051e-10
1973,3.197658315912122e-08,0.0
1974,4.950502940914703e-08,0.0
1975,3.084199207137317e-08,2.8557400888473694e-09
1976,3.199575004941835e-08,1.142705374768127e-09
1977,2.7620874476497193e-08,1.1753563677885381e-09
1978,2.673266052966028e-08,5.346532105932056e-09
1979,2.63338808537128e-08,0.0
1980,3.581644847372445e-08,2.2740602734216964e-09
1981,3.479052068655619e-08,1.8976649140967083e-09
1982,2.4209258597807093e-08,3.1037510339615437e-09
1983,3.031351525351056e-08,6.315316047889041e-10
1984,3.479405208395292e-08,2.8995041922996734e-09
1985,2.4062231318566774e-08,3.0077789148208467e-09
1986,4.1961399688261736e-08,1.7983456945813714e-09
1987,3.6053819485459826e-08,1.8332451112712533e-09
1988,2.5185526553173077e-08,2.398621523624911e-09
1989,3.786804469996241e-08,1.0976244357863152e-09
1990,2.7788120249283565e-08,1.089730194969718e-09
1991,3.692722927439718e-08,4.68917216167597e-09
1992,3.8018615811097334e-08,1.65298330578878e-09
1993,3.323524566667402e-08,5.539207426075166e-10
1994,3.3759530282395644e-08,1.0549853213248639e-09
1995,3.524592884218691e-08,1.0844901643380922e-09
1996,3.096093337262573e-08,1.067618438099771e-09
1997,2.6851409984374186e-08,1.438468344439059e-09
1998,2.6224711291433778e-08,9.536258449571733e-10
1999,2.6507166239753133e-08,0.0
2000,4.064589020913445e-08,8.836062992401139e-10
2001,2.891599848453552e-08,1.7524847129024579e-09
2002,3.811662807606808e-08,2.1906108038649563e-09
2003,2.5001536840818517e-08,4.583615265119079e-09
2004,4.140503762073422e-08,3.0833537945085254e-09
2005,2.7022498017004182e-08,1.3511248786457486e-09
2006,2.5119128110873135e-08,4.941467679486777e-09
2007,2.8760252845927425e-08,2.7961355453243186e-09
2008,3.2356542334355254e-08,4.6831836186811415e-09
2009,2.2410505451375684e-08,2.384096253749135e-09
2010,3.920748170571642e-08,5.668551850135373e-09
2011,2.5238215073386527e-08,5.7359579308524644e-09
2012,3.948933269271038e-08,6.468080293586809e-09
2013,3.904775169871755e-08,5.020424964641279e-09
2014,4.1143458417991496e-08,4.980523993225461e-09
2015,3.7016807397094453e-08,4.43315073539452e-09
2016,4.2255337007190974e-08,5.178350193091319e-09
2017,3.446387353278624e-08,4.779661555431858e-09
2018,4.207790738064432e-08,8.26069346260283e-09
2019,3.9540310581287486e-08,6.632568272380013e-09
