year,nos_DET oies_NOUN,nos_DET bois_NOUN
1915,4.712304768617059e-09,3.322174948472423e-07
1916,0.0,4.5597967535115913e-07
1917,7.676497215669542e-09,5.176152073627094e-07
1918,0.0,4.6404960496460035e-07
1919,5.524709134618888e-09,6.381038799574412e-07
1920,9.086678076641874e-09,4.460044618070924e-07
1921,4.543648568500203e-09,4.021128972020449e-07
1922,3.6889677978990676e-09,3.880793968402685e-07
1923,6.369568872344189e-09,4.0022125258332153e-07
1924,3.867487219366694e-09,3.777246013747515e-07
1925,5.499088961968823e-09,3.5524116004381767e-07
1926,1.1146138456652466e-09,4.190948132976047e-07
1927,7.804457635707251e-09,4.749569693096589e-07
1928,9.14083297942625e-09,3.804871799850673e-07
1929,3.342121912552898e-09,3.4869472220755426e-07
1930,4.201441416995522e-09,3.87582958283339e-07
1931,0.0,4.6990070323715827e-07
1932,2.1919073223131136e-09,3.265941934671446e-07
1933,2.2941324395731044e-09,3.693553276562511e-07
1934,2.3963160344919743e-09,2.6479292181136316e-07
1935,1.196828414151696e-09,3.650326716453378e-07
1936,0.0,4.049654598325958e-07
1937,5.036447148221157e-09,2.681908248813869e-07
1938,0.0,2.800486402776414e-07
1939,3.058810094103137e-09,3.1658684207513943e-07
1940,0.0,3.6768852651469786e-07
1941,5.9030051957620344e-09,2.626837218855371e-07
1942,3.034211770724937e-09,4.065843639544653e-07
1943,5.806470415592457e-09,4.6742086556861295e-07
1944,0.0,5.269625287240842e-07
1945,4.357008087652048e-09,3.4856065722621565e-07
1946,0.0,3.034800837298235e-07
1947,1.1920870957027319e-09,2.837167167868415e-07
1948,1.4133454406817236e-08,2.837562789181902e-07
1949,2.945102384188658e-09,2.4738861315043437e-07
1950,1.0635361480382244e-09,2.3504148605191233e-07
1951,4.264560815592233e-09,2.2282329181777527e-07
1952,2.1089607837865287e-09,1.9086095681686288e-07
1953,6.464296431474281e-09,2.3379205771334455e-07
1954,4.886268056836229e-09,1.9349621038777798e-07
1955,1.8771215692936494e-09,1.7457230727657702e-07
1956,3.488456634670456e-09,1.9622569125132827e-07
1957,1.7670075402875796e-09,1.7405023999828018e-07
1958,8.272243445794913e-10,1.761987833970302e-07
1959,3.8753740216890264e-09,1.077353979361817e-07
1960,6.228750015768725e-09,1.404929165782498e-07
1961,4.86371165564492e-09,1.7439880384273465e-07
1962,2.5367825617905737e-09,1.9913743032340392e-07
1963,2.5864212993553792e-09,1.4225317457317033e-07
1964,1.2167936658258327e-09,1.660923432122985e-07
1965,1.6416130677043839e-09,1.5157560717682372e-07
1966,1.6617224263271169e-09,1.412464003536229e-07
1967,1.9721342336964653e-09,1.622080442187368e-07
1968,1.1228539820162808e-08,1.971731515837405e-07
1969,4.995933444718048e-09,1.4669878134476733e-07
1970,2.7592350626548523e-09,1.200267214507278e-07
1971,6.166076982339064e-09,2.2557564305358824e-07
1972,4.104117490300041e-09,1.3748793881163124e-07
1973,2.205281512956958e-09,1.2514972858035378e-07
1974,2.2502286700643026e-09,1.0294796370935444e-07
1975,2.2845920710778955e-09,1.1708534408683136e-07
1976,3.4281161798155324e-09,1.2169812479978503e-07
1977,7.052138428775834e-09,1.122465314029597e-07
1978,2.3762365408686037e-09,1.4851478846722443e-07
1979,2.9259866751729646e-09,1.2230624557574288e-07
1980,2.8425752862659692e-09,1.0460677490886638e-07
1981,5.692994575756671e-09,1.1006456462903103e-07
1982,2.483000915987077e-09,1.1235579311374977e-07
1983,1.89459470334441e-09,9.599280481609185e-08
1984,1.739702604197646e-09,9.626353891789563e-08
1985,2.4062232206745193e-09,1.1670182620271419e-07
1986,2.3977942409381114e-09,1.1389522613924896e-07
1987,2.4443267410134695e-09,1.0632821434430895e-07
1988,4.797243047249822e-09,9.174727400029781e-08
1989,5.488122178931576e-10,1.317149307400456e-07
1990,3.8140557934163155e-09,9.753085250530091e-08
1991,5.861465035561508e-09,8.968041609325184e-08
1992,1.65298330578878e-09,8.595512901443669e-08
1993,2.2156829704300662e-09,8.696555459097866e-08
1994,1.5824779264761446e-09,9.600366657203097e-08
1995,3.795715575183323e-09,8.350574293158886e-08
1996,2.6690460952494277e-09,8.487566516279799e-08
1997,1.438468344439059e-09,5.897720245506832e-08
1998,5.2449422582867555e-09,7.199875284857882e-08
1999,3.1991408688814005e-09,7.403725632570968e-08
2000,2.6508188977203417e-09,8.173358168050981e-08
2001,6.1336963841363e-09,6.878502456508784e-08
2002,4.819343757400674e-09,8.718631017146095e-08
2003,4.583615376141381e-09,6.792084034090706e-08
2004,6.607187019724847e-09,7.708384919258293e-08
2005,5.854874363109275e-09,6.890736758968785e-08
2006,1.2353669753828456e-09,7.535738361097444e-08
2007,1.1983438685803094e-09,7.789234662824995e-08
2008,8.514879357157668e-10,5.7901181182984374e-08
2009,5.245011536203492e-09,6.341695946154857e-08
2010,2.3618964561933353e-09,5.00722054930236e-08
2011,5.353560705856353e-09,5.3153209778056265e-08
2012,7.489356135259584e-09,7.761696130259566e-08
2013,9.761937924679387e-09,6.080292536125853e-08
2014,6.71287994635783e-09,9.311414406187879e-08
2015,5.098123256885856e-09,1.2013838468494242e-07
2016,4.55694829093467e-09,1.681928091246121e-07
2017,3.018733624182701e-09,6.163247673329764e-08
2018,4.388493513030056e-09,8.544654783726457e-08
2019,6.377469385920875e-09,8.698867959289203e-08
