year,les_DET aveux_NOUN,les_DET baveux_ADJ
1870,1.0183670782204501e-06,0.0
1871,8.443835886051687e-07,0.0
1872,8.70212113146529e-07,0.0
1873,9.415984877914063e-07,0.0
1874,9.141152226277427e-07,0.0
1875,9.606444191234687e-07,0.0
1876,8.742537396244643e-07,0.0
1877,8.207250576930392e-07,0.0
1878,8.768756516452925e-07,0.0
1879,8.834084650466423e-07,0.0
1880,9.536919387542753e-07,0.0
1881,9.378022798323116e-07,0.0
1882,1.1433952238348866e-06,6.655385131892899e-10
1883,9.321024827535496e-07,0.0
1884,8.641621311866743e-07,0.0
1885,9.217259160365643e-07,0.0
1886,9.57048697181051e-07,0.0
1887,9.231899227302165e-07,0.0
1888,1.0138643240509282e-06,0.0
1889,8.28251094375787e-07,0.0
1890,9.031944845361295e-07,0.0
1891,6.935151128928396e-07,0.0
1892,8.769648576212319e-07,0.0
1893,8.375446416408749e-07,0.0
1894,9.143533508115809e-07,0.0
1895,8.245501743608941e-07,0.0
1896,7.542300100027433e-07,0.0
1897,7.901023741929691e-07,0.0
1898,1.0813116686492208e-06,0.0
1899,1.2121979544588157e-06,2.2110313580014918e-09
1900,1.0049878911289056e-06,0.0
1901,7.762758170715145e-07,0.0
1902,7.610939976032682e-07,0.0
1903,7.857320394322187e-07,0.0
1904,8.018940906850958e-07,0.0
1905,9.041649828844811e-07,0.0
1906,8.693671569304229e-07,0.0
1907,8.681119485487443e-07,0.0
1908,8.521260090876837e-07,0.0
1909,8.713558219408668e-07,0.0
1910,8.40100465304694e-07,1.068830135508847e-09
1911,9.901216468932716e-07,1.5961122423746588e-09
1912,8.366330330744631e-07,0.0
1913,7.827213099886876e-07,0.0
1914,9.080784630910443e-07,0.0
1915,7.374756905154101e-07,0.0
1916,7.834060591349612e-07,0.0
1917,7.062377342936799e-07,0.0
1918,7.960058736600217e-07,0.0
1919,7.172913809583292e-07,0.0
1920,6.209230152265377e-07,0.0
1921,8.966132849508313e-07,0.0
1922,7.171353226809174e-07,0.0
1923,7.845185763244444e-07,0.0
1924,6.548945297168984e-07,0.0
1925,6.158979797277198e-07,0.0
1926,7.36759748320992e-07,0.0
1927,6.499998175257815e-07,0.0
1928,5.713020483355535e-07,0.0
1929,6.829069132407994e-07,0.0
1930,7.163457822478847e-07,0.0
1931,6.113271311392054e-07,0.0
1932,6.290774079431571e-07,0.0
1933,6.962692165046747e-07,0.0
1934,6.7336482523217e-07,0.0
1935,6.821922200472841e-07,0.0
1936,6.256352627076467e-07,0.0
1937,6.157056584576992e-07,0.0
1938,5.717659767867644e-07,0.0
1939,4.894096141683235e-07,0.0
1940,5.325144067924725e-07,0.0
1941,5.607854767220033e-07,0.0
1942,5.704318173371803e-07,0.0
1943,6.096793692123015e-07,0.0
1944,6.008658104406095e-07,0.0
1945,5.5551852895519e-07,0.0
1946,6.389787037264227e-07,0.0
1947,6.878342535543425e-07,0.0
1948,7.806015345224182e-07,0.0
1949,8.256103751769217e-07,0.0
1950,6.93425582731777e-07,0.0
1951,7.228430316530421e-07,0.0
1952,6.432330343919546e-07,0.0
1953,7.15382112659313e-07,0.0
1954,6.586689380583266e-07,0.0
1955,6.992277938877578e-07,9.385607846468247e-10
1956,6.157126044570305e-07,0.0
1957,6.03433065293757e-07,0.0
1958,5.27769126179578e-07,8.272243445794913e-10
1959,6.603637388025163e-07,0.0
1960,6.720129128723329e-07,0.0
1961,6.4409438405022e-07,0.0
1962,6.893706876454075e-07,6.341956404476434e-10
1963,6.951007023303646e-07,0.0
1964,6.169143822454259e-07,0.0
1965,5.78394999450893e-07,0.0
1966,6.74105371523126e-07,0.0
1967,6.039661113454997e-07,4.930335584241163e-10
1968,6.539501402613723e-07,0.0
1969,6.744510399059322e-07,0.0
1970,6.061119757205802e-07,0.0
1971,5.883465408196287e-07,0.0
1972,5.689332818192838e-07,0.0
1973,5.259596496109964e-07,5.513203782392395e-10
1974,5.721206361997133e-07,0.0
1975,5.174601032109649e-07,0.0
1976,6.416290800892455e-07,0.0
1977,6.534981533690143e-07,0.0
1978,6.118808923982755e-07,0.0
1979,6.957996392387145e-07,0.0
1980,7.259937451209453e-07,0.0
1981,5.345089437724937e-07,0.0
1982,5.47501706193998e-07,0.0
1983,5.696414957512275e-07,0.0
1984,6.077360668044207e-07,0.0
1985,5.582437809792395e-07,1.8046674155058895e-09
1986,6.144347546310769e-07,0.0
1987,6.04970851636466e-07,0.0
1988,5.199012267365077e-07,0.0
1989,7.090653744157294e-07,5.488122178931576e-10
1990,6.18421859943652e-07,0.0
1991,5.978694635477844e-07,0.0
1992,6.468674449422451e-07,0.0
1993,8.41959547415172e-07,5.539207426075166e-10
1994,6.176939315594154e-07,0.0
1995,6.756373815974825e-07,0.0
1996,6.421724876304324e-07,0.0
1997,6.113490540471389e-07,0.0
1998,7.166498408039956e-07,0.0
1999,6.869012256771612e-07,4.570201161957499e-10
2000,6.90096493283221e-07,0.0
2001,7.430535244878911e-07,0.0
2002,8.359370440302882e-07,4.38122149670761e-10
2003,7.492127558350603e-07,0.0
2004,7.184214569910807e-07,0.0
2005,6.845699181967646e-07,0.0
2006,8.408731115849832e-07,0.0
2007,7.509621218204643e-07,7.988958938831558e-10
2008,7.301509086232727e-07,0.0
2009,6.541960142492087e-07,1.430457752249481e-09
2010,6.471596420976056e-07,3.3066551718974324e-09
2011,5.57917520849216e-07,1.1471915639660324e-09
2012,6.192335628985024e-07,1.0212758416727752e-09
2013,6.771995348930915e-07,8.367375126105969e-10
2014,8.627133842864509e-07,4.330890368553497e-10
2015,8.347622701965207e-07,4.433150790905671e-10
2016,7.268332300469638e-07,4.1426800878596737e-10
2017,7.232382663036052e-07,2.515611330355938e-10
2018,6.766024468474185e-07,2.5814667070633845e-10
2019,7.98714252514543e-07,7.65296326310505e-10
