year,mêmes_ADJ oies_NOUN,mêmes_ADJ bois_NOUN
1800,6.288328968651058e-09,5.0306631749208464e-08
1801,2.3811825844433088e-09,4.0480102825313224e-08
1802,4.475680270843441e-09,9.622712582313397e-08
1803,0.0,1.3457341196954076e-07
1804,2.4718509461507665e-09,1.087614407424553e-07
1805,0.0,8.52863308864471e-08
1806,0.0,1.2967511509032192e-07
1807,0.0,8.256169792275614e-08
1808,2.2660739951163578e-09,9.290903335568146e-08
1809,0.0,1.355418248749629e-07
1810,0.0,1.3572734758326988e-07
1811,0.0,2.1560860830049933e-07
1812,0.0,9.068507722531649e-08
1813,0.0,8.052076339026826e-08
1814,0.0,3.1466772298927026e-08
1815,0.0,7.012781111370714e-08
1816,0.0,8.343373991692715e-08
1817,0.0,4.514932783195036e-08
1818,4.768470951432846e-09,3.814776761146277e-08
1819,0.0,4.7614829412623294e-08
1820,3.5599443393152796e-09,4.390598107306687e-08
1821,0.0,7.001656854299654e-08
1822,2.0051231786055723e-09,5.213320264374488e-08
1823,0.0,6.226093063332883e-08
1824,8.421112696055388e-10,4.5474010335055937e-08
1825,8.805443041381977e-10,8.893497494000258e-08
1826,1.7615968683770689e-09,4.668231667892542e-08
1827,0.0,1.585370910106576e-07
1828,5.503380862137419e-09,1.9170109055721696e-07
1829,0.0,1.0030615982259405e-07
1830,2.0873671680021744e-09,9.706257486641334e-08
1831,1.5591206103948707e-09,4.5214498811674275e-08
1832,0.0,9.470978312720035e-08
1833,0.0,1.1467792404573629e-07
1834,9.334530925997342e-10,8.494423298088805e-08
1835,1.5126175867408165e-09,7.789980571715205e-08
1836,6.720750067579218e-10,8.871390377862554e-08
1837,0.0,9.601889416899212e-08
1838,2.5248647617104325e-09,4.3553917805638775e-08
1839,6.9914751765765e-10,6.781731087812659e-08
1840,0.0,8.471685930544481e-08
1841,0.0,8.924562422407689e-08
1842,0.0,6.976596012009395e-08
1843,0.0,5.6706348061652534e-08
1844,0.0,9.769639319756607e-08
1845,0.0,6.41726245476093e-08
1846,0.0,6.849766265304424e-08
1847,0.0,9.869599182366073e-08
1848,0.0,1.2228737489294872e-07
1849,0.0,2.1367507940794894e-07
1850,0.0,1.0522943938440221e-07
1851,0.0,7.803821233665076e-08
1852,6.510545436100301e-10,5.599068941819496e-08
1853,1.1943863675867306e-09,5.971931926751495e-08
1854,1.558699391779328e-09,4.676098086520142e-08
1855,1.0613874223963649e-09,5.3600064831016425e-08
1856,5.177189232874468e-10,6.782117623060913e-08
1857,0.0,6.59003731584562e-08
1858,4.893676019968041e-10,4.991549573674092e-08
1859,0.0,6.721668910358858e-08
1860,0.0,5.950339243554481e-08
1861,4.715963730639317e-10,7.451222927556955e-08
1862,0.0,6.912519268098549e-08
1863,0.0,5.0445670751742e-08
1864,4.794727948009836e-10,6.472883029573495e-08
1865,0.0,6.024760779155258e-08
1866,0.0,5.741423336758089e-08
1867,0.0,8.783588612004678e-08
1868,0.0,5.8290513749170714e-08
1869,0.0,5.4695412643468444e-08
1870,0.0,6.020751186497364e-08
1871,0.0,2.6552942955504477e-08
1872,0.0,9.373376030907821e-08
1873,0.0,4.788803664723673e-08
1874,0.0,4.241972462182275e-08
1875,0.0,7.495200549101355e-08
1876,0.0,5.139112602137175e-08
1877,0.0,4.7004601100297805e-08
1878,0.0,5.5559617351264023e-08
1879,0.0,5.9260454321474754e-08
1880,1.2835692508872398e-09,4.941741593711413e-08
1881,6.972507571312292e-10,6.972507549107831e-08
1882,0.0,8.984770261122321e-08
1883,3.159669414998234e-09,1.0110942127994349e-07
1884,1.3203393933736152e-09,5.677459569142229e-08
1885,0.0,4.7697703564608673e-08
1886,0.0,4.646494033977433e-08
1887,0.0,7.312395666758675e-08
1888,1.268122939990235e-09,5.5163347667530616e-08
1889,4.385595886446936e-09,7.894072240333116e-08
1890,0.0,8.25852666253013e-08
1891,3.824531802365527e-09,8.732681777701146e-08
1892,0.0,8.149066133000815e-08
1893,0.0,5.6041589147071136e-08
1894,0.0,4.915200690902566e-08
1895,3.0093072478365457e-09,6.861220214204877e-08
1896,0.0,5.5432071377481407e-08
1897,0.0,3.612562338162206e-08
1898,0.0,4.2437662273187016e-08
1899,0.0,3.8693048765026106e-08
1900,0.0,2.180242297811219e-08
1901,0.0,3.409130755471779e-08
1902,0.0,2.7988617645746672e-08
1903,1.0800440541913758e-09,3.94216073118514e-08
1904,0.0,4.407192477628996e-08
1905,0.0,6.760594573052003e-08
1906,5.144184522798412e-10,3.189394348623864e-08
1907,0.0,7.559980019777868e-08
1908,4.911389073214423e-10,5.009616899087632e-08
1909,0.0,2.8605114721358404e-08
1910,0.0,5.71824116946118e-08
1911,0.0,4.149891807969652e-08
1912,0.0,5.4177981212433224e-08
1913,0.0,3.446943352969356e-08
1914,0.0,3.9510787530616653e-08
1915,1.1780761921542648e-09,3.534228554258334e-08
1916,0.0,4.1752354462687435e-08
1917,0.0,2.8512703309502285e-08
1918,0.0,6.087779524932557e-08
1919,0.0,5.340552178267899e-08
1920,7.572231730534895e-10,5.073395215049459e-08
1921,0.0,4.0892835784234194e-08
1922,0.0,3.39385017866789e-08
1923,0.0,4.140219900250486e-08
1924,0.0,6.059063650809549e-08
1925,0.0,4.3992713472107425e-08
1926,0.0,7.133528612257578e-08
1927,0.0,3.4562596340492746e-08
1928,3.4278122562625413e-09,4.1133748851507335e-08
1929,0.0,3.230717737778832e-08
1930,0.0,4.3064773080914165e-08
1931,0.0,5.360517718600022e-08
1932,0.0,2.6302888755935783e-08
1933,0.0,2.867665571670841e-08
1934,1.1981580172459871e-09,6.350237669039416e-08
1935,0.0,2.6330225111337313e-08
1936,0.0,4.243650053581405e-08
1937,2.5182236296217297e-09,7.554670666820584e-09
1938,0.0,4.6674770715071645e-08
1939,0.0,3.364691281149135e-08
1940,0.0,7.607348528892999e-09
1941,0.0,1.7709016475464523e-08
1942,0.0,2.730790527039062e-08
1943,0.0,1.7419411690866582e-08
1944,0.0,9.639558484764166e-09
1945,0.0,1.742803235060819e-08
1946,0.0,3.201854070766785e-08
1947,0.0,3.099426493236024e-08
1948,0.0,2.9354097819123126e-08
1949,0.0,2.3560819073509265e-08
1950,2.1270722960764488e-09,6.381216888229346e-09
1951,1.0661401761424827e-09,3.1984203729962246e-08
1952,0.0,3.268889159357968e-08
1953,0.0,3.124409886368085e-08
1954,0.0,2.8340354063516315e-08
1955,0.0,1.9709776921672528e-08
1956,0.0,2.441919733087161e-08
1957,0.0,2.738861759610245e-08
1958,0.0,3.060729980575161e-08
1959,0.0,1.8601795659378695e-08
1960,0.0,1.868625076895114e-08
1961,6.948159270159238e-10,2.431855783413539e-08
1962,0.0,2.72704117065814e-08
1963,1.2932106496776896e-09,3.103705381590771e-08
1964,1.8251904432275978e-09,2.251068309533366e-08
1965,5.472043373977442e-10,1.8057743744748223e-08
1966,5.539074754423723e-10,2.215629990587331e-08
1967,0.0,2.1693477236794934e-08
1968,8.982831700699023e-10,1.7516521566562915e-08
1969,0.0,4.859681013158479e-08
1970,9.197450023812337e-10,2.3913370839068193e-08
1971,5.138397485282553e-10,1.3359833239690033e-08
1972,5.130146862875051e-10,1.487742551375959e-08
1973,0.0,1.9847533394568018e-08
1974,5.625571675160757e-10,2.81278591529599e-08
1975,0.0,1.5420996035686585e-08
1976,0.0,1.9425991482080462e-08
1977,0.0,1.8218024422367307e-08
1978,0.0,2.3762364520507617e-08
1979,0.0,2.1067103617156135e-08
1980,5.685150683554241e-10,2.5583178242527538e-08
1981,0.0,2.0874313833019187e-08
1982,1.2415004579935385e-09,1.8001756529884005e-08
1983,0.0,1.5788289786655696e-08
1984,0.0,2.3196033538397387e-08
1985,0.0,1.9851341903631692e-08
1986,5.994485463567401e-10,1.498621315931814e-08
1987,0.0,1.5277041853778428e-08
1988,0.0,1.5591039570495013e-08
1989,0.0,2.1952487827547884e-08
1990,5.44865097484859e-10,2.0704874259536155e-08
1991,0.0,1.1722930182145319e-08
1992,1.1019888335184191e-09,1.7631821336294706e-08
1993,0.0,1.994114740000441e-08
1994,5.274926606624319e-10,1.2132331583813993e-08
1995,5.422450821690461e-10,1.6809597269684673e-08
1996,5.338092190498855e-10,1.014237493990322e-08
1997,9.58978896292706e-10,9.58978851883785e-09
1998,0.0,8.582632382569955e-09
1999,0.0,1.7366764026860437e-08
2000,1.7672125984802278e-09,1.9439339027371716e-08
2001,0.0,9.20054432640427e-09
2002,8.76244299341522e-10,1.1391176002462089e-08
2003,0.0,1.12506919336397e-08
2004,4.404791253964646e-10,1.3214373595360485e-08
2005,0.0,1.216012357474483e-08
2006,0.0,1.070651389767363e-08
2007,0.0,1.078509459517818e-08
2008,8.514879357157668e-10,1.1069342775726909e-08
2009,4.76819250749827e-10,1.2397300963584712e-08
2010,9.447586046817946e-10,6.613310343794865e-09
2011,0.0,8.795135286732148e-09
2012,3.404252713057332e-10,1.191488419038933e-08
2013,0.0,1.3666713094551142e-08
2014,6.496335691608124e-10,9.311413862178597e-09
2015,4.433150790905671e-10,9.752931795503628e-09
2016,2.0713400439298368e-10,1.304944241553585e-08
2017,0.0,1.33327402451755e-08
2018,1.5488800242380307e-09,1.0067719991013746e-08
2019,2.55098775436835e-10,1.0459049626376782e-08
