year,nos_DET ailes_NOUN,nos_DET belles_ADJ
1911,9.257450739319495e-08,2.6389054763598097e-07
1912,6.980624167596261e-08,2.35465845932481e-07
1913,4.0302720716312024e-08,2.556041005519205e-07
1914,5.960101745472457e-08,2.4644017049268996e-07
1915,1.0720493603955106e-07,2.1440987207910212e-07
1916,8.020847519496499e-08,3.10945168280341e-07
1917,8.992468103485862e-08,3.1254308296979616e-07
1918,7.581008354407004e-08,3.0553762186968925e-07
1919,1.031279022734033e-07,3.342448877674542e-07
1920,3.7861159984942105e-08,2.8395868412189884e-07
1921,4.3921935533042245e-08,2.1809512773529605e-07
1922,2.7298361571226337e-08,2.508498146980287e-07
1923,3.927900893430092e-08,3.0361612601836896e-07
1924,7.47714201665417e-08,2.926398732228108e-07
1925,5.719052609265418e-08,2.496586262168421e-07
1926,7.579374194932598e-08,2.3295429052438976e-07
1927,6.689534881587633e-08,2.530873981498871e-07
1928,6.398582774735928e-08,2.1480956924335715e-07
1929,3.119313873867213e-08,2.3840469598468417e-07
1930,6.09209021007473e-08,1.943166705320465e-07
1931,6.158892862373477e-08,2.1556123730448462e-07
1932,8.110056848309455e-08,1.972716536791097e-07
1933,5.850037609889114e-08,2.0073658291153151e-07
1934,6.829500698302127e-08,2.264518670358484e-07
1935,4.308582379763948e-08,1.9029572229101177e-07
1936,5.941110048368614e-08,1.8550813507545172e-07
1937,3.9032466037092206e-08,1.8886677466412038e-07
1938,7.519824529733654e-08,1.8410604596397206e-07
1939,4.894096328200703e-08,2.2635195051634582e-07
1940,4.564409095131339e-08,1.9018372299228758e-07
1941,1.0920559478933001e-07,1.8004165447393916e-07
1942,8.192371825366251e-08,2.457711474335156e-07
1943,7.548411695701418e-08,2.4387175479034795e-07
1944,6.747690939334916e-08,1.8636479914846404e-07
1945,1.808158316407571e-07,1.7428032172972507e-07
1946,1.1554516632372724e-07,1.962875666450259e-07
1947,6.556479004160565e-08,1.6570010252792144e-07
1948,9.132385603294324e-08,1.7068864366365233e-07
1949,7.85360690924719e-08,1.3743811599908895e-07
1950,9.784532872814111e-08,1.5740334813330037e-07
1951,6.610068936652169e-08,1.1194471971620601e-07
1952,6.432330112993156e-08,1.3813692900654928e-07
1953,6.572034783047798e-08,1.260537807468154e-07
1954,6.547599529227455e-08,1.2899747758865487e-07
1955,5.819076909219234e-08,1.304599437368381e-07
1956,5.319896456690287e-08,1.4389884106513762e-07
1957,3.710715867910608e-08,9.630191044607272e-08
1958,3.226174849491059e-08,1.1994752791011365e-07
1959,5.193000929271108e-08,1.1083569173564456e-07
1960,3.9448748490045205e-08,1.0658083304804222e-07
1961,4.5857850128339095e-08,1.271513143663583e-07
1962,4.6296281031033004e-08,1.3318109193249938e-07
1963,5.496145361050253e-08,1.228550106091575e-07
1964,4.380457041541774e-08,9.795189170880292e-08
1965,4.815398080282307e-08,1.1162968505118442e-07
1966,3.434226236720406e-08,1.0690414153913252e-07
1967,5.127548918792968e-08,1.3114692709592646e-07
1968,5.524441637483335e-08,1.396830309197128e-07
1969,5.0867685619238046e-08,1.1990240533776841e-07
1970,3.449043850523026e-08,1.0944965822545782e-07
1971,3.9565660525653357e-08,1.2280769734474006e-07
1972,4.873639625202486e-08,1.2363654189329054e-07
1973,3.418186511616739e-08,9.703238790237378e-08
1974,2.250228636757612e-08,8.100822990186884e-08
1975,2.79862519825258e-08,8.567220000088582e-08
1976,3.5423866506789636e-08,1.0341483913656191e-07
1977,4.7601932007257375e-08,9.344082929629849e-08
1978,2.4950483012986524e-08,8.554451724762657e-08
1979,3.394144487689488e-08,9.714275961414387e-08
1980,3.354238775621354e-08,9.664756239757821e-08
1981,3.0362637848391216e-08,7.400893142772702e-08
1982,4.7177016626598345e-08,8.690503339181532e-08
1983,4.16810870262907e-08,8.904595993897146e-08
1984,4.349256332858431e-08,8.408562512940421e-08
1985,3.7296461030678074e-08,8.842870080627563e-08
1986,4.375974449466469e-08,1.0610239442598868e-07
1987,1.8943531632231725e-08,9.166225556356267e-08
1988,2.938311416400552e-08,8.635037485049679e-08
1989,2.4696549916214394e-08,9.220045082969364e-08
1990,3.1602174876965705e-08,8.881301116758777e-08
1991,2.1101274727541863e-08,8.381895133524608e-08
1992,3.5263643172189774e-08,9.862800354198953e-08
1993,2.658819592271655e-08,9.361260566720375e-08
1994,3.9034457000042266e-08,9.600366679407557e-08
1995,2.7112254441519212e-08,9.597738204192297e-08
1996,4.964425848186238e-08,9.982232240801636e-08
1997,4.5551499017193464e-08,9.158248293061888e-08
1998,5.0065358081496925e-08,8.964082676143903e-08
1999,3.016332716931913e-08,8.454871824881138e-08
2000,4.064588932095603e-08,1.1398521326810851e-07
2001,2.628727080455917e-08,8.45573886465445e-08
2002,4.0745358531601994e-08,1.086542962269732e-07
2003,3.1251922827379985e-08,9.66726112494598e-08
2004,3.8762162729577554e-08,9.558397184861178e-08
2005,3.783149571390254e-08,1.0448699105936043e-07
2006,4.776752149382446e-08,1.0294724805959277e-07
2007,3.515142021903728e-08,9.946253531900595e-08
2008,5.875266761989906e-08,1.0047557408299213e-07
2009,4.958920207798201e-08,9.536384837360856e-08
2010,5.99921712307605e-08,1.1856720405489796e-07
2011,7.41850549879075e-08,1.2542627958467278e-07
2012,9.157439806450896e-08,1.4876584497613976e-07
2013,8.534722617525858e-08,1.344358322441508e-07
2014,7.903874665871058e-08,1.6587309925597538e-07
2015,7.137372914911566e-08,1.7200625102020695e-07
2016,1.0750254730851339e-07,1.9884865043451327e-07
2017,1.0087601332031682e-07,1.2703837182215238e-07
2018,9.835388325996064e-08,1.4765988964882126e-07
2019,9.285595581332018e-08,1.668345950278649e-07
