year,ces_DET aveux_NOUN,ces_DET baveux_ADJ
1800,4.4961553058442405e-07,0.0
1801,1.1905913055443307e-07,0.0
1802,2.0364345232337655e-07,0.0
1803,4.661310839537691e-07,0.0
1804,2.966221188671625e-07,0.0
1805,7.220909594707337e-07,0.0
1806,3.919070081792597e-07,0.0
1807,2.7046074890790806e-07,0.0
1808,1.8808413493331955e-07,0.0
1809,3.9307129995336254e-07,0.0
1810,2.948559618687341e-07,0.0
1811,2.8079260516733484e-07,0.0
1812,3.814107696342717e-07,0.0
1813,5.03254788952745e-07,0.0
1814,3.1466770877841554e-07,0.0
1815,4.2616130890849035e-07,0.0
1816,3.0360609848401054e-07,0.0
1817,3.222728004459441e-07,0.0
1818,3.6955649385106426e-07,0.0
1819,5.506758853357496e-07,0.0
1820,3.18021704970306e-07,0.0
1821,3.175399356791786e-07,0.0
1822,3.909990198280866e-07,0.0
1823,3.340348193603404e-07,0.0
1824,3.444235048277733e-07,0.0
1825,2.5623839761124145e-07,0.0
1826,3.567233690660032e-07,0.0
1827,4.0924692967792e-07,0.0
1828,2.916791856932832e-07,0.0
1829,4.3208808619965566e-07,0.0
1830,3.245855992872748e-07,0.0
1831,2.5413666548956826e-07,0.0
1832,2.7871736918427814e-07,1.3529969367098715e-09
1833,3.0349105983873415e-07,0.0
1834,2.9030391601736483e-07,0.0
1835,3.758854703050929e-07,0.0
1836,2.479956826562102e-07,0.0
1837,2.706619568471069e-07,0.0
1838,2.9919647914766756e-07,0.0
1839,3.2510358494164393e-07,0.0
1840,2.6179420586913693e-07,0.0
1841,2.1508837377837153e-07,0.0
1842,3.1730095173543305e-07,0.0
1843,3.1483837403811776e-07,0.0
1844,2.963823071411298e-07,0.0
1845,2.929619640212877e-07,0.0
1846,3.3136476673689685e-07,0.0
1847,3.041778100509873e-07,0.0
1848,2.4055212932694303e-07,0.0
1849,1.8518507083342683e-07,0.0
1850,2.3150476380351392e-07,0.0
1851,2.715213724968635e-07,0.0
1852,3.0274036433297624e-07,0.0
1853,3.421917078583192e-07,0.0
1854,3.704508912960591e-07,0.0
1855,3.677707418603404e-07,0.0
1856,2.65589807924016e-07,0.0
1857,2.572555324320547e-07,0.0
1858,3.2934439531118187e-07,0.0
1859,3.3200969795643687e-07,0.0
1860,3.8631431564795093e-07,0.0
1861,2.9474772844650943e-07,0.0
1862,2.548144202307867e-07,0.0
1863,3.461272370941515e-07,0.0
1864,2.8864262802130725e-07,0.0
1865,2.6170055278385007e-07,0.0
1866,2.929099078841091e-07,0.0
1867,2.1158257723641327e-07,0.0
1868,2.4501775897078915e-07,0.0
1869,2.6224497062798946e-07,0.0
1870,2.964503238445104e-07,0.0
1871,2.8039907817856147e-07,0.0
1872,2.5640719059083494e-07,6.047339295989218e-10
1873,2.1429895724622838e-07,0.0
1874,2.6407772679704067e-07,0.0
1875,2.671953094335322e-07,0.0
1876,2.363991811193955e-07,0.0
1877,2.393523743648984e-07,0.0
1878,2.2344628192172422e-07,0.0
1879,2.31543431539194e-07,0.0
1880,2.188485623833003e-07,0.0
1881,2.1266147776088928e-07,0.0
1882,2.342695637480574e-07,6.655385131892899e-10
1883,2.44558417961116e-07,0.0
1884,1.960704061332308e-07,0.0
1885,2.0045927229261906e-07,0.0
1886,2.4910371365649553e-07,0.0
1887,1.8542145596711634e-07,0.0
1888,1.9212062696283283e-07,0.0
1889,2.1489418600140198e-07,0.0
1890,1.7762386761432936e-07,0.0
1891,1.7210394709366028e-07,0.0
1892,1.8930907330627633e-07,0.0
1893,2.0076437934335445e-07,0.0
1894,1.669907874202181e-07,0.0
1895,2.1185522669497914e-07,0.0
1896,1.7455205991723233e-07,0.0
1897,1.7130537344201002e-07,0.0
1898,2.5745514520281176e-07,0.0
1899,2.7803720570318546e-07,5.527578395003729e-10
1900,1.9985554544632578e-07,0.0
1901,1.5983793577589722e-07,0.0
1902,1.5467394121060352e-07,0.0
1903,1.7496713944353814e-07,0.0
1904,1.8488711006625635e-07,0.0
1905,1.7856226008916565e-07,0.0
1906,1.6615715558998545e-07,0.0
1907,2.0828516156257137e-07,0.0
1908,1.8565050474705913e-07,0.0
1909,2.227898399098649e-07,0.0
1910,2.0628420926982471e-07,0.0
1911,1.7184807887815623e-07,0.0
1912,1.7607843005862378e-07,5.209421227725386e-10
1913,1.7818044995010496e-07,0.0
1914,1.962145930178849e-07,0.0
1915,1.6375259725975866e-07,0.0
1916,1.5382446960643392e-07,0.0
1917,1.6339972219725496e-07,0.0
1918,2.0330886307817764e-07,0.0
1919,1.795530479853369e-07,0.0
1920,1.6356020005048322e-07,0.0
1921,2.567161416777708e-07,0.0
1922,2.0215543372614775e-07,7.377935484775833e-10
1923,1.5286964938354686e-07,0.0
1924,2.04976823070524e-07,0.0
1925,1.9136830076149636e-07,0.0
1926,1.972866527921724e-07,0.0
1927,1.5162946542801592e-07,0.0
1928,1.7024801479692542e-07,0.0
1929,1.8047458638648095e-07,0.0
1930,1.354964869193509e-07,0.0
1931,1.2888052935977612e-07,0.0
1932,1.3041848490047414e-07,0.0
1933,1.858247209440833e-07,0.0
1934,1.4497711653405077e-07,0.0
1935,1.5798135066802388e-07,0.0
1936,1.6004623404342055e-07,0.0
1937,1.3724318570496052e-07,0.0
1938,1.3354171102264445e-07,0.0
1939,1.452934839107911e-07,1.5294050470515685e-09
1940,1.2425336137766863e-07,0.0
1941,1.5642964434903206e-07,0.0
1942,1.0923162596654379e-07,0.0
1943,1.7129088014655736e-07,8.709705845433291e-09
1944,9.960877278558655e-08,0.0
1945,1.4378127133340968e-07,0.0
1946,1.48955816570151e-07,0.0
1947,2.002706303017021e-07,0.0
1948,1.6525269863620906e-07,0.0
1949,1.825963611423731e-07,0.0
1950,1.7761053960896334e-07,0.0
1951,1.9297137221485627e-07,0.0
1952,1.3181004554496667e-07,0.0
1953,1.5837526490258824e-07,0.0
1954,1.1824768719748135e-07,0.0
1955,1.8114223010456953e-07,0.0
1956,1.5436420497394465e-07,0.0
1957,1.3429256995323158e-07,0.0
1958,1.3070144433413589e-07,1.6544486891589827e-09
1959,1.0928554594613615e-07,0.0
1960,1.66100003973213e-07,0.0
1961,1.4938542314268943e-07,0.0
1962,1.287417124018475e-07,0.0
1963,1.422531692440998e-07,1.939815863494232e-09
1964,1.1498699858947248e-07,0.0
1965,1.4993399410911934e-07,5.472043373977442e-10
1966,1.4844720741535866e-07,0.0
1967,1.2917479530472065e-07,0.0
1968,1.2396307447204435e-07,0.0
1969,1.2308163555019291e-07,0.0
1970,1.2186621667353847e-07,0.0
1971,1.4644432688726283e-07,0.0
1972,1.1542830335997678e-07,0.0
1973,1.0750747314602904e-07,0.0
1974,9.619727592280469e-08,1.1251143350321513e-09
1975,9.309713000504871e-08,0.0
1976,9.598725547732556e-08,5.713526873840635e-10
1977,1.0578207465528067e-07,0.0
1978,1.5207914216830432e-07,5.940591352171509e-10
1979,1.1938025501478933e-07,0.0
1980,1.1256598320130706e-07,1.1370301367108482e-09
1981,9.55157952731156e-08,6.325549528618524e-10
1982,1.0242378589708778e-07,0.0
1983,1.0104505765440308e-07,0.0
1984,1.003228433660297e-07,0.0
1985,9.203803852386727e-08,0.0
1986,1.0610239442598868e-07,5.994485463567401e-10
1987,1.0632821378919743e-07,0.0
1988,9.654451726959223e-08,0.0
1989,1.3336136817088118e-07,1.0976244357863152e-09
1990,9.480652707338777e-08,0.0
1991,1.1488471862719507e-07,1.1722930404189924e-09
1992,1.101988829077527e-07,0.0
1993,1.318331346311652e-07,0.0
1994,9.336620188094003e-08,0.0
1995,9.27239121040202e-08,0.0
1996,9.501803788225516e-08,0.0
1997,1.1124155019359705e-07,4.79489448146353e-10
1998,1.1443510317121763e-07,0.0
1999,1.0054442345364123e-07,4.570201161957499e-10
2000,1.1928685061945998e-07,0.0
2001,1.1084465789679143e-07,8.762423564512289e-10
2002,1.1916922737498226e-07,0.0
2003,1.0583984177969796e-07,0.0
2004,1.0703642949749792e-07,8.809582507929292e-10
2005,1.1709749081489917e-07,0.0
2006,1.6183308026995746e-07,1.2353669198716943e-09
2007,1.2103272695185296e-07,3.994479469415779e-10
2008,1.1835682478533727e-07,4.257439678578834e-10
2009,1.2158891138369654e-07,0.0
2010,1.3084906846927424e-07,0.0
2011,1.0018806584355389e-07,1.529588788962144e-09
2012,1.3174458146636425e-07,0.0
2013,1.299732286241806e-07,8.367375126105969e-10
2014,2.1048127329947874e-07,1.0827225782605865e-09
2015,1.598150856096936e-07,1.10828768384863e-09
2016,1.9988430821626935e-07,0.0
2017,1.4967887373984468e-07,7.54683426862357e-10
2018,1.628905490491661e-07,5.162933414126769e-10
2019,1.7984463873688128e-07,2.04079020349468e-09
