year,petits_ADJ ans_NOUN,petits_ADJ bancs_NOUN
1862,0.0,1.0255828897243191e-07
1863,0.0,7.59182361420585e-08
1864,9.589455896019672e-10,1.2466293097812553e-07
1865,0.0,1.0260920446647503e-07
1866,0.0,9.390632860206694e-08
1867,4.85281148598915e-10,1.1695275503598168e-07
1868,0.0,1.3041267266089562e-07
1869,0.0,8.741499613051928e-08
1870,0.0,8.830435405116077e-08
1871,1.0621177271019633e-09,9.983906323896008e-08
1872,0.0,1.4936928272035743e-07
1873,0.0,1.1373408204118363e-07
1874,0.0,1.6430175264758873e-07
1875,0.0,1.0756471158224201e-07
1876,6.04601479992084e-10,1.197110910400312e-07
1877,0.0,1.7935965912485585e-07
1878,0.0,1.364834094630396e-07
1879,0.0,1.8022509584714186e-07
1880,6.417846254436199e-10,1.713564987682048e-07
1881,0.0,1.5967041999687126e-07
1882,0.0,1.5573601785945357e-07
1883,0.0,1.535599372104457e-07
1884,6.601696966868076e-10,2.521848321279663e-07
1885,0.0,2.3784395630777055e-07
1886,6.453463874400711e-10,1.258425450512135e-07
1887,0.0,2.7552061965252506e-07
1888,0.0,2.5489272204026747e-07
1889,0.0,2.487259234129624e-07
1890,6.554386478008212e-10,2.56276518229015e-07
1891,6.374220040683554e-10,2.3329645326697346e-07
1892,6.268512375839919e-10,2.4885993532564044e-07
1893,0.0,2.1000200001175529e-07
1894,0.0,2.545821877752985e-07
1895,0.0,2.1245708703432342e-07
1896,1.179405795248556e-09,2.2526650411691662e-07
1897,0.0,1.9577757903732618e-07
1898,5.6583548957434e-10,1.3297134271450517e-07
1899,0.0,1.4095324551988142e-07
1900,1.5573159428683425e-09,2.569571386779046e-07
1901,0.0,1.531314454128463e-07
1902,0.0,1.635124584620229e-07
1903,1.0800440541913758e-09,2.343695659767775e-07
1904,0.0,1.8864934947515621e-07
1905,0.0,1.3830833989203484e-07
1906,5.144184522798412e-10,1.3323437997314613e-07
1907,5.142843373384665e-10,2.0365659558763127e-07
1908,9.822778146428846e-10,1.5863786373415678e-07
1909,0.0,1.7603147739464475e-07
1910,0.0,1.6994399532066495e-07
1911,0.0,2.000460663786896e-07
1912,1.5628263128064646e-09,2.490103319097159e-07
1913,5.30298971401777e-10,1.8878643270880957e-07
1914,0.0,1.9152686753232118e-07
1915,0.0,1.3312261470943554e-07
1916,0.0,6.372728322823207e-08
1917,1.0966424435210342e-09,9.760117625212672e-08
1918,0.0,2.1479524114909054e-07
1919,0.0,1.8415697256024544e-07
1920,7.572231730534895e-10,1.8854857630756783e-07
1921,7.572747429129834e-10,2.2036695668248285e-07
1922,0.0,2.272404064918021e-07
1923,0.0,2.3673564841786288e-07
1924,0.0,3.1584478632495916e-07
1925,0.0,2.4525935482522243e-07
1926,1.1146138456652466e-09,3.1432110958462545e-07
1927,0.0,2.4751279070756027e-07
1928,0.0,2.856510397108991e-07
1929,1.1140406375176326e-09,2.5957146254640406e-07
1930,0.0,1.628058612368477e-07
1931,0.0,2.657448057163947e-07
1932,0.0,4.033109384238287e-07
1933,1.1470662197865522e-09,3.234726602130422e-07
1934,0.0,4.984337280689033e-07
1935,2.393656828303392e-09,2.4295617073732956e-07
1936,0.0,6.389724624966675e-07
1937,1.2591118148108649e-09,3.9787933214796567e-07
1938,0.0,6.132546324089105e-07
1939,0.0,5.154094893100591e-07
1940,0.0,5.122281621083857e-07
1941,0.0,6.227670503733407e-07
1942,0.0,3.974817466279035e-07
1943,0.0,2.9612999741246426e-07
1944,0.0,2.53841699660029e-07
1945,0.0,4.422363311107347e-07
1946,0.0,2.2830610824087216e-07
1947,1.1920870957027319e-09,1.7881306280109754e-07
1948,1.0871887834440486e-09,2.6744842784864886e-07
1949,0.0,2.0615717177818738e-07
1950,0.0,2.2866027094003982e-07
1951,0.0,4.531095767479343e-07
1952,0.0,1.10931342511833e-06
1953,0.0,4.266435715827299e-07
1954,9.772536113672459e-10,4.856950344134248e-07
1955,0.0,5.781534682114398e-07
1956,0.0,5.61641489760234e-07
1957,0.0,5.433548047051318e-07
1958,8.272243445794913e-10,6.535072500923889e-07
1959,0.0,3.557593265535175e-07
1960,6.920833350854139e-10,1.046429964901563e-06
1961,0.0,5.892039194321796e-07
1962,1.2683912808952869e-09,5.644340976829199e-07
1963,0.0,3.342949415063856e-07
1964,0.0,4.2283580459212544e-07
1965,5.472043373977442e-10,4.870118690547542e-07
1966,1.6617224263271169e-09,4.6251273211339594e-07
1967,0.0,5.521975916522592e-07
1968,0.0,2.744254992137485e-07
1969,0.0,2.6342195269535296e-07
1970,0.0,3.3156806866774247e-07
1971,0.0,3.160114347977583e-07
1972,0.0,3.1447801518424967e-07
1973,0.0,2.4533756093347847e-07
1974,0.0,3.1615713003141366e-07
1975,0.0,2.661549798332885e-07
1976,5.713526873840635e-10,2.4053949232438754e-07
1977,0.0,1.986352327065788e-07
1978,2.970295565063452e-09,2.3584147457178517e-07
1979,5.851973350345929e-10,2.370049145827835e-07
1980,0.0,3.195054625315663e-07
1981,0.0,1.5118063029229134e-07
1982,0.0,2.129173257703343e-07
1983,0.0,2.942937320504768e-07
1984,5.799008495621649e-10,2.2674123256738454e-07
1985,6.015558051686298e-10,1.8407607427217698e-07
1986,1.1988970927134801e-09,1.3907206325436405e-07
1987,6.110816852533674e-10,1.1305011399231901e-07
1988,5.996553809062277e-10,2.764411418665347e-07
1989,5.488122178931576e-10,1.3665424281050775e-07
1990,5.44865097484859e-10,1.4711357354535437e-07
1991,1.7584396161396398e-09,1.0785096105081493e-07
1992,0.0,9.752601215495815e-08
1993,5.539207426075166e-10,1.1853903753022976e-07
1994,5.274926606624319e-10,8.017888569744613e-08
1995,1.0844901643380922e-09,6.398492047310356e-08
1996,0.0,8.594328426703157e-08
1997,0.0,7.575933225201226e-08
1998,0.0,8.868720480226244e-08
1999,4.570201161957499e-10,4.844413226123834e-08
2000,0.0,1.4932946801327063e-07
2001,0.0,5.257454205320755e-08
2002,4.38122149670761e-10,7.18520298259584e-08
2003,4.1669229178253886e-10,7.042099847698324e-08
2004,4.404791253964646e-10,5.94646820673006e-08
2005,4.5037495954858286e-10,4.954124577238872e-08
2006,1.2353669198716943e-09,5.641509304155079e-08
2007,0.0,5.9118295370197416e-08
2008,8.514879357157668e-10,5.832692195895106e-08
2009,4.76819250749827e-10,4.1483273260922715e-08
2010,9.447586046817946e-10,6.424358273138253e-08
2011,0.0,5.965396354667973e-08
2012,3.404252713057332e-10,6.842548000429716e-08
2013,2.789125042035323e-10,6.387096362914235e-08
2014,1.0827225782605865e-09,8.272000540099356e-08
2015,0.0,8.156997621799889e-08
2016,2.0713399884186856e-09,7.684671798902087e-08
2017,2.515611330355938e-10,5.0815350149946426e-08
2018,0.0,6.453667050765333e-08
2019,1.02039510174734e-09,7.882552155447087e-08
