year,ces_DET oies_NOUN,ces_DET bois_NOUN
1897,7.57472740087195e-09,1.0948395328114202e-06
1898,2.602843285348655e-08,1.1282759402320153e-06
1899,1.0502398950507086e-08,1.129837016833335e-06
1900,1.661137050135153e-08,1.183560058848343e-06
1901,2.235495566438317e-09,8.87491736989432e-07
1902,1.8659078726557254e-08,8.843420928883461e-07
1903,9.720396265677778e-09,1.1129853731972617e-06
1904,2.2573425795258117e-08,1.1082477300305982e-06
1905,9.289366220688322e-09,1.465139447986985e-06
1906,6.687439879637935e-09,1.1327494036095231e-06
1907,2.571421719999023e-08,1.2260538966302192e-06
1908,1.4243027868232616e-08,1.3265661635841752e-06
1909,1.8153245739949142e-08,1.033084735979628e-06
1910,1.0688301244066167e-08,1.1976241580669011e-06
1911,1.4897047262429908e-08,1.065670957700604e-06
1912,2.865181703004538e-08,1.0856433760864093e-06
1913,2.1742258216050914e-08,1.021355807040436e-06
1914,1.339348720819089e-08,1.0025025432014445e-06
1915,1.4136914638918086e-08,1.2051719551209317e-06
1916,1.4283700444650549e-08,1.1943371234224287e-06
1917,1.754627876326964e-08,1.3477735478772956e-06
1918,1.378365155346728e-08,1.1624212632455055e-06
1919,1.2890988054792274e-08,1.4428697880930486e-06
1920,2.8774480576032602e-08,1.0941874535319585e-06
1921,1.5902769490150348e-08,1.0760874005200094e-06
1922,2.1396013683006032e-08,1.1494823723978698e-06
1923,1.4862327812892318e-08,1.0573484274800649e-06
1924,1.8048273875415077e-08,1.11641469402457e-06
1925,1.319781373076978e-08,1.0998177799592668e-06
1926,2.1177663178661987e-08,1.2806913645135864e-06
1927,1.6723837870102898e-08,1.165093948429785e-06
1928,1.3711249469139375e-08,1.1140389801767014e-06
1929,1.559656914729146e-08,9.725575011998444e-07
1930,1.6805765667982087e-08,1.263583456534434e-06
1931,1.4826963656844327e-08,1.2773999031878702e-06
1932,1.4247397928102146e-08,1.0849941602941726e-06
1933,2.5235457501437963e-08,9.165059111637675e-07
1934,3.5944740517379614e-09,9.285724615892832e-07
1935,1.4361940969820353e-08,8.55732295690359e-07
1936,1.9399543305098632e-08,9.372404434770942e-07
1937,5.036447148221157e-09,7.516897326809158e-07
1938,9.075649898271365e-09,8.958963135796694e-07
1939,1.3764645423464117e-08,9.023490008530644e-07
1940,1.2678914584896006e-08,9.73740654330868e-07
1941,2.066051907334554e-08,9.356263390714048e-07
1942,6.068423541449874e-09,1.186376806572298e-06
1943,2.3225881884414434e-08,9.348417648880059e-07
1944,0.0,1.1342547026060856e-06
1945,1.3071024262956144e-08,7.167278113229258e-07
1946,1.1136883415474585e-08,7.573080438305624e-07
1947,1.549713202209091e-08,8.845286316727652e-07
1948,1.087188805648509e-08,7.001495490044363e-07
1949,8.835307596655184e-09,6.881723066953782e-07
1950,1.0635361258337639e-08,7.997791726666037e-07
1951,1.4925962243950153e-08,9.467324701972757e-07
1952,1.2653764258629963e-08,6.537778673987305e-07
1953,1.0773827607835074e-08,8.285073107572316e-07
1954,1.563605800392054e-08,7.36849251836702e-07
1955,1.1262729415761896e-08,6.203886897537814e-07
1956,1.5698054856017052e-08,6.706557940105995e-07
1957,2.0320586824329467e-08,6.802978873565735e-07
1958,2.0680608225909225e-08,7.188579331796063e-07
1959,2.712761748568937e-08,7.37871189926409e-07
1960,1.3841666590685975e-08,6.47790002972215e-07
1961,2.779263619245853e-08,6.281136251118369e-07
1962,1.331810878246742e-08,6.861996837415063e-07
1963,1.422531736849919e-08,6.097488451928257e-07
1964,9.734349160073208e-09,5.785853964823673e-07
1965,1.1491290807796872e-08,6.298322077213925e-07
1966,8.862519607077957e-09,5.766176585098037e-07
1967,1.3311906243984595e-08,6.739768494412601e-07
1968,1.4372530499073832e-08,6.445181526260058e-07
1969,1.6804503566447693e-08,7.275896081182509e-07
1970,1.5175792178467873e-08,5.959947699807344e-07
1971,1.798439097644433e-08,5.652236936271038e-07
1972,1.3851396252206882e-08,5.853497739849445e-07
1973,1.2129047988196362e-08,5.281649180233217e-07
1974,1.5751600079827455e-08,4.826740536145735e-07
1975,8.567220266542108e-09,4.4549545918926015e-07
1976,7.998937512354587e-09,4.4508373520102396e-07
1977,8.815172591880582e-09,4.6955485544231124e-07
1978,1.425741957827853e-08,5.732670871338996e-07
1979,1.1703946700691858e-08,5.202404196325006e-07
1980,9.66475621755336e-09,4.712989962740721e-07
1981,9.48832451497239e-09,4.1811883733089417e-07
1982,8.069752865935698e-09,4.0907440279625007e-07
1983,1.7051352996233504e-08,4.3259915116777847e-07
1984,7.538710988796993e-09,4.7551869286621695e-07
1985,1.0828004715079942e-08,3.8018325554389776e-07
1986,1.4386764946028308e-08,4.2560847290928905e-07
1987,1.2832715334809564e-08,5.053645608654733e-07
1988,1.2592763165564236e-08,3.945732309773575e-07
1989,1.7013179087754793e-08,5.180787354674976e-07
1990,9.262706268664544e-09,3.95027203836662e-07
1991,7.619904984768056e-09,4.4078218408571956e-07
1992,1.2121877501769518e-08,4.016749457491642e-07
1993,1.2186256670432272e-08,4.243032947215397e-07
1994,1.3714809232734382e-08,3.819046945352511e-07
1995,1.6267353131205198e-08,3.6438868988852846e-07
1996,1.0676184603042316e-08,3.6352406951323246e-07
1997,1.822059936262832e-08,3.2221690204892184e-07
1998,1.3350762273489636e-08,3.7000682340249114e-07
1999,9.597422329088445e-09,4.382822993420632e-07
2000,1.1928685039741538e-08,3.1368022845867927e-07
2001,1.22673927682726e-08,3.2333343114032687e-07
2002,1.6210519815373914e-08,3.842331182113412e-07
2003,1.2084076406182476e-08,3.3085368755791933e-07
2004,1.8940602419803554e-08,3.0965681929728817e-07
2005,1.4862373554080932e-08,3.4408646598649284e-07
2006,6.588624035241963e-09,3.557857013447574e-07
2007,1.3581230362547103e-08,3.762799671847006e-07
2008,1.277231942431456e-08,3.333575229191865e-07
2009,2.1933686200625857e-08,3.938526909053053e-07
2010,1.700565521733921e-08,3.85933891067225e-07
2011,2.2179037717506844e-08,3.984578853533094e-07
2012,2.5531894598529448e-08,5.463825729634664e-07
2013,3.1796024591024263e-08,5.380222454220984e-07
2014,2.3819897165822113e-08,5.920327268427172e-07
2015,3.036708307035951e-08,7.199436815596982e-07
2016,2.4856080527158042e-08,7.382255944321514e-07
2017,1.9370207215985147e-08,5.089081724918287e-07
2018,2.4007639431999905e-08,6.647276755700204e-07
2019,2.4744581716973357e-08,6.915727759349011e-07
