year,les_DET watts_NOUN,les_DET boîtes_NOUN
1854,5.195664454227256e-10,6.354297710231549e-07
1855,0.0,5.896007024830396e-07
1856,0.0,8.961714570432378e-07
1857,0.0,6.555866676194455e-07
1858,9.787352039936081e-10,5.201977479885045e-07
1859,2.036869339860914e-09,7.460034012751748e-07
1860,2.288591982591015e-09,7.250259557167738e-07
1861,0.0,6.569337500650363e-07
1862,0.0,7.314619736575878e-07
1863,4.994620828036034e-10,6.353157573357748e-07
1864,1.9178911792039344e-09,5.801620623913095e-07
1865,9.41368871743009e-10,8.232270687358323e-07
1866,0.0,5.707363754936523e-07
1867,0.0,9.30769232354578e-07
1868,9.87974813071446e-10,9.795770097298373e-07
1869,0.0,6.895529054418148e-07
1870,5.734048791339319e-10,8.251296321759582e-07
1871,0.0,1.3265850640209464e-06
1872,1.2094678591978436e-09,9.137529417557744e-07
1873,1.7958012854535355e-09,1.1235730283942758e-06
1874,5.974609140757536e-10,9.200897750361037e-07
1875,5.721527140956084e-10,8.198948364679381e-07
1876,0.0,9.129482094749619e-07
1877,1.8554447978047506e-09,8.454643563027275e-07
1878,6.039088673581716e-10,8.883499162948283e-07
1879,0.0,9.304502412987858e-07
1880,0.0,9.293041500768595e-07
1881,2.091752326904839e-09,1.0598211730439289e-06
1882,2.6621540527571597e-09,1.0229327216393358e-06
1883,1.8958017378167824e-09,1.081238913513971e-06
1884,2.6406787867472303e-09,9.288587676792304e-07
1885,4.6408578535661604e-08,1.0074528802306304e-06
1886,6.4534639854230136e-09,8.557292972000141e-07
1887,3.264462256069578e-09,1.103388271417316e-06
1888,4.882273429984707e-08,1.1267272554960073e-06
1889,4.322944374690607e-08,9.02179664308278e-07
1890,3.080561700175011e-08,1.1955200847069136e-06
1891,4.398211961298415e-08,1.256996213783168e-06
1892,8.086380787197811e-08,3.3223114712654933e-06
1893,9.176040732805646e-08,1.2021229309766568e-06
1894,5.671385494565584e-08,1.2628285190885435e-06
1895,3.490796496308235e-08,1.1627963090177218e-06
1896,5.838058647622546e-08,1.2808347520376628e-06
1897,8.856604749585273e-08,1.069201942982545e-06
1898,4.2437661273986294e-08,1.569061794270965e-06
1899,5.30647525920358e-08,1.0380792474506961e-06
1900,2.9069898155320573e-08,1.1736971430309495e-06
1901,4.526878472077556e-08,1.0909218133292597e-06
1902,7.512734195858073e-08,4.019067262106546e-06
1903,5.832237826020048e-08,1.128106049463895e-06
1904,6.28831147153619e-08,9.991428413513859e-07
1905,4.902721206789806e-08,1.093564847565176e-06
1906,5.8643703559901894e-08,1.504159598653132e-06
1907,4.67998748643339e-08,1.1123970438120523e-06
1908,3.3397445253768865e-08,1.1566321802547463e-06
1909,4.2907673303282934e-08,1.1326525282129296e-06
1910,9.085056507096567e-08,1.3681025450296147e-06
1911,4.6287256472155036e-08,1.264120854216344e-06
1912,7.50156654016898e-08,1.243488824798078e-06
1913,4.4014814515325185e-08,1.4084740485031944e-06
1914,5.424362337080879e-08,1.3527422169090642e-06
1915,4.7123047686170594e-08,1.2652538003976588e-06
1916,1.0547963569251806e-07,1.3690377898001316e-06
1917,3.3995915527107456e-08,1.673476390351425e-06
1918,2.756730310693456e-08,1.4013379399102632e-06
1919,4.327688785110695e-08,1.3111975647461804e-06
1920,3.483226462819289e-08,1.4069206173417115e-06
1921,3.786373725667147e-08,1.3509781524589926e-06
1922,2.1396012073182646e-08,1.1716161480990195e-06
1923,3.078624910557437e-08,1.1666926837961e-06
1924,1.5469949654622894e-08,1.1898969489720912e-06
1925,2.1996356736053713e-08,1.3340789450921875e-06
1926,2.229227691330493e-09,1.4857802028700462e-06
1927,0.0,1.1595193853963792e-06
1928,4.570416489713125e-09,1.3859787770797993e-06
1929,6.684243603061191e-09,1.1964796939878397e-06
1930,3.1510811737689437e-09,1.3182022939872695e-06
1931,9.124285327288817e-09,1.6811495413548982e-06
1932,1.0959536611565568e-09,1.1671906747778849e-06
1933,8.02946331646126e-09,1.4510387984500994e-06
1934,2.3963160344919743e-09,1.1466372029644845e-06
1935,8.377798899061872e-09,1.1848600678376897e-06
1936,1.2124714565686645e-09,1.4561781966904164e-06
1937,1.3850230295986421e-08,1.673359577125666e-06
1938,3.8895642262559704e-09,1.4676622299703013e-06
1939,1.3764645423464117e-08,1.2541121918729914e-06
1940,2.028626333583361e-08,1.2374620581567797e-06
1941,2.9515025978810172e-09,1.2602916683590593e-06
1942,3.034211770724937e-09,1.34719002176098e-06
1943,2.9032352077962287e-09,1.5271017161921918e-06
1944,3.2131861615880553e-09,1.5455425739219208e-06
1945,2.178504043826024e-09,1.5205957737407516e-06
1946,0.0,1.4380500772404048e-06
1947,2.3841741914054637e-09,1.7857464769122089e-06
1948,4.348755133776194e-09,1.477489561807488e-06
1949,6.8719059331812105e-09,1.3743811138056117e-06
1950,2.1270722960764488e-09,1.3443096946730293e-06
1951,7.462981455041984e-09,1.4893978885766046e-06
1952,4.2179215675730575e-09,1.6702969674042834e-06
1953,0.0,1.3628892219230693e-06
1954,9.772536113672459e-10,1.4248357587121063e-06
1955,5.631364707880948e-09,1.2539172189462988e-06
1956,6.104799110673298e-09,1.4285230207633504e-06
1957,5.301022620862739e-09,1.333207151787974e-06
1958,2.4816730892496253e-09,1.3723651761665678e-06
1959,2.3252243464000344e-09,1.3176271380643811e-06
1960,1.3841666701708277e-09,1.3211870850682317e-06
1961,3.4740795795684676e-09,1.2506686886126772e-06
1962,5.7077609305622445e-09,1.2474628192649106e-06
1963,1.2932106496776896e-09,1.2285500901043633e-06
1964,3.0419841090534305e-09,1.558104344212552e-06
1965,3.283225968875314e-09,1.1710172884704662e-06
1966,5.539074754423723e-10,1.183700277351818e-06
1967,9.860671168482327e-10,1.1423587835679427e-06
1968,2.69484942694298e-09,1.1156676862356107e-06
1969,2.2708788183223305e-09,1.1681401588248264e-06
1970,9.197450023812337e-10,1.1855513548653107e-06
1971,2.569198631618974e-09,1.0436085204901246e-06
1972,5.130146862875051e-09,1.1424836827700346e-06
1973,2.756601946707349e-09,1.0430981518538829e-06
1974,2.8127858930915295e-09,1.2151235324608933e-06
1975,3.4268881066168433e-09,1.1451518275862327e-06
1976,7.427584713948221e-09,1.010722911587436e-06
1977,9.402850942308305e-09,1.1383326352643053e-06
1978,4.752473081737207e-09,1.1388113136945321e-06
1979,1.7555920051037788e-09,1.171565074287173e-06
1980,3.4110903546213933e-09,1.1484003863415637e-06
1981,5.0604397339171214e-09,1.1404966073769174e-06
1982,2.483000915987077e-09,1.3097830162678292e-06
1983,4.420721011477724e-09,1.339478487238921e-06
1984,6.378909511717268e-09,1.2670833910988222e-06
1985,4.210890747202711e-09,1.4298981483307216e-06
1986,3.5966912781404403e-09,1.214482708178366e-06
1987,5.499735167280306e-09,1.307714853737707e-06
1988,5.996553753551126e-09,1.3552211441947293e-06
1989,1.0976244357863152e-09,1.3764210109457053e-06
1990,2.1794604454505873e-09,1.3605281736772668e-06
1991,2.9307326565586322e-09,1.2947976983923581e-06
1992,6.611932890088212e-09,1.3510383496395661e-06
1993,3.877445031719162e-09,1.3548901023341386e-06
1994,6.8574046441227665e-09,1.3725358485316974e-06
1995,2.1689803286761844e-09,1.4667729999473522e-06
1996,5.871901409548741e-09,1.3040959743193525e-06
1997,3.835915474148521e-09,1.4322349954909441e-06
1998,4.7681292247858664e-09,1.3074210301056155e-06
1999,3.1991408688814005e-09,1.240809595515202e-06
2000,2.2090157481002848e-09,1.3351291556773504e-06
2001,5.257454027685071e-09,1.2863238154636747e-06
2002,8.324320510677552e-09,1.3454731089268535e-06
2003,2.9168459869666208e-09,1.2871624335275555e-06
2004,3.964312100812606e-09,1.5289030415033267e-06
2005,2.702249757291497e-09,1.5560454329488493e-06
2006,8.235779835885637e-09,1.5219720808090642e-06
2007,5.1928234212628155e-09,1.7312074191977445e-06
2008,9.36636732062901e-09,1.9277686647001246e-06
2009,8.105927484791664e-09,2.093713376893902e-06
2010,1.1809482836078189e-08,2.421888680714801e-06
2011,1.9502257253556365e-08,2.5918882897713047e-06
2012,1.0212758194683147e-08,2.9926785884981655e-06
2013,1.3945625099154313e-08,2.7012675332116487e-06
2014,1.1476859310133314e-08,2.8962829503598186e-06
2015,1.706763114173171e-08,2.531550691742268e-06
2016,1.657072062899445e-08,2.443766973669881e-06
2017,1.5848350909397624e-08,2.604915550818987e-06
2018,1.5488800464424912e-08,2.6591688850885475e-06
2019,1.7346716507660176e-08,2.403795818395338e-06
