year,plusieurs_DET eaux_NOUN,plusieurs_DET beaux_ADJ
1800,4.4647134433972724e-07,3.458580977167003e-08
1801,4.905236004049129e-07,6.667311325259107e-08
1802,2.6854081625060644e-07,7.384872446891677e-08
1803,7.489302760177452e-07,1.345734048641134e-07
1804,2.7190359297435407e-07,6.673997532402609e-08
1805,3.3261667908845993e-07,8.812920881950959e-08
1806,1.7578181132904547e-07,2.3629686296544605e-07
1807,3.1031811431603273e-07,1.9074599322266295e-07
1808,3.0818605356586204e-07,1.4049659036174944e-07
1809,3.930713194932878e-07,1.1972861813092095e-07
1810,1.825298880930859e-07,9.360507036149102e-08
1811,3.058633719632553e-07,1.7048121492280188e-07
1812,1.787029546562735e-07,7.468182872116813e-08
1813,2.013019202440347e-07,1.1502966756893329e-07
1814,2.0138733702879108e-07,1.1328037530233814e-07
1815,2.7781403844073793e-07,1.0788894000413052e-08
1816,2.549364239712304e-07,8.575134202715162e-08
1817,2.5999784725172503e-07,5.4490570278176165e-08
1818,2.718028302428621e-07,9.536941902865692e-08
1819,2.4739009951701973e-07,8.901902681657248e-08
1820,1.8630375020478596e-07,4.6279277299277055e-08
1821,1.3806084253609185e-07,7.889190634102761e-08
1822,1.3233812978796777e-07,1.0226128210888419e-07
1823,1.8777105204037525e-07,1.0475648215546585e-07
1824,1.6842225214475093e-07,6.98952344890813e-08
1825,1.7698941112698208e-07,9.421824032074255e-08
1826,1.1714619407854343e-07,1.0833820862643506e-07
1827,1.8711064875276406e-07,5.899054755786892e-08
1828,1.6051527507165986e-07,5.961995697134626e-08
1829,1.294549552000035e-07,8.144517238406479e-08
1830,1.4298465633721946e-07,6.575206690229152e-08
1831,2.1671776728737768e-07,6.236482619215167e-08
1832,2.9495332221074477e-07,5.817886794545757e-08
1833,2.281974778028939e-07,2.03871863391214e-07
1834,2.0162586711336417e-07,1.0361329216834747e-07
1835,8.546289365085613e-08,8.24376584773745e-08
1836,1.592817713280681e-07,9.140220136316657e-08
1837,1.607272839265761e-07,8.210311364109657e-08
1838,1.1614377637414464e-07,1.2561202211713862e-07
1839,2.286212446023228e-07,6.571986688186371e-08
1840,8.216898661483896e-08,7.006657654073933e-08
1841,1.3033714019172749e-07,9.759233776662768e-08
1842,6.37285153537448e-08,9.25740586410484e-08
1843,1.4826347272123286e-07,5.493427401859208e-08
1844,6.696044607679141e-08,7.025358605972087e-08
1845,1.2946129324120648e-07,7.64491243643306e-08
1846,1.0830827568142354e-07,1.0069742018004035e-07
1847,1.0948244177910738e-07,9.276345025455157e-08
1848,9.010648227558704e-08,4.907585093860689e-08
1849,1.1312210324021521e-07,7.709061833338637e-08
1850,1.1948632838709727e-07,5.974316508172706e-08
1851,1.199595587308977e-07,5.61101165530431e-08
1852,1.1653876130779395e-07,4.362065464391662e-08
1853,1.510898699486063e-07,5.7927740826357876e-08
1854,1.7041779409865399e-07,4.676098086520142e-08
1855,1.2630509971245374e-07,4.7231740296638236e-08
1856,1.5169164357953235e-07,7.248064815001953e-08
1857,1.6255425805411505e-07,7.029373172429132e-08
1858,1.8204475304983703e-07,5.725600793482499e-08
1859,1.7618919923023668e-07,4.430190969628711e-08
1860,9.612086060428737e-08,6.179198486222504e-08
1861,1.466664747984403e-07,5.659156521176101e-08
1862,1.644546971935057e-07,6.370360772223194e-08
1863,1.573305503654865e-07,3.696019490462277e-08
1864,1.448007906912352e-07,3.21246771406436e-08
1865,1.0543331430135083e-07,7.013198199956605e-08
1866,6.90917041357153e-08,7.152451075853605e-08
1867,8.73506067478047e-08,3.3484399253325137e-08
1868,6.273639874265768e-08,4.1494942593089945e-08
1869,6.788091344578362e-08,2.6859354740338404e-08
1870,9.403839706934036e-08,2.695002976338401e-08
1871,5.629224020253787e-08,2.1242354542039266e-08
1872,6.773019978201233e-08,3.205089704749753e-08
1873,1.8915773869476737e-07,3.711322715815868e-08
1874,1.0933534699830716e-07,3.2262889249068394e-08
1875,7.609631325067312e-08,3.833423178889461e-08
1876,9.189942318243993e-08,4.292670396921494e-08
1877,7.978412686071579e-08,1.9791411176584006e-08
1878,6.703388133466603e-08,3.4422805050837724e-08
1879,5.1929266220440695e-08,3.787781599484674e-08
1880,1.0268554273551445e-07,2.759673911612026e-08
1881,8.924809402621747e-08,7.111957600614005e-08
1882,9.583754456699012e-08,4.192892610888066e-08
1883,4.73950407808843e-08,3.6020232130340446e-08
1884,8.780256610663173e-08,5.545425452169184e-08
1885,8.37932674357944e-08,2.513797969783127e-08
1886,7.679621916167889e-08,6.388929207901128e-08
1887,7.508263166755569e-08,2.8074376157150027e-08
1888,8.686642227750951e-08,2.7264642099567027e-08
1889,8.583237531833987e-08,2.192797898814547e-08
1890,1.0552562201837645e-07,1.7696843102044113e-08
1891,9.115134491644028e-08,2.9321411965099742e-08
1892,7.835640758457885e-08,3.6984223683589335e-08
1893,7.266931634219986e-08,2.894455786162098e-08
1894,8.507078064212692e-08,3.7809235742258807e-08
1895,7.703826376825873e-08,3.310238039233582e-08
1896,3.892039046604623e-08,2.948514410405778e-08
1897,4.952706478267288e-08,2.3889525468945294e-08
1898,6.563691667960114e-08,1.6975064465185596e-08
1899,5.969784488968344e-08,2.1004797901014172e-08
1900,7.630847831396892e-08,1.9206897294843372e-08
1901,7.433023085923196e-08,3.241468515824408e-08
1902,5.450415019314647e-08,3.7809185116088884e-08
1903,4.8061958635159385e-08,1.4040572704487886e-08
1904,5.912087619464046e-08,1.3974025492302644e-08
1905,4.2318223258952514e-08,2.115911179600971e-08
1906,6.533114205176105e-08,2.6749759740596346e-08
1907,6.171411826016993e-08,2.057137304944945e-08
1908,5.8445528861028606e-08,9.331639017062798e-09
1909,4.1807473483146396e-08,1.6502950117569526e-08
1910,3.954671612405036e-08,1.8170112081605794e-08
1911,5.1607629170113967e-08,2.074945903984826e-08
1912,4.271725284610284e-08,1.667014770667663e-08
1913,7.052976025434532e-08,8.484783653450734e-09
1914,3.8171439342704616e-08,1.339348720819089e-08
1915,1.5314990164938536e-08,7.068457152925589e-09
1916,2.6369908923129515e-08,1.5382446649780945e-08
1917,4.057576963312215e-08,1.315970976634162e-08
1918,4.5945505178224266e-08,1.8378202071289707e-08
1919,2.3940405213807026e-08,9.207848483683279e-09
1920,3.48322650722821e-08,2.5745586995640224e-08
1921,5.2251958815308086e-08,5.300923366924337e-09
1922,2.4347187377316004e-08,9.591315908163978e-09
1923,3.927900849021171e-08,1.2739137744688378e-08
1924,1.4180787211159895e-08,2.4494086314774677e-08
1925,2.1996355625830688e-08,2.3096174306402872e-08
1926,6.687682940764716e-08,2.1177662734572777e-08
1927,4.7941668412931904e-08,3.6792441981958746e-08
1928,2.170947854818195e-08,2.2852082892654835e-08
1929,4.790374674712439e-08,1.1140406153131721e-08
1930,2.941009036305786e-08,1.0503603764533409e-08
1931,3.9918746530531735e-08,7.983749661377715e-09
1932,2.849479585620429e-08,1.75352581344157e-08
1933,2.408838994938378e-08,1.1470662197865522e-08
1934,1.677421224144382e-08,1.0783422155213884e-08
1935,1.795242621227544e-08,1.196828414151696e-08
1936,3.394919900756577e-08,7.274828739411987e-09
1937,2.895957251780601e-08,2.1404900962807005e-08
1938,3.1116513810047763e-08,1.4261735792331365e-08
1939,2.5999884911698246e-08,7.647025235257843e-09
1940,4.564409294971483e-08,2.2822045586678996e-08
1941,3.836953510472085e-08,1.7709015587286103e-08
1942,3.9444752131245764e-08,9.102635090130207e-09
1943,2.6129116648121453e-08,2.6129117092210663e-08
1944,6.4263723231761105e-09,1.2852744646352221e-08
1945,2.178504043826024e-09,1.3071024262956144e-08
1946,3.062642850437669e-08,1.3921104269343232e-09
1947,3.337843779149807e-08,1.4305045148432782e-08
1948,2.6092530802657166e-08,1.6307831973705333e-08
1949,1.570721330779179e-08,1.570721330779179e-08
1950,1.701657836861159e-08,1.4889506516624351e-08
1951,2.0256663901818683e-08,2.4521224162299404e-08
1952,1.4762725264461096e-08,1.4762725708550306e-08
1953,1.723812381726475e-08,1.2928592862948562e-08
1954,1.1727043114362345e-08,9.772535891627854e-09
1955,1.9709776921672528e-08,7.508486277174597e-09
1956,1.831439710997529e-08,1.0465369904011368e-08
1957,2.297109880089465e-08,7.068030161150318e-09
1958,2.978007690446205e-08,9.926692356998501e-09
1959,3.952881399982289e-08,1.2401196514133517e-08
1960,1.5917916873497973e-08,7.612916630428401e-09
1961,1.6675582137359868e-08,1.5285950061283415e-08
1962,2.029426049432459e-08,5.07356523460345e-09
1963,2.0691370394843034e-08,8.405869333927285e-09
1964,1.4601523545820783e-08,1.825190498738749e-09
1965,2.407699106754535e-08,1.91521518644322e-08
1966,1.495550172592175e-08,7.200797402795445e-09
1967,2.465167803222812e-08,1.824224149515885e-08
1968,1.9762229602759973e-08,2.0211370355127656e-08
1969,1.2262746151847637e-08,1.9529558858977225e-08
1970,4.092865424354386e-08,1.747515510075459e-08
