year,plusieurs_DET eaux_NOUN,plusieurs_DET beaux_ADJ
1971,1.0790634386026454e-08,1.5415192233803054e-08
1972,2.103360258187692e-08,1.9494558411992102e-08
1973,2.59120574996885e-08,1.5988290802404492e-08
1974,1.2938814464291681e-08,7.313243399753588e-09
1975,1.8847885030481848e-08,2.8557400888473694e-09
1976,9.712995741040231e-09,9.712995741040231e-09
1977,1.0578207476630297e-08,1.1165885549502264e-08
1978,3.3267311683182754e-08,1.1287123569125868e-08
1979,3.5697038214266286e-08,4.0963813452421505e-09
1980,2.1603572264439208e-08,7.390696055153967e-09
1981,4.4278845257039734e-08,1.138598904049104e-08
1982,1.7381006189864934e-08,6.207502400989995e-09
1983,1.8314416649900522e-08,5.052252616266628e-09
1984,2.2616132966390978e-08,9.278413592994639e-09
1985,1.8046674932215012e-08,5.414002357539971e-09
1986,2.517683839187157e-08,9.591176741707841e-09
1987,1.711028652096047e-08,6.110816741511371e-09
1988,3.17817343553628e-08,7.195864570874733e-09
1989,1.0976244468885454e-08,4.390497854167563e-09
1990,1.1987032477733806e-08,1.1442167213715493e-08
1991,1.5825955934634095e-08,8.206051171910644e-09
1992,1.597883780846132e-08,1.1019888557228796e-08
1993,1.2186256448387667e-08,7.200969598386564e-09
1994,2.7429617632801495e-08,5.274926495602017e-09
1995,4.337960540778951e-08,1.0302656505700725e-08
1996,1.441284891434691e-08,1.0676184158953106e-08
1997,2.0618046936426992e-08,9.110299181713799e-09
1998,1.0966697439052098e-08,1.2397136206487858e-08
1999,2.8335246704536132e-08,1.1425502544071264e-08
2000,1.1928684817696933e-08,7.510653432518666e-09
2001,1.70867264781549e-08,1.095302959441824e-08
2002,1.3581786362237835e-08,7.448076377869484e-09
2003,1.7501075477710515e-08,4.583615265119079e-09
2004,1.938108110111081e-08,7.047665784298829e-09
2005,1.4411999038621559e-08,9.457874483587148e-09
2006,1.4412615101377924e-08,1.070651389767363e-08
2007,1.677681460421354e-08,1.5578470069499417e-08
2008,1.8306990812178014e-08,1.2346575317678798e-08
2009,3.909917967170884e-08,1.0490023072406984e-08
2010,1.842279351293996e-08,1.1809482725055886e-08
2011,2.6003009412356448e-08,1.1089518636708817e-08
2012,3.3702101359667225e-08,1.327658560867917e-08
2013,2.0081699469987058e-08,1.5061274893923837e-08
2014,4.8505972405354925e-08,1.3642304619310153e-08
2015,4.1449958687600486e-08,9.309616633146334e-09
2016,4.018399568650466e-08,1.636358604173438e-08
2017,2.5659235902697475e-08,9.810884105121431e-09
2018,2.039358665273383e-08,1.0842160058643913e-08
2019,3.6989323326519497e-08,9.693753799666638e-09
