year,trois_DET oeufs_NOUN,trois_DET boeufs_NOUN
1800,1.0690159513160324e-07,6.917161954334006e-08
1801,6.429193177837078e-08,3.333655484993869e-08
1802,5.594600338554301e-08,2.2378401354217203e-08
1803,3.70564464446943e-07,6.046051481689574e-08
1804,4.943701981119375e-08,1.2359254952798437e-08
1805,1.1371510844071508e-08,6.822906328807221e-08
1806,1.729001475325731e-08,2.881669125542885e-09
1807,1.1387820464392462e-08,0.0
1808,1.8128591960930862e-08,2.2660739951163578e-09
1809,9.036122072814123e-09,0.0
1810,2.8081521108447305e-08,0.0
1811,5.0141535368197765e-09,0.0
1812,2.6672082320544632e-09,2.6672082320544632e-09
1813,5.751483289628823e-09,5.751483289628823e-09
1814,3.1466771410748606e-09,3.1466771410748606e-09
1815,2.697223555614414e-09,0.0
1816,1.8540831092650478e-08,0.0
1817,4.826307531402563e-08,0.0
1818,4.768470773797162e-08,8.344823942962876e-09
1819,8.280840013696888e-09,1.035105001712111e-09
1820,1.6613073583471305e-08,1.1866481131050932e-09
1821,9.86148829262845e-10,5.9168927535324656e-09
1822,4.010246357211145e-09,1.0025615893027862e-09
1823,1.087095569118901e-08,3.9530747564242574e-09
1824,1.6842225392110777e-08,1.6842225392110777e-09
1825,2.641632912414593e-09,2.641632912414593e-09
1826,2.1139161532346407e-08,1.7615968683770689e-09
1827,5.530363722527909e-09,0.0
1828,1.834460228167245e-08,1.8344602503717056e-09
1829,8.573175946935407e-09,8.57317605795771e-10
1830,6.262101504006523e-09,1.0436835840010872e-09
1831,1.4032085715598441e-08,1.5591206103948707e-09
1832,0.0,1.3529969367098715e-09
1833,6.950176989484191e-09,4.6334514003376626e-09
1834,5.600718555598405e-09,1.8669061851994684e-09
1835,2.4201881387853064e-08,7.563087933704082e-10
1836,4.032449929525228e-09,6.720750067579218e-10
1837,3.478945576063097e-09,3.4789454650407947e-09
1838,2.5248647617104325e-09,0.0
1839,6.9914749545318955e-09,1.3982950353153e-09
1840,1.3376346252869098e-08,6.369688665408546e-10
1841,3.852329122366882e-09,0.0
1842,5.366612043644636e-09,2.0124795163667386e-09
1843,2.3627644285539873e-09,0.0
1844,5.488561161115513e-09,1.097712254427563e-09
1845,5.580227946389016e-10,1.1160455892778032e-09
1846,3.5127007969038004e-09,0.0
1847,9.168480197274675e-09,5.393223645455691e-10
1848,8.84974404868899e-09,0.0
1849,7.54147322368226e-09,2.513824481908955e-09
1850,3.394498016007219e-09,1.3577992064028876e-09
1851,6.449438760824933e-09,1.9348316282474798e-09
1852,2.6042181744401205e-09,0.0
1853,6.569124799682413e-09,5.971931837933653e-10
1854,6.754363734984281e-09,7.793496792363186e-09
1855,3.1841622671890946e-09,3.714855978387277e-09
1856,6.730345947225658e-09,5.177189232874468e-10
1857,1.9526036343364694e-09,5.369659827891837e-09
1858,1.468102750479261e-09,9.787352039936081e-10
1859,1.5276520048956854e-09,0.0
1860,1.8308735638683515e-09,0.0
1861,2.8295783494058924e-09,0.0
1862,1.9879140111811466e-08,0.0
1863,4.495158911765884e-09,3.995696662428827e-09
1864,1.4384183844029508e-09,0.0
1865,4.706844358715045e-10,4.706844358715045e-10
1866,9.731225825149181e-10,3.405929149824516e-09
1867,3.396968040192405e-09,4.85281148598915e-09
1868,3.951899252285784e-09,2.9639244392143382e-09
1869,1.953407657850903e-09,0.0
1870,1.7202146374017957e-09,0.0
1871,1.0621177271019633e-09,1.0621177271019633e-09
1872,1.8142017887967654e-09,0.0
1873,4.788803575905831e-09,5.986004469882289e-10
1874,4.182226565063729e-09,3.584765539965673e-09
1875,5.721527251978387e-09,5.721527140956084e-10
1876,6.650616057868319e-09,1.3301232115736639e-08
1877,1.2369631985365004e-09,3.710889595609501e-09
1878,1.8117265465633636e-09,1.2078177347163432e-09
1879,3.0546627449723474e-09,0.0
1880,4.492492600149944e-09,6.417846254436199e-10
1881,1.3945015142624584e-09,6.972507571312292e-10
1882,5.324307883469714e-09,6.655385131892899e-10
1883,1.2638677882037541e-09,1.2638677882037541e-09
1884,2.6406787867472303e-09,1.3203393933736152e-09
1885,6.445635691854079e-10,0.0
1886,3.2267319927115068e-09,6.453463874400711e-10
1887,6.528924623161458e-10,1.3057849246322917e-09
1888,1.9021844099853524e-09,6.340614699951175e-10
1889,1.2530273707511697e-08,1.8795409673089125e-09
1890,7.865263995654459e-09,0.0
1891,3.824531802365527e-09,1.912266012205066e-09
1892,3.761107425503951e-09,6.268512375839919e-10
1893,7.3900996988562895e-09,6.158416554491453e-10
1894,2.520615716150587e-09,6.301539290376468e-10
1895,1.2037228991346183e-09,4.213029924926559e-09
1896,2.94851448812139e-09,4.1279202278587945e-09
1897,1.1653427112179315e-09,2.330685422435863e-09
1898,3.395012826423738e-09,1.6975064687230201e-09
1899,1.6582735185011188e-09,6.080336234504102e-09
1900,4.15284251431558e-09,0.0
1901,7.824234649067563e-09,1.676621730339889e-09
1902,3.928227076954727e-09,2.9461704187383475e-09
1903,1.6200660812870638e-09,2.1600881083827517e-09
1904,3.2247751136083025e-09,2.1498500757388683e-09
1905,3.6125312741219773e-09,1.5482277682110634e-09
1906,3.600929110447737e-09,1.5432553568395235e-09
1907,6.685696440911215e-09,1.5428529565042481e-09
1908,3.929111258571538e-09,4.911389073214423e-09
1909,1.0451868703853506e-08,3.300590023513905e-09
1910,8.01622590529405e-09,2.67207544979442e-09
1911,1.0108711090417444e-08,3.1922244847493175e-09
1912,5.2094213387476884e-09,1.5628263128064646e-09
1913,1.1136278177392711e-08,1.590896969716482e-09
1914,2.209925398233281e-08,6.696743715117748e-10
1915,3.2986132936230206e-08,0.0
1916,3.2962386153911893e-09,3.2962386153911893e-09
1917,4.3865698851064394e-09,0.0
1918,4.594550517822427e-09,1.1486376294556067e-09
1919,3.6831393490643904e-09,5.524709134618888e-09
1920,5.300562211374427e-09,0.0
1921,1.5145494858259667e-09,3.7863738810983705e-09
1922,5.902348387820666e-09,7.377935484775833e-10
1923,4.246379248229459e-09,2.1231896241147297e-09
1924,1.289162443462999e-09,2.578324886925998e-09
1925,3.299453377181294e-09,3.299453377181294e-09
1926,8.916910765321973e-09,4.458455382660986e-09
1927,1.1149224654616319e-08,1.1149224876660924e-09
1928,3.4278122562625413e-09,1.1426041224282812e-09
1929,0.0,2.2280812750352652e-09
1930,2.100720708497761e-09,2.100720708497761e-09
1931,1.0264820993199919e-08,3.4216069977333063e-09
1932,3.287861094491973e-09,3.287861094491973e-09
1933,4.588264879146209e-09,0.0
1934,2.3963160344919743e-09,4.7926320689839486e-09
1935,2.393656828303392e-09,2.393656828303392e-09
1936,9.699771652549316e-09,4.849885826274658e-09
1937,2.5182236296217297e-09,6.295559185076627e-09
1938,6.482607339819424e-09,3.8895642262559704e-09
1939,6.117620188206274e-09,1.5294050470515685e-09
1940,2.5357829169792012e-09,7.607348528892999e-09
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,6.068423541449874e-09,1.2136847082899749e-08
1943,5.806470415592457e-09,0.0
1944,1.6065930807940276e-08,6.4263723231761105e-09
1945,1.089252066321933e-08,0.0
1946,5.568441707737293e-09,1.3921104269343232e-09
1947,4.7683483828109274e-09,1.1920870957027319e-09
1948,1.0871888278529696e-08,5.435943917220243e-09
1949,1.9634016634739737e-09,5.890204768377316e-09
1950,6.381216888229346e-09,4.2541445921528975e-09
1951,5.330700769690111e-09,4.264560815592233e-09
1952,1.4762725264461096e-08,0.0
1953,6.464296653518886e-09,5.386913803917537e-09
1954,7.818028668893362e-09,9.772536113672459e-10
1955,1.3139851429144755e-08,4.6928039232341234e-09
1956,5.232684952005684e-09,2.616342476002842e-09
1957,7.068030161150318e-09,1.236905244894615e-08
1958,4.1361216673863055e-09,2.4816730892496253e-09
1959,4.650448914844674e-09,7.750747821333448e-10
1960,8.305000243069571e-09,2.7683333403416555e-09
1961,5.55852741612739e-09,1.3896318540318475e-09
1962,5.0735651235811474e-09,2.5367825617905737e-09
1963,4.526237162849611e-09,5.1728425987107585e-09
1964,4.867174663303331e-09,4.867174663303331e-09
1965,3.830430195250756e-09,1.6416130677043839e-09
1966,6.092982340888398e-09,1.1078149508847446e-09
1967,3.451234853457663e-09,1.9721342336964653e-09
1968,4.491415683816058e-09,2.6948494546985557e-09
1969,9.537691525451919e-09,4.5417578031781147e-10
1970,5.978342543233595e-09,2.7592349793881255e-09
1971,5.652237344833111e-09,4.1107179882260425e-09
1972,9.234264020108185e-09,2.565073486948677e-09
1973,7.718485406371656e-09,1.6539611902288698e-09
1974,2.025205780853412e-08,2.2502286700643026e-09
1975,3.998036124386317e-09,9.709516746170266e-09
1976,1.0284348483935446e-08,1.0855701115808358e-08
1977,1.4104276857551667e-08,5.289103655048422e-09
1978,8.910887139279566e-09,1.0099005187669263e-08
1979,7.022368020415115e-09,3.5111840102075575e-09
1980,7.390696110665118e-09,3.411090521154847e-09
1981,6.325549417596221e-09,8.223214109648325e-09
1982,8.069752865935698e-09,1.8622506869903077e-09
1983,1.1367568553133367e-08,7.578379146444547e-09
1984,1.2177917618760858e-08,2.8995041922996734e-09
1985,1.2632671797518924e-08,9.02333674446254e-09
1986,1.2588419251446936e-08,5.994485352545098e-09
1987,7.94406213033838e-09,5.49973533381376e-09
1988,1.1993107729146857e-08,8.395175166153734e-09
1989,6.036934174780129e-09,3.2928733073589456e-09
1990,9.262707045820662e-09,3.8140557934163155e-09
1991,1.0550637363770932e-08,6.447611611282156e-09
1992,9.917899501665772e-09,7.713921945651236e-09
1993,1.0524494165053966e-08,7.754890063438324e-09
1994,1.1077345929422222e-08,7.384897138251745e-09
1995,8.133676565602599e-09,1.0844901865425527e-08
1996,8.540947060708959e-09,3.736664311304594e-09
1997,1.006927874414032e-08,5.274384040632185e-09
1998,8.10582001520288e-09,1.2873949017944142e-08
1999,6.398281821029528e-09,3.1991407301035224e-09
2000,5.301637684418381e-09,3.5344251969604557e-09
2001,1.7524847129024579e-09,4.381211837767296e-09
2002,3.9430991805033955e-09,4.81934359086722e-09
2003,6.250384210204629e-09,2.0834614589126943e-09
2004,3.523833003171717e-09,1.7619165015858584e-09
2005,4.503749484463526e-09,2.702249757291497e-09
2006,4.941467846020231e-09,2.0589450144825605e-09
2007,1.5977917877663117e-09,1.997239706952314e-09
2008,4.257439734089985e-09,3.405951826129794e-09
2009,5.721831231042529e-09,4.76819250749827e-10
2010,4.723792912386671e-09,9.447586046817946e-10
2011,3.059177577924288e-09,0.0
2012,2.382976926895708e-09,0.0
2013,1.6734750252211938e-09,1.952387529424726e-09
2014,1.5158116567492996e-09,1.0827225921383743e-09
2015,2.438232948875907e-09,1.5516027906947727e-09
2016,3.1070099826280284e-09,1.0356700219649184e-09
2017,1.0062445321423752e-09,1.760927903493581e-09
2018,5.421080029321956e-09,1.5488800242380307e-09
2019,4.591778068885333e-09,1.275493877184175e-09
