year,quelques_DET ailes_NOUN,quelques_DET belles_ADJ
1800,0.0,4.7162466820793725e-07
1801,0.0,2.2859353276949435e-07
1802,1.1189200677108602e-08,3.4462738085494493e-07
1803,0.0,3.003522497380118e-07
1804,0.0,2.4718508617738166e-07
1805,1.1371510844071508e-08,2.2743021155235965e-07
1806,0.0,2.766402245057975e-07
1807,0.0,3.1031811431603273e-07
1808,2.2660739951163578e-09,3.489753943597407e-07
1809,0.0,3.8403520186136575e-07
1810,2.3401267590372754e-09,3.837807938111837e-07
1811,0.0,2.3315814257074408e-07
1812,0.0,2.5071756493133535e-07
1813,0.0,4.5436718676405974e-07
1814,0.0,2.9578765747828584e-07
1815,0.0,2.913001519999625e-07
1816,0.0,2.8738288371243925e-07
1817,0.0,3.5496714190230705e-07
1818,1.1921177378582115e-09,3.5167473533270766e-07
1819,0.0,3.374442343329065e-07
1820,2.3732962262101864e-09,2.871688540295736e-07
1821,1.97229765852569e-09,3.550135723173753e-07
1822,0.0,3.488914472882243e-07
1823,0.0,3.201990530499188e-07
1824,0.0,2.5600181885465645e-07
1825,0.0,4.0152821512151604e-07
1826,4.403992281964975e-09,2.7568991356474726e-07
1827,0.0,2.673009174003482e-07
1828,0.0,3.15527164396201e-07
1829,0.0,3.0777701187645334e-07
1830,0.0,3.997308084535689e-07
1831,3.1182412207897414e-09,4.1628520719427797e-07
1832,2.705993873419743e-09,4.370179969015453e-07
1833,1.1583628500844156e-09,4.923042205007278e-07
1834,5.600718555598405e-09,3.8364923415912244e-07
1835,7.563087933704082e-10,3.191623108023123e-07
1836,2.016224964762614e-09,3.5283938260022296e-07
1837,1.0436836284100082e-08,3.200629823396639e-07
1838,4.418513555037862e-09,4.071344328338e-07
1839,1.3982950353153e-09,3.5936183806484223e-07
1840,1.2739377330817092e-09,3.108407993224205e-07
1841,6.420548537278137e-09,3.139648114824922e-07
1842,4.695785538189057e-09,3.6761293209508494e-07
1843,8.269675610961258e-09,3.756795550202696e-07
1844,3.841992946007622e-09,3.3535110155469283e-07
1845,2.2320911785556063e-09,3.163989177323856e-07
1846,7.610851726624901e-09,3.723462924654086e-07
1847,5.393223645455691e-10,3.0363847791647913e-07
1848,1.6090443422100975e-09,2.8721440514800634e-07
1849,0.0,3.770736647368267e-07
1850,0.0,2.946424269012482e-07
1851,2.579775504329973e-09,3.650382307540667e-07
1852,5.859490670445666e-09,3.1250616761013816e-07
1853,1.4332636411040767e-08,3.989250423330759e-07
1854,2.5458755104068587e-08,3.6161825267555514e-07
1855,1.0613874223963649e-09,3.911212544949194e-07
1856,2.0708756931497874e-09,3.7016904386177885e-07
1857,1.122747050885664e-08,4.3835950513937405e-07
1858,4.404308473482388e-09,4.01281444517565e-07
1859,4.073738679721828e-09,4.7357213439624957e-07
1860,1.373155145145688e-09,4.270512476978183e-07
1861,5.187560159214399e-09,4.018001167338525e-07
1862,0.0,4.147511525331993e-07
1863,9.989241656072068e-10,3.8608417618490876e-07
1864,4.794727948009836e-10,4.48786526163758e-07
1865,1.4120533631256649e-09,3.94904230205384e-07
1866,4.865612801552288e-09,3.3134824661829043e-07
1867,1.94112459439566e-09,4.236504373977823e-07
1868,3.457911734727759e-09,4.465646235018994e-07
1869,2.441759683335931e-09,4.028903326513955e-07
1870,1.1468097582678638e-09,3.463365492173409e-07
1871,0.0,3.0057930544558076e-07
1872,1.2094678591978436e-09,3.592119437456631e-07
1873,8.380406590902112e-09,3.8130848523110217e-07
1874,4.779687312606029e-09,3.41150192095796e-07
1875,1.1443054281912168e-09,3.6732203056999424e-07
1876,9.069021977836655e-09,4.135474132027639e-07
1877,8.040260901509555e-09,4.224229339655494e-07
1878,6.039088673581716e-10,3.532866887923092e-07
1879,3.665595160740054e-09,3.8672030200359586e-07
1880,3.2089231272180996e-09,4.088168026328276e-07
1881,6.972507571312292e-10,3.2143259254269196e-07
1882,9.983077475794744e-09,3.460800197530034e-07
1883,1.0742875922176154e-08,3.791603262470744e-07
1884,5.941527270181268e-09,3.2942467242946805e-07
1885,1.2891271383708158e-08,3.2679372807820073e-07
1886,5.162771099520569e-09,3.7752763581977433e-07
1887,3.264462256069578e-09,3.4472722187928184e-07
1888,6.340614699951175e-10,3.3415039624173914e-07
1889,3.132568426877924e-09,3.721491221853057e-07
1890,6.554386478008212e-10,3.7884353432104945e-07
1891,6.374220040683554e-10,3.556814842653466e-07
1892,1.8805537127519756e-09,3.7234963912169405e-07
1893,1.539604133071748e-08,3.454871677632809e-07
1894,1.8904617871129403e-09,3.869145110968475e-07
1895,6.018614495673091e-10,3.761634062016128e-07
1896,1.179405795248556e-09,4.021773811757612e-07
1897,4.078699600285063e-09,3.927205050047178e-07
1898,1.13167097914868e-09,3.7910976935506824e-07
1899,1.1055156790007459e-09,3.49342940353381e-07
1900,6.748368974740515e-09,3.400139938491975e-07
1901,2.235495566438317e-09,4.118900598371056e-07
1902,0.0,3.383185447347614e-07
1903,3.2401321625741275e-09,3.785554305579808e-07
1904,8.599400302955473e-09,3.0151647578691154e-07
1905,1.5482277682110634e-09,3.844765501526126e-07
1906,1.5432553013283723e-09,3.3642966013047726e-07
1907,5.142843373384665e-10,3.6154188443049406e-07
1908,8.349361202419914e-09,4.0617187124780685e-07
1909,7.151278569317299e-09,4.21925447469107e-07
1910,1.6032452032632705e-09,4.4783982922069754e-07
1911,1.5961122423746588e-09,3.867912052868405e-07
1912,2.6047106693738442e-09,3.9070658708340034e-07
1913,6.893886461689647e-09,4.6984489188162115e-07
1914,2.6786975415582504e-09,3.790356934985084e-07
1915,1.0602685840410686e-08,3.239709549518466e-07
1916,6.592477230782379e-09,3.285251040097137e-07
1917,3.289927441585405e-09,3.2460616949947507e-07
1918,3.44591288836682e-09,3.537803827668995e-07
1919,4.603924352863942e-09,3.802841295197368e-07
1920,4.543339038320937e-09,3.793688208020285e-07
1921,8.330022005509363e-09,3.475890935078496e-07
1922,5.164555005876537e-09,4.1685335716579175e-07
1923,2.1231896241147297e-09,4.3525386317355697e-07
1924,3.867487219366694e-09,4.267127664547843e-07
1925,1.0998178368026856e-08,4.4542619548337825e-07
1926,1.1146138456652466e-09,3.6113487489330964e-07
1927,8.919379901328739e-09,4.036019340958319e-07
1928,1.1426041224282812e-09,3.907706229711039e-07
1929,4.4561625500705304e-09,3.8880016717257604e-07
1930,2.100720708497761e-09,4.6005783715941106e-07
1931,0.0,3.604092633224809e-07
1932,5.4797681947604815e-09,3.5289707334129616e-07
1933,5.735331320977366e-09,4.439146366053137e-07
1934,1.1981580172459871e-09,3.8341055130786117e-07
1935,4.787313656606784e-09,4.1649629878293126e-07
1936,1.2124714565686645e-09,3.9769062887273776e-07
1937,2.5182236296217297e-09,3.8402910718104977e-07
1938,6.482607339819424e-09,3.526538279174929e-07
1939,3.058810094103137e-09,3.395279186690914e-07
1940,0.0,3.271159858542205e-07
1941,5.9030051957620344e-09,3.128592709344957e-07
1942,0.0,4.065843768330524e-07
1943,2.9032352077962287e-09,3.048397054783436e-07
1944,0.0,3.534504866564703e-07
1945,2.178504043826024e-09,3.289541012918562e-07
1946,6.960552134671616e-09,3.7030138599902784e-07
1947,3.5762612871081956e-09,4.2080674944600105e-07
1948,3.2615663503321457e-09,3.261566412504635e-07
1949,1.9634016634739737e-09,3.435952962149713e-07
1950,1.0635361480382244e-09,3.105525685498378e-07
1951,2.1322803522849654e-09,4.008687106704656e-07
1952,1.3708244983590134e-08,3.5957780397666284e-07
1953,7.54167928107563e-09,2.898159436881542e-07
1954,5.863521668203475e-09,3.899241995952707e-07
1955,4.6928039232341234e-09,3.313119663062025e-07
