year,quelques_DET ailes_NOUN,quelques_DET belles_ADJ
1956,4.360570571293465e-09,3.5582256430188863e-07
1957,1.7670075402875796e-09,3.348479165055096e-07
1958,2.481673033738474e-09,3.1599969219087143e-07
1959,3.8753740216890264e-09,2.7127617663325054e-07
1960,6.920833295342987e-09,3.4050498776139193e-07
1961,1.3896318540318475e-09,3.7520058882023477e-07
1962,3.8051738426858606e-09,3.595889168650501e-07
1963,3.879631726988464e-09,3.2136285454953395e-07
1964,5.4755713296827935e-09,2.981144575642247e-07
1965,3.2832261354087677e-09,2.9767916842615705e-07
1966,4.985167390003653e-09,2.8913971661381765e-07
1967,1.4791006197611978e-09,2.987783371821706e-07
1968,5.3896989093971115e-09,3.081111152880567e-07
1969,2.725054598640142e-09,2.6750954873477895e-07
1970,1.8394900047624674e-09,2.80982096256821e-07
1971,2.569198631618974e-09,2.887779402271917e-07
1972,2.565073486948677e-09,3.0883484747334933e-07
1973,4.410563025913916e-09,2.651851076507228e-07
1974,3.3753431161187564e-09,2.430246972551231e-07
1975,5.711480177694739e-10,2.0789788024444533e-07
1976,2.8567633814091664e-09,2.5310924200994123e-07
1977,5.876781838942691e-10,2.7385803136326103e-07
1978,0.0,2.5782167156762625e-07
1979,5.266775904289034e-09,2.5456084706831916e-07
1980,2.2740602734216964e-09,2.7686683168326454e-07
1981,3.795329828193417e-09,2.675707460042531e-07
1982,6.207502289967692e-10,2.824413627422473e-07
1983,3.78918940668882e-09,2.6271714936854096e-07
1984,5.219107812592938e-09,2.7603280727817037e-07
1985,6.015558051686298e-10,2.9777011789633434e-07
1986,1.7983456390702202e-09,2.499700411107142e-07
1987,1.8332451112712533e-09,2.859862142656766e-07
1988,2.398621523624911e-09,3.2321426246539886e-07
1989,3.2928733073589456e-09,2.842847361961276e-07
1990,2.179460389939436e-09,2.500930786908384e-07
1991,3.516879065745826e-09,2.7900573762451586e-07
1992,4.4079553340736766e-09,2.964350027667706e-07
1993,6.647049133334804e-09,2.9745544871673246e-07
1994,2.1099706426497278e-09,2.9012097613190235e-07
1995,2.1689803286761844e-09,3.0636845949061353e-07
1996,4.804282749404365e-09,3.096093514898257e-07
1997,1.917957792585412e-09,2.9009110313893416e-07
1998,2.3840646123929332e-09,3.084979489642592e-07
1999,9.140402323914998e-10,2.9706306214905e-07
2000,1.7672125984802278e-09,3.044023717535538e-07
2001,3.943090742808408e-09,3.535637915774714e-07
2002,3.066854992184176e-09,2.672545242887736e-07
2003,1.6667691671301554e-09,2.712666837823008e-07
2004,1.3214374039449694e-09,3.008472475585222e-07
2005,4.503749373441224e-09,3.3417823175341255e-07
2006,4.1178899179428186e-10,3.2490150125852324e-07
2007,4.393927444112933e-09,3.618998380972016e-07
2008,5.108927503272298e-09,4.2404098365977916e-07
2009,3.337734755248789e-09,4.3342871158813523e-07
2010,5.196172381261022e-09,4.109699816012835e-07
2011,1.91198598620268e-09,6.458688837085447e-07
2012,2.723402198201441e-09,6.188931642725493e-07
2013,6.136074925944257e-09,4.309198153862326e-07
2014,3.4647122532094343e-09,4.809453884035975e-07
2015,6.64972610309178e-09,4.927447250224759e-07
2016,7.2496901815100045e-09,5.319201399345275e-07
2017,5.7859059765519305e-09,4.2035865455147814e-07
2018,5.421080029321956e-09,4.866064688968663e-07
2019,7.397864543179367e-09,6.265226062396323e-07
