year,es_VERB aux_ADP,es_VERB beau_ADV
1958,1.9853384713997002e-08,1.6544486891589827e-09
1959,3.1778064624177205e-08,7.750747821333448e-10
1960,2.8375417571169237e-08,2.076250060767393e-09
1961,2.848745239703021e-08,0.0
1962,2.4099433559854333e-08,1.2683912808952869e-09
1963,1.681173777967615e-08,1.2932106496776896e-09
1964,4.319617374903828e-08,2.4335873316516654e-09
1965,4.2134733035936733e-08,1.0944086747954884e-09
1966,4.486650695412209e-08,5.539074754423723e-10
1967,3.5498416650625586e-08,0.0
1968,3.0092486724697665e-08,2.6948494546985557e-09
1969,4.405504938631566e-08,1.3625273131978588e-09
1970,3.7709543931896405e-08,9.197450023812337e-10
1971,3.699646100585596e-08,3.083038491169532e-09
1972,4.052816038324636e-08,5.130146862875051e-10
1973,2.4258095976392724e-08,1.102640756478479e-09
1974,2.193973003272731e-08,0.0
1975,2.227477224892027e-08,0.0
1976,2.399681342524218e-08,1.7140580066410394e-09
1977,2.291944944943225e-08,1.1753563677885381e-09
1978,2.4356424432880885e-08,1.1881182704343018e-09
1979,2.925986741786346e-08,1.7555920051037788e-09
1980,3.865902442612423e-08,5.685150683554241e-10
1981,2.340453342242199e-08,6.325549528618524e-10
1982,3.41412622617554e-08,1.2415004579935385e-09
1983,4.862793190341108e-08,1.89459470334441e-09
1984,4.1752862500743504e-08,5.799008495621649e-10
1985,3.9702683807263384e-08,6.015558051686298e-10
1986,2.7574632355253925e-08,0.0
1987,2.4443266966045485e-08,6.110816852533674e-10
1988,3.657897806874644e-08,5.996553809062277e-10
1989,8.341945800793837e-08,3.841685636274406e-09
1990,2.7788120249283565e-08,5.44865097484859e-10
1991,3.223805933316726e-08,2.344586080837985e-09
1992,3.7467621893938485e-08,1.65298330578878e-09
1993,3.268132431344384e-08,1.1078414852150331e-09
1994,2.4264663167627987e-08,0.0
1995,4.771756678678685e-08,1.626735190995987e-09
1996,4.217092808289635e-08,0.0
1997,3.787966562640577e-08,0.0
1998,7.819731706604216e-08,9.536258449571733e-10
1999,5.895559596069688e-08,0.0
2000,4.152949628632996e-08,8.836062992401139e-10
2001,4.6440845835604705e-08,1.7524847129024579e-09
2002,4.162160394116654e-08,2.1906108038649563e-09
2003,4.916968876500505e-08,0.0
2004,4.052407831522942e-08,8.809582507929292e-10
2005,4.593824698417848e-08,9.007499190971657e-10
2006,3.87081655617294e-08,1.6471559671771274e-09
2007,5.552326598490254e-08,1.1983438685803094e-09
2008,3.7039725953036395e-08,2.1287198670449925e-09
2009,4.196009228962794e-08,0.0
2010,6.188168555354423e-08,4.723793023408973e-10
2011,5.3153211609924256e-08,7.64794394481072e-10
2012,4.765953676155732e-08,2.7234021704458655e-09
2013,7.502746512955127e-08,4.183687618564136e-09
2014,6.539644203940043e-08,1.5158115873603606e-09
2015,8.312157717682567e-08,7.314698624583116e-09
2016,8.968902420747327e-08,1.86420612280358e-09
2017,1.2477431710067322e-07,3.773417134311785e-09
2018,7.77021469389183e-08,4.3884935685412074e-09
2019,6.530528651182976e-08,5.3570743396846865e-09
