year,trois_DET watts_NOUN,trois_DET boîtes_NOUN
1800,0.0,6.917161954334006e-08
1801,0.0,5.2386017301842e-08
1802,0.0,8.951360541686881e-09
1803,0.0,3.90067853572873e-08
1804,0.0,3.707776485839531e-08
1805,0.0,8.528632911009026e-09
1806,0.0,5.76333825108577e-09
1807,0.0,0.0
1808,0.0,2.039466595604722e-08
1809,0.0,3.840352036377226e-08
1810,0.0,1.6380887313260928e-08
1811,0.0,3.008491944456182e-08
1812,0.0,1.8670457180292033e-08
1813,0.0,1.7254450312975678e-08
1814,0.0,6.293354282149721e-09
1815,0.0,2.1577788444915313e-08
1816,0.0,5.0987285504788815e-08
1817,0.0,1.0898113522728181e-08
1818,0.0,7.271918089912788e-08
1819,0.0,8.280840013696888e-09
1820,0.0,9.493184904840746e-09
1821,0.0,3.94459531705138e-09
1822,0.0,2.4061478143266868e-08
1823,0.0,2.569498536164616e-08
1824,0.0,2.189489300974401e-08
1825,0.0,2.553578504205234e-08
1826,0.0,3.699353356978463e-08
1827,0.0,1.566936447261469e-08
1828,0.0,2.751690364455328e-08
1829,0.0,7.715858396650788e-09
1830,0.0,1.2524203230057651e-08
1831,0.0,2.8064171431196883e-08
1832,0.0,2.570694235259907e-08
1833,0.0,2.89590715851773e-08
1834,0.0,2.8003592333902816e-08
1835,0.0,3.2521278114927554e-08
1836,0.0,2.6210926040715066e-08
1837,0.0,2.0177882920080492e-08
1838,0.0,2.9667160283963767e-08
1839,0.0,3.355908262392404e-08
1840,0.0,1.8472096741106725e-08
1841,0.0,1.0914932513372833e-08
1842,0.0,2.750388716776797e-08
1843,0.0,2.0083497753731194e-08
1844,0.0,1.3172547497219966e-08
1845,0.0,1.785672942844485e-08
1846,0.0,1.2879903144025207e-08
1847,0.0,2.534815113364175e-08
1848,0.0,5.63165514222419e-09
1849,0.0,3.7707368116812745e-08
1850,0.0,2.104588769924476e-08
1851,0.0,1.6768540334055615e-08
1852,0.0,2.5391126312612755e-08
1853,0.0,1.4929829816878737e-08
1854,0.0,2.0782657816909023e-09
1855,0.0,2.2289135870323662e-08
1856,0.0,6.730345947225658e-09
1857,0.0,1.6108979483675512e-08
1858,0.0,1.7617232783706527e-08
1859,0.0,2.5970084083226652e-08
1860,0.0,2.2885920047954755e-08
1861,0.0,2.0750240914413354e-08
1862,0.0,2.2589931814032127e-08
1863,0.0,2.6970951694238465e-08
1864,0.0,2.6371003603031795e-08
1865,0.0,4.000817732663364e-08
1866,0.0,2.432806489593986e-08
1867,0.0,2.232293283555009e-08
1868,0.0,1.827753481897787e-08
1869,0.0,3.02778189187336e-08
1870,0.0,2.2362791174401764e-08
1871,0.0,3.9298356568906456e-08
1872,0.0,2.7213026054795364e-08
1873,0.0,3.35216241431624e-08
1874,0.0,1.613144390288923e-08
1875,0.0,1.7736733859408105e-08
1876,0.0,1.8138044621807126e-08
1877,0.0,3.2779525871440285e-08
1878,0.0,2.35524461600356e-08
1879,0.0,2.871382953628654e-08
1880,0.0,2.3746030919369332e-08
1881,0.0,2.719277958362909e-08
1882,0.0,3.7935696139967945e-08
1883,0.0,4.423537092179686e-08
1884,0.0,5.809493508479591e-08
1885,0.0,5.607703146282006e-08
1886,6.453463874400711e-10,3.872078380151578e-08
1887,0.0,3.068594583988116e-08
1888,3.804368819970705e-09,1.775372115986329e-08
1889,3.132568426877924e-09,3.132568382469003e-08
1890,0.0,3.6704562944578356e-08
1891,8.286486163910922e-09,2.932141240918895e-08
1892,6.268512375839919e-10,5.453605744776269e-08
1893,2.463366621796581e-09,5.419406612361399e-08
1894,1.2603078580752936e-09,2.9617235552947818e-08
1895,0.0,2.7685626902140825e-08
1896,1.7691086373616827e-09,2.0049899296381568e-08
1897,5.826713556089658e-10,2.7968224625141147e-08
1898,0.0,2.0935912781183674e-08
1899,0.0,3.8693048765026106e-08
1900,2.07642125715779e-09,5.191053054076633e-08
1901,4.470991132876634e-09,3.8562298465549816e-08
1902,4.910283846193408e-10,5.9414435149562905e-08
1903,0.0,1.7280704422972804e-08
1904,5.374625189347171e-10,4.675923737096355e-08
1905,0.0,3.973784323818563e-08
1906,0.0,1.7490227655070356e-08
1907,5.142843373384665e-10,3.085706046235259e-08
1908,0.0,2.7012639902679325e-08
1909,0.0,2.8055016088046614e-08
1910,0.0,3.473698084732746e-08
1911,0.0,2.8730019807632345e-08
1912,0.0,2.1879568379290504e-08
1913,1.590896969716482e-09,3.606033160963307e-08
1914,0.0,2.2099254537444324e-08
1915,0.0,1.1780762143587253e-08
1916,0.0,4.724608704265165e-08
1917,0.0,2.6319418866549427e-08
1918,0.0,2.8715940736390166e-08
1919,9.207848372660976e-10,1.381177283654722e-08
1920,0.0,3.7103935923710196e-08
1921,7.572747429129834e-10,2.7261890134244737e-08
1922,7.377935484775833e-10,2.4347186822204492e-08
1923,0.0,2.5478275489376756e-08
1924,0.0,2.9650736976805092e-08
1925,0.0,2.4195991210618217e-08
1926,1.1146138456652466e-09,2.229227646921572e-08
1927,0.0,4.0137210000068535e-08
1928,0.0,4.2276351086556474e-08
1929,0.0,3.0079096546842266e-08
1930,0.0,4.411513554458679e-08
1931,0.0,3.649714308551211e-08
1932,0.0,2.6302887090601246e-08
1933,0.0,2.6382522388956886e-08
1934,0.0,3.474658072377679e-08
1935,2.393656828303392e-09,3.949533855518439e-08
1936,0.0,3.6374144585238355e-08
1937,0.0,2.8959572406783707e-08
1938,0.0,4.148868537612316e-08
1939,0.0,5.6587986740908036e-08
1940,2.5357829169792012e-09,1.5214697723919812e-08
1941,0.0,2.066051774107791e-08
1942,0.0,4.854738722137597e-08
1943,0.0,6.387117701400769e-08
1944,0.0,4.4984606262232774e-08
1945,0.0,6.099811500348551e-08
1946,0.0,4.733175362758857e-08
1947,2.3841741914054637e-09,3.2186353138285995e-08
1948,2.174377566888097e-09,3.152847516396662e-08
1949,0.0,4.0249732879971134e-08
1950,0.0,2.2334259330847317e-08
1951,0.0,5.224086718769172e-08
1952,0.0,5.588746121443222e-08
1953,0.0,5.602390329428886e-08
1954,0.0,5.765796373680132e-08
1955,0.0,5.068228237092853e-08
1956,0.0,4.534993447435909e-08
1957,0.0,3.0922632454633003e-08
1958,0.0,3.557064653936237e-08
1959,0.0,2.5577467255288866e-08
1960,0.0,3.5296250477934166e-08
1961,0.0,5.141637782202224e-08
