year,trois_DET watts_NOUN,trois_DET boîtes_NOUN
1962,1.2683912808952869e-09,3.424656469519505e-08
1963,0.0,3.6856504070925666e-08
1964,0.0,4.928014418759119e-08
1965,0.0,4.322914159970992e-08
1966,0.0,3.323444830449773e-08
1967,4.930335584241163e-10,3.894965105999404e-08
1968,0.0,3.593132680279609e-08
1969,4.5417578031781147e-10,4.496340366699769e-08
1970,0.0,5.2425464858174564e-08
1971,0.0,4.419021726320693e-08
1972,0.0,3.026786599136244e-08
1973,0.0,3.363054390526088e-08
1974,2.2502286700643026e-09,3.937900250328141e-08
1975,0.0,3.940921189382607e-08
1976,2.856763492431469e-09,5.256444790546766e-08
1977,5.876781838942691e-10,3.937443882051639e-08
1978,0.0,3.623760735926851e-08
1979,2.3407893401383717e-09,4.9741773366918096e-08
1980,5.685150683554241e-10,5.400893332563328e-08
1981,0.0,3.9850960531495616e-08
1982,1.2415004579935385e-09,2.420925848678479e-08
1983,6.315316047889041e-10,4.294414901462318e-08
1984,0.0,4.465236413953022e-08
1985,6.015558051686298e-10,5.233535649296073e-08
1986,0.0,3.5367462958291185e-08
1987,0.0,4.277571674649039e-08
1988,0.0,4.917174212248909e-08
1989,0.0,4.610022763529287e-08
1990,0.0,5.884542897405254e-08
1991,0.0,4.7477869635770276e-08
1992,0.0,5.565043670330283e-08
1993,0.0,4.5421499450526426e-08
1994,0.0,4.008944265443404e-08
1995,0.0,4.392185148915928e-08
1996,5.338092190498855e-10,3.4163789131014255e-08
1997,0.0,4.315404922294874e-08
1998,4.768129224785866e-10,4.434360012517402e-08
1999,0.0,4.341691095532951e-08
2000,8.836062992401139e-10,3.357704070339196e-08
2001,0.0,4.2935876187755184e-08
2002,0.0,4.118348373438607e-08
2003,0.0,5.458669027902374e-08
2004,0.0,4.5369348278256894e-08
2005,9.007499190971657e-10,3.693074646093919e-08
2006,0.0,5.5591514946939924e-08
2007,7.988958938831558e-10,3.954534544270416e-08
2008,4.257439678578834e-10,5.2792253679712076e-08
2009,0.0,5.054284035743706e-08
2010,0.0,7.652544731229227e-08
2011,0.0,7.915621891285696e-08
2012,6.808505426114664e-10,9.599992667475021e-08
2013,0.0,1.0068741262969638e-07
2014,2.1654451842767486e-10,1.0545717810117594e-07
2015,2.2165753954528356e-10,8.511649740583493e-08
2016,2.0713400439298368e-10,8.96890210988488e-08
2017,2.515611330355938e-10,9.634791453549951e-08
2018,0.0,8.931875061790606e-08
2019,2.55098775436835e-10,1.0127421123939939e-07
