year,mes_DET ailes_NOUN,mes_DET belles_NOUN
1800,9.432493897065797e-09,2.2009151834367913e-08
1801,4.5242470436690496e-08,6.191074675143682e-08
1802,1.3427040812530322e-08,2.2378401354217203e-08
1803,6.826187504138659e-08,2.925508790774245e-08
1804,5.9324420931261557e-08,3.460591457837836e-08
1805,6.538618890772341e-08,1.9900143755080535e-08
1806,1.4408345627714425e-08,7.780506727783632e-08
1807,5.124519120158766e-08,4.270432762965015e-08
1808,6.798221896531231e-08,2.039466551195801e-08
1809,3.840352036377226e-08,8.132509776714869e-08
1810,6.318342204991723e-08,4.91426628279612e-08
1811,7.771937760026049e-08,3.760615285841595e-08
1812,8.535066342574282e-08,6.934741492159446e-08
1813,6.614205472210699e-08,3.738464116054274e-08
1814,1.0698702368472368e-07,0.0
1815,3.776112933451259e-08,1.618334155573109e-08
1816,4.6352079507983035e-08,1.1588019432906549e-08
1817,5.4490568945908535e-08,4.0478710161551135e-08
1818,7.867976847819591e-08,5.2453181353939726e-08
1819,6.521161566297451e-08,2.380741581653467e-08
1820,4.50926265216367e-08,4.6279277299277055e-08
1821,8.382265148654255e-08,7.297501491976277e-08
1822,6.616906489398389e-08,3.308453244699194e-08
1823,7.807322921493665e-08,4.3483822431689134e-08
1824,8.58953512761218e-08,2.273700427934955e-08
1825,6.95630033575867e-08,5.459374730065747e-08
1826,1.2243097557984584e-07,2.3781558056157337e-08
1827,1.2719837094721242e-07,2.027800150017356e-08
1828,5.0447657884422625e-08,2.6599673519367428e-08
1829,5.401101077495696e-08,7.973053683940634e-08
1830,9.393152566872232e-08,4.905313000236333e-08
1831,8.41925122951892e-08,1.7150327158432788e-08
1832,5.276687886635045e-08,6.088486081967659e-08
1833,1.0077757117699093e-07,3.0117434990373226e-08
1834,1.4281832871887445e-07,8.587768363099713e-08
1835,7.033671778344797e-08,5.3697924329298985e-08
1836,1.3307085777736205e-07,3.8308275662757296e-08
1837,1.1897993212883762e-07,4.940102460437856e-08
1838,5.933432078997214e-08,1.4517972823924197e-08
1839,9.438491588298348e-08,4.474544201826802e-08
1840,9.93671420701503e-08,3.121147518214684e-08
1841,1.1685398293437288e-07,5.457466345504258e-08
1842,1.402027431929298e-07,5.366611999235715e-08
1843,8.683159569145005e-08,4.312044954435379e-08
1844,6.75093048130293e-08,4.9945909186277504e-08
1845,6.752075681903946e-08,4.40837995552279e-08
1846,9.074477080872612e-08,6.264316443349571e-08
1847,5.824681448274305e-08,2.9123407685460734e-08
1848,7.079795238951192e-08,3.942158499636861e-08
1849,5.195237151589538e-08,3.4355600142532694e-08
1850,8.622025315929704e-08,4.480737292311687e-08
1851,9.609663820242531e-08,2.644269869733762e-08
1852,7.552232506036205e-08,1.8880582430824688e-08
1853,6.927440954207498e-08,2.388772779582382e-08
1854,1.0755025536823837e-07,3.585008379047849e-08
1855,1.3214273053563375e-07,3.661786607267459e-08
1856,1.2477026478663333e-07,3.93466376702456e-08
1857,1.3472964877081495e-07,4.5886186406107754e-08
1858,1.3898039963322617e-07,4.697928801533635e-08
1859,1.726246736666326e-07,6.670747088044493e-08
1860,1.2999202692043355e-07,3.020941319320514e-08
1861,1.3063218906594898e-07,5.753475879055614e-08
1862,1.15208650619536e-07,7.545037311595948e-08
1863,1.018902651139797e-07,4.0955890678873175e-08
1864,1.7596651524787177e-07,4.650885943036087e-08
1865,1.1202289429412815e-07,3.153585836912498e-08
1866,1.610517834649272e-07,5.0115811334183746e-08
1867,1.319964777479754e-07,5.435149041943532e-08
1868,1.2300286478250655e-07,3.5567094491817386e-08
1869,1.0255390081592708e-07,4.297496902783138e-08
1870,9.174478332596436e-08,4.472557879608985e-08
1871,7.965882931060264e-08,4.885741589077952e-08
1872,1.536024214487952e-07,5.2611852652262314e-08
1873,6.405024810529625e-08,3.471882759065181e-08
1874,8.424198760792478e-08,5.257655960599905e-08
1875,1.0413179074575396e-07,4.9777284516494547e-08
1876,1.3482612981619013e-07,4.292670485739336e-08
1877,1.0019402063576877e-07,5.3189418314225634e-08
1878,7.488469644378881e-08,5.797525282069671e-08
1879,8.553055286242284e-08,3.1157559643446575e-08
1880,9.626769403858759e-08,3.5939939468931925e-08
1881,8.645909566062926e-08,4.2532297683806064e-08
1882,8.785108374098627e-08,3.593907815790942e-08
1883,1.143800352210178e-07,4.8026977617077193e-08
1884,8.780256877116699e-08,4.357120175768614e-08
1885,6.703461097323782e-08,3.2228177904158883e-08
1886,1.0325542376676822e-07,2.904058660213593e-08
1887,6.071900005011344e-08,5.549585768704901e-08
1888,8.940266660317775e-08,2.6630582183884144e-08
1889,8.896494207988326e-08,4.1349902168974495e-08
1890,4.915789908466195e-08,3.015017702168166e-08
1891,5.4818293016012376e-08,2.7409145841872373e-08
1892,6.393882401312112e-08,6.14314212832312e-08
1893,5.296238136942577e-08,3.5102975026735095e-08
1894,7.75089308291399e-08,3.9069542490111075e-08
1895,1.2518718284226793e-07,3.0694934372021976e-08
1896,6.427761745086968e-08,2.4177818858106548e-08
1897,4.3117681536308794e-08,4.253500807127608e-08
1898,5.997856289408077e-08,1.9238406867572166e-08
1899,1.0944605399743068e-07,3.924580482816964e-08
1900,7.942311508468691e-08,3.9452005440310245e-08
1901,6.147612996443286e-08,2.0119459875900247e-08
1902,6.825294263101966e-08,2.4060391012881155e-08
1903,5.940242253643646e-08,4.0501651588087384e-08
1904,5.4283715300584845e-08,3.0635362691100454e-08
1905,5.36718952059978e-08,4.283429888563006e-08
1906,5.555719384542357e-08,4.372556983156528e-08
1907,8.074263879720434e-08,3.3942766264338786e-08
1908,7.121514244978755e-08,1.276961114626829e-08
1909,7.811396374179935e-08,2.80550155329351e-08
1910,9.566029790519792e-08,3.6874638009720684e-08
1911,6.490856641061526e-08,2.394168396868679e-08
1912,1.1721197656910931e-07,2.2921452680346732e-08
1913,8.802963158416333e-08,2.7045248485180196e-08
1914,8.236994686328103e-08,3.214436983256519e-08
1915,5.301343009023185e-08,9.424609537234119e-09
1916,8.899843972898225e-08,2.197492365851872e-08
1917,1.250172432243346e-07,5.154219628877854e-08
1918,1.1830967761028433e-07,2.2972752589112133e-08
1919,1.4456321739686473e-07,5.248473433638878e-08
1920,7.420787184742039e-08,3.483226551637131e-08
1921,9.541661505352295e-08,3.407736237637238e-08
1922,8.410846596973443e-08,6.41880392171501e-08
1923,1.0191310151341781e-07,4.671017261870247e-08
1924,9.410885493110754e-08,4.2542360634278964e-08
1925,7.25879756302561e-08,1.5397448649423495e-08
1926,9.02837182792382e-08,3.6782255463663205e-08
1927,1.2487131284544262e-07,5.3516280407173156e-08
1928,6.969885268937048e-08,3.427812511613837e-08
1929,7.798284240578823e-08,4.790374874552583e-08
1930,8.612954793818517e-08,3.046045071730674e-08
1931,8.211856616924251e-08,2.167017676413252e-08
1932,9.644392173768779e-08,2.3015026551220785e-08
1933,7.800050472184239e-08,2.4088390615517596e-08
1934,5.032263672433146e-08,2.995395043114968e-08
1935,1.0532089955717083e-07,2.992070946561398e-08
1936,7.39607575184209e-08,2.182448577414675e-08
1937,8.058315748016298e-08,1.7627565185307503e-08
1938,8.816345520301638e-08,3.3709559033034964e-08
1939,5.964679683501117e-08,3.976453122334078e-08
1940,4.817987386829259e-08,1.2678914584896006e-08
1941,1.1806010391524069e-07,2.3612020783048138e-08
1942,6.675265740163638e-08,1.8205270402305018e-08
1943,1.1322617177178529e-07,1.4516176038981143e-08
1944,1.1888789153147172e-07,4.177142187700156e-08
1945,1.3506725027312427e-07,2.3963544037997053e-08
1946,1.0719250465029972e-07,2.645009722357372e-08
1947,1.1563245116974485e-07,3.457052599742383e-08
1948,1.0437012631925313e-07,2.8266908147500658e-08
1949,8.344457302911223e-08,3.6322931218357724e-08
1950,7.232045717842084e-08,4.2541446365618185e-08
1951,7.036524873882399e-08,4.584402923946129e-08
1952,6.221434634134937e-08,3.1634410091463394e-08
1953,5.925604940060225e-08,6.141081598798337e-08
1954,1.1238416575132248e-07,2.931760900715119e-08
1955,9.104039877527725e-08,3.2849627018549654e-08
1956,8.721141675493982e-08,3.488456634670456e-08
1957,7.509782307124624e-08,3.268963910674216e-08
1958,8.603133494489157e-08,3.4743422028249427e-08
1959,5.425523630364637e-08,2.247716912595621e-08
1960,8.235791915112145e-08,4.844583201268904e-08
1961,8.61571773924652e-08,4.307858647578655e-08
1962,8.815319096910912e-08,3.23439792726532e-08
1963,8.79383241780829e-08,3.362347644753072e-08
1964,7.969998616630392e-08,4.562976119171225e-08
1965,1.0889366031108239e-07,2.6265809083270142e-08
1966,6.148373010717023e-08,3.2126633686679895e-08
1967,1.0403007877357595e-07,3.549841676164789e-08
1968,1.0779397818794223e-07,4.805814829422772e-08
1969,6.94888928620685e-08,4.6780104900889796e-08
1970,9.565347847129146e-08,3.495031020150918e-08
1971,8.581123500661647e-08,3.031654449703325e-08
1972,6.97699973351007e-08,3.437198259348406e-08
1973,8.765993753101498e-08,2.8668660612130026e-08
1974,6.80694168808671e-08,1.6876715580593782e-08
1975,7.367809073954845e-08,3.198428855100133e-08
1976,7.25617903540865e-08,2.9710340410105118e-08
1977,6.111853290136082e-08,2.056873571465445e-08
1978,7.782174993309354e-08,3.2673252214898696e-08
1979,8.251282124227544e-08,4.7986180362613595e-08
1980,8.470874623967006e-08,3.638496570701477e-08
1981,9.108791498846358e-08,3.4157969175385716e-08
1982,8.504278126153508e-08,2.7933760637921523e-08
1983,8.841442156182211e-08,4.168108613811228e-08
1984,1.0380224946260341e-07,2.261613263332407e-08
1985,7.098358212331846e-08,2.6468454539241293e-08
1986,8.27238979539402e-08,2.937297916005832e-08
1987,5.988600415562928e-08,4.0331390782633036e-08
1988,7.615623287549056e-08,3.897759937032674e-08
1989,9.329807326707851e-08,2.8538234997377288e-08
1990,7.682597935598778e-08,3.21470415287628e-08
1991,1.0726481391998277e-07,3.341035137438553e-08
1992,8.59551292364813e-08,3.305966483901912e-08
1993,7.42253831731432e-08,3.60048471037544e-08
1994,9.125623190442411e-08,2.5319648544464002e-08
1995,1.0031534003474007e-07,4.2837360769709676e-08
1996,1.4199325093500192e-07,3.5765217454297726e-08
1997,1.2370827739971446e-07,2.7810388658622287e-08
1998,9.154807756317496e-08,3.576097074020623e-08
1999,9.825932734131015e-08,3.427650763221379e-08
2000,1.0647455894741142e-07,2.7391795942577346e-08
2001,9.901538877699068e-08,3.4611571553266884e-08
2002,9.463438654933043e-08,3.4611650545635086e-08
2003,8.458853573145575e-08,4.000246134339136e-08
2004,1.0307211439908315e-07,5.505989034149117e-08
2005,8.602161516435558e-08,3.422849736978151e-08
2006,1.1694807433570986e-07,3.417848615239194e-08
2007,1.438012677823508e-07,3.395307524023394e-08
2008,2.2436706714756838e-07,4.8534811503131436e-08
2009,1.9835680298285752e-07,4.339055292845728e-08
2010,1.955650361651351e-07,6.70778645961434e-08
2011,3.227432401331498e-07,6.538991792481852e-08
2012,3.2272315309000987e-07,7.04680301055749e-08
2013,3.79878816403334e-07,7.028595355729195e-08
2014,3.367267176201949e-07,7.167623317094751e-08
2015,2.600043007561226e-07,8.3121578398071e-08
2016,3.517135453989795e-07,8.409640361861648e-08
2017,3.997306379233123e-07,7.32042866324889e-08
2018,5.436568741856718e-07,1.0041905407209839e-07
2019,3.9106641125385977e-07,7.678473329386648e-08
