year,ces_DET watts_NOUN,ces_DET boîtes_NOUN
1854,0.0,1.5586993562521911e-07
1855,0.0,1.5602395109226563e-07
1856,0.0,2.0087494689846608e-07
1857,0.0,2.035589297122442e-07
1858,0.0,1.3702292989137277e-07
1859,0.0,2.1641736580590987e-07
1860,0.0,2.068887070549863e-07
1861,0.0,1.876953561463779e-07
1862,0.0,1.7077988800906496e-07
1863,0.0,1.7631011850482992e-07
1864,0.0,1.577465447155646e-07
1865,0.0,1.5673791153858474e-07
1866,0.0,1.8732610485017176e-07
1867,0.0,2.319643854775677e-07
1868,0.0,2.1686046380864354e-07
1869,0.0,2.0120099364362432e-07
1870,0.0,2.1158639995633166e-07
1871,0.0,2.61280963087529e-07
1872,0.0,2.35846236762427e-07
1873,0.0,2.7715200445754817e-07
1874,0.0,2.0552655399797004e-07
1875,0.0,2.1398511940162734e-07
1876,0.0,2.3579458385825092e-07
1877,0.0,2.1399463179250233e-07
1878,0.0,2.868567179348247e-07
1879,0.0,2.2360131168852604e-07
1880,0.0,2.162814176642769e-07
1881,0.0,2.9633157083708284e-07
1882,0.0,2.1763109003813952e-07
1883,0.0,2.249684598609747e-07
1884,6.601696966868076e-10,2.2313735570378412e-07
1885,3.86738152613475e-09,2.139951078561353e-07
1886,0.0,2.078015413076173e-07
1887,0.0,2.1349582723928506e-07
1888,0.0,2.2826212742188545e-07
1889,0.0,2.0486996987756356e-07
1890,3.9326319978272295e-09,2.503775675677389e-07
1891,0.0,3.3337171601033333e-07
1892,0.0,2.764413906675145e-07
1893,0.0,2.549584401378979e-07
1894,0.0,2.482806564785278e-07
1895,6.018614495673091e-10,2.1967943553136138e-07
1896,1.7691086373616827e-09,2.229077011861591e-07
1897,1.7480140668268973e-09,2.2374580055384286e-07
1898,5.6583548957434e-10,2.2916338338063724e-07
1899,0.0,2.216558954160064e-07
1900,0.0,2.3359738676731467e-07
1901,1.676621730339889e-09,2.1404869343655264e-07
1902,0.0,8.259097370455493e-07
1903,2.1600881083827517e-09,1.9602799383733327e-07
1904,0.0,2.1014784223893912e-07
1905,0.0,2.1933225724524164e-07
1906,0.0,2.3457481646005363e-07
1907,0.0,1.8257093259421708e-07
1908,0.0,2.2936186638844447e-07
1909,1.6502950117569526e-09,2.453438696647936e-07
1910,4.809735720812114e-09,2.4369327178419553e-07
1911,2.128149656499545e-09,2.6921093621012915e-07
1912,0.0,2.5942918213672783e-07
1913,1.060597942803554e-09,2.651494916960928e-07
1914,0.0,2.5514592749686926e-07
1915,0.0,2.297248560267917e-07
1916,0.0,2.9336523255096836e-07
1917,0.0,2.697740484336464e-07
1918,0.0,2.1249796589017933e-07
1919,0.0,1.942856080461297e-07
1920,0.0,2.0066414663233445e-07
1921,7.572747429129834e-10,2.2263877141881494e-07
1922,0.0,2.0953336843376746e-07
1923,0.0,1.8577909344230648e-07
1924,0.0,2.8103741200879995e-07
1925,0.0,2.606568116902963e-07
1926,0.0,2.0063049532836885e-07
1927,0.0,1.9957112940005572e-07
1928,0.0,2.2395040844003233e-07
1929,0.0,2.484310641648335e-07
1930,0.0,2.1217279666529976e-07
1931,2.2810713318222042e-09,2.3837196039266928e-07
1932,1.0959536611565568e-09,1.8412021596247996e-07
1933,0.0,2.5235456746486307e-07
1934,0.0,1.3179738367341542e-07
1935,0.0,1.8311475358245843e-07
1936,0.0,2.1581992371011438e-07
1937,0.0,2.3671302784578074e-07
1938,0.0,1.7503039018151867e-07
1939,0.0,2.3705778318117154e-07
1940,0.0,2.307562496639548e-07
1941,0.0,2.2136269706152234e-07
1942,0.0,1.9722376265463026e-07
1943,0.0,1.8580705685167231e-07
1944,0.0,1.5744612724688523e-07
1945,0.0,2.7231301658048324e-07
1946,1.3921104269343232e-09,2.1995344212655255e-07
1947,1.1920870957027319e-09,2.1219149815010496e-07
1948,1.0871887834440486e-09,2.2613527406178946e-07
1949,0.0,2.1990099341451241e-07
1950,0.0,2.446133215983082e-07
1951,0.0,1.876406727774338e-07
1952,0.0,2.224953590257428e-07
1953,0.0,1.508335847333342e-07
1954,9.772536113672459e-10,1.95450724049806e-07
1955,0.0,1.2858282971706103e-07
1956,0.0,1.9186511224233982e-07
1957,0.0,1.758172452070994e-07
1958,0.0,2.001882997149096e-07
1959,0.0,1.7904227078702206e-07
1960,0.0,1.6748416697964785e-07
1961,0.0,2.1330848198886088e-07
1962,0.0,1.7694058129791301e-07
1963,0.0,1.952748114320002e-07
1964,0.0,1.7400148877300126e-07
1965,0.0,1.7729421131207346e-07
1966,0.0,1.5509408868297214e-07
1967,0.0,1.5727770019680065e-07
1968,0.0,1.5630127236931912e-07
1969,0.0,1.448820743377155e-07
1970,0.0,1.6785345735570445e-07
1971,1.0276794970565106e-09,1.402782512371914e-07
1972,0.0,1.5133933572997194e-07
1973,0.0,1.5381838736061582e-07
1974,5.625571675160757e-10,1.5189044155761167e-07
1975,0.0,1.5192537183850163e-07
1976,0.0,1.474089934561107e-07
1977,0.0,1.6043614081695523e-07
1978,0.0,1.6455437723550403e-07
1979,0.0,1.422029534126068e-07
1980,5.685150683554241e-10,1.5008797404902907e-07
1981,0.0,1.2651098835192442e-07
1982,0.0,1.371858004972637e-07
1983,0.0,1.471468653591046e-07
1984,0.0,1.8382857369658723e-07
1985,0.0,1.6903717536820295e-07
1986,0.0,1.4986213869860876e-07
1987,0.0,1.527704238668548e-07
1988,5.996553809062277e-10,1.553107420448896e-07
1989,5.488122178931576e-10,1.5147217169442229e-07
1990,0.0,1.416649233476619e-07
1991,1.1722930404189924e-09,1.3598599046815707e-07
1992,0.0,1.6033937733084258e-07
1993,0.0,1.7060758317199998e-07
1994,0.0,1.7407257857371405e-07
1995,5.422450821690461e-10,1.5508209294523567e-07
1996,0.0,1.6494704624392398e-07
1997,0.0,1.8604190188398206e-07
1998,0.0,1.4971925565987476e-07
1999,0.0,1.4441835993750374e-07
2000,0.0,1.4977126205906188e-07
2001,0.0,1.5553301402349007e-07
2002,0.0,1.6823889836814487e-07
2003,0.0,1.7042715505510841e-07
2004,0.0,1.5945344955525798e-07
2005,0.0,1.7879886016203272e-07
2006,0.0,1.618330731645301e-07
2007,0.0,2.073134837132784e-07
2008,0.0,2.1116900228435043e-07
2009,0.0,2.217209491561789e-07
2010,0.0,2.357172714795297e-07
2011,0.0,2.458813987971098e-07
2012,6.808505426114664e-10,2.9412744595447293e-07
2013,2.789125042035323e-10,2.814227144654069e-07
2014,0.0,3.215686028568143e-07
2015,0.0,3.0211922030787264e-07
2016,0.0,2.7155267900980107e-07
2017,0.0,2.7797505453008853e-07
2018,0.0,2.8086359193935095e-07
2019,0.0,2.6224152982479154e-07
