year,deux_DET arts_NOUN,deux_DET bars_NOUN
1862,7.861296347222435e-08,2.3945327498609004e-08
1863,1.243660608385433e-07,2.9468263051946053e-08
1864,1.0404559547261272e-07,3.3563097190381086e-08
1865,7.719224726088214e-08,3.3418594114209554e-08
1866,8.174229337853944e-08,3.065336073859726e-08
1867,7.667442503134225e-08,4.513114504334226e-08
1868,7.26161495379074e-08,4.6928803953960596e-08
1869,7.47178409143956e-08,1.70923168951731e-08
1870,6.422134646300037e-08,1.0894693147633916e-08
1871,3.186353225714811e-08,1.1683295220166201e-08
1872,7.982487915114689e-08,2.3584624031514068e-08
1873,7.721946104766175e-08,4.309923085088485e-08
1874,5.01867165603187e-08,3.2860349108432274e-08
1875,7.380770256082414e-08,3.3757011408397375e-08
1876,7.980739469282128e-08,3.627608791134662e-08
1877,6.494056881134469e-08,3.5253449937044934e-08
1878,9.239805764948983e-08,3.200716980344964e-08
1879,7.270097057698877e-08,4.1543410267408376e-08
1880,7.508880250917116e-08,1.2193908105473383e-08
1881,7.809208313336313e-08,2.091752193678076e-08
1882,8.785108107645101e-08,3.128031167420886e-08
1883,8.847074745021999e-08,4.423537297570945e-08
1884,8.978307697304899e-08,5.215340692643622e-08
1885,6.767917792860345e-08,3.4161868001092444e-08
1886,7.163344711846875e-08,9.034849701716752e-09
1887,4.635536360320103e-08,2.546280519766242e-08
1888,8.115986549483978e-08,1.014498351992188e-08
1889,8.95914575860246e-08,1.9421924513096656e-08
1890,7.078737507271171e-08,3.998175657216052e-08
1891,4.716922674674606e-08,4.589438407087698e-08
1892,7.208788876944539e-08,1.567128071755519e-08
1893,6.8358424809567e-08,3.325545000487651e-08
1894,7.68787788985037e-08,2.7726773765834878e-08
1895,5.9584283951252814e-08,3.4907962520591695e-08
1896,7.607167379353186e-08,2.299841245223533e-08
1897,5.7684462984042284e-08,4.952706689209663e-08
1898,9.166534642446322e-08,2.093591255913907e-08
1899,7.517506261933704e-08,6.080336234504102e-09
1900,9.603448158923555e-08,2.0245106924221545e-08
1901,1.0003842754180425e-07,1.0618603774048552e-08
1902,6.039649003142245e-08,2.2587305192889318e-08
1903,5.238213662828173e-08,2.9161189019077938e-08
1904,6.449550404852289e-08,3.332267617395246e-08
1905,9.392581223899299e-08,1.548227662739876e-08
1906,6.173021177557914e-08,8.745113966313056e-09
1907,5.451413809254291e-08,1.337139288182243e-08
1908,6.090122517399266e-08,1.3751889405000384e-08
1909,8.086445618671334e-08,2.0353638774395222e-08
1910,6.306098043751263e-08,2.3514262537105424e-08
1911,6.863282675517723e-08,1.1704822888702893e-08
1912,6.147117193044949e-08,2.5005221004903433e-08
1913,6.469647362283837e-08,1.749986605625864e-08
1914,4.352883264946428e-08,1.9420557606508737e-08
1915,2.94519039156782e-08,2.1205371680821372e-08
1916,4.944358011904626e-08,1.4283700444650549e-08
1917,6.68951898319392e-08,3.070598708632133e-08
1918,9.533692502117219e-08,1.6080926812378493e-08
1919,4.6960025201769895e-08,5.524709134618888e-09
1920,7.49650914677602e-08,1.514446346106979e-08
1921,9.996026761882604e-08,1.9689144148404836e-08
1922,7.451715111628232e-08,9.591315963675129e-09
1923,8.917396732144311e-08,1.3800733000834953e-08
1924,7.73497492723152e-08,3.867487219366694e-09
1925,8.908524029571652e-08,2.1996356736053713e-08
1926,8.693988340358061e-08,6.018914433525424e-08
1927,1.0703256081434631e-07,1.3379069518926201e-08
1928,7.08414584771333e-08,1.1426041446327417e-08
1929,8.35530460374656e-08,1.3368487650211591e-08
1930,1.1764036322858828e-07,1.6805765667982087e-08
1931,9.808606460381952e-08,9.124285327288817e-09
1932,5.698959038014095e-08,1.753525857850491e-08
1933,6.997103763062285e-08,2.4088391059606806e-08
1934,7.069132657022692e-08,1.3179738189705859e-08
1935,7.77938495843955e-08,8.377798899061872e-09
1936,4.364897199238271e-08,9.699771652549316e-09
1937,5.414180659357726e-08,1.2591117926064044e-08
1938,7.779128452511941e-08,1.1668693011834819e-08
1939,5.352917753498332e-08,1.5294050470515685e-09
1940,2.7893612752905028e-08,7.607348528892999e-09
1941,5.607854980382854e-08,2.9515025978810172e-09
1942,1.456421614420833e-07,1.2136847082899749e-08
1943,9.00002918857723e-08,1.1612940831184915e-08
1944,1.1888788975511488e-07,9.639558484764166e-09
1945,4.1391576388605245e-08,8.714016175304096e-09
1946,6.403708052715729e-08,5.568441707737293e-09
1947,1.060957499632309e-07,0.0
1948,8.371353343861188e-08,3.2615663503321457e-09
1949,6.970075983048218e-08,9.817008317369869e-10
1950,7.232045673433163e-08,8.508289184305795e-09
1951,8.315893085253379e-08,9.595261585282344e-09
1952,5.1669539202769954e-08,3.1634410646574906e-09
1953,5.1714371673838855e-08,4.3095309543161875e-09
1954,6.547599351591771e-08,2.052232517257835e-08
1955,7.977766358635563e-08,2.627970197011109e-08
1956,5.1454734917300016e-08,8.72114114258693e-09
1957,5.124322016714089e-08,7.951533653738352e-09
1958,6.948684561081109e-08,2.316228081555849e-08
1959,6.433120458559927e-08,1.2401196736178122e-08
1960,7.405291518880475e-08,8.997083578154985e-09
1961,7.017641134865471e-08,1.320150300188061e-08
1962,4.566208677836414e-08,2.5367825617905737e-09
1963,6.789356221670317e-08,1.3578711488548834e-08
1964,7.969998305767945e-08,1.8251904820854037e-08
1965,4.9248392031131516e-08,1.2585699593614663e-08
1966,4.1543059436932595e-08,1.717113129462433e-08
1967,6.458739720827111e-08,1.232583857202485e-08
1968,9.387059130006037e-08,1.616909670043576e-08
1969,6.585548750770442e-08,1.816703096291228e-08
1970,6.66815119232389e-08,1.2876430061092847e-08
1971,8.581123500661647e-08,1.9525910222029097e-08
1972,6.104874594736742e-08,1.333838212103089e-08
1973,4.796487346192535e-08,2.4258096975593446e-08
1974,4.050411750444738e-08,1.6876715247526874e-08
1975,5.140332204334186e-08,1.7134439644905797e-08
1976,5.1421741309454205e-08,2.342546046030236e-08
1977,3.9962116504810297e-08,1.3516598507123945e-08
1978,6.831679932872703e-08,2.257424647211792e-08
1979,5.442335238026175e-08,2.4578287183274483e-08
1980,4.7186750062877536e-08,2.5014662452527148e-08
1981,3.985096119762943e-08,2.0874313833019187e-08
1982,5.0901519110801985e-08,5.2143017459371777e-08
1983,7.515226374543715e-08,3.5365771422490866e-08
1984,6.552879394661204e-08,2.551563760277986e-08
1985,4.9929133605353115e-08,2.2859120152318724e-08
1986,5.454981755192989e-08,2.6975185196675966e-08
1987,5.5608433080500674e-08,2.8109756744498782e-08
1988,7.975416566052829e-08,2.8183803513215366e-08
1989,6.256459261777536e-08,2.0854864168917686e-08
1990,6.15697552941441e-08,2.0160009439607052e-08
1991,6.682070324837142e-08,1.2309076702354815e-08
1992,5.179347439820958e-08,1.7080827197091253e-08
1993,8.91812389491875e-08,2.2710749725263213e-08
1994,6.857404555304925e-08,1.793475057354499e-08
1995,7.211859909261875e-08,2.4943273835287272e-08
1996,5.4448540787177535e-08,1.9217132551929694e-08
1997,7.671831503408555e-08,1.9179577259720304e-08
1998,6.627699500327822e-08,2.5271084447275882e-08
1999,9.414614271507915e-08,1.9194845268799554e-08
2000,7.73155524047553e-08,2.429917311808083e-08
2001,5.4765148943536346e-08,2.6287271470692986e-08
2002,7.053766437614684e-08,1.6648642020555826e-08
2003,7.375453814351118e-08,2.791838388249701e-08
2004,6.871474655945065e-08,2.5988269092280802e-08
2005,5.854874407518196e-08,2.927437159350177e-08
2006,7.082770936417404e-08,2.3471971921651402e-08
2007,7.190063233686317e-08,3.3553626987981033e-08
2008,6.726754731012363e-08,6.939626828739165e-08
2009,5.292693860958764e-08,6.913879158076952e-08
2010,5.6685517002552643e-08,8.077685897944775e-08
2011,3.7092529686644227e-08,1.8125626866094535e-07
2012,3.574465295974605e-08,1.365105326556204e-07
2013,3.5421887201181335e-08,8.980982713069352e-08
2014,3.529675557389922e-08,9.246451071476258e-08
2015,4.654808366533203e-08,1.0484401435917334e-07
2016,4.2876737493813266e-08,8.451067490256037e-08
2017,2.842640789424422e-08,9.483854856995322e-08
2018,3.149389249390566e-08,1.0403311101470081e-07
2019,4.08158039588713e-08,8.571319209949024e-08
