year,aurais_VERB eu_VERB,aurais_VERB bu_VERB
1904,8.330668777034589e-08,0.0
1905,6.863809431933987e-08,1.0321518084666081e-09
1906,5.2985100751357095e-08,0.0
1907,4.782844342798853e-08,5.142843373384665e-10
1908,7.072399910157401e-08,4.911389073214423e-10
1909,7.646367095048845e-08,5.500983557560346e-10
1910,1.2451870645691088e-07,0.0
1911,8.086968961151797e-08,5.320374141248863e-10
1912,9.012298818333875e-08,5.209421227725386e-10
1913,6.999946577934679e-08,1.060597942803554e-09
1914,7.768223042603495e-08,6.696743715117748e-10
1915,6.597226587246041e-08,0.0
1916,5.273981784625903e-08,0.0
1917,6.031533672512523e-08,0.0
1918,4.9391417178412667e-08,0.0
1919,9.484083562938395e-08,1.8415696745321952e-09
1920,9.692456615084666e-08,0.0
1921,9.541661682987979e-08,0.0
1922,1.0476668421688373e-07,0.0
1923,1.242065934548009e-07,0.0
1924,9.797634703545555e-08,0.0
1925,7.368779364469447e-08,1.0998177923937646e-09
1926,1.1591983906100722e-07,0.0
1927,1.3267577969600097e-07,8.919379901328739e-09
1928,8.6837914636817e-08,4.570416489713125e-09
1929,1.3925507857948105e-07,4.4561625500705304e-09
1930,1.0713675635543041e-07,1.0503603542488804e-09
1931,8.211856794559935e-08,0.0
1932,7.233294496700182e-08,0.0
1933,7.341223806633934e-08,0.0
1934,5.870974462141021e-08,1.1981580172459871e-09
1935,9.095896302824258e-08,3.590485242455088e-09
1936,8.366053094732706e-08,0.0
1937,7.80649358489427e-08,0.0
1938,6.741911562357927e-08,0.0
1939,6.72938256229827e-08,0.0
1940,5.0715659227762444e-08,2.5357829169792012e-09
1941,5.9030050181263505e-08,0.0
1942,7.282108072104165e-08,0.0
1943,7.548411673496958e-08,0.0
1944,5.1410978585408884e-08,0.0
1945,8.06046500656521e-08,2.178504043826024e-09
1946,1.0997672461598995e-07,2.7842208538686464e-09
1947,9.298279479708071e-08,1.1920870957027319e-09
1948,7.284165093324191e-08,1.0871887834440486e-09
1949,7.755436826073492e-08,9.817008317369869e-10
1950,9.678178969352302e-08,3.190608444114673e-09
1951,1.0554787621686046e-07,5.330700769690111e-09
1952,5.9050901057844385e-08,0.0
1953,8.619061730996691e-08,1.0773827385790469e-09
1954,1.0945240092041786e-07,0.0
1955,6.569925403709931e-08,1.8771215692936494e-09
1956,9.331621697583614e-08,1.744228317335228e-09
1957,6.184526313290917e-08,2.6505113659425206e-09
1958,8.768578396711746e-08,4.1361216673863055e-09
1959,9.068374851040062e-08,1.5501495642666896e-09
1960,7.405292024031951e-08,1.3841666701708277e-09
1961,8.685199048841241e-08,1.3896318540318475e-09
1962,8.43480236767391e-08,1.9025869768540815e-09
1963,7.241979460559378e-08,2.5864212993553792e-09
1964,1.0768624036927577e-07,3.041984220075733e-09
1965,6.402290608775729e-08,2.73602163147757e-09
1966,6.037591759877614e-08,5.539074754423723e-10
1967,8.23366050894947e-08,3.944268467392931e-09
1968,8.084548852593798e-08,4.4914158503495116e-10
1969,8.220581548812333e-08,2.2708788183223305e-09
1970,7.128024037683645e-08,1.8394900047624674e-09
1971,5.1897814046242274e-08,2.0553589941130213e-09
1972,6.925698414761428e-08,2.565073486948677e-09
1973,7.387693301552645e-08,0.0
1974,5.963106275430619e-08,0.0
1975,4.683413834527528e-08,1.7134440533084216e-09
1976,4.2280099421532213e-08,1.142705374768127e-09
1977,5.582942819160053e-08,0.0
1978,5.0495025050167897e-08,4.158414057542359e-09
1979,7.432006299268323e-08,2.3407893401383717e-09
1980,5.969408078954075e-08,1.1370301367108482e-09
1981,6.641827354769703e-08,6.958104314946922e-09
1982,6.145427278170246e-08,1.2415004579935385e-09
1983,5.873243935639039e-08,1.2630632095778083e-09
1984,4.465236713713239e-08,2.3196033982486597e-09
1985,5.414002401948892e-08,6.015558051686298e-10
1986,4.975423095743281e-08,5.994485463567401e-10
1987,6.233032934233051e-08,1.2221633705067347e-09
1988,8.09534768109188e-08,0.0
1989,5.7625282323670035e-08,5.488122178931576e-10
1990,5.1762185648840386e-08,5.44865097484859e-10
1991,6.154538567670897e-08,5.861465202094962e-10
1992,5.3997453619558655e-08,2.2039776670368383e-09
1993,5.594599628011565e-08,5.539207426075166e-10
1994,3.639699386326356e-08,2.1099706426497278e-09
1995,6.886512693426994e-08,5.422450821690461e-10
1996,7.046281780276331e-08,1.067618438099771e-09
1997,6.712852496093547e-08,9.58978896292706e-10
1998,5.769436484115431e-08,4.768129224785866e-10
1999,6.124069784618769e-08,1.3710603763428253e-09
2000,7.378112343303656e-08,1.7672125984802278e-09
2001,6.790878614992835e-08,4.3812117822561447e-10
2002,6.878517666564221e-08,2.1906108038649563e-09
2003,6.667076490884938e-08,4.1669229178253886e-10
2004,7.620288755560978e-08,8.809582507929292e-10
2005,6.440362199100491e-08,1.3511248786457486e-09
2006,8.894642178347567e-08,8.235779835885637e-10
2007,1.1144597777956733e-07,3.1955835755326234e-09
2008,1.2772319735177007e-07,1.2772318758180745e-09
2009,1.0680751216796125e-07,0.0
2010,1.483271034885547e-07,1.4171379625338432e-09
2011,1.3154463829323504e-07,4.971163480860241e-09
2012,1.8757432940219587e-07,2.382976926895708e-09
2013,2.2675587274534337e-07,6.136075203500013e-09
2014,2.3408462368479377e-07,5.413613113347537e-09
2015,2.3673025850712293e-07,3.989835573037226e-09
2016,2.3841123208967474e-07,5.178350193091319e-09
2017,2.2741126315395377e-07,4.779661555431858e-09
2018,2.700214167816739e-07,2.8396134332808742e-09
2019,2.5076209908547753e-07,2.04079020349468e-09
