year,gros_ADJ ans_NOUN,gros_ADJ bancs_NOUN
1855,0.0,6.527533003009012e-08
1856,0.0,1.8120163147727908e-08
1857,0.0,7.078187991282903e-08
1858,0.0,5.676664116549546e-08
1859,0.0,2.8516170758052795e-08
1860,0.0,3.5244316881621884e-08
1861,0.0,5.470517960848298e-08
1862,0.0,2.3945327498609004e-08
1863,0.0,2.3474717281146695e-08
1864,0.0,6.664672014267126e-08
1865,0.0,6.401308560999297e-08
1866,0.0,2.7247432143884254e-08
1867,0.0,5.095452060288608e-08
1868,0.0,5.63145632348494e-08
1869,0.0,1.841086714193807e-07
1870,0.0,3.4977697183080636e-08
1871,1.0621177271019633e-09,5.2043767073683966e-08
1872,0.0,1.0522370486043542e-07
1873,0.0,6.165584698347715e-08
1874,0.0,6.153847209589003e-08
1875,0.0,2.5174719198162165e-08
1876,0.0,3.688069138974015e-08
1877,0.0,6.617753134374738e-08
1878,0.0,2.3552445327368332e-08
1879,0.0,4.826366861720999e-08
1880,0.0,1.1616301853756283e-07
1881,0.0,1.1574362424049411e-07
1882,0.0,9.051324023623408e-08
1883,6.319338941018771e-10,4.865891156669022e-08
1884,6.601696966868076e-10,2.1917633574730644e-07
1885,0.0,3.725577339963593e-07
1886,0.0,1.0583680731812706e-07
1887,0.0,2.311239306607149e-07
1888,0.0,2.612333211970963e-07
1889,0.0,2.9258189471192964e-07
1890,0.0,2.2612634076324412e-07
1891,0.0,2.1991058751780201e-07
1892,6.268512375839919e-10,2.4321828462348094e-07
1893,0.0,2.2047130876501342e-07
1894,0.0,2.1047141451902007e-07
1895,0.0,2.5518926172196643e-07
1896,5.89702897624278e-10,1.8575641869134074e-07
1897,0.0,1.736360637494272e-07
1898,0.0,1.788040122630008e-07
1899,0.0,1.5311392331796014e-07
1900,0.0,2.5176606399668344e-07
1901,0.0,1.4027734729360475e-07
1902,0.0,2.0819603996358182e-07
1903,0.0,4.239172999298546e-07
1904,2.1498500757388683e-09,2.552946831713143e-07
1905,2.0643036169332163e-09,2.012696036501893e-07
1906,0.0,2.6081015364054494e-07
1907,0.0,3.070277436734159e-07
1908,0.0,2.3427325501756968e-07
1909,5.500983557560346e-10,1.6778000411221683e-07
1910,5.344150677544235e-10,3.5431718403700074e-07
1911,0.0,1.6759178533831687e-07
1912,0.0,2.6568049538155947e-07
1913,0.0,1.4105952872434102e-07
1914,6.696743715117748e-10,2.7456647855306215e-07
1915,0.0,1.9320449151649655e-07
1916,0.0,6.482602543655958e-08
1917,0.0,3.618920096926104e-08
1918,0.0,1.1371512531610506e-07
1919,0.0,1.6297891791694497e-07
1920,0.0,1.8173356419737274e-07
1921,0.0,1.764450168195708e-07
1922,7.377935484775833e-10,2.1691129870049508e-07
1923,0.0,2.186885335042632e-07
1924,0.0,3.674113093765641e-07
1925,0.0,2.639562746153956e-07
1926,0.0,2.786534558651965e-07
1927,0.0,2.0626066232765083e-07
1928,0.0,4.341895545323382e-07
1929,0.0,4.2779159237227304e-07
1930,0.0,1.8696413717211868e-07
1931,0.0,2.258260609622198e-07
1932,0.0,3.605687632912691e-07
1933,0.0,3.452669448122947e-07
1934,0.0,5.223968830847525e-07
1935,1.196828414151696e-09,3.4348976374332096e-07
1936,0.0,6.995960575295612e-07
1937,0.0,4.1928424110437845e-07
1938,0.0,4.291485868890277e-07
1939,0.0,4.2058639593278713e-07
1940,0.0,5.401217677558634e-07
1941,0.0,6.640880876318533e-07
1942,0.0,4.672686202411569e-07
1943,0.0,5.167758703183978e-07
1944,0.0,9.671690488488593e-07
1945,0.0,3.747026906530948e-07
1946,0.0,3.591644901490554e-07
1947,0.0,3.218635296065031e-07
1948,0.0,3.8377762834329587e-07
1949,9.817008317369869e-10,1.7965125520547076e-07
1950,1.0635361480382244e-09,3.07361935458772e-07
1951,0.0,4.0513326915458947e-07
1952,0.0,7.855878756402035e-07
1953,0.0,4.1156020280652683e-07
1954,0.0,4.729907558953528e-07
1955,0.0,4.51447725424714e-07
1956,0.0,4.779185722725288e-07
1957,0.0,5.345197848782846e-07
1958,8.272243445794913e-10,3.887954278525285e-07
1959,0.0,2.790269162389336e-07
1960,0.0,5.820420962976414e-07
1961,0.0,3.7311614509150104e-07
1962,0.0,3.773464012368777e-07
1963,0.0,3.200696370164735e-07
1964,6.083968329129164e-10,2.4396713582675034e-07
1965,0.0,2.6813011988480184e-07
1966,1.6617224263271169e-09,2.7750765951850553e-07
1967,0.0,3.0370867154516645e-07
1968,0.0,1.724703667660421e-07
1969,0.0,1.7894525056183497e-07
1970,0.0,2.0372351494657437e-07
1971,0.0,1.788162300453422e-07
1972,0.0,1.3902698581258477e-07
1973,5.513203782392395e-10,1.6374214584224944e-07
1974,0.0,1.3557627032145803e-07
1975,0.0,2.107536247741848e-07
1976,5.713526873840635e-10,1.468376367164126e-07
1977,0.0,1.1342188654950291e-07
1978,0.0,2.0970287240018592e-07
1979,0.0,2.4344209925697413e-07
1980,0.0,2.637909930491844e-07
1981,0.0,9.994368493915218e-08
1982,0.0,9.125028554990422e-08
1983,1.2630632095778083e-09,1.4146307947271453e-07
1984,0.0,1.269982874418929e-07
1985,0.0,1.064753786250705e-07
1986,5.994485463567401e-10,6.533988994306128e-08
1987,0.0,2.9943002743948455e-08
1988,0.0,1.6550488579625267e-07
1989,0.0,5.652765977526286e-08
1990,1.089730194969718e-09,8.172976606601878e-08
1991,5.861465202094962e-10,4.6305576262284376e-08
1992,1.65298330578878e-09,1.818281503140895e-08
1993,0.0,4.3205819366676224e-08
1994,0.0,2.1099706870586488e-08
1995,0.0,2.9281234659173094e-08
1996,0.0,4.5373784285374086e-08
1997,0.0,2.781038788146617e-08
1998,0.0,2.86087754597375e-08
1999,0.0,1.690974471557638e-08
2000,0.0,2.6066386382694873e-08
2001,4.3812117822561447e-10,1.0514908582726079e-08
2002,4.38122149670761e-10,3.2859159837528296e-08
2003,0.0,1.91678459771083e-08
2004,0.0,2.0702518283011173e-08
2005,0.0,5.854874363109275e-09
2006,0.0,8.64756888319107e-09
2007,0.0,8.38840730210677e-09
2008,0.0,1.0217855006544596e-08
2009,0.0,4.291373478793048e-09
2010,0.0,2.8342759250676863e-09
2011,0.0,5.353560705856353e-09
2012,0.0,3.404252713057332e-09
2013,0.0,2.7891249310130206e-09
2014,0.0,1.9489005964601347e-09
2015,0.0,5.763096222466402e-09
2016,0.0,3.935546111222266e-09
2017,0.0,4.024978128569501e-09
2018,0.0,2.323319980845895e-09
2019,0.0,4.591778068885333e-09
