year,plusieurs_DET oies_NOUN,plusieurs_DET bois_NOUN
1861,4.715963730639317e-10,2.4994608605055646e-08
1862,9.035972525772706e-10,2.258993192505443e-08
1863,6.99246927027275e-09,2.597202808374277e-08
1864,4.794727948009836e-10,3.6439931072607123e-08
1865,2.3534221238463715e-09,1.8827377656904787e-08
1866,4.865612912574591e-10,2.578774882522339e-08
1867,0.0,4.221945992810561e-08
1868,4.44588676984381e-09,2.9145257096629962e-08
1869,0.0,5.3230359009504014e-08
1870,0.0,6.47947513421343e-08
1871,0.0,5.3105886355098164e-08
1872,6.047339295989218e-10,1.3908880824864411e-08
1873,5.387403856360606e-09,5.387403961831794e-08
1874,0.0,1.613144390288923e-08
1875,1.1443054281912168e-09,1.830888640697026e-08
1876,6.04601479992084e-10,3.5066884507273244e-08
1877,6.184815992682502e-10,3.649041280251453e-08
1878,1.8117265465633636e-09,3.8046260142365895e-08
1879,0.0,3.0546626561545054e-08
1880,1.2835692508872398e-09,3.3372801411246655e-08
1881,3.4862537301449947e-09,6.066081459366046e-08
1882,3.3276925659464496e-09,3.727015562837721e-08
1883,5.687405213450347e-09,3.791603386815723e-08
1884,0.0,4.2250860587955685e-08
1885,0.0,4.640857564908174e-08
1886,6.453463874400711e-10,3.226731948302586e-08
1887,0.0,3.460330111337839e-08
1888,6.340614699951175e-10,3.106901136362694e-08
1889,3.132568426877924e-09,3.257871161732595e-08
1890,0.0,2.1629475099871343e-08
1891,6.374220040683554e-10,3.4420787997646585e-08
1892,6.268512375839919e-10,3.134256143511038e-08
1893,0.0,2.3401982685022915e-08
1894,6.301539290376468e-10,3.213785060296459e-08
1895,1.8055843487019274e-09,3.490796451899314e-08
1896,1.179405795248556e-09,4.658652991151868e-08
1897,0.0,3.845631091348167e-08
1898,5.6583548957434e-10,2.998928083641772e-08
1899,0.0,2.266307141951529e-08
1900,1.038210628578895e-09,2.7512581546318415e-08
1901,0.0,1.732509075091926e-08
1902,6.874397495693074e-09,2.4060391012881155e-08
1903,0.0,2.4300991219305956e-08
1904,0.0,2.741058846567057e-08
1905,5.160759042333041e-10,2.115911224009892e-08
1906,0.0,2.2119992670877053e-08
1907,0.0,2.5199931696917588e-08
1908,0.0,2.0136694312000714e-08
1909,1.1001967115120692e-09,2.2003934119219082e-08
1910,0.0,1.7635697346918278e-08
1911,1.0640748282497725e-09,1.7025198029152477e-08
1912,2.0837684910901544e-09,1.3023552902780011e-08
1913,1.590896969716482e-09,1.6439267724877027e-08
1914,0.0,1.9420556107707654e-08
1915,0.0,1.767114232720246e-08
1916,2.197492410260793e-09,1.538244687182555e-08
1917,0.0,2.1932848093264568e-08
1918,0.0,2.5270027848023346e-08
1919,0.0,2.1178051312631396e-08
1920,7.572231730534895e-10,6.057785384427916e-09
1921,0.0,1.1359121254717053e-08
1922,1.4755870969551665e-09,1.1804696498085576e-08
1923,0.0,1.4862327368803108e-08
1924,0.0,3.867487219366694e-09
1925,0.0,2.6395627683584166e-08
1926,0.0,1.4489979882625903e-08
1927,1.1149224876660924e-09,1.8953683067479687e-08
1928,1.1426041224282812e-09,2.2852082448565625e-08
1929,0.0,2.562293377472713e-08
1930,0.0,2.8359730563920493e-08
1931,0.0,1.4826963656844327e-08
1932,0.0,1.972716578979572e-08
1933,4.588264879146209e-09,3.4411986593596566e-09
1934,3.5944740517379614e-09,2.2765002327673756e-08
1935,0.0,1.555876849579363e-08
1936,1.2124714565686645e-09,3.152425653851765e-08
1937,0.0,2.895957251780601e-08
1938,0.0,1.2965214679638848e-08
1939,0.0,1.8352861452797242e-08
1940,0.0,1.2678914806940611e-08
1941,2.9515025978810172e-09,4.132103814669108e-08
1942,3.034211770724937e-09,9.102635090130207e-09
1943,0.0,8.709705623388686e-09
1944,0.0,2.2492303131116387e-08
1945,0.0,6.535512131478072e-09
1946,1.3921104269343232e-09,1.2528993842408909e-08
1947,1.1920870957027319e-09,1.668921911779364e-08
1948,1.0871887834440486e-09,2.0656587107481528e-08
1949,0.0,1.668891380646187e-08
1950,0.0,1.1698897850465073e-08
1951,4.264560704569931e-09,1.1727541604500402e-08
1952,0.0,1.265376459169687e-08
1953,0.0,1.6160741300730308e-08
1954,9.772536113672459e-10,2.14995790059902e-08
1955,0.0,1.407841176970237e-08
1956,0.0,1.83143975540645e-08
1957,8.835037701437898e-10,1.6786572132332367e-08
1958,8.272243445794913e-10,9.926692356998501e-09
1959,7.750747821333448e-10,2.1702093455644444e-08
1960,1.3841666701708277e-09,8.305000243069571e-09
1961,6.948159270159238e-10,2.5708188633455364e-08
1962,6.341956404476434e-10,7.610347907416326e-09
1963,0.0,1.2932106607799199e-08
1964,6.083968329129164e-10,4.867174752121173e-08
1965,1.0944086747954884e-09,9.84967779560364e-09
1966,0.0,1.5509408868297214e-08
1967,4.930335584241163e-10,1.7749208325312793e-08
1968,0.0,1.3474247384515081e-08
1969,1.3625273131978588e-09,2.86130742988e-08
1970,1.3796175313274261e-09,1.0117195442527205e-08
1971,1.0276794970565106e-09,1.3359833350712336e-08
1972,3.0780880067027283e-09,9.74727870639569e-09
1973,5.513203782392395e-10,1.433432994524253e-08
1974,5.625571675160757e-10,1.2938814686336286e-08
1975,0.0,6.8537762132336866e-09
1976,5.713526873840635e-10,1.7711932975839062e-08
1977,0.0,1.1165885549502264e-08
1978,1.7821774056514528e-09,2.6732661750905606e-08
1979,1.1703946700691858e-09,1.5800327823889404e-08
1980,0.0,2.5014662785594055e-08
1981,6.325549528618524e-10,1.1385988762935284e-08
1982,0.0,1.738100563475342e-08
1983,0.0,2.2103606056589342e-08
1984,0.0,9.278413592994639e-09
1985,0.0,1.0828004493035337e-08
1986,5.994485463567401e-10,1.3187867797803676e-08
1987,0.0,1.3443797020062931e-08
1988,1.1993107618124554e-09,1.4391728697660255e-08
1989,1.0976244357863152e-09,1.4269117665222097e-08
1990,1.6345953479657283e-09,1.52562225630426e-08
1991,5.861465202094962e-10,1.5825955934634095e-08
1992,0.0,1.763182055913859e-08
1993,5.539207426075166e-10,9.416652624327781e-09
1994,1.5824779264761446e-09,1.265982402243182e-08
1995,5.422450821690461e-10,1.138714633697191e-08
1996,0.0,1.548046646426826e-08
1997,4.79489448146353e-10,1.0069278078006505e-08
1998,0.0,1.3827574862901315e-08
1999,1.3710603763428253e-09,1.1882523187622951e-08
2000,0.0,1.2370487856294687e-08
2001,0.0,1.0953029760951694e-08
2002,2.6287327870022636e-09,1.1391176002462089e-08
2003,8.333845835650777e-10,9.583922322420335e-09
2004,4.404791253964646e-10,1.4095331846153414e-08
2005,4.5037495954858286e-10,1.4411998927599257e-08
2006,8.235779835885637e-10,1.1530091881262194e-08
2007,1.1983438685803094e-09,7.988959188631739e-09
2008,8.514879357157668e-10,1.5326782815128226e-08
2009,4.76819250749827e-10,9.059566208335923e-09
2010,2.3618964561933353e-09,9.447586268862551e-09
2011,1.529588788962144e-09,6.5007523253335364e-09
2012,6.808505426114664e-10,9.19148224198807e-09
2013,1.6734750252211938e-09,6.414987652192394e-09
2014,1.0827225782605865e-09,6.063246307808079e-09
2015,2.21657536769726e-09,5.763096222466402e-09
2016,2.4856081637381067e-09,8.078226310104242e-09
2017,2.0124890642847504e-09,4.528100561174142e-09
2018,1.5488800242380307e-09,4.6466399061806385e-09
2019,2.806086474294034e-09,4.081580573522814e-09
