year,aux_ADP arrières_NOUN,aux_ADP barrières_NOUN
1948,1.9569398546082084e-08,2.0330430405834932e-07
1949,1.3743811422273211e-08,1.8455976202869095e-07
1950,1.914365022059883e-08,1.6378457434740312e-07
1951,2.4521223718210194e-08,1.8017768477207596e-07
1952,1.8980646387944944e-08,1.8031614157365539e-07
1953,2.3702419582605216e-08,1.7238124483398565e-07
1954,1.6613311171198575e-08,2.296546040003733e-07
1955,2.0648336374051723e-08,1.6518670253873324e-07
1956,9.593255967388359e-09,1.6744592201689557e-07
1957,1.0602045463770082e-08,1.5196264291361672e-07
1958,1.4890038535497752e-08,1.8612548446927946e-07
1959,1.3176271629333769e-08,1.7129152063422026e-07
1960,1.038124963770315e-08,1.8478624902451557e-07
1961,1.598076693198891e-08,1.9593809352791425e-07
1962,1.77574772664002e-08,1.4459660002685837e-07
1963,1.3578711488548834e-08,2.3407112514917117e-07
1964,2.0685492374550307e-08,1.7521828921118754e-07
1965,8.208064727899256e-09,1.5923645513282736e-07
1966,1.7725039214155913e-08,1.9275980145394556e-07
1967,1.1832805180134187e-08,2.6130779040567376e-07
1968,3.2338192984537883e-08,1.9043602939028403e-07
1969,2.7250546708046386e-08,2.302671145981705e-07
1970,1.9314644827961303e-08,1.8348912655952176e-07
1971,8.73527572498034e-09,1.7213632153012526e-07
1972,1.8468528373283277e-08,1.9032844411626115e-07
1973,1.709093155888297e-08,2.3706775609255715e-07
1974,1.9689500752040345e-08,2.40211917024169e-07
1975,1.770558810676448e-08,2.1418051243671243e-07
1976,1.1998406657109939e-08,1.6569227700991007e-07
1977,1.7630345183761165e-08,1.480949023413558e-07
1978,1.4257419245211622e-08,1.651484371478773e-07
1979,1.404473604083023e-08,1.7497399662502744e-07
1980,1.819248218737357e-08,1.7169154986618196e-07
1981,2.4669643328145696e-08,1.448550828175854e-07
1982,3.4141263371978425e-08,1.4835930151058108e-07
1983,2.273513821648976e-08,1.4651533586373944e-07
1984,3.131464620942381e-08,1.507742171114046e-07
1985,2.5866899400206478e-08,1.7565428889199097e-07
1986,2.8174081734277934e-08,1.5166048822345957e-07
1987,2.5054348651298852e-08,1.7476936414739797e-07
1988,1.9188972188999287e-08,1.8109592736514912e-07
1989,1.701317808855407e-08,2.5355125643500287e-07
1990,3.0512445903241314e-08,1.5692114235799082e-07
1991,2.579044766637395e-08,1.8287771741398728e-07
1992,2.1488782309120324e-08,1.6419633142028545e-07
1993,9.970573700002205e-09,2.0107322873386124e-07
1994,1.2659823411809157e-08,1.7987500144922564e-07
1995,1.4098371969861745e-08,1.615890412587362e-07
1996,1.975094177097958e-08,1.5693991617382608e-07
1997,1.9659066485822052e-08,1.620674374702702e-07
1998,1.382757464085671e-08,1.5877870440661468e-07
1999,9.140402129625969e-09,2.3445131669408426e-07
2000,7.95245647111642e-09,2.1250731285782365e-07
2001,1.5334240544007116e-08,1.8663962242371213e-07
2002,2.0153618329743495e-08,2.0766989972109684e-07
2003,1.2500768420409258e-08,1.8751153074703097e-07
2004,1.1892936774282603e-08,1.709058978782707e-07
2005,1.3961623857028371e-08,1.7294398624301266e-07
2006,1.1941880373456115e-08,1.5895055316406115e-07
2007,1.3581230362547103e-08,1.4140457493816427e-07
2008,1.064359897440248e-08,1.5709952339015842e-07
2009,1.6688674220333155e-08,1.7451583889105393e-07
2010,1.842279218067233e-08,1.6627751719955342e-07
2011,1.491349077564763e-08,1.4607573606273405e-07
2012,1.3617010630184723e-08,1.576169009198658e-07
2013,1.310888730898796e-08,1.8101421295213527e-07
2014,9.74450338475652e-09,1.925080805875723e-07
2015,9.75293146243672e-09,1.7843431932007547e-07
2016,1.2220906064897008e-08,1.8331359186163354e-07
2017,1.0314006537726073e-08,1.3408207755194468e-07
2018,1.1100306396283344e-08,1.463691683412094e-07
2019,9.693753688644335e-09,1.6555910731241852e-07
